dubhghall	d̪ˠʊwəl
cánach	kɑːnˠəx
chailín	xalʲinʲ
leagan	l̠ʲaɡənˠ
méir	mʲeːɾʲ
lasadh	l̪ˠasˠuː
beithíoch	bʲɛhiəh
gnách	ɡn̪ˠɑːx
taidhleoir	t̪ˠailʲoːɾʲ
bhur	ə
poiblí	pˠʌbʲlʲi
chugat	hʊɡəd̪ˠ
bréagach	bʲɾʲeːɡəx
meaingeal	mæɲɟəl
liom	lʲɔmˠ
don	d̪ˠɔnˠ
d'fheiceadh	dʲɛcəx
cuidhil	kiːlʲ
dath	d̪ˠah
hithe	hiə
grúpa	ɡɾˠuːpˠə
punt	pˠʊn̪ˠt̪ˠ
gcasadh	ɡasˠə
tíogar	tʲiːɡəɾˠ
fhágadar	æːɡəd̪ˠəɾˠ
gin	ɟɪnʲ
sáraíocht	sˠɑːɾˠiəxt̪ˠ
reilig	ɾˠəliːc
céilíoch	ceːlʲiːəx
fosclóchaidh	fˠɔsˠklˠaxi
athfhás	ahɑːsˠ
miotóg	mʲɪt̪ˠoːɡ
cúigear	kuːɟəɾˠ
crochadh	kɾˠɔxə
báine	bˠæːnʲə
cuimhniú	kiːvʲɾʲuː
deargadh	dʲaɾˠəɡuː
cáibín	kaːbʲinʲ
phiocadh	fʲɪku
casa	kasˠə
chrann	xɾˠan̪ˠ
it	ɪt̪ˠ
aird	æːɾˠdʲ
micheál	mʲiːɑːl̪ˠ
measa	mʲasˠə
soithí	sˠəi
soilse	sˠʌl̠ʲʃə
adharc	əiɾˠk
déanta	dʲeːn̪ˠt̪ˠə
béas	bʲeːsˠ
ceanna	cæn̪ˠə
aerach	eːɾˠax
agaibh	əɣɪvʲ
galúin	ɡalˠunʲ
glanadh	ɡlˠanˠətʲ
mic	mʲɪc
fleá	fʲlʲaː
gránaigh	ɡɾˠɑːn̪ˠɪɟ
seanchas	ʃanəxəsˠ
fásta	fˠɑːsˠt̪ˠə
caraid	kaɾˠədʲ
saothar	sˠeːhəɾˠ
inné	ən̠ʲeː
miúil	mʲuːlʲ
maorga	mˠiːɾˠɡə
d'oilfeadh	d̪ˠɛlʲhətʲ
cora	kɔɾˠə
síneadh	ʃiːnʲəx
gcrainn	ɡɾˠaiɲ
cailleach	kal̠ʲah
dream	dˠɾˠoumˠ
timpiste	tʲɪmˠpˠəʃtʲə
fúibh	fˠuːbʲ
feadh	fʲæː
dtír	dʲiːɾʲ
chónaithe	xuːn̪ˠiː
úr	uːɾˠ
líonra	lʲiːn̪ˠɾˠə
scóp	sˠkoːpˠ
foscail	fˠasˠkəlʲ
críoch	cɾʲiːx
d'fhágadar	d̪ˠæːɡəd̪ˠəɾˠ
niamh	n̠ʲiəvˠ
dhuitse	ɣɪtʲʃə
giuirléid	ɟuːɾˠlʲedʲ
ceann	caːn̪ˠ
sínigh	ʃiːnʲə
snáth	sˠn̪ˠɑː
foighne	fˠəinʲə
líne	l̠ʲiːnʲə
maraigh	mˠaɾˠə
lathach	l̪ˠɑːx
cinnte	cɪn̠ʲtʲə
veigeán	vʲɛɟɑːnˠ
ainseabhaí	anʲʃəwiː
ngram	ŋɾˠamˠ
troigh	t̪ˠɾˠɪɟ
uaidh	wəi
coillteach	kʌl̠ʲtʲah
compord	kuːmˠpˠoːɾˠtʲ
caoineadh	kiːnʲəvˠ
tosú	t̪ˠɔsˠuː
cisteanaí	cɪʃtʲən̪ˠiː
árthach	ɑːɾˠhəx
seadadh	ʃad̪ˠuː
gach	ɡax
fliuchadh	fʲlʲɔxətʲ
líomóid	lʲiːmˠoːdʲ
agat	aɡət̪ˠ
plána	pˠl̪ˠɑːn̪ˠə
héin	heːnʲ
ngobadh	ŋʌbˠu
léas	l̠ʲeːsˠ
óltar	ɔːl̪ˠt̪ˠəɾˠ
seagal	ʃaɡəlˠ
leath	lʲæx
púca	pˠuːkə
pláinéad	pˠl̪ˠɑːnʲeːd̪ˠ
socra	sˠɔkɾˠə
cófra	koːfˠɾˠə
clí	clʲiː
bhrisfeadh	vʲɾʲɪʃu
caoga	kiːɡə
díbríodh	dʲiːbʲɾʲiw
scoitheadh	skahu
d'fhágadar	d̪ˠəɣɑːɡəd̪ˠəɾˠ
cuaird	kuəɾˠdʲ
seachtar	ʃaxt̪ˠəɾˠ
asainne	aːsˠən̠ʲə
d'fhágadh	d̪ˠɑːɡətʲ
sál	sˠɑːlˠ
chaill	xal̠ʲ
hadharca	həiəɾˠkə
lachtach	l̪ˠaxt̪ˠəx
shín	hiːnʲ
finn	fʲiːn̠ʲ
dearmad	dʲaɾˠəmˠəd̪ˠ
libh	lʲɪbʲ
breithiúnais	bʲɾʲəhuːn̪ˠəʃ
tosaigh	t̪ˠɔsˠə
gairm	ɡaɾʲəmʲ
dhaoibh	ɣiːvʲ
inarbh	ɪnˠəɾˠvˠ
scátháin	sˠkɑːhɑːnʲ
scríbend	sʲkʲrʲiːvʲen͈d
ghlúine	ɣl̪ˠuːnʲə
áirithe	ɑːɾʲiː
uair	uəɾʲ
ponc	pˠʊŋk
tine	tʲɪnʲə
mbláthanna	mˠl̪ˠɑːn̪ˠiː
arú	aɾˠu
scaradh	sˠkaɾˠəx
foradh	fˠɔɾˠuː
dearna	dʲɑːɾˠn̪ˠə
aithníodh	ænʲiːx
seadadh	ʃad̪ˠəvˠ
cárta	kɑːɾˠt̪ˠə
oifig	ɪfʲɪɟ
cam	kamˠ
rua	ɾˠuə
bhfiaradh	vʲiəɾˠəx
tiomáin	tʲɪmˠænʲ
cónaí	kɔːnˠi
cluas	klˠuəsˠ
bhlais	vˠlˠaʃ
tóigeáil	t̪ˠoːɟɑːlʲ
féin	heːnʲ
carad	kaɾˠəd̪ˠ
fréamhacha	fʲɾʲeːvˠaxə
ainnir	æn̠ʲəɾˠ
mckeon	məkjoʊn
nóin	n̪ˠoːnʲ
consan	kʊnˠsˠənˠ
orthusan	ɔɾˠəpˠsˠən
bró	bˠɾˠɔː
cabhlach	kəul̪ˠəx
bóthair	boːhəɾʲ
cogaíocha	kɔɡiəxiː
gearradh	ɟaɾˠə
cleacht	clʲaxt̪ˠ
gaibh	ɡavʲ
smig	sˠmʲɪɟ
cróga	kɾˠɔːɡə
ndán	n̪ˠɑːn̪ˠ
ní	n̠ʲiː
folamh	fˠɔl̪ˠəvˠ
fírinneach	fʲiːɾʲən̠ʲəx
cíos	ciːsˠ
luím	l̪ˠiːmʲ
cealgaire	calˠəɡəɾʲə
buaigh	bˠuˑə
próifíl	pˠɾˠoːfʲiːlʲ
paráiste	pˠəɾˠɑːʃtʲə
moladh	mˠɔlˠətʲ
deasa	dʲasˠə
hár	hɑːɾˠ
ngobadh	ɡɔbˠəx
frása	fˠɾˠæːsˠə
d'aithneodh	d̪ˠænʲətʲ
bandach	bˠan̪ˠd̪ˠah
cuán	kuːɑːnˠ
nua	urˠ
feadha	fʲɑː
buinne	bˠɪn̠ʲə
deireadh	dʲɛɾʲə
díbríodh	dʲiːbʲɾʲiːx
breoite	bʲɾʲoːtʲə
cad	kad̪ˠ
stopadh	sˠt̪ˠʌpˠu
meitheamh	mʲɛhuː
fáth	fˠæː
gciliméadar	ɟɪlʲəmʲed̪ˠəɾˠ
peacadh	pʲaku
tóin	t̪ˠuːnʲ
fhaide	adʲə
coill	kɞl̠ʲ
bhriseadh	vʲɾʲɪʃə
corcaigh	kɔɾˠkəɟ
tráthnóna	t̪ˠɾˠɑːn̪ˠuːn̪ˠə
fir	fʲɪɾʲ
roth	ɾˠɔh
focla	fˠɔkl̪ə
ciseán	cɪʃæn̪ˠ
múchadh	mˠuːxəvˠ
righin	ɾˠiːnʲ
aireachtáil	aɾʲəxt̪ˠɑːlʲ
tuismigh	t̪ˠɪʃmə
aireachtáil	æːɾʲəxt̪ˠɑːlʲ
plódaithe	pˠlˠoːd̪ˠiː
éirigh	iːɾʲiː
mhaithe	wãhə
gcuireann	ɡɪɾʲən̪ˠ
ann	an̪ˠ
asatsa	ɑsˠət̪ˠsˠə
dtarbh	d̪ˠaɾˠu
bharr	wˠɑːɾˠ
cruach	kɾˠuəx
haváis	hawaːɪʃ
sé	ʃə
salm	sˠal̪ˠəmˠ
abhainn	əun̠ʲ
urlár	ʊɾˠl̪ˠæɾˠ
led	lʲɛd̪ˠ
greannmhar	ɟɾʲan̪ˠwəɾˠ
lasadh	l̪ˠɑsˠəɡ
bhíothas	vʲiːhəsˠ
oilfidh	ɪlʲhə
eatarthu	ɑt̪ˠɾˠəpˠ
ardeaspag	ɑːɾʲdʲæsˠpˠəɡ
carbón	kaɾˠəbˠoːnˠ
tachtadh	t̪ˠɑxt̪ˠə
dhíbh	jiːbʲ
meisce	mʲɛʃcɪ
peata	pʲat̪ˠə
bachlach	bˠɑhəl̪ˠəx
asaibh	asˠi
géig	ɟeːɟ
lom	lˠoumˠ
trosc	t̪ˠɾˠɔsˠk
cloinne	kl̪ˠɪnʲə
oileáin	ɪlʲɑːnʲ
sár	sˠæːɾˠ
faisean	fˠaʃənˠ
peall	pʲal̪ˠ
bhrí	vʲɾʲiː
rinn	ɾˠiːn̠ʲ
tógann	t̪ˠoːɡən̪ˠ
luím	l̪ˠəimʲ
rinneadh	ɾˠɪnʲuː
gcasadh	ɡɑsˠə
druid	d̪ˠɾˠɪdʲ
clearer	klɪəɹə
francach	fˠɾˠaŋkəx
chiliméadar	çɪlʲəmʲeːd̪ˠəɾˠ
bpianadh	bʲiənˠə
ghránaigh	ɣɾˠæːnˠi
puis	pˠɪʃ
sioc	ʃʊk
ansin	ənʲʃɪnʲ
tuaighe	t̪ˠuəj
ealaín	ɑlˠɨnʲ
binne	bʲɪnʲə
ligfidh	l̠ʲɪcɪ
bogach	bˠɔɡəx
réam	ɾˠeːmˠ
minic	mʲɪnʲɪc
bunaigh	bˠʊnˠiː
guaillí	ɡuəl̠ʲiː
críochnaigh	cɾʲiəxn̪ˠə
thánadar	hɑːn̪ˠəd̪ˠəɾˠ
francach	fˠɾˠauŋkəx
meáchan	mʲaːxənˠ
reoiteog	ɾˠɔːtʲaɡ
leathré	lʲahɾʲeː
scairteadh	sˠkaɾˠtʲə
taobh	t̪ˠiːvˠ
ghránaigh	ɣɾˠɑːnˠə
gcéibh	ɟeːvʲ
srón	sˠɾˠuːn
mód	mˠɔːd̪ˠ
ciach	ciəx
ábaltacht	æːbˠəl̪ˠt̪ˠaxt̪ˠ
ceol	coːlˠ
fuadar	fˠuəd̪ˠəɾˠ
aithin	ænʲ
bheag	vʲɛɡ
imir	ɪmʲəɾʲ
scanrú	sˠkæːn̪ˠɾˠu
donas	d̪ˠʌnˠəsˠ
thoiligh	hɛlʲiː
tharra	haɾˠə
rinn	ɾˠəiɲ
chloisfeadh	xlˠɔʃəx
acu	ɑkəbˠ
nuaíocht	n̪ˠuːiəxt̪ˠ
carraigreacha	kaɾˠɪɟɾʲəxiː
gabhal	ɡoːlˠ
caife	kafʲə
seanfhocal	ʃanˠɔkəlˠ
cogarnaíl	kɔɡəɾˠn̪ˠiːlʲ
trealamh	tʲɾʲalˠuː
éirigh	əiɾʲɪɟ
arsa	aɾˠsˠə
cúthail	kuːlʲ
dúisigh	d̪ˠuːʃiː
baoth	bˠeː
tháinig	hɑːnʲɪɟ
dúnmharú	d̪ˠuːn̪ˠvˠaɾˠuː
mire	mʲɪɾʲə
im	aimʲ
dreoigh	dʲɾʲɔːj
cirt	kʲir͈ʲtʲ
droichead	d̪ˠɾˠɛçəd̪ˠ
cian	ciənˠ
thorann	hɔɾˠən̪ˠ
colm	kʌl̪ˠəmˠ
brocach	bˠɾˠʌkah
mhaoin	wiːnʲ
dónall	d̪ˠoːnˠəl̪ˠ
úd	uːd̪ˠ
caoirigh	kiːɾʲiː
deirfiúracha	dʲeɾʲəfʲaɾˠaxə
dearcadh	dʲaɾˠkətʲ
monarcha	mˠʊnˠəɾˠxə
achar	axəɾˠ
blasta	bˠlˠasˠt̪ˠə
éiríonn	iːɾʲin̪ˠ
cruacha	kɾˠuəxə
luch	l̪ˠʊx
cruinneál	kɾˠɪn̠ʲɑːl̪ˠ
mholadh	wɔlˠəx
tí	tʲiː
seaicéad	ʃacæd̪ˠ
gnáth	ɡɾˠɑː
péinteáil	pʲeːn̠ʲtʲælʲ
nuair	n̪ˠəɾʲ
bheinn	vʲɛn̠ʲ
báite	bˠæːtʲə
guíonna	ɡiːn̪ˠə
léise	leːʃə
gual	ɡuəlˠ
ullmhaigh	ʊl̪ˠwiː
adhnaic	əin̪ˠəc
cladh	klˠəi
ceannaigh	can̪ˠi
asaibhse	asˠt̪ˠiːʃə
chugainn	xʊɡən̠ʲ
bogha	bˠoː
tírghráthóir	tʲiːɾʲɡɾˠaːtʲoːɾʲ
chomh	xuː
oileadh	ɛlʲəvˠ
cána	kɑːn̪ˠə
spealaid	sˠpʲalˠədʲ
tonn	t̪ˠʌn̪ˠ
dhíot	ɣiːt̪ˠ
triall	tʲɾʲiəl̪ˠ
milseáin	mʲiːʃlʲaːnʲ
príomhchathair	pˠɾˠiːwxahɪɾʲ
mbó	mɔː
chreideadh	çɾʲɛdʲəx
gal	ɡɑl̪ˠ
fúinn	fˠuːn̠ʲ
d'oileadh	d̪ˠɪlʲuː
chomhair	xoːrʲ
dainséar	d̪ˠan̠ʲʃaɾˠ
cuisneoir	kəʃnʲoːɾʲ
teoiric	tʲɔːɾʲɪc
buachaill	bˠuəxɪlʲ
colainn	kɔl̪ˠənʲ
brachán	bˠɾˠahanˠ
hocht	hʌxt̪ˠ
cabhantar	kəun̪ˠt̪ˠəɾˠ
laga	l̪ˠaɡə
cruinnigh	kɾˠɪn̠ʲiː
ghlacann	ɣlˠakən̪ˠ
cóisir	koːʃəɾʲ
pianann	pʲiənˠən̪ˠ
id	ɪd̪ˠ
bacadh	bˠakuː
suíomh	sˠiːw
abartha	abˠəɾˠə
gcara	ɡaɾˠə
coillteach	kiːlʲtʲəx
bé	bʲeː
hithe	hiːhə
sáil	sˠæːlʲ
luathcha	l̪ˠuəxə
urlár	əuɾˠl̪ˠɑːɾˠ
gcearnóg	ɟæːɾˠn̪ˠɔɡ
ardeaspag	ɑːɾˠd̪ˠæsˠpˠəɡ
arm	aɾˠəmˠ
ngealach	ɲæːl̪ˠəx
d'fhágadh	d̪ˠɑːɡuː
caor	keːɾˠ
cúramach	kuːɾˠəmˠah
oileán	ɪlʲɑːnˠ
ruacan	ɾˠuəkənˠ
dócha	d̪ˠoːxə
léine	l̠ʲeːnʲə
án	æːnˠ
bunábhar	bˠʊnˠæːwəɾˠ
ceannach	can̪ˠah
bhfreastalaí	fʲɾʲasˠt̪ˠəlˠiː
eile	ɛlʲə
fichid	fʲɪçədʲ
fá	fˠæː
sruthán	sˠɾˠɑːn̪ˠ
chiliméadar	çɪlʲəmʲed̪ˠəɾˠ
shábháil	hɑːvˠɑːlʲ
síleáil	ʃiːlʲaːlʲ
socair	sˠɔkəɾʲ
dhóthain	ɣoːhənʲ
breac	bʲɾʲak
gafa	ɡafˠə
seachtar	ʃæːxt̪ˠəɾˠ
diamant	dʲiˑəmˠən̪ˠt̪ˠ
candáil	kan̪ˠd̪ˠɑːlʲ
sluaiste	sˠl̪ˠuəʃtʲɪ
péine	pʲeːnʲə
cheas	çasˠ
peann	pʲɑːn̪ˠ
orthu	ɔɾˠə
ndóchas	n̪ˠɔːxəsˠ
dhósan	ɣoːsˠənˠ
spáinn	sˠpˠæːn̠ʲ
oraibh	əɾˠiː
éiríonn	əiɾʲiːn̪ˠ
léi	lʲeː
nóiméad	n̪ˠuːmʲeːd̪ˠ
leacht	l̠ʲaxt̪ˠ
príosún	pʲɾʲiːsˠuːn̪ˠ
'adsa	ɑt̪ˠsˠə
rochtain	ɾˠʌxt̪ˠənʲ
beart	bʲaɾˠt̪ˠ
feamainn	fʲamˠɪɲ
ocsatánais	ɔksətˠaːnˠɪʃ
tiúba	tʲuːbˠə
bromach	bˠɾˠɤmˠah
fánach	fˠæːnˠah
firéad	fʲɪrʲad̪ˠ
aigéan	aɟeːnˠ
chat	xat̪ˠ
muc	mˠʊk
sean	ʃanˠ
saoil	sˠeːlʲ
ndéanfadh	n̠ʲiːnəx
bolcáin	bɔlˠkænʲ
leafaos	lʲafˠeːsˠ
mhúchadh	wuːxu
bhfeadh	vʲæː
tiománach	tʲɪmˠænah
díol	dʲiːlˠ
chífinn	çiːhənʲ
'am	ɑːmˠ
baist	bˠaʃtʲ
frainc	fɾˠæɲc
ceacht	caxt̪ˠ
goile	ɡɛlʲə
feis	fʲɛʃ
ól	oːl̪ˠ
gleoite	ɟlʲoːtʲə
dóid	d̪ˠɔːdʲ
tost	t̪ˠɔsˠt̪ˠ
volaifis	wɔl̪ˠəfʲɪʃ
dearcadh	dʲaɾˠku
adhall	əiəl̪ˠ
mhóra	vˠoːɾˠə
lítear	l̠ʲiːtʲəɾˠ
stoc	sˠt̪ˠɔk
géag	ɟeːɡ
néal	n̠ʲeːlˠ
hair	haɾʲ
chuicise	hɛcɪʃə
conchúr	kɾˠɔxuːɾˠ
comhréireach	kˠõɾˠeːɾʲəxˠ
caoirigh	kiːɾʲə
dheireadh	jɛɾʲuː
luígí	l̪ˠiːɟiː
tachtadh	t̪ˠɑxt̪ˠəvˠ
macánta	makɑːn̪ˠt̪ˠə
péas	pʲeːsˠ
suaimhneach	sˠuənʲah
crua	kɾˠuəj
bacaigh	bˠaki
muirear	mˠɪɾʲəɾˠ
pholainn	fˠɔl̪ˠɪɲ
phósadh	fˠoːsˠəx
saibhris	sˠɛvʲəɾʲəʃ
murar	mˠʊɾˠəɾˠ
d'fhágadar	d̪ˠɑːɡəd̪ˠəɾˠ
chiall	çiəl̪ˠ
céille	ceːl̠ʲə
veigeatóir	vʲɛɟɪt̪ˠoːrʲ
oraibh	ɔɾˠiː
fine	fʲɪnʲə
eitleáin	ɛtʲəlʲænʲ
aníos	ən̠ʲiːsˠ
dhi	ɣiː
beatha	bʲahə
traein	t̪ˠɾˠeːnʲ
ót	oːt̪ˠ
cneas	cnʲasˠ
airgead	aɾʲɪɟəd̪ˠ
caighdeánach	kəidʲɑːnˠəx
lean	l̠ʲanˠ
gcuraigh	ɡʊɾˠə
stopadh	sˠt̪ˠʌpˠətʲ
d'fhágfadh	d̪ˠæːku
díreacha	dʲiːɾʲəxə
tig	tʲɪɟ
mhiste	vʲɪʃtʲə
saibhreas	sˠɛvʲəɾʲəsˠ
feadh	fʲaɡ
sheáin	çæːnʲ
ceannach	can̪ˠəx
bíchearb	bʲiːçəɾˠəbˠ
fairsing	fˠɑɾˠʃɪɲ
minicí	mʲɪnɪciː
gluaisrothar	ɡlˠuəʃɾˠɔhəɾˠ
slaghdán	sˠl̪ˠəid̪ˠæn̪ˠ
ithe	iə
más	mˠɑːʃ
tapa	t̪ˠapˠə
fan	fˠanˠ
bpósfadh	bˠoːsˠəx
doiciméad	d̪ˠɔcɪmʲeːd̪ˠ
máthar	mˠɑːhəɾˠ
pínn	pʲiːn̠ʲ
dhe	jɛ
oscailt	ʌsˠkəl̠ʲtʲ
uaithise	woːʃə
fuinneog	fʲɪɲuːɡ
broc	bˠɾˠʌk
altfadh	al̪ˠt̪ˠuː
leiceann	l̠ʲɛcən̪ˠ
trá	t̪ˠɾˠæːj
aois	iːʃ
pósfadsa	pˠoːsˠəd̪ˠsˠ
foscadh	fˠasˠku
cuire	kɪɾʲə
bualadh	bˠɔlˠə
d'ullmhaigh	d̪ˠʊl̪ˠwə
dos	d̪ˠɔsˠ
fhómhar	ɔːwəɾˠ
lúbaire	l̪ˠuːbˠəɾʲə
gceanada	ɟanˠəd̪ˠə
pós	pˠɔːsˠ
má	mˠæː
aeráid	eːɾˠædʲ
gabhar	ɡoːɾˠ
inseodh	iːnʲʃoːx
carraig	kaːɾˠɪɟ
bradán	bˠɾˠad̪ˠaːnˠ
éire	eːɾʲə
craein	kɾˠeːnʲ
caighdeán	kəidʲænˠ
ghnách	ɣnˠɑːx
éigean	eːɟənˠ
damhsa	d̪ˠəusˠə
sinsir	ʃɪn̠ʲsʲəɾʲ
deirfiúracha	dʲɾʲauɾˠəxiː
iodáil	əd̪ˠɑːlʲ
cat	kɑt̪ˠ
titim	tʲɪtʲəmʲ
caolas	keːl̪ˠəsˠ
chasadh	xɑsˠəx
phianfadh	fʲiənˠhətʲ
thall	hɑːl̪ˠ
droichid	d̪ˠɾˠeːdʲ
chucól	xʊkoːl̪ˠ
oisín	ɔʃiːnʲ
droma	d̪ˠɾˠɔmˠə
teas	tʲasˠ
ardghlórach	ɑːɾˠd̪ˠɣlˠɔːɾˠah
bréag	bʲɾʲeːɡ
tomhais	t̪ˠɞʃ
stopallán	sˠt̪ˠɔpəl̪ˠɑːnˠ
nollag	n̪ˠɔl̪ˠək
siúcra	ʃuːkɾˠə
freastalóidh	fʲɾʲasˠt̪ˠəlˠoːj
fhiaradh	iəɾˠətʲ
pice	pʲɪcɪ
phianadh	fʲiənˠəx
aoibhinn	iːvʲɪɲ
garraí	ɡɑɾˠiː
mine	mʲɪnʲə
im	ɪmʲ
áth	ɑː
dháiríre	ɣɑːɾʲiːɾʲə
thuaidh	huəj
spéir	spʲeːɾʲ
tambóirín	t̪ˠamˠbˠoːɾʲiːnʲ
lachtach	l̪ˠaxt̪ˠah
gá	ɡæː
fhreastalaíodh	ɾʲasˠt̪ˠəlˠiːtʲ
chnoc	xn̪ˠɔk
ionam	ʊn̪ˠt̪ˠəmˠ
tseilg	tʲɛlʲɪɟ
bua	bˠuə
peaca	pʲakə
thosnaigh	hɔsˠən̪ˠɪɟ
toll	t̪ˠɔl̪ˠ
bhuntáiste	vˠən̪ˠt̪ˠɑːʃtʲə
chéad	çeːd̪ˠ
páirtí	pˠɑːɾˠtʲiː
anois	ən̪ˠɪʃ
gan	ɡɑn̪ˠ
díograiseach	dʲiːɡɾˠəʃəx
córam	koːɾˠəmˠ
máistreása	mˠɑːʃtʲɾʲɑːsˠə
dol	d̪ˠʌlˠ
breá	bʲɾʲæː
harc	haɾˠk
coiteann	kɔtʲən̪ˠ
sleamhnaigh	ʃlʲəunˠə
náid	n̪ˠɑːdʲ
dtiocfá	d̪ˠʊkfˠɑː
uilig	əlʲʊɡ
carbán	karˠbˠænˠ
fliuch	fʲlʲʊx
áith	ɑː
teann	tʲɑːn̪ˠ
páiste	pˠæːʃtʲə
mholfadh	wɔlˠhuː
d'ullmhaigh	d̪ˠʊl̪ˠəvˠɪɟ
cleachtadh	clʲaxt̪ˠə
eadáineach	ad̪ˠoːnəx
iontrálacha	ʊn̪ˠt̪ˠɾˠɑːl̪ˠəxə
báisín	bˠɑːʃiːnʲ
ealaín	æliːn
rúsc	ɾˠuːsˠk
deartháracha	dʲɾʲɑːɾˠəxiː
amuigh	əmˠɪj
breithiúnais	bʲɾʲɛhuːnˠəʃ
cónra	kõːnəɾʲ
bhfuil	wɪlʲ
claí	klˠiː
dhi	jɪ
píb	pʲiːbʲ
caomh	kiːw
spúnóg	sˠpˠuːn̪ˠoːɡ
smál	sˠmˠɑːlˠ
nollaig	n̪ˠɔl̪ˠəc
feoilséantóir	fʲoːlʲʃeːn̪ˠt̪ˠoːrʲ
dáir	d̪ˠɑːɾʲ
aimsire	æːmʲʃəɾʲə
fágáil	fˠɑːɡɑːlʲ
claí	klˠəi
dealbh	dʲalˠəvˠ
lasas	l̪ˠasˠəsˠ
airigh	æɾʲə
ngobadh	ŋɔbˠətʲ
ois	ɪʃ
fhaill	ɑilʲ
geal	ɟalˠ
donna	d̪ˠʊn̪ˠə
mhalairt	walˠəɾˠtʲ
bogadh	bˠɔɡəɡ
beas	bʲɛsˠ
galún	ɡəlˠuːnˠ
cogadh	kɔɡə
tonn	t̪ˠaun̪ˠ
bpáistí	bˠɑːʃtʲiː
rúisis	ɾˠuːʃəʃ
bheidís	vʲɛdʲiːʃ
leagfadh	l̠ʲakəx
roinn	ɾˠiːɲ
donasach	d̪ˠɔnˠəsˠəx
saolta	sˠiːl̪ˠt̪ˠə
uaireanta	uəɾʲən̪ˠt̪ˠiː
mhac	vˠɑk
aici	ɛcɪ
nuachtán	nˠuˑəxt̪ˠaːnˠ
deartháir	dʲɾʲɑːhərʲ
bhuntáiste	wˠʊn̪ˠt̪ˠæʃtʲə
bearach	bʲaɾˠəx
athléim	ɑleːmʲ
ealaín	alˠiːnʲ
briseadh	bʲɾʲɪʃəx
amh	avˠ
cáinte	kɑːn̠ʲtʲə
uathusan	woːpsən
chuaigh	xuəɟ
faigh	fˠəi
eadraibh	at̪ˠɾˠiː
d'fhágfadh	d̪ˠɑːkətʲ
maol	mˠeːl̪ˠ
carraigín	kɑɾˠɪɟiːnʲ
chugat	ʊɡədˠ
fhocal	ʌkəlˠ
cnáimh	kɾˠɑːvʲ
fuinneog	fˠəɲoːɡ
siúlta	ʃuːl̪ˠt̪ˠə
cealg	calˠəɡ
náisiún	n̪ˠæːʃunˠ
greim	ɟɾʲiːmʲ
tonn	t̪ˠuːn̪ˠ
ceapaire	capˠəɾʲə
seachtó	ʃaxt̪ˠoː
lúcháir	l̪ˠəwɑːɾʲ
aibhneacha	uəvn̠ʲəxə
acht	ɑxt̪ˠ
tais	t̪ˠaʃ
fáisc	fˠɑːʃc
ospidéil	ɔspʲədʲeːlʲ
toinn	t̪ˠɪn̠ʲ
tada	t̪ˠad̪ˠə
bhisigh	vʲɪʃə
seile	ʃɛlʲə
vóta	woːt̪ˠə
féidir	fʲeːdʲəɾʲ
caoineadh	kiːnʲə
beiche	bʲɛçɪ
duine	d̪ˠɪnʲə
ite	ɪtʲə
giúistís	ɟuːʃtʲiʃ
gaineamh	ɡanʲəvʲ
arán	ɾˠɑːn
crúigh	kɾˠuːɟ
curacha	kɤɾˠaxə
bhfir	vʲɪɾʲ
tóireacha	t̪ˠɔːɾʲahə
mháistreása	wɑːʃtʲɾʲɑːsˠə
ról	ɾˠoːlˠ
fhómhar	oːvˠəɾˠ
gasúir	ɡasˠuɾʲ
seanscéal	ʃanˠʃceːlˠ
faide	fˠadʲə
uinge	ɪɲɪ
cat	kat̪ˠ
gléasaimid	ɟlʲeːsˠəmʲədʲ
ghobadh	ɣɔbˠə
cosaint	kɔsˠən̠ʲtʲ
bailteacha	bˠal̠ʲtʲəxiː
beach	bʲax
earrach	aɾˠəx
easóg	ɑsˠɑɡ
gabháilt	ɡvˠɑːlʲtʲ
lann	l̪ˠɑːn̪ˠ
gcasadh	ɡasˠətʲ
toiligh	t̪ˠɞlʲɪɟ
at	ɑt̪ˠ
fusa	fˠʊsˠə
scairteadh	sˠkaɾˠtʲəvˠ
airigh	aɾʲiː
bhfaightear	wahaɾˠ
caol	kiːlˠ
lúibe	l̪ˠuːbʲə
geit	ɟɛtʲ
d'fheiceadh	dʲɛcu
féilire	fʲeːlʲəɾʲə
tráthnóna	t̪ˠɾˠænˠoːnˠə
chnáimh	xn̪ˠɑːvʲ
glas	ɡlˠasˠ
fireann	fʲɪɾˠən̪ˠ
cnaipe	knˠapʲə
broc	bˠɾˠɔk
cleachtadh	clʲæxt̪ˠəvˠ
bhriseadh	vʲɾʲɪʃuː
mairteoil	mˠaɾʲtʲoːlʲ
mol	mˠʌlˠ
ba	bˠə
sleamhnaigh	ʃlʲəunˠi
séabraí	ʃeːbˠɾˠiː
feic	fʲɛc
teacht	tʲaxt̪ˠ
adharc	əiəɾˠk
bláth	bˠl̪ˠɑː
iontrálacha	ʊn̪ˠt̪ˠɾˠɑːlˠəxə
óltar	oːl̪ˠt̪ˠəɾˠ
fharraige	aɾˠəɟɪ
réasúnta	ɾˠeːsˠuːn̪ˠt̪ˠə
náisiún	n̪ˠɑːʃuːn̪ˠ
dtigh	dʲɪɟ
feola	fʲɔːlˠə
glúin	ɡluːn
focal	fˠɔkəlˠ
maraigh	mˠaɾˠiː
