já	jauː
búlgaría	pulkariːja
auðmjúkur	øyðmjuːkʏr
tækifæri	taiːcɪfaiːrɪ
augnfró	øyknfrouː
tilfinninganæmur	tʰɪlfɪnːiŋkanaiːmʏr
mór	mouːr
lappi	lahpɪ
tryggð	tʰrɪɣð
kjói	cʰouːɪ
leið	leiːð
hlutgrúpa	l̥ʏːtkruːpa
mörður	mœrðʏr
kukl	kʰʏhkl
nýnorska	niːnɔr̥ska
tröllavíðir	tʰrœtlaviːðɪr
ergja	ɛrca
dóri	touːrɪ
tappi	tʰahpɪ
kjaga	cʰaːɣa
fleygja	fleiːja
stjörnuarfi	stjœrtnʏarvɪ
kekkur	cʰɛhkʏr
hávaðamaður	hauːvaːðamaːðʏr
skel	scɛːl
stórfenglegur	stour̥feiŋklɛːɣʏr
hornspyrna	hɔrtnspɪrtna
geir	keiːr
heimferð	heimfɛrð
ostagerð	ɔstacɛrð
leví	lɛːviː
gifta	cɪfta
sigurðsson	sɪːɣʏrðssɔːn
algjörlega	alcœrlɛːɣa
beltisdýr	pɛl̥tɪstiːr
suðurljós	sʏːðʏrljouːs
eiginkona	eiːjɪnkʰɔːna
fimur	fɪːmʏr
kokka	kʰɔhka
dá	tauː
dyngja	tiɲca
þagna	θakna
ásta	austa
elri	ɛlrɪ
háfur	hauːvʏr
gæluverkefni	caiːlʏvɛr̥kɛpnɪ
snuð	stnʏːð
vafri	vavrɪ
bjarndís	pjartntiːs
pönkari	pʰøyŋ̊kaːrɪ
gullintoppa	kʏtlɪntʰɔhpa
eðlilegur	ɛðlɪlɛːɣʏr
lauftré	løyvtrjɛː
hræll	r̥aitl
vana	vaːna
frænka	frainka
fellafífill	fɛtlafiːvɪtl
vanilla	vaːnɪlːa
einlægni	einlaiknɪ
kveif	kʰveiːv
herpingur	hɛr̥piŋkʏr
línuskauti	liːnʏskøyːtɪ
kökuhnífur	kʰœːkʏn̥iːvʏr
dvergtré	tvɛrktrjɛː
baul	pøyːl
límóna	liːmouːna
bjúga	pjuːa
júdit	juːtɪːt
ostahnífur	ɔstan̥iːvʏr
kyrja	cʰɪrja
súra	suːra
þrír	θriːr
grænlenska	krainlɛnska
strumpur	strʏm̥pʏr
fjarski	fjar̥scɪ
pennahnífur	pʰɛnːan̥iːvʏr
bið	pɪːð
kjalta	cʰal̥ta
verða	vɛrða
ax	axs
hakk	hahk
morgunhani	mɔrkʏnhaːnɪ
borðstofa	pɔrðstɔːva
bók	pouːk
smíð	smiːð
skaði	skaːðɪ
hrista	r̥ɪsta
hrjúfra	r̥juvra
tilgangur	tʰɪlkauŋkʏr
far	faːr
sannfæra	sanːfaiːra
hreinlæti	r̥einlaiːtɪ
væla	vaiːla
laufblað	løyvplaːð
prússneskur	pʰrusːtnɛskʏr
skriðsund	skrɪðsʏnt
vein	veiːn
mark	mar̥k
stýfa	stiːva
kunna	kʰʏnːa
varnaður	vartnaːðʏr
hávær	hauːvaiːr
grund	krʏnt
raggeit	raɣceiːt
dufl	tʏpl
árós	auːrouːs
blanda	planta
sina	sɪːna
talmynd	tʰalmɪnt
járnöld	jaurtnœlt
skoskur	skɔskʏr
sleikur	stleiːkʏr
heilalaus	heiːlaløyːs
hvorttveggja	kʰvɔr̥ttʰvɛcːa
guðlast	kvʏðlast
munu	mʏːnʏ
skinka	sciŋ̊ka
laun	løyːn
söngkona	søyŋkkʰɔːna
örgjörvi	œrcœrvɪ
finni	fɪnːɪ
át	auːt
tyggja	tʰɪcːa
frat	fraːt
x	xs
sporður	spɔrðʏr
eyjólfína	eiːjoulviːna
regla	rɛkla
litunarjafni	lɪːtʏnarjapnɪ
d	tjɛː
klof	kʰlɔːv
golf	kɔlv
hótfyndni	houːtfɪntnɪ
renín	rɛːniːn
mismikill	mɪːsmɪːcɪtl
kiljan	cʰɪljan
hunangsfluga	hʏːnauŋksflʏːɣa
endi	ɛntɪ
brugghús	prʏkːhuːs
búðarborð	puːðarpɔrð
augnlæknir	øyknlaihknɪr
lotning	lɔhtniŋk
höfðaborg	hœvðapɔrk
flón	flouːn
germynd	cɛrmɪnt
ögn	œkn
aldin	altɪn
hollur	hɔtlʏr
fylgi	fɪlcɪ
káka	kʰauːka
nit	nɪːt
stát	stauːt
skeri	scɛːrɪ
námsbraut	naumsprøyːt
innkaup	ɪnːkʰøyːp
vinna	vɪnːa
bylgja	pɪlca
frú	fruː
ísópren	iːsouːpʰrɛːn
hof	hɔːv
bleia	pleiːja
skór	skouːr
helgarferð	hɛlkarfɛrð
reiður	reiːðʏr
héðinn	çɛːðɪnː
halla	hatla
eftirminnilegur	ɛftɪrmɪnːɪlɛːɣʏr
forn	fɔrtn
bandaríkin	pantariːcɪn
kortér	kʰɔr̥tjɛr
rúmenía	ruːmɛːniːja
blinda	plɪnta
talsmaður	tʰalsmaːðʏr
örlítill	œrliːtɪtl
þíður	θiːðʏr
farsi	far̥sɪ
patína	pʰaːtʰiːna
búa	puːa
skipasmíði	scɪːpasmiːðɪ
ásþrúður	auːsθruːðʏr
aldur	altʏr
reglugerð	rɛklʏcɛrð
lán	lauːn
dansa	tansa
jafn	japn
fjas	fjaːs
leiðbeining	leiðpeiːniŋk
píanó	pʰiːjaːnouː
fjallhæra	fjatlhaiːra
vonbrigði	vɔnprɪɣðɪ
glópur	klouːpʏr
kantmaður	kʰan̥tmaːðʏr
hlífa	l̥iːva
feitur	feiːtʏr
maríutása	maːriːjʏtʰauːsa
holtsetaland	hɔl̥tsɛːtalant
hallgrímína	hatlkriːmiːna
rán	rauːn
nálgunarbann	naulkʏnarpanː
kvittun	kʰvɪhtʏn
ökutæki	œːkʏtʰaiːcɪ
skapvondur	skaːpvɔntʏr
skýla	sciːla
lauslæti	løyːslaiːtɪ
þrennur	θrɛnːʏr
aðallega	aːðallɛːɣa
kækur	cʰaiːkʏr
voga	vɔːɣa
renna	rɛnːa
fýla	fiːla
sylgja	sɪlca
lukka	lʏhka
hlýr	l̥iːr
hugleysingi	hʏɣleiːsiɲcɪ
garður	karðʏr
unndór	ʏntouːr
töng	tʰøyŋk
munstur	mʏnstʏr
iðnaður	ɪðnaːðʏr
dvali	tvaːlɪ
þing	θiŋk
trésmíði	tʰrjɛːsmiːðɪ
skjóla	scouːla
framhaldsskóli	framhalsskouːlɪ
hvíla	kʰviːla
hvað	xʷaːð
rugl	rʏkl
taut	tʰøyːt
ratleikur	raːtleiːkʏr
skarfakál	skarvakʰauːl
elding	ɛltiŋk
koma	kʰɔːma
skolli	skɔtlɪ
baks	paks
bavían	paːviːan
peyi	pʰeiːjɪ
klekja	kʰlɛːca
danalög	taːnalœːɣ
geimferð	ceimfɛrð
kolsýra	kʰɔlsiːra
orsaka	ɔr̥saːka
málband	maulpant
hrúga	r̥uːa
pungur	pʰuŋkʏr
rann	ranː
augabrún	øyːɣapruːn
hviklyndur	kʰvɪːklɪntʏr
sæfífill	saiːfiːvɪtl
veiða	veiːða
fjallaþinur	fjatlaθɪːnʏr
hryggbrjóta	r̥ɪkːprjouːta
sigurður	sɪːɣʏrðʏr
dé	tjɛː
sunnan	sʏnːan
brottfall	prɔhtfatl
rúmenska	ruːmɛnska
gnægð	knaiɣð
baksa	paksa
ísland	istlant
prjón	pʰrjouːn
hlægja	l̥aiːja
bergmundur	pɛrkmʏntʏr
útskýring	uːtsciːriŋk
borðhnífur	pɔrðn̥iːvʏr
tregða	tʰrɛɣða
rölt	rœl̥t
gubba	kʏpːa
gjall	catl
farsími	far̥siːmɪ
aðaltré	aːðaltʰrjɛː
svartur	svar̥tʏr
blóðbað	plouðpaːð
skaka	skaːka
grimmd	krɪmt
bland	plant
bylgjulengd	pɪlcʏleiŋkt
depra	tɛːpra
gustuk	kʏstʏk
hjólabretti	çouːlaprɛhtɪ
hrekkjalómur	r̥ɛhcalouːmʏr
minnkun	miŋ̊kʏn
kynning	cʰɪnːiŋk
áhöfn	auːhœpn
ljá	ljauː
stétt	stjɛht
aðgerðaáætlun	aðcɛrðaːuaitlʏn
iðn	ɪðn
færi	faiːrɪ
húðsjúkdómafræðingur	huːðsjuktouːmafraiːðiŋkʏr
trúlegur	truːlɛːɣʏr
keppinautur	cʰɛhpɪnøyːtʏr
ryk	rɪːk
leigja	leiːja
hagskælingur	haxscailiŋkʏr
járn	jautn
fella	fɛtla
maríustakkur	maːriːjʏstahkʏr
lugt	lʏxt
setja	sɛːta
hugmynd	hʏɣmɪnt
leysibóla	leiːsɪpouːla
jónasína	jouːnaːsiːna
legbólga	lɛɣpoulka
alkul	alkʰʏːl
misræmi	mɪːsraiːmɪ
líkn	lihkn
kasta	kʰasta
hann	anː
gálaus	kauːløyːs
votur	vɔːtʏr
grípari	kriːpaːrɪ
fóðrun	fouðrʏn
danmörk	tanmœr̥k
svanur	svaːnʏr
kvartil	kʰvar̥tɪl
handsprengja	hantspreiɲca
marteinn	mar̥teitn
mjólkurmatur	mjoul̥kʏrmaːtʏr
taugafræði	tʰøyːɣafraiːðɪ
kveikjari	kʰveiːcarɪ
bútur	puːtʏr
öryggisbelti	œːrɪcːɪspɛl̥tɪ
svikari	svɪːkaːrɪ
hjartastillir	çar̥tastɪtlɪr
sekur	sɛːkʏr
hækka	haihka
sýrland	sirlant
ediksýra	ɛːtɪksiːra
bæjarstjóri	paiːjarstjouːrɪ
umferð	ʏmfɛrð
fylgirit	fɪlcɪrɪːt
gangráður	kauŋkrauːðʏr
klappa	klahpa
ölur	œːlʏr
kynkvísl	cʰɪːnkʰvistl
helgisiður	hɛlcɪsɪːðʏr
þjóðbraut	θjouðprøyːt
svampur	svam̥pʏr
bræða	praiːða
hedd	hɛtː
loðinn	lɔːðɪnː
gleðilegur	klɛːðɪlɛːɣʏr
froskdýr	frɔsktiːr
handahóf	hantahouːv
prakt	pʰraxt
undirlag	ʏntɪrlaːɣ
slakur	stlaːkʏr
dósent	touːsɛnt
sendiherra	sɛntɪhɛrːa
klökkur	kʰlœhkʏr
rotta	rɔhta
argur	arkʏr
háls	hauls
einhver	ein̥kvɛːr
þrímynd	θriːmɪnt
duga	tʏːɣa
runni	rʏnːɪ
púla	pʰuːla
krefja	kʰrɛvja
koddi	kʰɔtːɪ
rata	raːta
fagottleikari	faːkɔhtleiːkaːrɪ
ísbjörn	iːspjœrtn
heita	heiːta
kvað	kʰvaːð
ryksuga	rɪksʏːɣa
víma	viːma
auðmýkt	øyðmixt
streð	strɛːð
skissa	scɪsːa
talenta	tʰalɛn̥ta
mær	maiːr
sýnishorn	siːnɪshɔtn
gætt	kaɪht
haddur	hatːʏr
grafa	kraːva
hæð	haiːð
amper	am̥pɛːr
hulduefni	hʏltʏɛpnɪ
stór	stouːr
rampur	ram̥pʏr
fullkomlega	fʏtl̥kʰɔmlɛːɣa
vikur	vɪːkʏr
stjórnmálamaður	stjourtnmauːlamaːðʏr
persónufornafn	pʰɛr̥souːnʏfɔrnapn
spjót	spjouːt
valkostur	valkʰɔstʏr
prentari	pʰrɛn̥tarɪ
eining	eiːniŋk
grenja	krɛnja
klausa	kʰløyːsa
klaufi	kʰløyːvɪ
kommúnismi	kʰɔmːuːnɪsmɪ
durgslegur	tʏrkslɛːɣʏr
keifa	cʰeiːva
róteind	rouːteint
loðvíðir	lɔðviːðɪr
kuti	kʰʏːtɪ
gé	cɛː
mætur	maiːtʏr
stjarneðlisfræði	stjartnɛðlɪsfraiːðɪ
panda	pʰanta
stó	stouː
efla	ɛpla
einræða	einraiːða
böggull	pœkːʏtl
póstur	pʰoustʏr
lífstykki	lifstɪhcɪ
mosavaxinn	mɔːsavaxsɪnː
malurt	maːlʏr̥t
jóðla	jouðla
kragi	kʰraːjɪ
ull	ʏlː
tékkland	tjɛhklant
bosnía	pɔstniːja
lotugræðgi	lɔːtʏkraiðcɪ
afturkræfur	aftʏrkʰraiːvʏr
bringubein	priŋkʏpeiːn
björgmundur	pjœrkmʏntʏr
gís	ciːs
fordæmi	fɔrtaiːmɪ
kvein	kʰveiːn
höstugur	hœstʏːɣʏr
sirkus	sɪr̥kʏs
kornhæna	kʰɔrtnhaiːna
körfuboltaþjálfari	kʰœrvʏpɔl̥taθjaulvarɪ
nauðgari	nøyðkaːrɪ
hryssingslegur	r̥ɪsːiŋkslɛːɣʏr
torg	tʰɔrk
þarfur	θarvʏr
naðra	naðra
hlaða	l̥aːða
greiðsla	kreiðstla
nælon	naiːlɔːn
myrða	mɪrða
hvala	kʰvaːla
jónmundur	jounmʏntʏr
hneisa	n̥eiːsa
púði	pʰuːðɪ
ljósmynd	ljouːsmɪnt
nýyrðasmíð	niːɪrðasmiːð
ísrael	iːsraːɛːl
hverfi	xʷɛrvɪ
danska	tanska
blístra	plistra
nudd	nʏtː
grunnsævi	krʏnːsaiːvɪ
broddmjólk	prɔtːmjoul̥k
megn	mɛkn
plága	pʰlauːa
þekkja	θɛhca
vafsúra	vavsuːra
jafnt	jam̥t
dýrgripur	tirkrɪːpʏr
granni	kranːɪ
dúx	tuxs
ull	ʏtl
vefur	vɛːvʏr
mólendi	mouːlɛntɪ
uxi	ʏxsɪ
hækkun	haihkʏn
bragfræði	praxfraiːðɪ
spá	spauː
maðkur	maθkʏr
minna	mɪnːa
beð	pɛːð
smána	smauːna
traustur	tʰrøystʏr
fjalldrapi	fjatltraːpɪ
gremja	krɛmja
bylgjufall	pɪlcʏfatl
leka	lɛːka
kæna	cʰaiːna
lipurð	lɪːpʏrð
dingl	tiŋl
poka	pʰɔːka
pólskur	pʰoulskʏr
aðalhending	aːðalhɛntiŋk
undirbúa	ʏntɪrpuːa
þengill	θeiɲcɪtl
fengur	feiŋkʏr
músvákur	muːsvauːkʏr
broddgöltur	prɔtːkœl̥tʏr
guðjónína	kvʏðjouːniːna
berg	pɛrk
hrygna	r̥ɪkna
grobba	krɔpːa
skola	skɔːla
rabb	rapː
toppur	tʰɔhpʏr
fræðsla	fraiðstla
greinargerð	kreiːnarcɛrð
fífa	fiːva
hvað	kʰvaːð
arameíska	aːramɛːiska
brengla	preiŋla
skáldsaga	skaultsaːɣa
gerður	cɛrðʏr
kári	kʰauːrɪ
pyttur	pʰɪhtʏr
kjölur	cʰœːlʏr
hálfnótuþögn	haulvnouːtʏθœkn
indónesía	ɪntouːnɛːsiːja
turn	tʰʏrtn
klettaburkni	kʰlɛhtapʏr̥knɪ
fela	fɛːla
massi	masːɪ
smánykra	smauːnɪːkra
herbergi	hɛrpɛrcɪ
rotinn	rɔːtɪnː
hryggð	r̥ɪɣð
tvístra	tʰvistra
iðja	ɪðja
laktasi	laxtaːsɪ
töluorð	tʰœːlʏɔrð
marxismi	mar̥ksɪsmɪ
kaldi	kʰaltɪ
miðjarðarhaf	mɪðjarðarhaːv
hraustur	r̥øystʏr
skjóttur	scouhtʏr
faðir	faːðɪr
flensa	flɛnsa
mardís	martiːs
körfuvíðir	kʰœrvʏviːðɪr
andi	antɪ
vöndur	vœntʏr
svekkja	svɛhca
mikael	mɪːkʰaːɛːl
ánamaðkur	auːnamaθkʏr
lúði	luːðɪ
díler	tiːlɛr
gjalda	calta
helsingjaborg	hɛlsiɲcapɔrk
garpur	kar̥pʏr
dægurlag	taiːɣʏrlaːɣ
safna	sapna
vínarborg	viːnarpɔrk
stella	stɛlːa
vargur	varkʏr
hrollur	r̥ɔtlʏr
nár	nauːr
kynþáttur	cɪnθauhtʏr
athygli	aːthɪklɪ
ið	ɪːð
kveikja	kʰveiːca
imbakassi	ɪmpakʰasːɪ
þylja	θɪlja
munnvatn	mʏnːvahtn
runnur	rʏnːʏr
smella	smɛtla
sverta	svɛr̥ta
fræ	fraiː
köngull	kʰøyŋkʏtl
píning	pʰiːniŋk
ríkisdalur	riːcɪstaːlʏr
málefni	mauːlɛpnɪ
sikiley	sɪːcɪleiː
reim	reiːm
blokkflauta	plɔhkfløyːta
hvarfstig	xʷarfstɪːɣ
veldissproti	vɛltɪssprɔːtɪ
frauðplast	frøyːðpʰlast
geispi	ceispɪ
heimavinna	heiːmavɪnːa
líffræðingur	liffraiːðiŋkʏr
nauða	nøyːða
ógeðslegur	ouːcɛðslɛːɣʏr
árna	aurtna
krossferð	kʰrɔsːfɛrð
einkavæðing	eiŋkavaiːðiŋk
peningamarkaðssjóður	pʰɛːniŋkamar̥kaðssjouːðʏr
brúnn	prutn
andvirði	antvɪrðɪ
brokkolí	prɔhkɔli
þvottur	θvɔhtʏr
meiða	meiːða
auli	øyːlɪ
hjónaband	çouːnapant
fangi	fauɲcɪ
bor	pɔːr
vænir	vaiːnɪr
slúður	stluːðʏr
geirmundur	ceirmʏntʏr
pirra	pʰɪrːa
þang	θauŋk
hvöt	kʰvœːt
rafall	raːvatl
línarfi	liːnarvɪ
leiðsla	leiðstla
engi	eiɲcɪ
kvenmaður	kʰvɛnmaːðʏr
græða	kraiːða
kólna	kʰoulna
fleyta	fleiːta
meyjarhaft	meiːjarhaft
tása	tʰauːsa
glóbrystingur	klouːprɪstiŋkʏr
löggjöf	lœɣcœːv
kross	kʰrɔsː
vegasalt	vɛːɣasal̥t
skír	sciːr
fýldur	filtʏr
baksa	paxsa
rakna	rahkna
keppni	cʰɛhpnɪ
klúðra	kʰluðra
trog	tʰrɔːɣ
kanna	kʰanːa
bjuggu	pjʏɣʏ
klapp	kʰlahp
kex	cʰɛks
skýli	sciːlɪ
leiði	leiːðɪ
húfur	huːʏr
grey	kreiː
loða	lɔːða
gamburmosi	kampʏrmɔːsɪ
markteigur	mar̥ktʰeiːɣʏr
greinir	kreiːnɪr
hylki	hɪl̥cɪ
vasaúr	vaːsauːr
boðskapur	pɔðskaːpʏr
smergill	smɛrcɪtl
skora	skɔːra
innflytjandi	ɪnːflɪːtjantɪ
haarde	hɔrtɛː
nætur	naiːtʏr
vorkenna	vɔr̥cʰɛnːa
frysta	frɪsta
framvinda	framvɪnta
gráölur	krauːœːlʏr
maídís	maiːtiːs
óttast	ouhtast
óskhyggja	ouskhɪcːa
aron	aːrɔːn
goshver	kɔːskʰvɛːr
bárujárn	pauːrʏjaurtn
maskari	maskaːri
metorð	mɛːtɔrð
stjúpsonur	stjuːpsɔːnʏr
verma	vɛrma
kvöldverður	kʰvœltvɛrðʏr
sortulyng	sɔr̥tʏliŋk
kráka	kʰrauːka
sannur	sanːʏr
blöndal	plœntaːl
mari	maːrɪ
reykur	reiːkʏr
ákafur	auːkaːvʏr
sippa	sɪhpa
greinilegur	kreiːnɪlɛːɣʏr
sletta	stlɛhta
víða	viːða
druna	trʏːna
dingla	tiŋla
tittur	tʰɪhtʏr
flundra	flʏntra
bragð	praɣð
prakkarastrik	pʰrahkarastrɪːk
ekla	ɛhkla
dindill	tɪntɪtl
verðlaun	vɛrðløyːn
einkenni	eincʰɛnːɪ
dauðadómur	tøyːðatouːmʏr
eitilfruma	eiːtɪlfrʏːma
þægindi	θaiːjɪntɪ
fegra	fɛɣra
orðrómur	ɔrðrouːmʏr
dýrafræði	tiːrafraiːðɪ
mysa	mɪːsa
hálfur	haulvʏr
leynd	leint
drottningarbiskup	trɔhtniŋkarpɪskʏp
tjalli	tʰjalːɪ
prentsmiðja	pʰrɛn̥tsmɪðja
alaskaösp	aːlaskaœsp
alvöruleysi	alvœːrʏleiːsɪ
sveðja	svɛðja
svaf	svaːv
strimill	strɪːmɪtl
þreyta	θreiːta
helgur	hɛlkʏr
mögulegur	mœːɣʏlɛːɣʏr
þúfutittlingur	θuːvʏtʰɪhtliŋkʏr
hís	çiːs
afgreiðsla	avkreiðstla
ending	ɛntiŋk
kvittur	kʰvɪhtʏr
illska	ɪlska
riis	riːs
hörðaland	hœrðalant
falda	falta
keisari	cʰeiːsaːrɪ
styggur	stɪkːʏr
eldvarpa	ɛltvar̥pa
rabarbari	raːparpaːrɪ
ykkur	ɪhkʏr
hylla	hɪtla
gjarna	cartna
sítrónusýra	siːtʰrouːnʏsiːra
uppkast	ʏhpkʰast
heiðarlegur	heiːðarlɛːɣʏr
nálarauga	nauːlarøyːɣa
gunnlaugur	kʏnːløyːɣʏr
smyrja	smɪrja
hissa	hɪsːa
svalir	svaːlɪr
spretta	sprɛhta
fús	fuːs
tengja	tʰeiɲca
sporvagn	spɔrvakn
strjúka	strjuːka
mál	mauːl
hætta	haihta
kvabb	kʰvapː
brúða	pruːða
stampur	stam̥pʏr
vagga	vakːa
holt	hɔl̥t
flagg	flakː
ofurþungur	ɔːvʏrθuŋkʏr
júpíter	juːpiːtʰɛːr
mínus	miːnʏs
tilkynning	tʰɪlcʰɪnːiŋk
padda	pʰatːa
raun	røyːn
krókur	kʰrouːkʏr
leg	lɛːɣ
bjöggi	pjœcːɪ
diskótek	tɪskouːtʰɛːk
skriðuhnoðri	skrɪːðʏn̥ɔðrɪ
poppkorn	pʰɔhpkʰɔrtn
gá	kauː
ökuskírteini	œːkʏscir̥teiːnɪ
ris	rɪːs
synjun	sɪnjʏn
jarðvegur	jarðvɛːɣʏr
mögur	mœːɣʏr
ljóðlist	ljouðlɪst
forða	fɔrða
íslenska	iːslɛnska
búningur	puːniŋkʏr
sendill	sɛntɪtl
þröstur	θrœstʏr
orkugjafi	ɔr̥kʏcaːvɪ
víf	viːv
foreldri	fɔːrɛltrɪ
þýða	θiːða
sverrir	svɛrːɪr
hnetubrjótur	n̥ɛːtʏprjouːtʏr
spánverji	spaunvɛrjɪ
klaufalegur	kʰløyːvalɛːɣʏr
vegur	vɛːɣʏr
gleraugu	klɛːrøyːɣʏ
kreista	kʰreista
ginning	cɪnːiŋk
hláka	l̥auːka
ástfanginn	austfauɲcɪnː
lýðræði	liðraiːðɪ
rokkur	rɔhkʏr
missa	mɪsːa
dafna	tapna
lagni	laknɪ
op	ɔp
sítar	siːtʰaːr
ríða	riːða
karlremba	kʰartlrɛmpa
kokkteill	kʰɔhktʰeitl
stjórnarbylting	stjourtnarpɪl̥tiŋk
systir	sɪstɪr
orðasamband	ɔrðasampant
baga	paːɣa
nóta	nouːta
ugla	ʏkla
ólafía	ouːlaviːja
þreifa	θreiːva
sér	sɛːr
lúkk	luhk
erkibiskup	ɛr̥cɪpɪskʏp
hersveit	hɛr̥sveit
stækka	staihka
svandís	svantiːs
höfði	hœvðɪ
líkkista	liːkcʰɪsta
skjöldur	scœltʏr
lágþrýstingur	lauɣθristiŋkʏr
lýðveldi	liðvɛltɪ
erlendur	ɛtlɛntʏr
hór	houːr
last	last
klínískur	kʰliːniskʏr
stjaki	stjaːcɪ
virða	vɪrða
sagnbeyging	saknpeiːjiŋk
æruprís	aiːrʏpʰriːs
atvinna	aːtvɪnːa
bregða	prɛɣða
ölgerð	œlcɛrð
rabítur	raːpiːtʏr
ferill	fɛːrɪtl
gletta	klɛhta
sturla	stʏrtla
júlí	juːliː
öryggisráð	œːrɪcːɪsrauːð
pynda	pʰɪnta
klepri	kʰlɛːprɪ
fruma	frʏːma
fitusýra	fɪːtʏsiːra
bólstur	poulstʏr
kanada	kʰaːnaːta
fletja	flɛːtja
funda	fʏnta
hundur	hʏntʏr
flotaforingi	flɔːtafɔːriɲcɪ
samheiti	saːmheiːtɪ
páhæna	pʰauːhaiːna
kvikna	kʰvɪhkna
tannhvalur	tʰanːxʷaːlʏr
krossför	kʰrɔsːfœːr
undrabarn	ʏntrapartn
enn	ɛnː
samur	saːmʏr
detta	tɛhta
páskadagur	pʰauskataːɣʏr
skítur	sciːtʏr
kennsla	cʰɛnstla
hrópa	r̥ouːpa
tafnið	tʰapnɪð
leikfélag	leiːkfjɛːlaːɣ
íslam	iːstlaːm
lóa	louːa
haglabyssa	haklapɪsːa
hrognamál	r̥ɔknamauːl
meinbugur	meinpʏːɣʏr
stöðva	stœðva
svöfn	svœpn
sýking	siːciŋk
fríður	friːðʏr
raska	raska
bendir	pɛntɪr
tryggja	tʰrɪcːa
strekkingur	strɛhciŋkʏr
breki	prɛːcɪ
jarðarför	jarðarfœːr
okkarína	ɔhkariːna
kirjálaland	cʰɪrjauːlalant
hnefafylli	n̥ɛːvafɪtlɪ
frestur	frɛstʏr
mári	mauːrɪ
hluttekning	l̥ʏːttɛhkniŋk
ferfætlingur	fɛrfaihtliŋkʏr
júgur	juːʏr
kínaskák	cʰiːnaskauːk
arnþrúður	artnθruːðʏr
helgi	hɛlcɪ
handarkriki	hantarkʰrɪːcɪ
afskráning	afskrauːniŋk
hljómlist	l̥joumlɪst
bifa	pɪːva
hvor	xʷɔːr
veggur	vɛkːʏr
skin	scɪːn
óaðlaðandi	ouːaðlaːðantɪ
hræring	r̥aiːriŋk
ósló	ouːstlouː
sláttarstöðvun	stlauhtarstœðvʏn
biðja	pɪðja
teikn	tʰeihkn
vestur	vɛstʏr
traktor	tʰraxtɔr
skómakari	skouːmaːkaːrɪ
butur	pʏːtʏr
holurt	hɔːlʏr̥t
jess	jɛsː
hundafangari	hʏntafauŋkaːrɪ
bastarður	pastarðʏr
klettur	kʰlɛhtʏr
verðmætur	vɛrðmaiːtʏr
tittlingur	tʰɪhtliŋkʏr
þorkelína	θɔr̥cʰɛːliːna
frímannía	friːmanːiːja
sjúga	sjuːa
för	fœːr
eftirför	ɛftɪrfœːr
prettur	pʰrɛhtʏr
lagga	lakːa
vær	vaiːr
síberíulerki	siːpɛːriːjʏlɛr̥cɪ
gula	kʏːla
grá	krauː
kjúklingur	cʰuhkliŋkʏr
glaumgosi	kløymkɔːsɪ
raða	raːða
strangi	strauɲcɪ
heimspekingur	heimspɛːciŋkʏr
óratóría	ouːratʰouːriːja
kornbreskur	kʰɔrtnprɛskʏr
barmur	parmʏr
stakur	staːkʏr
biskup	pɪskʏp
flýja	fliːja
nostalgía	nɔstalcija
hettumáfur	hɛhtamauːvʏr
atvinnumaður	aːtvɪnːʏmaːðʏr
aðild	aːðɪlt
nón	nouːn
mótetta	mouːtʰɛhta
virkjun	vɪr̥cʏn
miga	mɪːɣa
gári	kauːrɪ
forseti	fɔr̥sɛːtɪ
sandkassi	santkʰasːɪ
heimskautsnótt	heimskøytsnouht
vafi	vaːvɪ
gullmura	kʏtlmʏːra
átthyrningur	auhthɪrtniŋkʏr
hross	r̥ɔsː
stappa	stahpa
ysta	ɪsta
einvígi	einviːjɪ
kringja	kʰriɲca
samhaldssamur	samhaltssaːmʏr
tía	tʰiːja
heimili	heiːmɪlɪ
munnmök	mʏnːmœːk
mylsna	mɪlstna
miðstig	mɪðstɪːɣ
naður	naːðʏr
greindur	kreintʏr
langnykra	lauŋknɪːkra
algerlega	alcɛrlɛːɣa
fjölskylda	fjœlscɪlta
viðskeyti	vɪðsceiːtɪ
negull	nɛːɣʏtl
hæna	haiːna
hlemmur	l̥ɛmːʏr
fennikka	fɛnːɪhka
æður	aiːðʏr
gunnþórunn	kʏnθouːrʏnː
melóna	mɛːlouːna
stafróf	stavrouːv
skemma	scɛmːa
hvor	kʰvɔːr
sirkon	sɪr̥kɔːn
karþagó	kʰar̥θakouː
sjóveiki	sjouːveiːcɪ
aðlaðandi	aðlaːðantɪ
guðleysingi	kvʏðleiːsiɲcɪ
hátign	hauːtʰɪkn
aðdráttarafl	aðtrauhtarapl
rithönd	rɪːthœnt
fyrirlestur	fɪːrɪrlɛstʏr
gotneskur	kɔhtnɛskʏr
lafði	lavðɪ
dýraspítali	tiːraspiːtaːlɪ
buxur	pʏxsʏr
diskur	tɪskʏr
regndropi	rɛkntrɔːpɪ
rengla	reiŋla
göngutúr	køyŋkʏtʰuːr
iðngrein	ɪðnkreiːn
botn	pɔhtn
hjólbarði	çoulparðɪ
bylting	pɪl̥tiŋk
skurðstofa	skʏrðstɔːva
platónskur	pʰlaːtʰounskʏr
neitunarvald	neiːtʏnarvalt
penni	pʰɛnːɪ
skjóta	scouːta
jerúsalem	jɛːruːsaːlɛːm
storma	stɔrma
þrýstihópur	θristɪhouːpʏr
brottvísun	prɔhtviːsʏn
spýja	spiːja
orðaforði	ɔrðafɔrðɪ
guða	kvʏːða
