naabritega	nˈaːbritˌeɡa
kogunenud	kˈoɡʊnenud
äriühingute	ˈæriyhˌiŋɡute
tormilise	tˈormilˌise
Uurimine	ˈuːrimˌine
kriminaalpreventsiooni	krˌiminˈaːlprevˌentsiˈoːni
ahvatlevam	ˈahvatːlevam
revideerima	rˌevɪdˈeːrima
OLI	ˌoʎɪ
valdavat	vˈaldavat
tavaga	tˈavɑɡa
läbimüük	lˌæbɪmˈyːk
ligimese	lˈiɡɪmˌese
Kaitseliiduga	kˌaitselˈiːduɡa
tõttavad	tˈɵtːavad
inimhinge	ˈiɲɪmhˌiŋɡe
renoveerimistööde	rˌenɔvˈeːrimistˈøːde
eksid	ˈeksid
korruselt	kˈorruselt
tüdrukul	tˈydrukul
kasuga	kˈasʊɡa
kahekordistub	kˈahɛkˌordistub
hävitati	hˈævɪtˌati
muudetud	mˈuːdetud
ootustest	ˈoːtːustest
NLKP	ˈennˌellkˌaaːpˌeeː
tõrjuma	tˈɵrjuma
detailplaneeringu	tˌetaˌilplanˈeːriŋɡu
Vaks	vˈaks
vastaspoole	vˌastaspˈoːle
stuudiosse	stˈuːd^iˌosse
endiselt	ˈeɲdiselt
Märk	mˈærk
vakka	vˈakːa
nõrgale	nˈɵrɡale
Fotogalerii	fˌotoɡˌalerˈiː
võltsinud	vˈɵltsinud
vabastada	vˈabɑstˌada
oskaks	ˈoskaks
jumaliku	jˈumɑlˌiku
kavandatavatest	kˈavɑndˌatavatest
koolipäev	kˈoːʎipæev
aeda	ˈaeda
konkurentsivõimele	kˈoŋkːurˌentsivˌɵimˌele
Nibali	nˈibɑli
koodeks	kˈoːdeks
Marin	mˈarɪn
aeglasemaks	ˈaeɡlˌasemaks
kaubavalikut	kˈaubˌavalikut
Tõsiasi	tˈɵs^iˌasi
tööinspektsioon	tˈøːinspˌektsiˈoːn
sirbi	sˈirbi
odavaim	ˈodɑvaim
Himma	hˈimma
energeetikas	ˌenɛrɡˈeːtːikas
Meg	mˈeɡ
Krediidipanga	kred^ˈiːdipˌaŋɡa
veerandfinaalseeria	vˈeːrandfinˈaːlsˈeːria
eestimaa	ˈeːs^timˈaː
kohtutäiturite	kˈohtutˌæ͡itːurˌite
küpsetisi	kˈypsetˌisi
põhikooli	pˌɵhɪkˈoːli
erakapitalil	ˈerɑkˌapitalil
Reservohvitseride	rˈesɛrvˌohvitsˌeride
taha	tˈahɑ
Kahekordne	kˈahɛkˌordne
erilises	ˈerɪlises
toone	tˈoːne
linnakodanikud	lˈinnakˌodanikud
välisministeerium	vˌæʎɪsministˈeːrium
üheksakümne	ˈyhɛksakˌymne
konfliktile	kˈonfliktˌile
Tuuliku	tˈuːʎiku
vaevast	vˈaevast
seintega	sˈeintˌeɡa
sillaks	sˈillaks
Europarlamenti	ˈeuropˌarlamˌeɲti
raamat	rˈaːmat
romantika	rˈomɑɲtˌika
korvpallurit	kˈorvpallurit
Luterlik	lˈuterlik
vabatehnikasõidus	vˈabɑtˌehnikˌasɵidus
Aidulo	ˈaidˌulo
ohvitseri	ˈohvitsˌeri
Lubi	lˈubɪ
elukas	ˈelʊkas
roppusi	rˈopːusi
algupoolel	ˌalɡupˈoːlel
samasuguseid	sˈamɑsˌuɡuseid
jootraha	jˈoːtːraha
hilisemale	hˈiʎɪsˌemale
soomlastega	sˈoːmlastˌeɡa
Marina	mˈarɪna
kõnelevaid	kˈɵnɛlˌevaid
summadega	sˈummadˌeɡa
ilmaennustus	ˈilmaˌennustus
suusamaraton	sˈuːsamˌaraton
Randjärv	rˈaɲdjærv
Sanatoorium	sˌanɑtˈoːrium
looks	lˈoːks
kehastavad	kˈehɑstavad
kingade	kˈiŋɡade
teoseid	tˈeoːseid
Osho	ˈosho
väravani	vˈærɑvˌani
doktorant	tˈoktoraɲt
ebakorrektne	ˈebɑkˌorrektne
Vangi	vˈaŋɡi
libisema	lˈibɪsˌema
Tööinspektsioon	tˈøːinspˌektsiˈoːn
Selil	sˈeʎɪl
Koorits	kˈoːrits
Mõõdukatel	mˈɵːdukatel
Põllo	pˈɵllo
Alternatiiv	ˌalternatˈiːv
EMT	ˈemt
Linno	lˈinno
puudujääki	pˈuːdujˈæːkːi
esineti	ˈes^ɪnˌeti
toita	tˈoitːa
Piirsalu	pˈiːrsalu
ebakindlamaks	ˈebɑkˌindlamaks
jalgpalliväljaku	jˈalɡpallivˌæljaku
katseks	kˈatseks
perioodiga	pˌeriˈoːdiɡa
ruumis	rˈuːmis
teoloogia	tˈeoːlˈoːɡia
lepinguid	lˈepiŋɡuid
mett	mˈeit^ː
sekeldusi	sˈekeldˌusi
asutust	ˈasʊtust
laenamine	lˈaenˌamine
valmistel	vˈalmistel
arhitekt	ˈarhitekt
narr	nˈarr
eelarveprojekt	ˈeːlarvˌeprojekt
kasuka	kˈasʊka
Postiga	pˈos^tiɡa
lihtsamate	lˈihtsamˌate
võõramaalasi	vˈɵːramˈaːlasi
erakondliku	ˈerɑkˌondliku
kaitseme	kˈaitsˌeme
Koolitusele	kˈoːʎitˌusele
vabakutselise	vˈabɑkˌutselˌise
Estravel	ˈestravel
riiete	rˈiːjetːe
oskajaid	ˈoskajaid
kuludeks	kˈulʊdeks
Talentide	tˈalɛɲtˌide
Õlu	ˈɵlʊ
ühise	ˈyhɪse
bussijuhi	pˈus^s^ijˌuhi
võimult	vˈɵimult
emakeeles	ˌemɑkˈeːles
Pau	pˈauː
osariikide	ˌosɑrˈiːkːide
pensioniea	pˌeɲsiˌoniˈeaː
usa	ˈusɑ
riigimehed	rˈiːɡimehed
loojad	lˈoːjad
Ville	vˈille
Täiendavat	tˈæ͡ijendavat
kõnest	kˈɵnɛst
Domus	tˈomʊs
Balkanil	pˈalkːanil
Santer	sˈanter
naersid	nˈaersid
võitmist	vˈɵitːmist
sõnumist	sˈɵnʊmist
pronksmedalit	prˈoŋksmedalit
kongressilt	kˈoŋɡressilt
lahmida	lˈahmida
silmavaatega	sˌilmavˈaːtːeɡa
tedagi	tˈedɑɡi
aastakonverentsi	ˈaːstakˌonverˌentsi
pearaha	pˈearˌaha
tagaplaanil	tˌaɡɑplˈaːnil
Tähelepanu	tˈæhɛlˌepanu
töötlemata	tˈøːtːlemˌatːa
taasiseseisvunud	tˈaːs^iseseˌisvunud
reliikvia	reʎˈiːkvia
õppekohti	ˈɵpːekˌohti
lugemiskogemust	lˈuɡɛmˌiskoɡemust
rahareformikomitee	rˌahɑrefˌormikˌomitˈeː
ümarlaua	ˈymɑrlˌauwa
Ojasaar	ˌojɑsˈaːr
tavaliseks	tˈavɑliseks
mõjuma	mˈɵjʊma
ametnikuna	ˈamɛt^nˌikuna
turule	tˈurʊle
tootlusega	tˈoːtːlusˌeɡa
kohtuotsust	kˈohtuˌotsust
Ruti	rˈut^i
eelmainitud	ˈeːlmaˌinitud
halvemini	hˈalvemˌini
Newtoni	nˈevtoni
päikeseprillid	pˈæ͡ikːesˌeprillid
inspireerib	ˌinspirˈeːrib
emal	ˈemɑl
närvis	nˈærvis
poliitikaleht	poʎˈiːtːikaleht
liidrikoha	lˈiːdrikˌoha
määramisega	mˈæːramˌiseɡa
Ljubov	ljˈubov
vihje	vˈihje
hollandlaste	hˈollandlˌaste
klasside	klˈas^s^ide
laulatuse	lˈaulˌatuse
Ilver	ˈilver
palgapäev	pˈalɡapæev
Töötades	tˈøːtːades
omadus	ˈomɑdus
konfiskeeriti	kˌonfiskˈeːriti
koole	kˈoːle
tähtpäevad	tˈæhtpæevad
kingad	kˈiŋɡad
Vastust	vˈastust
Bukarestis	pˈukarˌes^tis
Nõukogudeaegne	nˈɵukːoɡudeaˌeɡne
Eelarve	ˈeːlarve
langemisest	lˈaŋɡemisest
tundugi	tˈunduɡi
ähvardanud	ˈæhvardanud
omariiklust	ˌomɑrˈiːkːlust
kõrvust	kˈɵrvust
pidurdus	pˈidʊrdus
Haug	hˈauɡ
Helmet	hˈelmet
meditsiinitöötajad	mˌed^ɪit^sˈiːnitˈøːtːajad
avalikustamiseks	ˈavɑlikˌustamiseks
kaitseväelasi	kˈaitsˌevæˌelasi
esineb	ˈes^ɪneb
üleskutse	ˈylɛskˌutse
Valime	vˈaʎɪme
kutsele	kˈutsele
keeles	kˈeːles
Piheli	pˈihɛli
vihmas	vˈihmas
topitakse	tˈopitˌakse
sõltub	sˈɵltub
kuldmedaleid	kˈuldmedˌaleid
Paasi	pˈaːs^i
iseenesest	isˈeːnesest
praost	prˈaoːst
infoosakonna	infˈoːsakˌonna
vanemteadur	vˈanɛmtˌeadur
astronaut	ˈastronaut
Varasemate	vˈarɑsˌemate
Saar	sˈaaːr
Ajutise	ˈajʊtˌise
joonistus	jˈoːɲistus
nõela	nˈɵela
sarnase	sˈarnase
Laupäeval	lˈaupːˌæeval
liiklussõlme	lˈiːkːlussˌɵlme
lohutada	lˈohʊtˌada
rikastelt	rˈikastelt
Vanaselja	vˈanɑsˌelja
dünaamiline	tynˈaːmilˌine
Aldur	ˈaldur
autoroolis	ˌautːorˈoːlis
Analüütikud	ˌanɑlˈyːtːikud
ründajate	rˈyndajˌate
kanga	kˈaŋɡa
hulgaga	hˈulɡaɡa
Rünnak	rˈynnak
õhtuses	ˈɵhtuses
kohustuslikust	kˈohʊstˌuslikust
tsiteeris	tsitˈeːris
koostööpartneritele	kˈoːstˈøːpːartnˌeritˌele
jäetakse	jˈæetːˌakse
kooliaasta	kˈoːʎiˈaːsta
kirikutel	kˈirɪkutel
allakukkumise	ˈallakˌukːumˌise
kasulik	kˈasʊlik
katusele	kˈatusˌele
menetlusega	mˈenɛtːlˌuseɡa
pöördumatult	pˈøːrdumatult
nakatumise	nˈakatˌumise
korrektiive	kˌorrektˈiːve
elatud	ˈelɑtud
maha	mˈahɑ
turuväärtusega	tˌurʊvˈæːrtusˌeɡa
lugupeetud	lˌuɡʊpˈeːtːud
reedeks	rˈeːdeks
Arold	ˈarɔld
Töötajatele	tˈøːtːajˌatele
Gorbatšovi	kˈorbatʃˌovi
liikmemaksudest	lˈiːkːmemˌaksudest
Loogiliselt	lˈoːɡiliselt
õigusega	ˈɵiɡˌuseɡa
aktsiaturge	ˈaktsiˌatːurɡe
Konkreetsete	koŋkːrˈeːtsete
kogudest	kˈoɡʊdest
pereisad	pˈereisad
sütitava	sˈyt^itˌava
äridest	ˈærɪdest
mudast	mˈudɑst
Liikumispuudega	lˈiːkːumispˈuːdeɡa
Kernu	kˈernu
ühisest	ˈyhɪsest
protokollist	prˈotokˌollist
tekstis	tˈekstis
Hudson	hˈudson
bruto	prˈuto
Laen	lˈaen
plakatil	plˈakatil
loetud	lˈoetːud
hinnatõusuga	hˈinnatˌɵusˌuɡa
õppimisest	ˈɵpːimisest
põhinev	pˈɵhɪnev
mängijast	mˈæŋɡijast
Nove	nˈovɛ
reorganiseerimise	rˈeoːrɡˌanisˈeːrimˌise
rekordilise	rˈekordˌilise
Mehikoorma	mˌehɪkˈoːrma
Sulle	sˈulle
looduslikud	lˈoːduslikud
mõtlemisainet	mˈɵtːlemˌisainet
trügivad	trˈyɡivad
unine	ˈuɲɪne
ühendamisele	ˈyhɛndˌamisˌele
hooned	hˈoːned
rääkimise	rˈæːkːimˌise
nõia	nˈɵija
medalist	mˈedɑlist
äärmine	ˈæːrmine
Kloostrimetsa	klˈoːstrimˌetsa
pühendumust	pˈyhɛndumust
sooviavaldus	sˈoːviavˌaldus
majandusnõunik	mˈajɑndˌusnɵunik
elektrist	ˈelɛktrist
Aktuaalses	ˌaktuˈaːlses
nimetamisega	nˈimɛtˌamisˌeɡa
positsioneerinud	pˌos^ɪˌit^sionˈeːrinud
varanduslik	vˈarɑndˌuslik
plakatit	plˈakatit
vähenemises	vˈæhɛnˌemises
isikute	ˈis^ɪkˌute
halva	hˈalva
lõik	lˈɵik
Indiaga	ˈiɲdiˌaɡa
Lasnamäed	lˈasnamæed
Aktsiaselts	ˈaktsiaselts
lahendatakse	lˈahɛndatˌakse
autodele	ˈautːˌodele
Lõpeta	lˈɵpeta
ebakindlad	ˈebɑkˌindlad
kasiinofirma	kas^ˈiːnofˌirma
Lichtfeldt	lˈikhtfeldt
rahulolematuid	rˈahʊlˌolemˌatuid
Singapur	sˈiŋɡapur
kohustuslik	kˈohʊstˌuslik
väärtushinnanguid	vˈæːrtushˌinnaŋɡuid
positsioonilt	pˌos^ɪˌit^siˈoːnilt
hädavajalike	hˈædɑvˌajalˌike
Nord	nˈord
Huvi	hˈuvɪ
Vihuri	vˈihʊri
nüüdisaegsete	nˈyːd^isaˌeɡsete
kaugushüppe	kˈauɡˌushypːe
algul	ˈalɡul
Tari	tˈarɪ
istutatud	ˈistutatud
pidanudki	pˈidɑnˌudki
Tööinspektsiooni	tˈøːinspˌektsiˈoːni
juuste	jˈuːste
liiklus	lˈiːkːlus
kultuuriakadeemias	kultˈuːriˌakːadˈeːmias
Viimaseid	vˈiːmaseid
üleeuroopalise	ylˈeːurˈoːpːalˌise
isekeskis	ˈisɛkˌeskis
vägivallaga	vˈæɡɪvˌallaɡa
harjutatakse	hˈarjutatˌakse
ühtmoodi	yhtmˈoːdi
fotodega	fˈotodˌeɡa
leebus	lˈeːbus
Naiivne	naˈiːvne
Juhus	jˈuhʊs
hüljes	hˈyʎjes
Sadakond	sˈadɑkond
kantida	kˈaɲtida
asutamine	ˈasʊtˌamine
Alexandra	ˈalɛksˌandra
hindaja	hˈindaja
halvustas	hˈalvustas
õigetesse	ˈɵiɡetˌesse
Ionas	ˈionas
painama	pˈainˌama
seaduseks	sˈeaduseks
mandaatide	mandˈaːtːide
julmus	jˈulmus
esindajatel	ˈes^ɪndˌajatel
ringkäik	rˈiŋɡkæ͡ik
fikseeritud	fiksˈeːritud
korraldatav	kˈorraldatav
jätkuv	jˈætkuv
Pedaja	pˈedɑja
Dagmar	tˈaɡmar
kohutava	kˈohʊtˌava
kingitus	kˈiŋɡitus
Dhabis	thˈabis
kriminaalsüüdistus	krˌiminˈaːlsˈyːdistus
Coqi	kˈoki
Kübara	kˈybɑra
jumal	jˈumɑl
eesmärke	ˈeːsmærkːe
kättesaamise	kˌætːesˈaːmise
moraalse	morˈaːlse
teaduste	tˈeadˌuste
lapsedki	lˈapsedki
parandamise	pˈarɑndˌamise
loomingust	lˈoːmiŋɡust
Notarite	nˈotarˌite
arvutades	ˈarvutades
häbiväärne	hˌæbɪvˈæːrne
Loebi	lˈoebi
kaheksandikfinaali	kˌahɛksˌaɲdikfinˈaːli
tsirkuses	tsˈirkːuses
nõuks	nˈɵuks
andmiseks	ˈandmiseks
Vincent	vˈintseɲt
kahetsenud	kˈahɛtsenud
kasutusõiguse	kˈasʊtˌusɵˌiɡuse
rännak	rˈænnak
tekitamist	tˈekitamist
vastastele	vˈastastˌele
kuuldud	kˈuːldud
pigem	pˈiɡɛm
Värskest	vˈærskest
motivaator	mˌot^ivˈaːtːor
Läänest	lˈæːnest
trükitakse	trˈykitˌakse
ametiühingute	ˈamɛtiyhˌiŋɡute
Paekaare	pˌaekːˈaːre
hoolitsevat	hˈoːʎitsevat
sõpradele	sˈɵpradˌele
seitsmenda	sˈeitsmˌenda
õmmeldud	ˈɵmmeldud
Brexit	prˈeksit
asendamiseks	ˈasɛndˌamiseks
tänaste	tˈænɑste
rahvaasemike	rahvˈaːsemˌike
kõikumised	kˈɵikːˌumised
nõrkuseks	nˈɵrkːuseks
sõjalise	sˈɵjɑlˌise
siirata	sˈiːrata
spetsiifilist	spˌeit^sˈiːfilist
tingimata	tˈiŋɡimˌatːa
maksustada	mˈaksustˌada
haldurid	hˈaldurid
Reikopi	rˈeikːˌopi
strateegilisi	stratˈeːɡilˌisi
Kena	kˈenɑ
eurodes	ˈeurodes
inspektori	ˈinspektˌori
mehena	mˈehɛna
kohtute	kˈohtute
küüditatud	kˈyːd^itatud
küsitluse	kˈys^ɪtːlˌuse
ülemaailmselt	ˌylɛmˈaːilmselt
Rull	rˈuiʎʎ
pensionisamba	pˈeɲsionisˌammba
Õnnitlen	ˈɵɲɲitːlen
täidesaatva	tˌæ͡idesˈaːtva
Teistes	tˈeistes
separatistide	sˈeparatˌis^tide
Vaesus	vˈaesus
helisesid	hˈeʎɪsesid
kohtuasjas	kˈohtuˌasjas
Keskkoolis	keskːˈoːlis
Tsirkus	tsˈirkːus
inimkaubanduse	ˈiɲɪmkːaubˌanduse
sätiti	sˈæt^iti
lammutatakse	lˈammutatˌakse
seonduvalt	sˈeoːnduvalt
kergelt	kˈerrɡelt
moosi	mˈoːs^i
Lilled	lˈilled
kõlvatut	kˈɵlvatut
Edu	ˈedʊ
reaalsuses	reˈaːlsuses
rahvuslikus	rˈahvuslikus
vahekohtu	vˈahɛkˌohtu
kasutusel	kˈasʊtusel
kuritegelike	kˈurɪtˌeɡelˌike
ahistaja	ˈahɪstˌaja
rahandusministriks	rˈahɑndˌusminˌistriks
tippudele	tˈipːudˌele
õlgadel	ˈɵlɡadel
välisturisti	vˈæʎɪsturˌis^ti
lahkuvale	lˈahkuvˌale
keskkoolist	keskːˈoːlist
kõrgetasemelisel	kˈɵrrɡetˌasemˌelisel
voola	vˈoːla
liiklemise	lˈiːkːlemˌise
pead	pˈead
Kuulsa	kˈuːlsa
suurtel	sˈuːrtel
seltside	sˈeltside
etapiga	ˈetapˌiɡa
Kadrit	kˈadrit
märkimisväärsed	mˌærkːimisvˈæːrsed
kortereid	kˈortereid
asetati	ˈasɛtˌati
hüvitised	hˈyvɪtised
pime	pˈimɛ
revident	rˈevɪdeɲt
vaesematele	vˈaesˌematˌele
leeritöö	lˈeːritˈøː
matkama	mˈatkama
Ameti	ˈamɛti
hääles	hˈæːles
koostamiseks	kˈoːstamiseks
Kontserti	kˈontserti
Avamisele	ˈavɑmˌisele
sorteerimine	sortˈeːrimˌine
teenetemärkidega	tˈeːnetemˌærkːidˌeɡa
Rääkige	rˈæːkːiɡe
Malmsten	mˈalmsten
üürnikule	ˈyːrnikˌule
kasutasin	kˈasʊtasin
eraldiseisev	ˈerɑʎdˌiseisev
üürnikele	ˈyːrnikˌele
toetajaks	tˈoetːajaks
Läksime	lˈæksime
Kohtunike	kˈohtunˌike
iPhone	ˈiiːphˈone
Rahvastikuminister	rˈahvas^tikuminˌister
kavalaid	kˈavɑlaid
öid	ˈø͡id
Täpsemad	tˈæpsemad
kellaajast	kellˈaːjast
leidmise	lˈeidmˌise
Brigitte	prˈiɡitːe
leia	lˈeija
ettevalmistamisest	ˈetːevˌalmistˌamisest
Vainola	vˈainˌola
konfidentsiaalse	kˌonfidˌentsiˈaːlse
Saag	sˈaaːɡ
Kaisi	kˈaisi
vältima	vˈæʎtima
mõistmata	mˈɵistmˌatːa
kapitalistliku	kˈapitalˌist^liku
pakkumised	pˈakːumised
küsitlenud	kˈys^ɪtːlenud
astumisega	ˈastumˌiseɡa
Mayweather	mˈaiveˌather
paisuda	pˈaisˌuda
sooritamise	sˈoːritˌamise
võsastunud	vˈɵsɑstunud
töökohustusi	tˈøːkːohˌustusi
ümberehitamist	ˈymmberˌehitamist
keskküttega	kˈeskːytːˌeɡa
järgu	jˈærɡu
erinevat	ˈerɪnevat
teatrisse	tˈeatːrˌisse
meelepärast	mˈeːlepærast
eestlannat	ˈeːstlannat
sulges	sˈulɡes
vahet	vˈahɛt
Evangeelne	ˌevɑŋɡˈeːlne
laimanud	lˈaimanud
Rask	rˈask
Foorumis	fˈoːrumis
kiskuda	kˈiskuda
inimsusvastaste	ˈiɲɪmsˌusvastˌaste
Lutsar	lˈutsar
kujundamises	kˈujʊndˌamises
Maikeni	mˈaikːˌeni
noortele	nˈoːrtele
liigutada	lˈiːɡutˌada
Klarika	klˈarika
vastik	vˈas^tik
Galojani	kˈalɔjˌani
aktsepteeritud	ˌaktseptˈeːritud
Arle	ˈarle
küsimärgi	kˈys^ɪmˌærɡi
Kooliaasta	kˈoːʎiˈaːsta
vereproovi	vˌerɛprˈoːvi
britt	prˈiit^ː
saunas	sˈaunas
ühinemine	ˈyhɪnˌemine
prantslasi	prˈantslasi
Humala	hˈumɑla
Romeo	romˈeoː
hiljaks	hˈiʎjaks
ringkondadest	rˈiŋɡkondadest
avaldamisest	ˈavɑldˌamisest
osas	ˈosɑs
eestlasel	ˈeːstlasel
väitsid	vˈæ͡iit^sid
tunnistaja	tˈuɲɲistˌaja
tutvustuses	tˈutvustuses
värsse	vˈærsse
vabalevist	vˈabɑlevist
võrgustiku	vˈɵrɡus^tˌiku
valmistamises	vˈalmistˌamises
mädanema	mˈædɑnˌema
elukestev	ˈelʊkˌestev
majaomanike	majˈaoːmˌanike
valikuvõimaluse	vˈaʎɪkˌuvɵˌimalˌuse
vägivald	vˈæɡɪvald
liiklusmärgi	lˈiːkːlusmˌærɡi
rahvusraamatukogu	rˌahvusrˈaːmatˌukoɡu
Ericsson	ˈerɪksson
truppi	trˈupːi
suhtle	sˈuhtle
Pärgmäe	pærɡmˈæeː
pojapoeg	pˈojɑpoeɡ
Truu	trˈuuː
signaali	siɡnˈaːli
plaadiga	plˈaːd^iɡa
prisket	prˈisket
kunstiteos	kˌunstitˈeoːs
Maimetsa	mˈaimˌetsa
tsaar	tsˈaaːr
Darwini	tˈarvini
lähimad	lˈæhɪmad
asukohale	ˈasʊkˌohale
rakendumise	rˈakendˌumise
pirukaid	pˈirʊkaid
Augustas	ˈauɡˌustas
ületamatud	ˈylɛtˌamatud
Maleliidu	mˌalɛlˈiːdu
kohvrit	kˈohvrit
rebenenud	rˈebɛnenud
ühisel	ˈyhɪsel
Sipelgas	sˈipelɡas
renditud	rˈeɲditud
mängijat	mˈæŋɡijat
äikesetorm	ˈæ͡ikːesetorm
mõtestatult	mˈɵtestatult
häbistada	hˈæbɪstˌada
olemata	ˈolɛmˌatːa
aadressiga	ˈaːdressˌiɡa
eestlannaga	ˈeːstlannˌaɡa
salgab	sˈalɡab
kaasaegsesse	kˈaːsaˌeɡsesse
õppeaastast	ˌɵpːeˈaːstast
vajab	vˈajɑb
tume	tˈumɛ
müügitulud	mˈyːɡitulud
raskeveokid	rˌaskevˈeoːkːid
väliseestlasest	vˌæʎɪsˈeːstlasest
kuumade	kˈuːmade
aastaarv	ˈaːstˈaːrv
pühkis	pˈyhkis
varutud	vˈarʊtud
Vällik	vˈæʎʎik
hankega	hˈaŋkːeɡa
paindlikkuse	pˈaindlˌikːuse
reformiga	rˈefɔrmˌiɡa
aktiivsemaid	aktˈiːvsemaid
Ilmunud	ˈilmunud
tüdrukuna	tˈydrukˌuna
kustutustöödel	kˌustutustˈøːdel
esines	ˈes^ɪnes
reisikorraldaja	rˈeisikˌorraldˌaja
League	lˈeaɡˌue
tiitleid	tˈiːtːleid
siseministeeriumi	sˌisɛministˈeːriˌumi
Riigikohtule	rˈiːɡikˌohtule
ummistas	ˈummistas
graafikuga	krˈaːfikˌuɡa
väljasuremise	vˈæʎjasˌuremˌise
viin	vˈiiːn
neilgi	nˈeiʎɡi
äärelinnas	ˈæːrelˌinnas
grupisõidus	krˈupisˌɵidus
jõuna	jˈɵuna
õiendada	ˈɵijˌendada
isikuandmetega	ˈis^ɪkuˌandmetˌeɡa
kasulikkusest	kˈasʊlˌikːusest
tervena	tˈervena
rahulolu	rˈahʊlˌolu
argumenteeritult	ˌarɡumentˈeːritult
Viina	vˈiːna
esiplaanil	ˌes^ɪplˈaːnil
Jordaaniasse	jordˈaːniˌasse
elukäigust	ˈelʊkˌæ͡iɡust
haiglavoodis	hˌaiɡlavˈoːdis
valitsuseks	vˈaʎɪtsuseks
Jon	jˈon
omanikul	ˈomɑnikul
Üksküla	ˈykskyla
Läänemeri	lˈæːnemˌeri
startinud	stˈartinud
Koolmeister	kˈoːlmeˌister
Batja	pˈat^ja
mängijale	mˈæŋɡijˌale
preemiad	prˈeːmiad
liigvee	lˈiːɡvˈeː
tragöödiat	traɡˈøːdiat
treiler	trˈeiler
ringide	rˈiŋɡide
meenutada	mˈeːnutˌada
ööklubist	ˈøːkːlubist
kirikusaal	kˌirɪkusˈaːl
sülitades	sˈyʎɪtades
väikeauto	vˈæ͡ikːeaˌutːo
sõjaväelase	sˈɵjɑvˌæelˌase
võõrandunud	vˈɵːrandunud
kaubandusketid	kˈaubˌandusketid
kehavigastusi	kˈehɑviɡˌastusi
Inju	ˈiɲju
tekkivat	tˈekːivat
oskas	ˈoskas
Vokas	vˈokas
mõrvaga	mˈɵrvaɡa
testil	tˈes^til
veekogudele	vˈeːkːoɡˌudele
riiulile	rˈiːulˌile
omavalitsusüksuse	ˈomɑvalˌitsusˌyksuse
peitis	pˈeitːis
sooviksid	sˈoːviksid
asumis	ˈasʊmis
pumbanud	pˈummbanud
kelmuses	kˈelmuses
konfliktiks	kˈonfliktiks
südameid	sˈydɑmeid
Keda	kˈedɑ
börsiteates	pˈørsiteˌatːes
tunnistuste	tˈuɲɲistˌuste
ootad	ˈoːtːad
Edik	ˈed^ɪk
Raie	rˈaije
absurdsed	ˈabsurdsed
mõtlevate	mˈɵtːlevˌate
rent	rˈeɲt
Paha	pˈahɑ
kindlustus	kˈindlustus
Jooks	jˈoːks
aastakonverentsil	ˈaːstakˌonverˌentsil
multifilmi	mˈuʎtifˌilmi
sotsialistlike	sˈoit^sialˌist^like
terroriohu	tˈerrorˌiohu
külalislahke	kˈylɑlˌislahke
Telekanali	tˈelɛkˌanali
lennuameti	lˈennuˌameti
üleriigiliste	ˌylɛrˈiːɡilˌiste
vaatajat	vˈaːtːajat
kõrguv	kˈɵrɡuv
kaotusseis	kˈaoːtːˌusseis
Tasuks	tˈasʊks
vanavanematele	vˈanɑvˌanemˌatele
saamatuse	sˈaːmatˌuse
Lisette	lˈisɛtːe
innustanud	ˈinnustanud
Vägev	vˈæɡɛv
Kasari	kˈasɑri
kauplemiseks	kˈaupːlˌemiseks
optimistlikumad	ˈoptimˌist^likumad
investeeringutele	ˌinvestˈeːriŋɡˌutele
minagi	mˈinɑɡi
kõrvus	kˈɵrvus
tasuvat	tˈasʊvat
relvastusega	rˈelvastˌuseɡa
siduv	sˈidʊv
Ornella	ˈornella
vanematest	vˈanɛmatest
finantsinspektsioon	fˌinɑntsˌinspektsiˈoːn
klientideni	klˈieɲtˌideni
kogumikust	kˈoɡʊmikust
aktsiisiga	aktsˈiːsiɡa
kütusepaagist	kˌytusepˈaːɡist
katuseraha	kˈatusˌeraha
Riigiametnikud	rˈiːɡiamˌet^nikud
toimepanija	tˈoimˌepanˌija
helkurit	hˈelkːurit
Gerard	kˈerɑrd
kahetsuse	kˈahɛtsˌuse
Pertelson	pˈertelson
toimetav	tˈoimetav
Noortest	nˈoːrtest
lageraie	lˈaɡɛrˌaije
Selle	sˈelle
õigusnõunik	ˈɵiɡˌusnɵunik
Miss	mˈiis^s^
Indiast	ˈiɲdiast
tänulik	tˈænʊlik
töötingimustega	tˈøːtːiŋɡimˌusteɡa
hääletusele	hˈæːletˌusele
kolhoose	kolhˈoːse
kodustel	kˈodʊstel
rahulepingut	rˈahʊlepˌiŋɡut
annetajatele	ˈannetˌajatˌele
noortest	nˈoːrtest
mootorpaadi	mˈoːtːorpˈaːdi
kuulsused	kˈuːlsused
konservatooriumis	kˌonservatˈoːriumis
poolse	pˈoːlse
uutesse	ˈuːtːesse
saavutama	sˈaːvutˌama
mänge	mˈæŋɡe
lähiajaloost	lˌæhiˌajalˈoːst
hoiatusstreigi	hˈoijˌatːusstrˌeiɡi
okupatsiooniaja	ˌokupaˌit^siˈoːniˌaja
õigusakti	ˈɵiɡusˌakti
Parkinsoni	pˈarkːinsˌoni
tulevad	tˈulɛvad
kivile	kˈivɪle
aktsepteerida	ˌaktseptˈeːrida
maagilise	mˈaːɡilˌise
realiseerunud	rˌealisˈeːrunud
kaudse	kˈaudse
Tuline	tˈuʎɪne
poistest	pˈoistest
laenuandja	lˈaenuˌaɲdja
