bekerjasama	bəkərdʒasama
kerdil	kərdil
réstoran	restoran
mengairi	məŋairi
gaplék	gapleʔ
kalakian	kalakian
setokin	sətokin
dugdér	dugder
menuruti	mənuruti
kebencian	kəbəntʃian
cemeti	tʃəməti
pencétakan	pəntʃetakan
madat	madat
bercantum	bərtʃantum
samudra	samudra
kekalutan	kəkalutan
penerima	pənərima
pertembungan	pərtəmbuŋan
dodor	dodor
peda	pəda
masaknya	masaʔɲa
mempercabangkan	məmpərtʃabaŋkan
mencapak	məntʃapaʔ
setrup	sətrup
bénkap	benkap
kelédar	kəledar
sekembali	səkəmbali
asyik	asjiʔ
permaisuri	pərmaisuri
cas-cis-cus	tʃas-tʃis-tʃus
memesani	məməsani
hasta	hasta
siratan	siratan
kéta	keta
kendaga	kəndaga
berdentung	bərdəntuŋ
bermengkal	bərməŋkal
mengambai	məŋambai
seret	sərət
berkemas	bərkəmas
téléprinter	teleprintər
pendolaran	pəndolaran
redup	rədup
rumahnya	rumahɲa
alif-ba-ta	alif-ba-ta
serét	səret
tertembus	tərtəmbus
pemancing	pəmantʃiŋ
menegaskan	mənəgaskan
kebodohan	kəbodohan
hal.	hal.
mentarbiahkan	məntarbiahkan
pinggangnya	piŋgaŋɲa
arwah	arwah
saté	sate
teladas	təladas
mengolah	məŋolah
tilik	tiliʔ
péntil	pentil
benatu	bənatu
terkepil	tərkəpil
kegawatan	kəgawatan
sepertiga	səpərtiga
saudaranya	saudaraɲa
statistik	statistiʔ
dibatalkan	dibatalkan
benguk	bəŋuʔ
séminaris	seminaris
pengarsipan	pəŋarsipan
dilancarkan	dilantʃarkan
memeluki	məməluki
rendang	rəndaŋ
pengedropan	pəŋədropan
kedinamisan	kədinamisan
curang	tʃuraŋ
melampiaskan	məlampiaskan
ramu	ramu
bergiliran	bərgiliran
opak	opaʔ
cengkir	tʃəŋkir
wudu	wudu
nurani	nurani
kembang	kəmbaŋ
membedaki	məmbədaki
matanya	mataɲa
kesan	kəsan
mencobai	məntʃobai
membungai	məmbuŋai
busana	busana
cucu	tʃutʃu
membariskan	məmbariskan
terpinggir	tərpiŋgir
katekése	katəkesə
mendabih	məndabih
ditelan	ditəlan
rimas	rimas
tanjung	tandʒuŋ
kenidai	kənidai
perkembangannya	pərkəmbaŋanɲa
cerun	tʃərun
melengkapi	mələŋkapi
mitra	mitra
tolok	toloʔ
bobot	bobot
merikan	mərikan
mendengarkan	məndəŋarkan
berma	bərma
bercangkung	bərtʃaŋkuŋ
sikut	sikut
mendaun	məndaun
apologi	apologi
capelin	tʃapəlin
rakaat	rakaʔat
tepu	təpu
tercakup	tərtʃakup
sotong	sotoŋ
menganjal	məŋandʒal
surah	surah
kesopanan	kəsopanan
pembaitan	pəmbaitan
selapan	səlapan
meréngék	məreŋeʔ
kesakitan	kəsakitan
perbani	pərbani
tersembul	tərsəmbul
mangkin	maŋkin
pasang	pasaŋ
téokrasi	teoʔrasi
penyimpanan	pəɲimpanan
burat	burat
mencuci	məntʃutʃi
semadi	səmadi
meluat	məluat
akang	akaŋ
mengetok	məŋətoʔ
awadara	awadara
mencoba	məntʃoba
jajahan	dʒadʒahan
penudung	pənuduŋ
pabrik	pabriʔ
tumis	tumis
memburu	məmburu
hwéé	hwee
menyortir	məɲortir
stupa	stupa
kesatuan	kəsatuan
ganda	ganda
penjajahan	pəndʒadʒahan
berteriak	bərtəriaʔ
membuaya	məmbuaja
cerlih	tʃərlih
superior	supərior
fragméntasi	fragmentasi
penelah	pənəlah
kucup	kutʃup
alfabétis	alfabetis
menyamai	məɲamai
bertelekan	bərtələkan
mengekarkan	məŋəkarkan
perap	pərap
megahnya	məgahɲa
melenting	mələntiŋ
sesira	səsira
amanat	amanat
mancanegara	mantʃanəgara
alkamar	alkamar
pentung	pəntuŋ
dakwaan	daʔwaʔan
aditokoh	aditokoh
senoyong	sənojoŋ
tengara	təŋara
pénétrasi	penetrasi
maniféstasi	manifestasi
disusuli	disusuli
pemilu	pəmilu
urakan	urakan
loncat	lontʃat
pembidangan	pəmbidaŋan
membaguskan	məmbaguskan
bilamasa	bilamasa
berseluk	bərsəluʔ
segeralah	səgəralah
membonggoli	məmboŋgoli
penataan	pənataʔan
slam	slam
bentik	bəntiʔ
hambatan	hambatan
antap	antap
temesar	təməsar
ditiupkan	ditiupkan
mengatus	məŋatus
melemahkan	mələmahkan
burét	buret
melingkar	məliŋkar
buru	buru
inggeris	iŋgəris
menciplak	məntʃiplaʔ
penebang	pənəbaŋ
diindahkan	diʔindahkan
dahsyatnya	dahsjatɲa
layangan	lajaŋan
berbedak	bərbədaʔ
petang	pətaŋ
tercerabut	tərtʃərabut
beraksi	bəraʔsi
mengap	məŋap
suatu	suatu
banyo	baɲo
idap	idap
pemayang	pəmajaŋ
kenalan	kənalan
cokol	tʃokol
bélél	belel
dompét	dompet
tétés	tetes
diumpamakan	diumpamakan
teruji	tərudʒi
menetal	mənətal
buyar	bujar
pendongéng	pəndoŋeŋ
sakraméntal	saʔramental
mengerip	məŋərip
mengajakkan	məŋadʒaʔkan
rajah	radʒah
pengilham	pəŋilham
mengayap	məŋajap
cenangga	tʃənaŋga
dilumpuhkan	dilumpuhkan
dub	dub
ékspéktoran	eʔspeʔtoran
déklamasi	deʔlamasi
keji	kədʒi
perjalanan	pərdʒalanan
diperbantukan	dipərbantukan
mendarahi	məndarahi
selingkuh	səliŋkuh
dicapai	ditʃapai
tersenyum	tərsəɲum
serling	sərliŋ
puting	putiŋ
mendanguk	məndaŋuʔ
solok	soloʔ
selayun	səlajun
bangus	baŋus
per	pər
hasrat	hasrat
tembatar	təmbatar
pengutusan	pəŋutusan
acara	atʃara
menggocoh	məŋgotʃoh
naiknya	naiʔɲa
mengislamkan	məŋislamkan
sentaka	səntaka
surat	surat
kendang	kəndaŋ
menjamin	məndʒamin
bain	bain
pukat	pukat
puput	puput
dituntut	dituntut
antiénzim	antienzim
jeritan	dʒəritan
cerawat	tʃərawat
membubuhi	məmbubuhi
ambur	ambur
bintang	bintaŋ
tindakannya	tindakanɲa
selipar	səlipar
démografis	demografis
sembrani	səmbrani
biosida	biosida
memerangi	məməraŋi
penantian	pənantian
moril	moril
sétti	setti
pemboncéngan	pəmbontʃeŋan
bényék	beɲeʔ
menenang	mənənaŋ
mendidihkan	məndidihkan
berkelit	bərkəlit
senantiasa	sənantiasa
aktivitas	aʔtivitas
proyéktil	projeʔtil
pencacahjiwaan	pəntʃatʃahdʒiwaʔan
kapal	kapal
linoléum	linoleum
pét	pet
terbahaya	tərbahaja
primitif	primitif
éréktil	ereʔtil
kepermaian	kəpərmaian
sebungkus	səbuŋkus
cabuh	tʃabuh
da	da
dihindari	dihindari
bermadah	bərmadah
sakti	saʔti
serahi	sərahi
humor	humor
surau	surau
terasi	tərasi
menambalkan	mənambalkan
peréwa	pərewa
angka	aŋka
petik	pətiʔ
berkelanjutan	bərkəlandʒutan
itil	itil
samun	samun
cahaya	tʃahaja
gong	goŋ
dianggar	diaŋgar
berkuntum	bərkuntum
abdominal	abdominal
dirasakan	dirasakan
dedah	dədah
berbatin	bərbatin
ékstrimis	eʔstrimis
percabangan	pərtʃabaŋan
angkut	aŋkut
menduduki	mənduduki
berasosiasi	bərasosiasi
parpol	parpol
rusuh	rusuh
mahkamah	mahkamah
bidak	bidaʔ
mencampur-baurkan	məntʃampur-baurkan
ordo	ordo
padat	padat
berpintu	bərpintu
membéngkél	məmbeŋkel
perling	pərliŋ
novélnya	novelɲa
pépsin	pepsin
sains	sains
tuntas	tuntas
bonang	bonaŋ
mendéndangkan	məndendaŋkan
kepinis	kəpinis
mekah	məkah
langkah	laŋkah
membeliakkan	məmbəliaʔkan
balok	baloʔ
ajab	adʒab
semaian	səmaian
tahun	tahun
merestui	mərəstui
mempersedikitkan	məmpərsədikitkan
désalinasi	desalinasi
jalur	dʒalur
mengataskan	məŋataskan
semenjana	səməndʒana
dormansi	dormansi
pementas	pəməntas
mendaratkan	məndaratkan
penyeruan	pəɲəruan
asrar	asrar
kelétah	kəletah
cerbak	tʃərbaʔ
membonggol	məmboŋgol
diberitakan	dibəritakan
pembius	pəmbius
dihadiri	dihadiri
bersisik	bərsisiʔ
pesindén	pəsinden
darahku	darahku
berkepentingan	bərkəpəntiŋan
sedikit	sədikit
membarengkan	məmbarəŋkan
menggemari	məŋgəmari
bayangan	bajaŋan
fasih	fasih
sumbat	sumbat
menghabisi	məŋhabisi
ura	ura
ampelas	ampəlas
mengelenggarakan	məŋələŋgarakan
ordinat	ordinat
mani	mani
berbantal	bərbantal
berayun	bərajun
atung	atuŋ
percaloan	pərtʃaloan
sistématik	sistematiʔ
mengarik	məŋariʔ
rai	rai
kemi	kəmi
mengkaji	məŋkadʒi
terpelencit	tərpələntʃit
apkiran	apkiran
memeriksakan	məməriʔsakan
akaid	akaid
diséntri	disentri
untungnya	untuŋɲa
berteraskan	bərtəraskan
penjamin	pəndʒamin
curik	tʃuriʔ
bibir	bibir
dibutuhkan	dibutuhkan
kucing	kutʃiŋ
mendukakan	məndukakan
kelis	kəlis
pencocokan	pəntʃotʃokan
berderap	bərdərap
menyerbukan	məɲərbukan
menyembul	məɲəmbul
dasatitah	dasatitah
alérgis	alergis
déwi	dewi
genténg	gənteŋ
laki-laki	laki-laki
automatik	automatiʔ
mengalup	məŋalup
berteras	bərtəras
kelop	kəlop
selonjor	səlondʒor
pernisan	pərnisan
aérasi	aerasi
zaitun	zaitun
menyeruit	məɲəruit
ingkar	iŋkar
pekikan	pəkikan
fatwa	fatwa
pertambangan	pərtambaŋan
simptom	simptom
berlumur	bərlumur
merentang	mərəntaŋ
tersimpul	tərsimpul
apapun	apapun
cekikan	tʃəkikan
sepatah	səpatah
terbius	tərbius
penyelarasan	pəɲəlarasan
karaoké	karaoke
pembukut	pəmbukut
membingungkan	məmbiŋuŋkan
kesemuanya	kəsəmuaɲa
impotén	impoten
mengepal	məŋəpal
erat	ərat
derajah	dəradʒah
sénsitif	sensitif
banditisme	banditismə
taruhlah	taruhlah
kendaraannya	kəndaraʔanɲa
cebur	tʃəbur
aho	aho
depus	dəpus
diperlukan	dipərlukan
démplon	demplon
macet	matʃət
alokasi	alokasi
pencirian	pəntʃirian
kesat	kəsat
bertujuh	bərtudʒuh
liut	liut
bonéka	boneka
nazir	nazir
sauna	sauna
lebam	ləbam
pangsa	paŋsa
kerudung	kəruduŋ
rock	rotʃʔ
bonda	bonda
andalan	andalan
petisi	pətisi
pérak	peraʔ
ajun	adʒun
membohongi	məmbohoŋi
réman	reman
garnisun	garnisun
menengkari	mənəŋkari
merayap	mərajap
perabotan	pərabotan
tergila	tərgila
almuazam	almuazam
amunisi	amunisi
gantikan	gantikan
bukét	buket
jantung	dʒantuŋ
keping	kəpiŋ
gliserol	glisərol
diratakan	diratakan
sapuan	sapuan
sudah	sudah
sekap	səkap
antariksawati	antariʔsawati
spésifik	spesifiʔ
dipergunakan	dipərgunakan
membelintangkan	məmbəlintaŋkan
perkauman	pərkauman
pelanting	pəlantiŋ
pengarsip	pəŋarsip
menderis	məndəris
injili	indʒili
mengamukkan	məŋamuʔkan
mangkuk	maŋkuʔ
tembélok	təmbeloʔ
kejen	kədʒən
absis	absis
kenténg	kənteŋ
séko	seko
interméso	intərmeso
diuji	diudʒi
kerésot	kəresot
kaédah	kaedah
mencomot	məntʃomot
pengéditan	pəŋeditan
tingkah-laku	tiŋkah-laku
membajau	məmbadʒau
terbusung	tərbusuŋ
ton	ton
peningkatan	pəniŋkatan
disambung	disambuŋ
menyengau	məɲəŋau
pembarut	pəmbarut
prolog	prolog
menampan	mənampan
celutak	tʃəlutaʔ
ampél	ampel
kerinduan	kərinduan
selurah	səlurah
menekunkan	mənəkunkan
berpahat	bərpahat
petia	pətia
dénim	denim
percontoh	pərtʃontoh
suis	suis
komprési	kompresi
bebel	bəbəl
menyelamati	məɲəlamati
mempersegera	məmpərsəgəra
stéker	stekər
alis	alis
téngkék	teŋkeʔ
pélota	pelota
penghalang	pəŋhalaŋ
kerlip	kərlip
kejiranan	kədʒiranan
pengarip	pəŋarip
mencekam	məntʃəkam
tetikus	tətikus
cerpu	tʃərpu
semesta	səməsta
memésong	məmesoŋ
dipaksakan	dipaʔsakan
pora	pora
pelus	pəlus
kesenian	kəsənian
loji	lodʒi
derus	dərus
pendaya-gunaan	pəndaja-gunaʔan
korupsi	korupsi
melubangi	məlubaŋi
cucuk	tʃutʃuʔ
nahi	nahi
merangkaikan	məraŋkaikan
cahang	tʃahaŋ
mendoa	məndoa
anakmu	anaʔmu
guli	guli
mencepol	məntʃəpol
menekuni	mənəkuni
penganiaya	pəŋaniaja
cari	tʃari
ringgit	riŋgit
bergolék	bərgoleʔ
botoh	botoh
gelincir	gəlintʃir
dilukai	dilukai
tersemai	tərsəmai
peleton	pələton
perbincangan	pərbintʃaŋan
memendam	məməndam
pengusaha	pəŋusaha
bera-go-go	bəra-go-go
pegar	pəgar
mampus	mampus
tercelus	tərtʃəlus
berancang	bərantʃaŋ
mengasing	məŋasiŋ
badak	badaʔ
penggubalan	pəŋgubalan
memperanakkan	məmpəranaʔkan
klakson	ʔlaʔson
tengku	təŋku
kembur	kəmbur
sédeng	sedəŋ
nila	nila
tercedera	tərtʃədəra
mencolék	məntʃoleʔ
beligo	bəligo
bekatul	bəkatul
memengkis	məməŋkis
kunci	kuntʃi
wa	wa
sehidangan	səhidaŋan
penyeménan	pəɲəmenan
métil	metil
penyusutan	pəɲusutan
sangkaan	saŋkaʔan
mengékspos	məŋeʔspos
masturbasi	masturbasi
sungutan	suŋutan
mencoangkan	məntʃoaŋkan
pendampingan	pəndampiŋan
menyanyi	məɲaɲi
pemenggal	pəməŋgal
bandit	bandit
kailnya	kailɲa
limun	limun
mendengungkan	məndəŋuŋkan
memikir	məmikir
peneman	pənəman
kumbahan	kumbahan
mendunia	məndunia
pengap	pəŋap
menempati	mənəmpati
meménsiunkan	məmensiunkan
berkélah	bərkelah
ditempa	ditəmpa
tertulis	tərtulis
dangir	daŋir
kekecutan	kəkətʃutan
mencebak	məntʃəbaʔ
keairan	kəairan
stoplés	stoples
mencemoohkan	məntʃəmoʔohkan
slogan	slogan
anémer	anemər
pesawah	pəsawah
argari	argari
pengangkaan	pəŋaŋkaʔan
réalisme	realismə
terpentang	tərpəntaŋ
cémpék	tʃempeʔ
belakangnya	bəlakaŋɲa
iris	iris
kesemek	kəsəməʔ
buya	buja
antonimi	antonimi
dungu	duŋu
keandalan	kəandalan
melangkahi	məlaŋkahi
membajui	məmbadʒui
kayau	kajau
tradisi	tradisi
berosot	bərosot
teranas	təranas
jungkat	dʒuŋkat
mengesat	məŋəsat
mendangir	məndaŋir
jatuhnya	dʒatuhɲa
organisasi	organisasi
lepas.	ləpas.
mengatasi	məŋatasi
membaiat	məmbaiat
belang	bəlaŋ
dianyam	diaɲam
mengendalakan	məŋəndalakan
menidurkan	mənidurkan
keganjilan	kəgandʒilan
debar	dəbar
séin	sein
pengurapan	pəŋurapan
dikembalikan	dikəmbalikan
kerendang	kərəndaŋ
awar	awar
tumbén	tumben
géofisika	geofisika
bayi	baji
bercadang	bərtʃadaŋ
periklanan	pəriʔlanan
terbaring	tərbariŋ
pemencaran	pəməntʃaran
cuci	tʃutʃi
pemusatan	pəmusatan
dr	dr
pencopét	pəntʃopet
periode	pəriodə
memerikan	məmərikan
mendecur	məndətʃur
melayangkan	məlajaŋkan
bilion	bilion
gelitik	gəlitiʔ
bati	bati
péda	peda
pengada	pəŋada
berdansanak	bərdansanaʔ
ragi	ragi
dikatakan	dikatakan
koktail	koʔtail
ditanggulangi	ditaŋgulaŋi
meleraikan	mələraikan
anggarannya	aŋgaranɲa
cenduai	tʃənduai
penyiraman	pəɲiraman
teka	təka
ceteri	tʃətəri
searah	səarah
jungkit	dʒuŋkit
kepék	kəpeʔ
péraknya	peraʔɲa
gunaan	gunaʔan
padu	padu
perempuan	pərəmpuan
pencuri	pəntʃuri
hidungnya	hiduŋɲa
membongkok	məmboŋkoʔ
bergemuruh	bərgəmuruh
syahwat	sjahwat
memerah	məmərah
benitan	bənitan
temangau	təmaŋau
alang	alaŋ
membubuh	məmbubuh
pelengak	pələŋaʔ
taruh	taruh
démokratisasi	demoʔratisasi
penanganan	pənaŋanan
mangan	maŋan
awalengas	awaləŋas
bertapak	bərtapaʔ
sisi	sisi
témbakan	tembakan
kekentalan	kəkəntalan
berkeahlian	bərkəahlian
pelituran	pəlituran
rakyat	raʔjat
menghamparkan	məŋhamparkan
cadang	tʃadaŋ
kelukur	kəlukur
séksualitas	seʔsualitas
kentar	kəntar
gang	gaŋ
bekel	bəkəl
sedaya	sədaja
waru	waru
kersik	kərsiʔ
tebar	təbar
kepundung	kəpunduŋ
tergali	tərgali
tonjol	tondʒol
pemborong	pəmboroŋ
maulud	maulud
ratusan	ratusan
menerawang	mənərawaŋ
awét	awet
mengedép	məŋədep
ayutan	ajutan
kaviar	kaviar
ditipu	ditipu
memecah-belahkan	məmətʃah-bəlahkan
seréngéh	səreŋeh
pertenungan	pərtənuŋan
sekéndi	səkendi
menéléngkan	məneleŋkan
sembayan	səmbajan
improvisasi	improvisasi
sejam	sədʒam
ngebut	ŋəbut
menganalogikan	məŋanalogikan
obat	obat
pauk	pauʔ
berangsur	bəraŋsur
penyebut	pəɲəbut
pendéklamasian	pəndeʔlamasian
sempil	səmpil
serana	sərana
tenang	tənaŋ
kias	kias
tataran	tataran
diréksi	direʔsi
mengagih	məŋagih
kuno	kuno
mencédok	məntʃedoʔ
membahana	məmbahana
camat	tʃamat
kelainan	kəlainan
sepiker	səpikər
mendebah	məndəbah
ribu	ribu
kém	kem
penetap	pənətap
jelang	dʒəlaŋ
gimnastik	gimnastiʔ
képol	kepol
rélai	relai
berpadanan	bərpadanan
menghijaukan	məŋhidʒaukan
sosok	sosoʔ
aur	aur
jarum	dʒarum
abid	abid
mendongak	məndoŋaʔ
bacek	batʃəʔ
bruder	brudər
éléktromagnétik	eleʔtromagnetiʔ
selingkit	səliŋkit
mencangkul	məntʃaŋkul
melébar	məlebar
pénmés	penmes
sempelah	səmpəlah
litér	liter
hidraulis	hidraulis
kemari	kəmari
délusi	delusi
nominal	nominal
menguasakan	məŋuasakan
bangkot	baŋkot
fajar	fadʒar
dipenuhi	dipənuhi
terbagus	tərbagus
omongan	omoŋan
penyair	pəɲair
menyegerakan	məɲəgərakan
kemanfaatan	kəmanfaʔatan
keresek	kərəsəʔ
semestinya	səməstiɲa
susila	susila
cecah	tʃətʃah
célék	tʃeleʔ
éksplan	eʔsplan
kenegaraan	kənəgaraʔan
menepam	mənəpam
mémori	memori
ékspedisi	eʔspədisi
kesetiaan	kəsətiaʔan
selenggaraan	sələŋgaraʔan
kejawén	kədʒawen
karbohidrat	karbohidrat
pesantren	pəsantrən
detas	dətas
dengkuran	dəŋkuran
berbelahan	bərbəlahan
cahayanya	tʃahajaɲa
kecocokan	kətʃotʃokan
ambin	ambin
berbayang	bərbajaŋ
butek	butəʔ
permadani	pərmadani
otorisasi	otorisasi
dwiguna	dwiguna
positif	positif
kelamkari	kəlamkari
dihindarkan	dihindarkan
pelata	pəlata
mengalit	məŋalit
bengkak	bəŋkaʔ
lukis	lukis
klitoris	ʔlitoris
belalah	bəlalah
kontan	kontan
égalitér	egaliter
kedéwataan	kədewataʔan
mendira	məndira
tekat	təkat
menandai	mənandai
sejelas	sədʒəlas
pendadaran	pəndadaran
keangkuhan	kəaŋkuhan
mengasakkan	məŋasaʔkan
perbuatan	pərbuatan
banar	banar
cemooh	tʃəmoʔoh
béntéh	benteh
lupa	lupa
semir	səmir
kelibat	kəlibat
celus	tʃəlus
bahagi	bahagi
serutan	sərutan
ribuan	ribuan
bertanyakan	bərtaɲakan
berpoténsi	bərpotensi
berjubah	bərdʒubah
membéntarkan	məmbentarkan
drum	drum
merompak	mərompaʔ
pendataran	pəndataran
bakdahu	baʔdahu
andésit	andesit
kelepur	kələpur
tertera	tərtəra
membantai	məmbantai
terlupa	tərlupa
kesusilaan	kəsusilaʔan
pelécok	pəletʃoʔ
derél	dərel
berangas	bəraŋas
sélo	selo
temaah	təmaʔah
hapus	hapus
mempitis	məmpitis
kerencung	kərəntʃuŋ
sepélan	səpelan
pancalomba	pantʃalomba
téngkés	teŋkes
dicobanya	ditʃobaɲa
hidangkan	hidaŋkan
bordil	bordil
pekak	pəkaʔ
penyetor	pəɲətor
suplemén	supləmen
pelamar	pəlamar
mengaras	məŋaras
bersudut	bərsudut
membaban	məmbaban
mengecat	məŋətʃat
semburan	səmburan
kulat	kulat
membului	məmbului
abangan	abaŋan
penasaran	pənasaran
coko	tʃoko
brom	brom
mikrocip	miʔrotʃip
pertama	pərtama
oknum	oʔnum
menggembléng	məŋgəmbleŋ
mengutuk	məŋutuʔ
manufaktur	manufaʔtur
proporsional	proporsional
menepas	mənəpas
terbuang	tərbuaŋ
angan	aŋan
transparan	transparan
boyas	bojas
seluar	səluar
penerang	pənəraŋ
perai	pərai
agrési	agresi
belu	bəlu
audiograf	audiograf
belantan	bəlantan
kesturi	kəsturi
mendéskripsikan	məndesʔripsikan
cabak	tʃabaʔ
tambur	tambur
semérah	səmerah
atributif	atributif
bingit	biŋit
belibis	bəlibis
memerihkan	məmərihkan
otonomi	otonomi
perundangan	pərundaŋan
gantungkan	gantuŋkan
katup	katup
bilabial	bilabial
keserasian	kəsərasian
pemujaan	pəmudʒaʔan
akséntuasi	aʔsentuasi
mendalih	məndalih
berdatuk	bərdatuʔ
berlipat	bərlipat
perit	pərit
buntil	buntil
mengerih	məŋərih
pengguna	pəŋguna
dibujuk	dibudʒuʔ
alamatulhayat	alamatulhajat
niaga	niaga
bersilsilah	bərsilsilah
kauterima	kautərima
béngkél	beŋkel
béngkéng	beŋkeŋ
vandalisme	vandalismə
pembudidaya	pəmbudidaja
gunanya	gunaɲa
berdetik	bərdətiʔ
degung	dəguŋ
mengindikasikan	məŋindikasikan
berselisih	bərsəlisih
tenggadai	təŋgadai
tembosa	təmbosa
menyentil	məɲəntil
bertelanjang	bərtəlandʒaŋ
pendasar	pəndasar
kuping	kupiŋ
membanjur	məmbandʒur
cakera	tʃakəra
kejan	kədʒan
métastasis	metastasis
terhina	tərhina
memasak	məmasaʔ
pédikur	pedikur
bentara	bəntara
rapuh	rapuh
kerinjang	kərindʒaŋ
mengiring	məŋiriŋ
kecermatan	kətʃərmatan
alamas	alamas
pelabuhan	pəlabuhan
buduk	buduʔ
risikan	risikan
adati	adati
élemén	eləmen
berlanggar	bərlaŋgar
keseser	kəsəsər
meranti	məranti
limpa	limpa
émisi	emisi
secubit	sətʃubit
tebu	təbu
pendongkol	pəndoŋkol
info	info
bingka	biŋka
basa	basa
salai	salai
pusaran	pusaran
likuidasi	likuidasi
penggal	pəŋgal
bandara	bandara
berbasis	bərbasis
bertekak	bərtəkaʔ
cempaka	tʃəmpaka
pengéjék	pəŋedʒeʔ
ortografi	ortografi
écéng	etʃeŋ
cenéla	tʃənela
perbandaran	pərbandaran
kesayupan	kəsajupan
intégrasi	integrasi
tanjakan	tandʒakan
pejuang	pədʒuaŋ
murka	murka
berdaya-guna	bərdaja-guna
memaklumi	məmaʔlumi
berékskursi	bəreʔskursi
hamba	hamba
spionase	spionasə
dihuni	dihuni
kesandung	kəsanduŋ
déténte	detentə
suaka	suaka
kelelap	kələlap
bungalo	buŋalo
pengeluaran	pəŋəluaran
hawa	hawa
caling	tʃaliŋ
merencanakan	mərəntʃanakan
kandil	kandil
saat	saʔat
mengelilingi	məŋəliliŋi
ketaya	kətaja
pemborongan	pəmboroŋan
berdecit	bərdətʃit
seperempat	səpərəmpat
a-go-go	a-go-go
sertakan	sərtakan
denak	dənaʔ
digulingkan	diguliŋkan
rékrut	reʔrut
éksponén	eʔsponen
betah	bətah
berantara	bərantara
misi	misi
penyemarak	pəɲəmaraʔ
sedut	sədut
sepuk	səpuʔ
sekip	səkip
diajarkan	diadʒarkan
berayal	bərajal
menyoalkan	məɲoalkan
antagonis	antagonis
mandat	mandat
blék	bleʔ
mayoritas	majoritas
pencabutan	pəntʃabutan
kemandulan	kəmandulan
cun	tʃun
disuruhnya	disuruhɲa
mencuru	məntʃuru
pertanggung-jawaban	pərtaŋguŋ-dʒawaban
pancung	pantʃuŋ
pemilik	pəmiliʔ
empangan	əmpaŋan
memberikan	məmbərikan
métode	metodə
dwidasawarsa	dwidasawarsa
memendamkan	məməndamkan
bertetakan	bərtətakan
kelumun	kəlumun
sénsasi	sensasi
tapak	tapaʔ
menyulitkan	məɲulitkan
adikuasa	adikuasa
kemungkinannya	kəmuŋkinanɲa
kehangatan	kəhaŋatan
geliut	gəliut
rasialisme	rasialismə
semboyan	səmbojan
megrék	məgreʔ
polarisasi	polarisasi
membobok	məmboboʔ
pangkas	paŋkas
menyatakan	məɲatakan
jaluran	dʒaluran
kailan	kailan
noktah	noʔtah
anut	anut
hépatitis	hepatitis
kelezatan	kələzatan
digunakannya	digunakanɲa
jelaskan	dʒəlaskan
rédang	redaŋ
kepodang	kəpodaŋ
borat	borat
sénta	senta
menjanjikan	məndʒandʒikan
martil	martil
kesi	kəsi
berdérétan	bərderetan
terkongkong	tərkoŋkoŋ
distorsi	distorsi
kesetrum	kəsətrum
memperdahsyat	məmpərdahsjat
petikan	pətikan
memperdua	məmpərdua
pengantihan	pəŋantihan
masuknya	masuʔɲa
terpecahkan	tərpətʃahkan
debas	dəbas
bercarut	bərtʃarut
télégraf	telegraf
mengetap	məŋətap
birit	birit
mengucap	məŋutʃap
menyusui	məɲusui
mencintai	məntʃintai
seranggung	səraŋguŋ
bangkar	baŋkar
vértikal	vertikal
mengikuti	məŋikuti
menyebutkan	məɲəbutkan
kelantang	kəlantaŋ
nasib	nasib
buhulan	buhulan
cut	tʃut
hayat	hajat
hampar	hampar
pertiwi	pərtiwi
nisbah	nisbah
dondang	dondaŋ
impit	impit
élégansi	elegansi
hujah	hudʒah
aparthéid	apartheid
tatang	tataŋ
pengaburan	pəŋaburan
mendeder	məndədər
berkomunikasi	bərkomunikasi
mengkhususkan	məŋʔhususkan
bekertak	bəkərtaʔ
infléksi	infleʔsi
tubruk	tubruʔ
terobosan	tərobosan
laksamana	laʔsamana
desik	dəsiʔ
disela	disəla
transfusi	transfusi
membayangkan	məmbajaŋkan
lopak	lopaʔ
nyaris	ɲaris
telabang	təlabaŋ
bedudak	bədudaʔ
ribut	ribut
buruj	burudʒ
liberalisasi	libəralisasi
seutas	səutas
dinamai	dinamai
member	məmbər
penderitaan	pəndəritaʔan
panitera	panitəra
kerling	kərliŋ
bersirip	bərsirip
pertapa	pərtapa
memisah	məmisah
mendikai	məndikai
keterdamparan	kətərdamparan
sekedudukan	səkədudukan
ketertarikan	kətərtarikan
anuitas	anuitas
berkelas	bərkəlas
mencalak	məntʃalaʔ
komunal	komunal
telekap	tələkap
pokét	poket
berkabut	bərkabut
menjelajah	məndʒəladʒah
bakarat	bakarat
anjuran	andʒuran
kukunya	kukuɲa
témbék	tembeʔ
asuh	asuh
