tříštěn	tr̝̊iːʃcɛn
železná	ʒɛlɛznaː
chlast	xlast
metlám	mɛtlaːm
aspík	aspiːk
předměstský	pr̝̊ɛdm̩ɲɛstskiː
gambijec	ɡambɪjɛt͡s
obsazený	opsazɛniː
přinutivši	pr̝̊ɪnucɪfʃɪ
lysky	lɪskɪ
relativnost	rɛlatɪvnost
nosí	nosiː
cítěno	t͡siːcɛno
nesu	nɛsu
muzikál	muzɪkaːl
rakovina	rakovɪna
kolčava	kolt͡ʃava
nevděčník	nɛvɟɛt͡ʃɲiːk
implantace	ɪmplantat͡sɛ
dokončovat	dokont͡ʃovat
mor	mor
tepelný	tɛpɛlniː
kmotr	kmotr̩
číslech	t͡ʃiːslɛx
mongolština	moŋɡolʃcɪna
úzkoprsý	uːskopr̩siː
nepohodlí	nɛpoɦodliː
mysem	mɪsɛm
standa	standa
člověče	t͡ʃlovjɛt͡ʃɛ
zambijec	zambɪjɛt͡s
tuna	tuna
úterý	uːtɛriː
poporodní	poporodɲiː
univerzita	unɪvɛrzɪta
antidemokratický	antɪdɛmokratɪt͡skiː
děsný	ɟɛsniː
palic	palɪt͡s
linka	lɪŋka
bažit	baʒɪt
nebožka	nɛboʃka
vychutnávat	vɪxutnaːvat
šustit	ʃuscɪt
dřeno	dr̝ɛno
hudebník	ɦudɛbɲiːk
překážkář	pr̝̊ɛkaːʃkaːr̝̊
prevít	prɛviːt
nacházet	naxaːzɛt
hrobka	ɦropka
věříte	vjɛr̝iːtɛ
líbíce	liːbiːt͡sɛ
rejnok	rɛjnok
číslice	t͡ʃiːslɪt͡sɛ
zelenavý	zɛlɛnaviː
groteskní	ɡrotɛskɲiː
lebek	lɛbɛk
ztrapnit	strapɲɪt
muškát	muʃkaːt
hosta	ɦosta
alkoholický	alkoɦolɪt͡skiː
taji	tajɪ
kongresmanka	koŋɡrɛsmaŋka
beátka	bɛaːtka
inovace	ɪnovat͡sɛ
popravit	popravɪt
blude	bludɛ
podpaží	potpaʒiː
vznášet	vznaːʃɛt
výdaj	viːdaj
veselo	vɛsɛlo
teodor	tɛodor
nadnárodní	nadnaːrodɲiː
přiřadit	pr̝̊ɪr̝aɟɪt
růža	ruːʒa
eliščin	ɛlɪʃt͡ʃɪn
husita	ɦusɪta
oku	oku
sloveso	slovɛso
hýlem	ɦiːlɛm
naplavovat	naplavovat
žhnout	ʒɦnou̯t
oddělení	odɟɛlɛɲiː
sakrblé	sakr̩blɛː
stébel	stɛːbɛl
ázerbájdžánka	aːzɛrbaːjdʒaːŋka
brad	brat
strýcův	striːt͡suːf
rovník	rovɲiːk
mocní	mot͡sɲiː
hravý	ɦraviː
pravačka	pravat͡ʃka
uloupit	ulou̯pɪt
uzávěrka	uzaːvjɛrka
vojsko	vojsko
chcánky	xt͡saːŋkɪ
šrámek	ʃraːmɛk
objektivismus	objɛktɪvɪzmus
mucha	muxa
koexistence	koɛksɪstɛnt͡sɛ
línu	liːnu
aby	abɪ
pach	pax
sazích	saziːx
naběračka	nabjɛrat͡ʃka
vyhodnocovat	vɪɦodnot͡sovat
udatný	udatniː
umocnit	umot͡sɲɪt
měr	mɲɛr
košový	koʃoviː
cynicky	t͡sɪnɪt͡skɪ
vylepšovat	vɪlɛpʃovat
nepojmenovaný	nɛpojmɛnovaniː
děla	ɟɛla
psem	psɛm
bezpodmínečně	bɛspodmiːnɛt͡ʃɲɛ
koura	kou̯ra
havajština	ɦavajʃcɪna
lichocení	lɪxot͡sɛɲiː
ekvinokce	ɛkvɪnokt͡sɛ
rejnočí	rɛjnot͡ʃiː
matematický	matɛmatɪt͡skiː
somálka	somaːlka
kobylí	kobɪliː
doplněk	dopl̩ɲɛk
jablůňka	jabluːɲka
osekávat	osɛkaːvat
kastrůlek	kastruːlɛk
padělat	paɟɛlat
platem	platɛm
nosohltan	nosoɦl̩tan
danila	daɲɪla
meteorický	mɛtɛorɪt͡skiː
adrenalin	adrɛnalɪn
nory	norɪ
polosyrový	polosɪroviː
hvězdářský	ɦvjɛzdaːr̝̊skiː
rýpat	riːpat
oreb	orɛp
meldovat	mɛldovat
zpočátku	spot͡ʃaːtku
milena	mɪlɛna
lagašský	laɡaʃskiː
síním	siːɲiːm
jablonec	jablonɛt͡s
kanadský	kanatskiː
vaz	vas
obchodníček	opxodɲiːt͡ʃɛk
matkách	matkaːx
památník	pamaːtɲiːk
tuhou	tuɦou̯
tácek	taːt͡sɛk
madagaskar	madaɡaskar
zajíček	zajiːt͡ʃɛk
částečně	t͡ʃaːstɛt͡ʃɲɛ
keratokonjunktivitida	kɛratokonjuŋktɪvɪtɪda
tajný	tajniː
soči	sot͡ʃɪ
azték	astɛːk
tresce	trɛst͡sɛ
disjunkce	dɪsjuŋkt͡sɛ
xenofob	ksɛnofop
baret	barɛt
lopaty	lopatɪ
baltistika	baltɪstɪka
pacholek	paxolɛk
tnu	tnu
kec	kɛt͡s
piješ	pɪjɛʃ
živáček	ʒɪvaːt͡ʃɛk
synek	sɪnɛk
oskárek	oskaːrɛk
přitažlivý	pr̝̊ɪtaʒlɪviː
kambodžský	kambotʃskiː
amazoňan	amazoɲan
dbát	dbaːt
aminokyselina	amɪnokɪsɛlɪna
loučit	lou̯t͡ʃɪt
operační	opɛrat͡ʃɲiː
luh	lux
magnetický	maɡnɛtɪt͡skiː
nastávající	nastaːvajiːt͡siː
hromu	ɦromu
třeba	tr̝̊ɛba
klamy	klamɪ
dáseň	daːsɛɲ
latam	latam
vítej	viːtɛj
stojíme	stojiːmɛ
soukmenovec	sɔʊ̯kmɛnɔvɛt͡s
itálie	ɪtaːlɪjɛ
fotografie	fotoɡrafɪjɛ
líbezný	liːbɛzniː
plícemi	pliːt͡sɛmɪ
měřidlo	mɲɛr̝ɪdlo
pytel	pɪtɛl
bicí	bɪt͡siː
alexandra	alɛksandra
eklektický	ɛklɛktɪt͡skiː
propast	propast
keňský	kɛɲskiː
chata	xata
vedru	vɛdru
zelenáč	zɛlɛnaːt͡ʃ
tyl	tɪl
císařství	t͡siːsar̝̊stviː
věnceslav	vjɛnt͡sɛslaf
sylogismus	sɪloɡɪzmus
drazí	draziː
todlencto	todlɛnt͡sto
rozcvička	rost͡svɪt͡ʃka
podvrh	podvr̩x
sklíčko	skliːt͡ʃko
vykoupení	vɪkou̯pɛɲiː
zubrů	zubruː
žlučový	ʒlut͡ʃoviː
nesouhlas	nɛsou̯ɦlas
odpojit	otpojɪt
barborka	barborka
pičus	pɪt͡ʃus
démokritos	dɛːmokrɪtos
svatavin	svatavɪn
čníš	t͡ʃɲiːʃ
spár	spaːr
kladete	kladɛtɛ
stromeček	stromɛt͡ʃɛk
chlupatý	xlupatiː
konopka	konopka
domorodec	domorodɛt͡s
defekt	dɛfɛkt
imunní	ɪmuɲiː
spoluautor	spoluau̯tor
šotek	ʃotɛk
četo	t͡ʃɛto
piha	pɪɦa
abakus	abakus
houpačka	ɦou̯pat͡ʃka
program	proɡram
potrvat	potr̩vat
píšeme	piːʃɛmɛ
prostopášný	prostopaːʃniː
zpatlat	spatlat
fosu	fosu
kramář	kramaːr̝̊
nehořlavost	nɛɦor̝lavost
husitský	ɦusɪtskiː
čajovna	t͡ʃajovna
necháš	nɛxaːʃ
histamin	ɦɪstamɪn
barvitý	barvɪtiː
plazu	plazu
klozet	klozɛt
chce	xt͡sɛ
anketka	aŋkɛtka
zjednodušení	zjɛdnoduʃɛɲiː
míhá	miːɦaː
normálnost	normaːlnost
extrapolace	ɛkstrapolat͡sɛ
fotografem	fotoɡrafɛm
prověřovat	provjɛr̝ovat
rány	raːnɪ
kalkulace	kalkulat͡sɛ
soleno	solɛno
žlázový	ʒlaːzoviː
urozený	urozɛniː
patologie	patoloɡɪjɛ
hříčka	ɦr̝iːt͡ʃka
chirurg	xɪrurk
mopsl	mopsl̩
českobudějovický	t͡ʃɛskobuɟɛjovɪt͡skiː
šezlong	ʃɛzloŋk
pecce	pɛt͡st͡sɛ
komenzál	komɛnzaːl
degradovat	dɛɡradovat
dělíš	ɟɛliːʃ
mazat	mazat
zpracovatel	sprat͡sovatɛl
obývat	obiːvat
četný	t͡ʃɛtniː
puď	puc
andy	andɪ
volt	volt
refaktorovat	rɛfaktorovat
protnout	protnou̯t
kozlu	kozlu
ropou	ropou̯
sílou	siːlou̯
krknout	kr̩knou̯t
ťato	cato
lovy	lovɪ
nápodoba	naːpodoba
lukášův	lukaːʃuːf
oparu	oparu
nepředvídaný	nɛpr̝̊ɛdviːdaniː
rýčem	riːt͡ʃɛm
produkce	produkt͡sɛ
galaktóza	ɡalaktoːza
čepický	t͡ʃɛpɪt͡skiː
horečnatý	ɦorɛt͡ʃnatiː
kočár	kot͡ʃaːr
otylost	otɪlost
prohlížeč	proɦliːʒɛt͡ʃ
oldřich	oldr̝ɪx
vezu	vɛzu
úmluva	uːmluva
mastička	mascɪt͡ʃka
ultrazvuk	ultrazvuk
finština	fɪnʃcɪna
zlatá	zlataː
dovézt	dovɛːst
telepat	tɛlɛpat
zákazník	zaːkazɲiːk
základka	zaːklatka
nadcházející	natxaːzɛjiːt͡siː
šestiprocentní	ʃɛscɪprot͡sɛntɲiː
vor	vor
nespokojenost	nɛspokojɛnost
pracuj	prat͡suj
kajícnost	kajiːt͡snost
ohních	oɦɲiːx
řezníček	r̝ɛzɲiːt͡ʃɛk
pěješ	pjɛjɛʃ
pojem	pojɛm
vály	vaːlɪ
prvně	pr̩vɲɛ
společný	spolɛt͡ʃniː
chaldejec	xaldɛjɛt͡s
znudiv	znuɟɪf
ochotník	oxotɲiːk
altaj	altaj
melme	mɛlmɛ
řiď	r̝ɪc
usmrcovat	usmr̩t͡sovat
karambol	karambol
silen	sɪlɛn
ljubin	ljubɪn
zpozdit	spozɟɪt
pasovat	pasovat
spála	spaːla
uspat	uspat
střelivo	str̝̊ɛlɪvo
rozšířený	rosʃiːr̝ɛniː
zaháň	zaɦaːɲ
vyspělý	vɪspjɛliː
karafiát	karafɪaːt
šňůra	ʃɲuːra
suterén	sutɛrɛːn
vědomí	vjɛdomiː
kosovy	kosovɪ
emise	ɛmɪsɛ
diskařka	dɪskar̝̊ka
donést	donɛːst
idiom	ɪdɪjom
ránu	raːnu
sajete	sajɛtɛ
snoubenec	snou̯bɛnɛt͡s
dusíš	dusiːʃ
opravovat	opravovat
masový	masoviː
cukrovkář	t͡sukrofkaːr̝̊
jezy	jɛzɪ
kája	kaːja
orlovy	orlovɪ
suchý	suxiː
duté	dutɛː
přistávací	pr̝̊ɪstaːvat͡siː
prádlo	praːdlo
rakovinný	rakovɪniː
děsíc	ɟɛsiːt͡s
kyselo	kɪsɛlo
vešli	vɛʃlɪ
tě	cɛ
list	lɪst
choulostivý	xou̯loscɪviː
vysoko	vɪsoko
mláďátko	mlaːɟaːtko
maternální	matɛrnaːlɲiː
četlo	t͡ʃɛtlo
šily	ʃɪlɪ
opakovatelný	opakovatɛlniː
osin	osɪn
měšťácký	mɲɛʃcaːt͡skiː
mostek	mostɛk
měknout	mɲɛknou̯t
společenství	spolɛt͡ʃɛnstviː
vídeňačka	viːdɛɲat͡ʃka
liché	lɪxɛː
vašek	vaʃɛk
řešeta	r̝ɛʃɛta
vnucujíc	vnut͡sujiːt͡s
mops	mops
kajíce	kajiːt͡sɛ
sdělení	zɟɛlɛɲiː
mařka	mar̝̊ka
utečenec	utɛt͡ʃɛnɛt͡s
hrudní	ɦrudɲiː
vařit	var̝ɪt
měšťák	mɲɛʃcaːk
albánec	albaːnɛt͡s
posmrtí	posmr̩ciː
atéňan	atɛːɲan
jal	jal
těžit	cɛʒɪt
emin	ɛmɪn
tatík	taciːk
pohlavár	poɦlavaːr
těla	cɛla
komponista	komponɪsta
ochromit	oxromɪt
frída	friːda
oravec	oravɛt͡s
hubertek	ɦubɛrtɛk
záhadnost	zaːɦadnost
klide	klɪdɛ
uklouznout	uklou̯znou̯t
dírka	ɟiːrka
solily	solɪlɪ
syčák	sɪt͡ʃaːk
srstnatý	sr̩stnatiː
koronavirus	koronavɪrus
vydal	vɪdal
mořích	mor̝iːx
rádce	raːt͡sɛ
váhavý	vaːɦaviː
vzpoura	fspou̯ra
antikomunista	antɪkomunɪsta
polykarbonát	polɪkarbonaːt
chro	xro
trata	trata
oporo	oporo
čekáme	t͡ʃɛkaːmɛ
libého	lɪbɛːɦo
srbochorvatština	sr̩boxorvatʃcɪna
utopenec	utopɛnɛt͡s
vykosťovat	vɪkoscovat
veterán	vɛtɛraːn
litevský	lɪtɛfskiː
smrtnost	smr̩tnost
nesa	nɛsa
rozsvítit	rosviːcɪt
zamíchat	zamiːxat
běžnější	bjɛʒɲɛjʃiː
archivovat	arxɪvovat
zavrhnout	zavr̩ɦnou̯t
dělej	ɟɛlɛj
promítání	promiːtaːɲiː
háďátko	ɦaːɟaːtko
zubrech	zubrɛx
somálsko	somaːlsko
tragedie	traɡɛdɪjɛ
šarmantní	ʃarmantɲiː
vínům	viːnuːm
šli	ʃlɪ
sázeli	saːzɛlɪ
hvozd	ɦvost
fňukavě	fɲukavjɛ
doktůrek	doktuːrɛk
jíte	jiːtɛ
plochá	ploxaː
zastínit	zasciːɲɪt
nadšeně	natʃɛɲɛ
facka	fat͡ska
otky	otkɪ
proměním	promɲɛɲiːm
hektolitr	ɦɛktolɪtr̩
hlasivka	ɦlasɪfka
domnívat	domɲiːvat
ingrid	ɪŋɡrɪt
panovačný	panovat͡ʃniː
klouzačka	klou̯zat͡ʃka
najal	najal
chvalořečení	xvalor̝ɛt͡ʃɛɲiː
zlatokop	zlatokop
shrň	zɦr̩ɲ
úhle	uːɦlɛ
impertinentní	ɪmpɛrtɪnɛntɲiː
starého	starɛːɦo
třídění	tr̝̊iːɟɛɲiː
tancujou	tant͡sujou̯
volena	volɛna
občanka	opt͡ʃaŋka
insolvence	ɪnsolvɛnt͡sɛ
dendrochronologie	dɛndroxronoloɡɪɛ
štěpný	ʃcɛpniː
pociťovat	pot͡sɪcovat
psychoanalytický	psɪxoanalɪtɪt͡skiː
milan	mɪlan
postrašit	postraʃɪt
odklad	otklat
sunnita	suɲɪta
vladan	vladan
taťka	tacka
šestimocný	ʃɛscɪmot͡sniː
odrůst	odruːst
jmeniny	jmɛɲɪnɪ
vyhostit	vɪɦoscɪt
solila	solɪla
pastva	pastva
eklatantní	ɛklatantɲiː
supy	supɪ
ostnokožec	ostnokoʒɛt͡s
moldavsko	moldafsko
automatizovat	au̯tomatɪzovat
servěte	sɛrvjɛtɛ
vrčet	vr̩t͡ʃɛt
marodit	maroɟɪt
hospodář	ɦospodaːr̝̊
lyskonoh	lɪskonoɦ
jmout	jmou̯t
kleků	klɛkuː
mnut	mnut
poslanecký	poslanɛt͡skiː
boru	boru
libový	lɪboviː
lunám	lunaːm
trknout	tr̩knou̯t
úhly	uːɦlɪ
dávej	daːvɛj
řevem	r̝ɛvɛm
bydla	bɪdla
páru	paːru
člověkohodina	t͡ʃlovjɛkoɦoɟɪna
biotický	bɪocɪt͡skiː
kouzelník	kou̯zɛlɲiːk
mažete	maʒɛtɛ
užitek	uʒɪtɛk
tibor	cɪbor
herci	ɦɛrt͡sɪ
dauphine	dofɪn
bratřík	bratr̝̊iːk
číslovat	t͡ʃiːslovat
ázerbájdžánský	aːzɛrbaːjdʒaːnskiː
metuzalém	mɛtuzalɛːm
odůvodnění	oduːvodɲɛɲiː
experimentovat	ɛkspɛrɪmɛntovat
dějinný	ɟɛjɪniː
živi	ʒɪvɪ
severka	sɛvɛrka
leontýna	lɛontiːna
vinila	vɪɲɪla
eman	ɛman
předznamenání	pr̝̊ɛdznamɛnaːɲiː
spočetný	spot͡ʃɛtniː
bozi	bozɪ
korunovace	korunovat͡sɛ
průhlednost	pruːɦlɛdnost
potíš	pociːʃ
kůre	kuːrɛ
zármutek	zaːrmutɛk
brzdit	br̩zɟɪt
vnímat	vɲiːmat
překročit	pr̝̊ɛkrot͡ʃɪt
včelín	ft͡ʃɛliːn
členitý	t͡ʃlɛɲɪtiː
slézů	slɛːzuː
blizoučký	blɪzou̯t͡ʃkiː
pást	paːst
jehlan	jɛɦlan
plivat	plɪvat
straky	strakɪ
kuří	kur̝iː
nepřipraveně	nɛpr̝̊ɪpravɛɲɛ
francouzština	frant͡sou̯sʃcɪna
dudách	dudaːx
austrálie	au̯straːlɪjɛ
raná	ranaː
radovat	radovat
pedosféra	pɛdosfɛːra
kotec	kotɛt͡s
premisa	prɛmɪsa
svatost	svatost
kolejní	kolɛjɲiː
simonie	sɪmonɪjɛ
hebrejština	ɦɛbrɛjʃcɪna
následující	naːslɛdujiːt͡siː
ladu	ladu
kanonický	kanonɪt͡skiː
realismus	rɛalɪzmus
masy	masɪ
tyršův	tɪrʃuːf
lib	lɪp
minulí	mɪnuliː
geomagnetismus	ɡɛomaɡnɛtɪzmus
lýtko	liːtko
vystřízlivět	vɪstr̝̊iːzlɪvjɛt
zpracovávat	sprat͡sovaːvat
portugalsko	portuɡalsko
litvan	lɪtvan
čech	t͡ʃɛx
němcová	ɲɛmt͡sovaː
hermínin	ɦɛrmiːɲɪn
šesťák	ʃɛscaːk
martinů	marcɪnuː
teolog	tɛolok
nebi	nɛbɪ
kilo	kɪlo
atopie	atopɪjɛ
back	bɛk
držitel	dr̩ʒɪtɛl
pohlavně	poɦlavɲɛ
smyčec	smɪt͡ʃɛt͡s
počtvrté	pot͡ʃtvr̩tɛː
smekat	smɛkat
tichu	cɪxu
lovec	lovɛt͡s
proklít	prokliːt
trubka	trupka
tygří	tɪɡr̝iː
přátelům	pr̝̊aːtɛluːm
baterie	batɛrɪjɛ
kalíce	kaliːt͡sɛ
eš	ɛʃ
vystát	vɪstaːt
pavučina	pavut͡ʃɪna
prokrastinace	prokrastɪnat͡sɛ
minulá	mɪnulaː
duh	dux
newyorčanka	ɲuːjort͡ʃaŋka
cimbál	t͡sɪmbaːl
republikánství	rɛpublɪkaːnstviː
táli	taːlɪ
viňme	vɪɲmɛ
kubáň	kubaːɲ
kšanda	kʃanda
retrográdní	rɛtroɡraːdɲiː
trhlina	tr̩ɦlɪna
šarm	ʃarm
přikryl	pr̝̊ɪkrɪl
spal	spal
dan	dan
porad	porat
obluda	obluda
denotát	dɛnotaːt
grupa	ɡrupa
chytit	xɪcɪt
krymský	krɪmskiː
servali	sɛrvalɪ
kecům	kɛt͡suːm
hesle	ɦɛslɛ
tělesný	cɛlɛsniː
gaza	ɡaza
prokop	prokop
dozadu	dozadu
zaměření	zamɲɛr̝ɛɲiː
neředínský	nɛr̝ɛɟiːnskiː
zostudit	zostuɟɪt
zře	zr̝ɛ
tlouct	tlou̯t͡st
kajčí	kajt͡ʃiː
rudoarmějec	rudoarm̩ɲɛjɛt͡s
patriotistický	patrɪocɪscɪt͡skiː
ťalo	calo
kafr	kafr̩
pivům	pɪvuːm
deverbativum	dɛvɛrbatɪvum
prášek	praːʃɛk
oknu	oknu
vrcholek	vr̩xolɛk
dílech	ɟiːlɛx
dosoudil	dosou̯ɟɪl
monetární	monɛtaːrɲiː
cytologie	t͡sɪtoloɡɪjɛ
holedbat	ɦolɛdbat
vrhl	vr̩ɦl̩
stáli	staːlɪ
nominální	nomɪnaːlɲiː
moři	mor̝ɪ
extravagantní	ɛkstravaɡantɲiː
jupiter	jupɪtɛr
dezinformovat	dɛzɪnformovat
mazáno	mazaːno
bádat	baːdat
belgický	bɛlɡɪt͡skiː
sestavení	sɛstavɛɲiː
niku	ɲɪku
sázen	saːzɛn
tomášův	tomaːʃuːf
ideální	ɪdɛaːlɲiː
vídeňan	viːdɛɲan
bojím	bojiːm
parsek	parsɛk
pootevřít	pootɛvr̝iːt
řádný	r̝aːdniː
konvergence	konvɛrɡɛnt͡sɛ
upomínka	upomiːŋka
zářivě	zaːr̝ɪvjɛ
pecivál	pɛt͡sɪvaːl
dáša	daːʃa
čele	t͡ʃɛlɛ
uvařit	uvar̝ɪt
drobek	drobɛk
kruci	krut͡sɪ
zadara	zadara
vezou	vɛzou̯
serván	sɛrvaːn
protiimigrační	procɪɪmɪɡrat͡ʃɲiː
elitářství	ɛlɪtaːr̝̊stviː
holit	ɦolɪt
vojtěška	vojcɛʃka
tisk	cɪsk
nitěmi	ɲɪcɛmɪ
plkat	pl̩kat
naďa	naɟa
obviněný	obvɪɲɛniː
náhlý	naːɦliː
hýle	ɦiːlɛ
podepsaný	podɛpsaniː
dlouhatánský	dlou̯ɦataːnskiː
kazy	kazɪ
louh	lou̯x
kořínek	kor̝iːnɛk
tkáň	tkaːɲ
hati	ɦacɪ
věděl	vjɛɟɛl
příslušný	pr̝̊iːsluʃniː
stavy	stavɪ
vůdcovství	vuːt͡sofstviː
dráha	draːɦa
semifinále	sɛmɪfɪnaːlɛ
klomipramin	klomɪpramɪn
katana	katana
velšský	vɛlʃskiː
prostičký	proscɪt͡ʃkiː
odštěpit	otʃcɛpɪt
včerejšek	ft͡ʃɛrɛjʃɛk
pane	panɛ
oslem	oslɛm
neboli	nɛbolɪ
obětovat	objɛtovat
gotický	ɡotɪt͡skiː
žvanit	ʒvaɲɪt
kolona	kolona
kalkul	kalkul
vznešený	vznɛʃɛniː
sově	sovjɛ
záhadně	zaːɦadɲɛ
zdrhnout	zdr̩ɦnou̯t
drže	dr̩ʒɛ
norami	noramɪ
hrdý	ɦr̩diː
spalo	spalo
slezský	slɛskiː
lihovina	lɪɦovɪna
podpírat	potpiːrat
beznaděj	bɛznaɟɛj
neplodnost	nɛplodnost
svítání	sviːtaːɲiː
chovatel	xovatɛl
mouše	mou̯ʃɛ
ageneze	aɡɛnɛzɛ
zubrovi	zubrovɪ
peřina	pɛr̝ɪna
štětka	ʃcɛtka
servaly	sɛrvalɪ
gramofon	ɡramofon
nosíš	nosiːʃ
gravidní	ɡravɪdɲiː
směnka	sm̩ɲɛŋka
tlít	tliːt
syntezátor	sɪntɛzaːtor
cizopasný	t͡sɪzopasniː
hněď	ɦɲɛc
pekařův	pɛkar̝uːf
proklatý	proklatiː
přehláska	pr̝̊ɛɦlaːska
řídkost	r̝iːtkost
učitelka	ut͡ʃɪtɛlka
evidence	ɛvɪdɛnt͡sɛ
triviální	trɪvɪjaːlɲiː
naděje	naɟɛjɛ
unášet	unaːʃɛt
vytisknout	vɪcɪsknou̯t
dojit	dojɪt
jmenovitě	jmɛnovɪcɛ
červí	t͡ʃɛrviː
připojený	pr̝̊ɪpojɛniː
uhlohydrát	uɦloɦɪdraːt
původně	puːvodɲɛ
páchlo	paːxlo
krve	kr̩vɛ
sláma	slaːma
řeži	r̝ɛʒɪ
ludmila	ludmɪla
otka	otka
měkkou	mɲɛkou̯
mínit	miːɲɪt
pultem	pultɛm
serveš	sɛrvɛʃ
lazce	last͡sɛ
zamítnout	zamiːtnou̯t
studení	studɛɲiː
ploty	plotɪ
utkání	utkaːɲiː
kontracepce	kontrat͡sɛpt͡sɛ
fix	fɪks
mrdačka	mr̩dat͡ʃka
brhel	br̩ɦɛl
postoupivši	postou̯pɪfʃɪ
zákop	zaːkop
britku	brɪtku
bažantice	baʒancɪt͡sɛ
melancholický	mɛlanxolɪt͡skiː
sebevražedkyně	sɛbɛvraʒɛtkɪɲɛ
sebeobětování	sɛbɛobjɛtovaːɲiː
elektroda	ɛlɛktroda
bavlněný	bavl̩ɲɛniː
koženka	koʒɛŋka
lehko	lɛxko
lodička	loɟɪt͡ʃka
kruté	krutɛː
zrádný	zraːdniː
prosech	prosɛx
běženec	bjɛʒɛnɛt͡s
hypnotizovat	ɦɪpnotɪzovat
dé	dɛː
brožek	broʒɛk
obchoďák	opxoɟaːk
nekompromisní	nɛkompromɪsɲiː
solil	solɪl
páčkou	paːt͡ʃkou̯
evokovat	ɛvokovat
kryptokomunista	krɪptokomunɪsta
růčo	ruːt͡ʃo
svatá	svataː
uchům	uxuːm
konvergentní	konvɛrɡɛntɲiː
žiti	ʒɪcɪ
nejrozvážnější	nɛjrozvaːʒɲɛjʃiː
míří	miːr̝iː
sval	sval
neznámý	nɛznaːmiː
ovce	oft͡sɛ
zoře	zor̝ɛ
džudo	dʒudo
pouzdro	pou̯zdro
strace	strat͡sɛ
ivoš	ɪvoʃ
obrany	obranɪ
ledabylý	lɛdabɪliː
bratrovražda	bratrovraʒda
altruismus	altruɪzmus
harmonogram	ɦarmonoɡram
rosolu	rosolu
dosáhnout	dosaːɦnou̯t
vorem	vorɛm
úmrtnost	uːmr̩tnost
motat	motat
důvěřovat	duːvjɛr̝ovat
servána	sɛrvaːna
setrvat	sɛtr̩vat
zapadnout	zapadnou̯t
dorozumívání	dorozumiːvaːɲiː
pleci	plɛt͡sɪ
slizem	slɪzɛm
libero	lɪbɛro
kvantifikace	kvantɪfɪkat͡sɛ
stříbřitý	str̝̊iːbr̝ɪtiː
latinou	lacɪnou̯
předvídaný	pr̝̊ɛdviːdaniː
komise	komɪsɛ
miroslava	mɪroslava
ivuška	ɪvuʃka
jemen	jɛmɛn
větře	vjɛtr̝̊ɛ
zamezit	zamɛzɪt
mosazný	mosazniː
přeformulovat	pr̝̊ɛformulovat
říjnový	r̝iːjnoviː
toto	toto
notorický	notorɪt͡skiː
skalňáček	skalɲaːtʃɛk
hospitalizovat	ɦospɪtalɪzovat
sníst	sɲiːst
kozoroh	kozorox
dvojhláska	dvojɦlaːska
jeroným	jɛroniːm
klobása	klobaːsa
pivu	pɪvu
opěrný	opjɛrniː
uzenina	uzɛɲɪna
řečmi	r̝ɛt͡ʃmɪ
šlehačka	ʃlɛɦat͡ʃka
vydavatel	vɪdavatɛl
zuřit	zur̝ɪt
melete	mɛlɛtɛ
zachovávat	zaxovaːvat
nadužívání	naduʒiːvaːɲiː
cukrovka	t͡sukrofka
plenka	plɛŋka
řadíce	r̝aɟiːt͡sɛ
zloba	zloba
kultovní	kultovɲiː
brání	braːɲiː
nitrolební	ɲɪtrolɛbɲiː
závrať	zaːvrac
afektivní	afɛktɪvɲiː
sluchu	sluxu
vanou	vanou̯
papežův	papɛʒuːf
káfir	kaːfɪr
havajec	ɦavajɛt͡s
odvozený	odvozɛniː
zhubnout	zɦubnou̯t
humen	ɦumɛn
rekrutovat	rɛkrutovat
rozpačitý	rospat͡ʃɪtiː
nadhled	nadɦlɛt
rozptýlit	rosptiːlɪt
spací	spat͡siː
bludička	bluɟɪt͡ʃka
čus	t͡ʃus
konců	kont͡suː
drzé	dr̩zɛː
zahradníček	zaɦradɲiːt͡ʃɛk
píka	piːka
dílen	ɟiːlɛn
chudší	xutʃiː
stát	staːt
jolka	jolka
obalu	obalu
odrůda	odruːda
děkuji	ɟɛkujɪ
silně	sɪlɲɛ
doplnit	dopl̩ɲɪt
vedlo	vɛdlo
kašička	kaʃɪt͡ʃka
nadabovať	nadabovac
britka	brɪtka
rostu	rostu
bomba	bomba
sůvo	suːvo
udím	uɟiːm
tánin	taːɲɪn
komplikace	komplɪkat͡sɛ
kažen	kaʒɛn
načasování	nat͡ʃasovaːɲiː
peruánka	pɛruaːŋka
zánětlivý	zaːɲɛtlɪviː
mleli	mlɛlɪ
vendulčin	vɛndult͡ʃɪn
nouzí	nou̯ziː
severovýchodní	sɛvɛroviːxodɲiː
knihopisný	kɲɪɦopɪsniː
divoce	ɟɪvot͡sɛ
jehlu	jɛɦlu
deprese	dɛprɛsɛ
kamilin	kamɪlɪn
duho	duɦo
konzultant	konzultant
kapal	kapal
zlatovlásčin	zlatovlaːst͡ʃɪn
bliknout	blɪknou̯t
radím	raɟiːm
havajský	ɦavajskiː
paseni	pasɛɲɪ
bedry	bɛdrɪ
cepín	t͡sɛpiːn
študák	ʃtudaːk
uší	uʃiː
hojen	ɦojɛn
maximalizovat	maksɪmalɪzovat
nesouvislý	nɛsou̯vɪsliː
izomer	ɪzomɛr
půlíš	puːliːʃ
let	lɛt
blahopřání	blaɦopr̝̊aːɲiː
