experimentar	iʃpɨɾimẽtaɾ
catorze	kɐtoɾzɨ
misturo	miʃtuɾu
candeeiro	kɐ̃djɐjɾu
tintim	tĩtĩ
montar	mõtaɾ
poucas	powkɐʃ
rótula	ʁɔtula
riável	ɾiavɛɫ
guia	ɡiɐ
umbigada	ũbiɡadɐ
pelas	pelɐʃ
solidificação	suliðifikɐsɐ̃w̃
perfeição	pɨɾfejsɐ̃w̃
encolhido	ẽkuʎiðu
arpão	ɐɾpɐ̃w̃
reset	ʁezɛtʃi
fechado	fɨʃaðu
insensibilidade	ĩsẽsiβɨliðaðɨ
guardado	ɡwɐɾðaðu
jato	ʒatu
obter	ɔbteɾ
style	stajli
lacração	lakɾasɐ̃w̃
sistematizar	siʃtɨmɐtizaɾ
vinha	viɲɐ
escândalo	iʃkɐ̃dɐlu
janeireiro	ʒɐnejɾejɾu
meigo	mejɣu
anexo	ɐnɛksu
tentar	tẽtaɾ
filigrana	filiɣɾɐnɐ
sentou	sẽtow
âncora	ɐ̃kuɾɐ
chamar	ʃɐmaɾ
indissociável	ĩdʒisosiavew
cancioneiro	kɐ̃sjunejɾu
brasa	bɾazɐ
bugar	buɡaɾ
universidades	universidadʒis
deitado	dɐjtaðu
longas	lõɡɐʃ
linha	liɲɐ
sóbrio	sɔbɾiu
hortelã	ɔɾtɨlɐ̃
levar	lɨvaɾ
posteriormente	puʃtɨɾjoɾmẽtɨ
despertar	dɨʃpɨɾtaɾ
saguão	saɡwɐ̃w̃
resetar	rezetaɾ
dinheiro	diɲɐjɾu
serviçal	sɨɾvisaɫ
trivial	tɾivjaɫ
incapacitar	ĩkɐpasitaɾ
retrógrado	ʁɨtɾɔɣɾɐðu
polução	pulusɐ̃w̃
mangra	mɐ̃ɡɾɐ
magistratura	mɐʒiʃtɾɐtuɾɐ
vidas	viðɐʃ
caetano	kɐitɐ̃nu
donos	donuʃ
cachopa	kɐʃɔpɐ
google	ɡuɡoɫ
pleito	plejtu
cuca	kuka
mouco	mowku
toalha	twaʎɐ
assalto	ɐsaɫtu
obrigação	ɔβɾiɣɐsɐ̃w̃
numera	numɛɾa
quitar	kitaɾ
estilete	iʃtileti
frade	fɾaðɨ
todas	toðɐʃ
últimas	uɫtimɐʃ
igual	iɣwaɫ
troco	tɾoku
corte	kɔɾtɨ
beneficiar	bɨnɨfisjaɾ
formador	fuɾmɐðoɾ
incisão	ĩsizɐ̃w̃
ultrassom	uɫtɾɐsõ
músculo	muʃkulu
tença	tẽsa
mato	matu
deduzir	dɨðuziɾ
afta	afta
trabalhoso	tɾɐβɐʎozu
entremez	ẽtɾɨmeʃ
cabeleireiro	kɐβɨlɐjɾɐjɾu
aninhar	ɐniɲaɾ
descia	dɨʃsiɐ
manifestação	mɐnifɨʃtɐsɐ̃w̃
palmou	pawmow
convés	kõvɛʃ
formiga	fuɾmiɣɐ
quente	kẽtɨ
ar	aɾ
pílula	pilulɐ
janelinha	ʒɐnɨliɲɐ
gibi	ʒibi
manteiga	mɐ̃tejɣɐ
abandonar	ɐbɐ̃dunaɾ
arcabuz	aɾkɐbuʃ
cítara	sitɐɾɐ
facilmente	fasiɫmẽtɨ
guarida	ɡwaɾida
desídia	dezidʒja
superfície	supɨɾfisjɨ
dorido	duɾiðu
amnistia	ɐmniʃtiɐ
figura	fiɣuɾɐ
parecia	pɐɾɨsiɐ
caro	kaɾu
intelectual	ĩtɨlɛktwaɫ
afete	afɛtʃi
albufeira	ɐɫβufɐjɾɐ
sudeste	suðɛʃtɨ
sôfrego	sofɾɨɣu
parque	paɾkɨ
medição	mɨðisɐ̃w̃
crisol	kɾizɔɫ
tarouca	tɐɾowkɐ
principiou	pɾĩsipiow
sublimar	suβlimaɾ
hidroelétrico	idɾoelɛtɾiku
cansado	kɐ̃saðu
asar	ɐzaɾ
dicionário	disjunaɾju
fina	finɐ
eslavo	ɨʒlavu
parece	pɐɾɛsɨ
consciência	kõʃsjẽsjɐ
disciplina	diʃsiplinɐ
perpendicular	pɨɾpẽdikulaɾ
alabarda	alɐbaɾðɐ
penas	penɐʃ
cama	kɐmɐ
irrupção	iʁupsɐ̃w̃
ócio	ɔsju
acordado	ɐkuɾðaðu
pinhel	piɲɛɫ
veado	vjaðu
esconjuro	iʃkõʒuɾu
mangualde	mɐ̃ɡwaɫdɨ
fidalgo	fiðaɫɣu
nazi	nazi
candeia	kɐ̃dejɐ
grave	ɡɾavɨ
fundão	fũdɐ̃w
amar	ɐmaɾ
gamar	ɡɐmaɾ
próprio	pɾɔpɾju
apetite	ɐpɨtitɨ
encontrado	ẽkõtɾaðu
quebrar	kɨβɾaɾ
desportivo	dɨʃpuɾtivu
acaso	ɐkazu
recado	ʁɨkaðu
provinha	pɾuviɲɐ
certeza	sɨɾtezɐ
braçada	bɾɐsaðɐ
dezoito	dɨzɔjtu
destruição	dɨʃtɾuisɐ̃w̃
felizmente	fɨliʒmẽtɨ
certamente	sɛɾtɐmẽtɨ
nacional	nɐsjunaɫ
acostumado	ɐkuʃtumaðu
nasal	nɐzaɫ
doido	dojdu
viela	vjɛlɐ
trazido	tɾɐziðu
golfinho	ɡoɫfiɲu
cheirar	ʃejɾaɾ
parvo	paɾvu
colorau	kuluɾaw
março	maɾsu
linguiça	lĩɡwisɐ
comummente	kumũmẽtɨ
aflição	ɐflisɐ̃w̃
ganhar	ɡɐɲaɾ
coração	kɔɾɐsɐ̃w̃
alfarrábio	aɫfɐʁabiu
inútil	inutiɫ
alcaloide	aɫkɐlɔjdɨ
paul	pɐuɫ
corrupto	kuʁuptu
reciclar	ʁɨsiklaɾ
aterrado	ɐtɨʁaðu
imundo	imũdu
fraga	fɾaɣɐ
achando	ɐʃɐ̃du
asfixiar	ɐʃfiksjaɾ
centro	sẽtɾu
ponte	põtɨ
boquete	bokɛtʃi
pedaço	pɨðasu
quer	kɛɾ
vinagrete	vinaɡɾɛtʃi
morria	muʁiɐ
mortágua	mɔɾtaɣwɐ
roca	ʁɔkɐ
consumo	kõsumu
filho	fiʎu
renunciar	ʁɨnũsiaɾ
microclima	mikɾɔklimɐ
hora	ɔɾɐ
rim	ʁĩ
enlouquecer	ẽlowkɨseɾ
ninjete	nĩʒɛtʃi
algum	aɫɡũ
monarca	munaɾkɐ
geado	ʒjaðu
futuro	futuɾu
orelha	ɔɾejʎɐ
herança	iɾɐ̃sɐ
contigo	kõtiɣu
babe	babi
caindo	kɐĩdu
ceia	sɐjɐ
pousar	powzaɾ
revelar	ʁɨvɨlaɾ
barregã	bɐʁɨɣɐ̃
roçar	ʁusaɾ
abominável	ɐβuminavɛɫ
lenha	lejɲɐ
penhascos	pɨɲaʃkuʃ
narciso	nɐɾsizu
autoestrada	awtɔiʃtɾaðɐ
relicário	ʁɨlikaɾju
hasta	aʃtɐ
trazer	tɾɐzeɾ
física	fizikɐ
apócrifo	ɐpɔkɾifu
ladeira	lɐðejɾɐ
vestimenta	vɨʃtimẽtɐ
religiosidade	ʁɨliʒjuziðaðɨ
cadeira	kɐdɐjɾɐ
alcácer	aɫkasɛɾ
represa	ʁɨpɾɛzɐ
fundação	fũdɐsɐ̃w̃
provar	pɾuvaɾ
sumir	sumiɾ
destrutivo	dɨʃtɾutivu
expansão	ɐjʃpɐ̃sɐ̃w̃
produto	pɾuðutu
semana	sɨmɐnɐ
moção	musɐ̃w̃
mainel	majnɛɫ
japonesa	ʒɐpunezɐ
vocábulo	vukaβulu
catapúcia	katapusja
raciocínio	ʁɐsjusinju
preparação	pɾɨpɐɾɐsɐ̃w̃
baldio	baɫdiu
desonerar	dɨzunɨɾaɾ
fusa	fuzɐ
entre	ẽtɾɨ
profundidade	pɾufũdiðaðɨ
nascer	nɐʃeɾ
talher	taʎɛʁ
vindo	vĩdu
perplexo	peɾplɛksu
chibo	ʃiβu
trecho	tɾeʃu
engorovinhado	ĩɡoɾoviɲadu
divisa	divizɐ
sorumbático	suɾũbatiku
mingar	mĩɡaɾ
marinheiro	mɐɾiɲejɾu
conclusão	kõkluzɐ̃w̃
por	puɾ
baitar	aj
sabedoria	sɐβɨðuɾiɐ
paladar	pɐlɐðaɾ
mitra	mitɾɐ
cárcere	kaɾsɨɾɨ
são	sɐ̃w̃
cagueta	kaɡwɛta
cuba	kuβɐ
ovelha	ɔvɐʎɐ
membrana	mẽbɾɐnɐ
xelim	ʃɨlĩ
tendo	tẽdu
véspera	vɛʃpɨɾɐ
colo	kɔlu
tábua	taβuɐ
quantidade	kwɐ̃tiðaðɨ
depender	dɨpẽdeɾ
ópera	ɔpɨɾɐ
odiar	ɔðjaɾ
carregar	kɐʁɨɡaɾ
batizado	batizaðu
operador	ɔpɨɾɐðoɾ
incentivar	ĩsẽtivaɾ
irlandês	iɾlɐ̃deʃ
bituca	bitukɐ
espaçoso	iʃpɐsozu
estudar	iʃtuðaɾ
dentário	dẽtaɾju
bretanha	bɾɨtɐɲɐ
jogador	ʒuɣɐðoɾ
moeda	mwɛdɐ
ego	ɛɣu
linguagem	lĩɡwaʒɐ̃j̃
áustria	awʃtɾjɐ
receita	ʁɨsɐjtɐ
ilusão	iluzɐ̃w̃
vergel	vɨɾʒɛɫ
recolher	ʁɨkuʎeɾ
guerra	ɡɛʁɐ
examinar	izɐminaɾ
artificial	ɐɾtifisjaɫ
princesa	pɾĩsezɐ
urdir	uɾðiɾ
afoito	afojtu
crescer	kɾɨʃseɾ
segmento	seɡmẽtu
catar	kataɾ
sernancelhe	sɨɾnɐ̃sɐʎɨ
punhal	puɲaɫ
redondo	ʁɨðõdu
ressignificar	ʁesiɡnifikaɾ
fogueira	fuɣɐjɾɐ
tornando	tuɾnɐ̃du
aulas	awlɐʃ
luxo	luʃu
rodo	ʁoðu
optar	uptaɾ
precipitadamente	pɾɨsipitaðɐmẽtɨ
cavaleiro	kɐvɐlejɾu
votante	vutɐ̃tɨ
causar	kawzaɾ
quem	kɐ̃j̃
comercializar	kumɨɾsjalizaɾ
groselha	ɡɾɔzɐjʎɐ
cocô	koko
gravura	ɡɾɐvuɾɐ
escorrega	iʃkuʁɛɣɐ
num	nũ
alta	aɫtɐ
gratuito	ɡɾatujtu
possa	pɔsɐ
cerveja	sɨɾveʒɐ
cobria	kuβɾiɐ
realçar	ʁjaɫsaɾ
setecentos	sɛtɨsẽtuʃ
afeiçoar	ɐfɐjswar
perdulário	peɾdulaɾju
sacrifício	sɐkɾifisiu
chato	ʃatu
monotonia	monotonia
bugiganga	buʒiɡɐ̃ɡɐ
emboscar	ẽbuʃkaɾ
loureiro	lowɾɐjɾu
breja	bɾɛʒa
ressarcimento	ʁessaɾsimẽtu
sós	sɔʃ
pimpão	pĩpɐ̃w̃
porque	puɾkɨ
cruel	kɾuɛɫ
calças	kaɫsɐʃ
peçonha	pɨsoɲɐ
fora	foɾɐ
estilo	iʃtilu
brunir	bɾuniɾ
verde	veɾðɨ
abalizado	ɐbɐlizadu
série	sɛɾjɨ
húmido	umiðu
variar	vɐɾjaɾ
fremente	fɾemẽtʃi
cenoura	sɨnowɾɐ
k	kapa
aroma	ɐɾomɐ
inicialmente	inisjaɫmẽtɨ
tristeza	tɾiʃtezɐ
camada	kɐmaðɐ
toda	tɔðɐ
bom	bõ
triscar	tɾiʃkaɾ
lei	lej
guarita	ɡwaɾita
distinguir	diʃtĩɡiɾ
enviar	ẽvjaɾ
corrupio	kuʁupiu
vidros	viðɾuʃ
cotiano	kotʃiɐ̃nu
junta	ʒũtɐ
mostrava	muʃtɾavɐ
vens	vẽʃ
pê	pe
ouve	owvɨ
abater	ɐbɐteɾ
ocidental	ɔsiðẽtaɫ
peste	pɛʃtɨ
astrofísica	aʃtɾɔfizikɐ
carícia	kɐɾisjɐ
ladeira	lɐðɐjɾɐ
gritou	ɡɾitow
alcobaça	ɐɫkuβasɐ
peso	pɛzu
deuses	dewzɨʃ
olhos	ɔʎuʃ
pensar	pẽsaɾ
postigo	puʃtiɣu
captar	kaptaɾ
bué	buɛ
justo	ʒuʃtu
varandas	vɐɾɐ̃dɐʃ
entendido	ẽtẽdiðu
alongar	ɐlõɡaɾ
sotaque	sutakɨ
melgaço	mɛɫɣasu
teima	tejmɐ
eram	ɛɾɐ̃w̃
louro	lowɾu
perturbação	pɨɾtuɾβɐsɐ̃w̃
economia	ikɔnumiɐ
galeria	ɡɐlɨɾiɐ
ciência	sjẽsjɐ
alegadamente	ɐlɨɣaðɐmẽtɨ
cara	kaɾɐ
ilustrado	iluʃtɾaðu
pegar	pɨɣaɾ
carrasco	kɐʁaʃku
asneira	ɐʒnɐjɾɐ
bolas	bɔlɐʃ
veria	vɨɾiɐ
sintaxe	sĩtasi
outonal	owtunaɫ
soar	swaɾ
ioga	jɔɣɐ
góes	ɡɔjʃ
cartaz	kɐɾtaʃ
naufrágio	nɐufraʒju
indecente	ĩdɨsẽtɨ
inexequibilidade	inezekwibilidadʒi
parapeito	pɐɾɐpɐjtu
cereja	sɨɾɐjʒɐ
salário	sɐlaɾiu
trajeto	tɾɐʒɛtu
trigésimo	tɾiʒɛzimu
morrerá	muʁɨɾa
imaginação	imɐʒinɐsɐ̃w̃
saias	sajɐʃ
terráqueo	tɨʁakju
bocado	bukaðu
jano	ʒɐnu
matilde	mɐtiɫdɨ
será	sɨɾa
furibundo	fuɾibũdu
cruzados	kɾuzaðuʃ
voltando	vɔɫtɐ̃du
ónix	ɔnikʃ
nevar	nɨvaɾ
alguma	alɡumɐ
alguém	aɫɡɐ̃j̃
mau	maw
toranja	tuɾɐ̃ʒɐ
laquê	lake
chutar	ʃutaɾ
doçaria	dusɐɾiɐ
pecado	pɨkaðu
vampiro	vɐ̃piɾu
pessoal	pɨswaɫ
tens	tɐ̃j̃ʃ
anual	ɐnuaɫ
poça	pɔsɐ
atração	ɐtɾasɐ̃w̃
vitral	vitɾaɫ
indústria	ĩduʃtɾjɐ
entusiasta	ẽtuzjaʃtɐ
oboé	oβwɛ
balada	bɐlaðɐ
passaralho	pɐsɐrɐʎu
rodapé	ʁɔdɐpɛ
dormia	duɾmiɐ
desinteresse	dɨzĩtɨɾesɨ
nesse	nesɨ
garantir	ɡɐɾɐ̃tiɾ
ecrã	ɛkɾɐ̃
verdadeiras	vɨɾðɐðɐjɾɐʃ
colher	kuʎeɾ
acudiu	ɐkuðiw
tostão	tuʃtɐ̃w̃
desejo	dɨzeʒu
tristes	tɾiʃtɨʃ
monstruoso	mõstɾuozu
revista	ʁɨviʃtɐ
dilúvio	diluvju
noutros	nowtɾuʃ
porcaria	puɾkɐɾiɐ
duzentos	duzẽtuʃ
principalmente	pɾĩsipaɫmẽtɨ
modificar	muðifikaɾ
trouxera	tɾowsɛɾɐ
resende	ʁɛzẽdɨ
retábulo	ʁɨtaβulu
preeminência	preeminẽsja
portada	puɾtaðɐ
excessivo	iʃsɨsivu
erguido	iɾɣiðu
ananás	ɐnɐnaʃ
criptorquia	kɾiptoɾkia
vi	vi
jeito	ʒɐjtu
igreja	iɣɾeʒɐ
deixou	dɐjʃow
roupa	ʁowpɐ
orca	ɔɾkɐ
aletria	ɐlɨtɾiɐ
rítmico	ʁitmiku
voluptuário	vuluptwaɾju
barreiro	bɐʁɐjɾu
tentativa	tẽtɐtivɐ
abóbeda	ɐβɔβɨðɐ
naquilo	nɐkilu
circunstanciar	siɾkũʃtɐ̃sjaɾ
joaquim	ʒwakĩ
tocava	tukavɐ
inconstante	ĩkõʃtɐ̃tɨ
gelado	ʒɨlaðu
poliban	pɔlibɐ̃
traje	tɾaʒɨ
desconhecimento	dɨʃkuɲɨsimẽtu
sacrário	sɐkɾaɾju
estável	iʃtavɛɫ
meta	mɛtɐ
cerrados	sɨʁaðuʃ
mineral	minɨɾaɫ
chama	ʃamɐ
placar	plakar
palmela	pɐɫmɛlɐ
organizado	ɔɾɣɐnizaðu
sucessão	susɨsɐ̃w̃
destruir	dɨʃtɾuiɾ
sena	senɐ
explicação	ʃplikɐsɐ̃w̃
novas	nɔvɐʃ
corar	kɔɾaɾ
arredores	ɐʁɨðɔɾɨʃ
tenente	tɨnẽtɨ
pânico	pɐniku
camelódromo	kamelɔdɾomu
serviço	sɨɾvisu
grosseiro	ɡɾusɐjɾu
saudável	sɐwðavɛɫ
azerbaijão	ɐzɨɾβɐjʒɐ̃w̃
vidigueira	viðiɣɐjɾɐ
amazonítico	ɐmɐzunitiku
provocar	pɾuvukaɾ
alívio	ɐliviu
chegará	ʃɨɣɐɾa
acudir	ɐkuðiɾ
os	uʃ
salsicha	saɫsiʃɐ
gás	ɡaʃ
topo	topu
armazenar	ɐɾmɐzɨnaɾ
pulseira	puɫsɐjɾɐ
frisa	fɾizɐ
tia	tiɐ
sebastianismo	sɨβɐʃtjɐniʒmu
plotadora	plotadoɾa
escultura	ɨʃkuɫtuɾɐ
companheiro	kõpɐɲɐjɾu
tradutor	tɾɐðutoɾ
divulgação	divuɫɣɐsɐ̃w̃
cutelo	kutɛlu
sacerdócio	sɐsɨɾðɔsju
iria	iɾiɐ
nojeira	noʒejɾa
administrar	ɐdminiʃtrar
frincha	fɾĩʃɐ
fino	finu
escoar	iʃkuaɾ
caseiro	kɐzɐjɾu
fofo	fofu
pupila	pupilɐ
novais	novajs
nem	nɐ̃j̃
à	a
castelo	kɐʃtɛlu
livrar	livɾaɾ
ceia	sejɐ
comissário	kumisaɾju
cascavel	kɐʃkɐvɛɫ
impressionar	ĩpɾɨsjunaɾ
estribilho	iʃtɾiβiʎu
dom	dõ
vizinhança	viziɲɐ̃sɐ
encalistrar	ĩkalijʃtɾaʁ
prece	pɾɛsɨ
pentágono	pẽtaɣunu
consolar	kõsulaɾ
imposto	ĩpoʃtu
enterrar	ẽtɨʁaɾ
anarquia	anaɾkiɐ
revólver	ʁɨvɔɫvɨɾ
ajudante	ɐʒuðɐ̃tɨ
porto	poɾtu
adesão	ɐðɨzɐ̃w̃
passagem	pɐsaʒɐ̃j̃
junção	ʒũsɐ̃w̃
aqui	ɐki
oco	oku
joguete	ʒoɡɛtʃi
resolver	ʁɨzoɫveɾ
estreitas	iʃtɾɐjtɐʃ
rolar	ʁulaɾ
mira	miɾɐ
olá	ɔla
exótico	ezɔtʃiku
manancial	mɐnɐ̃sjaɫ
choque	ʃɔkɨ
esboçar	ɨʒβusaɾ
destacar	dɨʃtɐkaɾ
delete	dlɛtʃi
assistir	ɐsiʃtiɾ
sarcasmo	sɐɾkaʒmu
cortiça	kuɾtisɐ
chibata	ʃibata
jogo	ʒoɡu
obrigada	ɔβɾiɣaðɐ
tributo	tɾiβutu
alemanha	ɐlɨmɐɲɐ
comovido	kumuviðu
aprimorar	ɐpɾɨmuɾaɾ
pensativo	pẽsɐtivu
taful	tɐfuɫ
focinho	fusiɲu
vário	vaɾju
merda	mɛɾdɐ
defender	dɨfẽdeɾ
flume	flumɨ
usa	uzɐ
escolha	iʃkoʎɐ
virem	viɾɐ̃j̃
embrulho	ẽbɾuʎu
veio	veju
partida	pɐɾtiðɐ
véu	vɛw
seguro	sɨɣuɾu
ficará	fikɐɾa
imenso	imẽsu
nostalgia	nuʃtaɫʒiɐ
governador	ɡuvɨɾnɐðoɾ
fraco	fɾaku
patriarca	pɐtɾiaɾkɐ
lâmina	lɐminɐ
durex	durɛks
nebuloso	nɨβulozu
criptoftalmia	kɾiptoftaɫmia
soleira	sulɐjɾɐ
freguesia	fɾɛɣɨziɐ
cocheira	kuʃɐjɾɐ
amígdala	ɐmiɣðɐlɐ
colaboração	kulɐbuɾɐsɐ̃w̃
número	numɨɾu
vício	visju
álbum	aɫβũ
impopular	ĩpupulaɾ
tu	tu
legal	lɨɣaɫ
cerval	sɨɾvaɫ
marafona	mɐɾɐfonɐ
reparar	ʁɨpɐɾaɾ
apavorado	ɐpɐvuɾaðu
numas	numɐʃ
morto	moɾtu
nababo	nababu
difuso	difuzu
jota	ʒɔtɐ
desdenhoso	dɨʒðɐɲozu
decorador	dɨkuɾɐðoɾ
alforria	aɫfuʁiɐ
geocêntrico	ʒeosẽtɾiku
duma	dumɐ
opera	opɛɾa
oxalá	oʃɐla
aumento	awmẽtu
abandonara	ɐβɐ̃dunaɾɐ
balão	bɐlɐ̃w̃
efetuar	ifɛtuaɾ
sombreiro	sõbɾejɾu
inacabado	inɐkɐβaðu
chegada	ʃɨɣaðɐ
punho	puɲu
batendo	bɐtẽdu
tenda	tẽdɐ
murcho	muɾʃu
descendo	dɨʃsẽdu
prata	pɾatɐ
constrangimento	kõstrɐ̃ʒimẽtu
brinquedo	bɾĩkedu
argumentar	ɐɾɣumẽtaɾ
antecâmara	ɐ̃tɨkɐmɐɾɐ
caralho	kɐɾaʎu
curo	kuɾu
biênio	bienju
aro	aɾu
inglaterra	ĩɡlɐtɛʁɐ
boto	bɔtu
fossem	fosɐ̃j̃
heleno	ilɛnu
nascido	nɐʃsiðu
presilha	pɾiziʎɐ
macho	maʃu
corvo	koɾvu
testemunho	tɨʃtɨmuɲu
dizem	dizɐ̃j̃
crepe	kɾɛpe
piso	pizu
celibato	sɨliβatu
capela	kɐpɛlɐ
estância	ɨʃtɐ̃sjɐ
além	alɐ̃j̃
empáfia	ĩpafjɐ
entrava	ẽtɾavɐ
joelhos	ʒwɐjʎuʃ
uma	ũɐ
w	v
canário	kɐnaɾju
corre	kɔʁi
hospitalar	ɔʃpitɐlaɾ
feição	fɐjsɐ̃w̃
quaresma	kwɐɾɛʒmɐ
pós	pɔʃ
largamente	laɾɣɐmẽtɨ
falsidade	faɫsiðaðɨ
acima	ɐsimɐ
megabyte	mɛɡabajtʃi
salas	salɐʃ
jorge	ʒɔɾʒɨ
primeiras	pɾimɐjɾɐʃ
macla	maklɐ
implementar	ĩplɨmẽtaɾ
tive	tivɨ
célula	sɛlulɐ
ave	avɨ
jargão	ʒɐɾɣɐ̃w̃
frouxidão	fɾowʃidɐ̃w̃
colete	kuletɨ
quisto	kistu
esposa	iʃpozɐ
bebe	bɛbi
legislação	lɨʒiʒlɐsɐ̃w̃
bilhão	biʎɐ̃w̃
mochila	muʃilɐ
penedo	pɨnedu
oportunidade	ɔpuɾtuniðaðɨ
pena	pɛnɐ
afago	ɐfaɡu
torto	toɾtu
eletricidade	ilɛtɾisiðaðɨ
ouro	owɾu
garrafa	ɡɐʁafɐ
cadeiras	kɐdɐjɾɐʃ
aleijado	ɐlɐjʒaðu
infante	ĩfɐ̃tɨ
desenho	dɨzeɲu
mouro	mowɾu
consolação	kõsulɐsɐ̃w̃
novecentos	nɔvɨsẽtuʃ
depreciativo	depɾesjatʃivu
excitado	iʃsitaðu
poema	pwemɐ
vietname	vjɛtnɐmɨ
adição	ɐdisɐ̃w̃
luxemburgo	luʃẽbuɾɣu
oi	oj
lã	lɐ̃
mama	mɐmɐ
salvo	saɫvu
zângão	zɐ̃ɡɐ̃w̃
antifonário	ɐ̃tifunaɾju
gritando	ɡɾitɐ̃du
avistar	ɐviʃtaɾ
castrejo	kɐʃtɾɐjʒu
caipira	kajpiɾɐ
abrigado	ɐβɾiɣaðu
mapa	mapɐ
peniche	pniʃ
ocupação	ukupɐsɐ̃w̃
estrelas	iʃtɾelɐʃ
bufo	bufu
autoestima	awtɔiʃtimɐ
tormenta	tuɾmẽtɐ
martelar	mɐɾtɨlaɾ
romaji	ʁumɐʒi
doze	dozɨ
exsicar	esikaɾ
delegar	dɨlɨɣaɾ
boi	boj
multidão	muɫtiðɐ̃w̃
internauta	ĩtɛɾnawtɐ
bilro	bilʁu
seda	sedɐ
baía	bɐiɐ
cozer	kuzeɾ
carneiro	kɐɾnejɾu
virilidade	viɾiliðaðɨ
despensa	dɨʃpẽsɐ
tri	tɾi
fruiteira	fɾujtɐjɾɐ
ela	ɛlɐ
vigiar	viʒjaɾ
oriente	ɔɾjẽtɨ
empertigar	empeɾtiɣaɾ
sinalização	sinɐlizɐsɐ̃w
transfretano	tɾɐ̃ʃfɾɨtɐnu
rezende	ʁezẽdʒi
chulipa	ʃulipɐ
ganso	ɡɐ̃su
tão	tɐ̃w̃
ábaco	abɐku
citrino	sitrinu
suba	suβɐ
voadora	vwɐðoɾɐ
musical	muzikaɫ
estrela	ɨʃtɾelɐ
exílio	izilju
calçar	kaɫsaɾ
saiote	sajɔtʃi
abastado	ɐβɐʃtaðu
antimoral	ɐ̃timuɾaɫ
góis	ɡɔjʃ
naquela	nɐkɛlɐ
traça	tɾasɐ
instrumento	ĩʃtɾumẽtu
opinião	ɔpinjɐ̃w̃
borba	bɔɾβɐ
radical	ʁɐðikaɫ
tornara	tuɾnaɾɐ
nevada	nevada
esperto	ɨʃpɛɾtu
corretamente	kuʁɛtɐmẽtɨ
tumefação	tumefasɐ̃w̃
lista	liʃtɐ
relacionado	ʁɨlɐsjunaðu
modo	mɔðu
condão	kõdɐ̃w̃
procuro	pɾokuɾu
escadaria	iskadaɾiɐ
feminicídio	feminisidʒju
despassarado	dɨʃpɐsɐɾaðu
badalo	bɐðalu
amansar	ɐmɐ̃saɾ
alves	aɫvɨʃ
beijar	bejʒaɾ
alheio	ɐʎeju
bácoro	bakuɾu
estandarte	iʃtɐ̃daɾtɨ
trepadeira	tɾɨpɐðɐjɾɐ
ancorar	ɐ̃kuɾaɾ
emulação	imulɐsɐ̃w̃
sabe	sabɨ
prédio	pɾɛðju
perplexo	peʁplɛksu
assombro	ɐsõbɾu
piedade	pjɛðaðɨ
histórico	iʃtɔɾiku
ovelha	ɔvɐjʎɐ
alvíssaras	aɫvisɐɾɐʃ
conversar	kõvɨɾsaɾ
muitas	mũj̃tɐs
excremento	iʃkɾɨmẽtu
burro	buʁu
criptológico	kɾiptolɔʒiku
instância	ĩʃtɐ̃sjɐ
abanar	ɐbɐnaɾ
soro	sɔɾu
sogra	sɔɣɾɐ
muitas	mũj̃tɐʃ
ragu	ʁaɡu
alongamento	ɐlõɡɐmẽtu
congratulou	kõɡɾatulow
pústula	puʃtulɐ
açucena	ɐsusenɐ
godo	ɡodu
mirar	miɾaɾ
relativamente	ʁɨlɐtivɐmẽtɨ
pesado	pɨzaðu
pensamento	pẽsɐmẽtu
entrando	ẽtɾɐ̃du
silenciosa	silẽsjɔzɐ
sefardim	sɨfɐɾðĩ
pintor	pĩtoɾ
coorte	kuɔɾtɨ
vazio	vɐziu
desaparecimento	dɨzɐpɐɾɨsimẽtu
vitrificar	vitɾifikaɾ
couro	kowɾu
janeiro	ʒɐnejɾu
depressa	dɨpɾɛsɐ
nudez	nuðeʃ
compêndio	kõpẽdju
odin	oðĩ
caguetar	kaɡuetaɾ
bê	be
debelar	debelaɾ
selva	sɛɫvɐ
aborto	ɐbɔɾtu
insalubre	ĩsɐluβɾɨ
respirar	ʁɨʃpiɾaɾ
estaca	iʃtakɐ
fúria	fuɾjɐ
próximo	pɾɔsimu
derrame	dɨʁamɨ
crepe	kɾɛpi
liberal	liβɨɾaɫ
atuar	ɐtwaɾ
arrastando	ɐʁɐʃtɐ̃du
bruma	bɾumɐ
chorando	ʃuɾɐ̃du
faiança	fɐjɐ̃sɐ
batalha	bɐtaʎɐ
fartura	faʁtuɾa
socorro	sukoʁu
você	vɔse
boçal	bosaɫ
solto	soɫtu
súbito	suβitu
acertar	ɐsɨɾtaɾ
lémure	lɛmuɾɨ
tergiversação	teɾʒiveɾsasɐ̃w̃
alhear	ɐʎjaɾ
ilustrar	iluʃtɾaɾ
sensação	sẽsɐsɐ̃w̃
póvoa	pɔvwɐ
admitir	ɐdmitiɾ
posição	puzisɐ̃w̃
gado	ɡaðu
negável	nɨɣavɛɫ
escolher	iʃkuʎeɾ
votar	vutaɾ
aprofundar	ɐpɾufũdaɾ
net	nɛtʃi
cheque	ʃɛkɨ
meigo	mɐjɣu
fósforo	fɔʃfuɾu
analisar	ɐnɐlizaɾ
viciado	visiadu
tramar	tɾɐmaɾ
abrigar	ɐbɾiɡaɾ
cativo	kɐtivu
foder	fudeɾ
