organizatora	ˈorɡænˌɪzætˌoræ
ugrožava	ˈuɡɾoʒˌævæ
uspješnoj	ˈuspjeʃnoj
različitu	ɾˈazlɪt͡ʃˌɪtʊ
osamostaljenja	ˈosæmˌostæʎˌeɲæ
Derviš	dˈɛrvɪʃ
posle	pˈoslɛ
digitalni	dˈiɡɪtˌælnɪ
glatkih	ɡlˈatkɪh
shvata	shvˈatæ
naoružanja	nˈaorˌʊʒæɲæ
istoj	ˈistoj
frakciji	fɾˈakt͡sɪjɪ
kesice	kˈɛsɪt͡sɛ
boluje	bˈolʊje
hrama	xɾˈamæ
draftu	dɾˈaftʊ
španskoj	ʃpˈanskoj
donositi	dˈonosˌɪtɪ
spoj	spˈoj
najpoznatije	nˈɑjpoznˌætɪje
bašti	bˈaʃtɪ
omjeru	ˈomjerʊ
afričkom	ˈafɾɪt͡ʃkom
trio	tɾˈio
tarikata	tˈɑrɪkˌætæ
vladara	vlˈadɑræ
degeneracije	dˈɛɡɛnˌɛræt͡sˌɪje
Zeland	zˈɛlænd
desnog	dˈɛsnoɡ
znakovima	znˈakovˌɪmæ
okruženja	ˈokɾʊʒˌɛɲæ
Teorijski	tˈɛorˌɪjskɪ
Glasano	ɡlˈasæno
sjekirom	sjˈekɪrom
krovu	kɾˈovʊ
brdskih	brtskˈih
svile	svˈilɛ
mlađeg	mlˈad͡ʑɛɡ
violinista	vˈiolˌɪnɪstæ
optužbi	ˈoptʊʒbɪ
DNK	dˈənˌəkˌə
Ostvario	ˈostvɑrˌɪo
prenesena	pɾˈɛnɛsˌɛnæ
Nobelova	nˈobɛlˌovæ
Glas	ɡlˈas
vladar	vlˈadɑr
Luku	lˈukʊ
Kopenhagenu	kˈopɛnhˌæɡɛnʊ
bitnih	bˈitnɪh
članci	t͡ʃlˈant͡sɪ
regenta	ɾˈɛɡɛntæ
primljen	pɾˈimʎen
utvrdilo	ˈutvrdɪlo
Bostonu	bˈostonʊ
jeftini	jˈeftɪnɪ
svesti	svˈɛstɪ
Singl	sˈiŋɡl̩
Terminal	tˈɛrmɪnæl
soundtrack	sˈo͡ʊnttɾæt͡sk
pridobio	pɾˈidobˌɪo
Clarke	t͡slˈɑrkɛ
kulturnu	kˈultʊrnʊ
opremi	ˈopɾɛmɪ
neodija	nˈɛodˌɪjæ
identične	ˈidɛntˌɪt͡ʃnɛ
stresom	stɾˈɛsom
Grgura	ɡrɡˈuræ
naglašava	nˈaɡlæʃˌævæ
Wikipediji	vˈikɪpˌɛdɪjɪ
diljem	dˈiʎem
čula	t͡ʃˈulæ
pouzdan	pˈo͡ʊzdæn
sekrecije	sˈɛkɾɛt͡sˌɪje
satelitske	sˈatɛlˌɪtskɛ
kršćanske	krʃt͡ɕˈanskɛ
zabavna	zˈabævnæ
nasljednog	nˈasʎednoɡ
Chandler	t͡shˈandlɛr
jakom	jˈakom
igraće	ˈiɡɾæt͡ɕɛ
Mađarska	mˈad͡ʑɑrskæ
provedeno	pɾˈovɛdˌɛno
poslužiti	pˈoslʊʒˌɪtɪ
udarci	ˈudɑrt͡sɪ
jugoistočno	jˈuɡoˌɪstot͡ʃno
svakim	svˈakɪm
priprema	pɾˈipɾɛmæ
dokumentarnom	dˈokʊmˌɛntɑrnom
utjecati	ˈutjet͡sˌætɪ
Francesco	fɾˈant͡sɛst͡so
odrekao	ˈodɾɛkˌæo
Slavije	slˈavɪje
brine	bɾˈinɛ
Kazahstana	kˈazæhstˌænæ
prostranstva	pɾˈostɾænstvæ
proračun	pɾˈoræt͡ʃʊn
svoju	svˈojʊ
stihove	stˈihovɛ
Pokušavajući	pˈokʊʃˌævɑjˌʊt͡ɕɪ
standardno	stˈandɑrdno
Istraživači	ˈistɾæʒˌɪvæt͡ʃɪ
Asirci	ˈasɪrt͡sɪ
informacionog	ˈinformˌæt͡sɪˌonoɡ
izgovara	ˈizɡovˌɑræ
bijeloj	bˈijeloj
noćno	nˈot͡ɕno
rimski	ɾˈimskɪ
emituje	ˈɛmɪtˌʊje
sale	sˈalɛ
Uzbekistan	ˈuzbɛkˌɪstæn
zbornik	zbˈornɪk
cijela	t͡sˈijelæ
etničko	ˈɛtnɪt͡ʃko
upola	ˈupolæ
majmune	mˈɑjmʊnɛ
izazvale	ˈizæzvˌælɛ
republikanske	ɾˈɛpʊblˌɪkænskɛ
kletva	klˈɛtvæ
Invazija	ˈinvæzˌɪjæ
nastanku	nˈastæŋkʊ
Međunarodnog	mˈɛd͡ʑʊnˌɑrodnoɡ
EMU	ˈɛmʊ
vodene	vˈodɛnɛ
Blizu	blˈizʊ
Ured	ˈurɛd
valcera	vˈalt͡sɛræ
kompleksima	kˈomplɛksˌɪmæ
kući	kˈut͡ɕɪ
obrazovane	ˈobɾæzˌovænɛ
element	ˈɛlɛmɛnt
kalendar	kˈalɛndɑr
plešu	plˈɛʃʊ
ljuti	ʎˈutɪ
Vicente	vˈit͡sɛntɛ
z	zˈə
uslov	ˈuslov
prikaze	pɾˈikæzɛ
prehrambeni	pɾˈɛhɾæmbˌɛnɪ
općinsko	ˈopt͡ɕɪnsko
zatvoreni	zˈatvorˌɛnɪ
traženi	tɾˈaʒɛnɪ
leš	lˈɛʃ
mogle	mˈoɡlɛ
Ekspresija	ˈɛkspɾɛsˌɪjæ
donio	dˈonɪo
Une	ˈunɛ
vezivo	vˈɛzɪvo
Ginny	ɡˈinnɪ
Rugby	ɾˈuɡbɪ
Hadžića	xˈad͡ʒɪt͡ɕæ
znatnu	znˈatnʊ
migraciju	mˈiɡɾæt͡sˌɪjʊ
vraćen	vɾˈat͡ɕɛn
krio	kɾˈio
Georgea	ɡˈɛorɡˌɛæ
antihistaminici	ˈantɪhˌɪstæmˌɪnɪt͡sɪ
droga	dɾˈoɡæ
komediju	kˈomɛdˌɪjʊ
spremnosti	spɾˈɛmnostɪ
Doors	dˈoors
snažni	snˈaʒnɪ
puta	pˈutæ
neslaganja	nˈɛslæɡˌæɲæ
polemika	pˈolɛmˌɪkæ
restauracija	ɾˈɛstæˌʊræt͡sˌɪjæ
puca	pˈut͡sæ
mijenja	mˈijeɲæ
fascija	fˈast͡sɪjæ
Bosanskoj	bˈosænskoj
Istočna	ˈistot͡ʃnæ
učitelji	ˈut͡ʃɪtˌɛʎɪ
Afričke	ˈafɾɪt͡ʃkɛ
uviđa	ˈuvɪd͡ʑæ
sačuvan	sˈat͡ʃʊvæn
priznavanje	pɾˈiznævˌæɲe
Porodice	pˈorodˌɪt͡sɛ
suša	sˈuʃæ
priznata	pɾˈiznætæ
dominaciju	dˈomɪnˌæt͡sɪjʊ
albanskom	ˈalbænskom
usavršavanje	ˈusævrʃˌævæɲe
Neretva	nˈɛrɛtvæ
potrošnja	pˈotɾoʃɲæ
Taj	tˈɑj
sladak	slˈadæk
videospot	vˈidɛˌospot
dijelo	dˈijelo
Samostan	sˈamostæn
proširenje	pɾˈoʃɪrˌɛɲe
Odlučio	ˈodlʊt͡ʃˌɪo
poklapaju	pˈoklæpˌɑjʊ
zaštitnika	zˈaʃtɪtnˌɪkæ
vanbračnog	vˈanbɾæt͡ʃnoɡ
spas	spˈas
krvna	krvnˈa
izrazito	ˈizɾæzˌɪto
ishrane	ˈishɾænɛ
JAR	jˈɑr
preudala	pɾˈɛʊdˌælæ
rezonanca	ɾˈɛzonˌænt͡sæ
desile	dˈɛsɪlɛ
Sinnoh	sˈinnoh
pršljenova	prʃʎˈenovæ
jahač	jˈahæt͡ʃ
fra	fɾˈa
kritizirali	kɾˈitɪzˌɪrælɪ
sedmog	sˈɛdmoɡ
željeni	ʒˈɛʎenɪ
plivanju	plˈivæɲʊ
označi	ˈoznæt͡ʃɪ
thrash	thɾˈash
bivšem	bˈifʃɛm
zabilježeni	zˈabɪʎˌeʒɛnɪ
svakome	svˈakomɛ
sfinktera	sfˈiŋktɛræ
Unutar	ˈunʊtɑr
prethodnih	pɾˈɛthodnɪh
zida	zˈidæ
slovenskim	slˈovɛnskɪm
zanimljivim	zˈanɪmʎˌɪvɪm
pisao	pˈisæo
rudu	ɾˈudʊ
uzimanjem	ˈuzɪmˌæɲem
pristupom	pɾˈistʊpom
bugarskom	bˈuɡɑrskom
lovca	lˈoft͡sæ
indoevropskih	ˈindoˌɛvɾopskɪh
oštrine	ˈoʃtɾɪnɛ
krvni	krvnˈi
Bond	bˈond
napustili	nˈapʊstˌɪlɪ
Pokémone	pˈokeːmˌonɛ
Film	fˈilm
propale	pɾˈopælɛ
špijun	ʃpˈijʊn
sustav	sˈustæv
preglednika	pɾˈɛɡlɛdnˌɪkæ
odgovornih	ˈodɡovˌornɪh
željezare	ʒˈɛʎezˌɑrɛ
grebenom	ɡɾˈɛbɛnom
Herzog	xˈɛrzoɡ
Alžir	ˈalʒɪr
poznato	pˈoznæto
imperator	ˈimpɛrˌætor
Odsjeka	ˈotsjekæ
razlikovanje	ɾˈazlɪkˌovæɲe
nesuglasica	nˈɛsʊɡlˌæsɪt͡sæ
opasnim	ˈopæsnɪm
vozu	vˈozʊ
fasadama	fˈasædˌæmæ
Mliječni	mlˈijet͡ʃnɪ
metabolizma	mˈɛtæbˌolɪzmæ
Avari	ˈavɑrɪ
uoči	ˈuot͡ʃɪ
akademija	ˈakædˌɛmɪjæ
Johan	jˈohæn
uputama	ˈupʊtˌæmæ
praznine	pɾˈaznɪnɛ
klizač	klˈizæt͡ʃ
zadužbina	zˈadʊʒbˌɪnæ
obalna	ˈobælnæ
pijesak	pˈijesæk
pari	pˈɑrɪ
zvati	zvˈatɪ
regulaciji	ɾˈɛɡʊlˌæt͡sɪjɪ
čelnici	t͡ʃˈɛlnɪt͡sɪ
oslobođen	ˈoslobˌod͡ʑɛn
obični	ˈobɪt͡ʃnɪ
partizana	pˈɑrtɪzˌænæ
hemikalije	xˈɛmɪkˌælɪje
praktičan	pɾˈaktɪt͡ʃæn
Helsinki	xˈɛlsɪŋkɪ
trima	tɾˈimæ
osjećati	ˈosjet͡ɕˌætɪ
brdo	brdˈo
Sljedećeg	sʎˈedɛt͡ɕɛɡ
Nature	nˈatʊrɛ
južne	jˈuʒnɛ
Firth	fˈirth
ometati	ˈomɛtˌætɪ
bošnjačkih	bˈoʃɲæt͡ʃkɪh
porezni	pˈorɛznɪ
nikako	nˈikæko
Dr	dˈərˌə
pasmina	pˈasmɪnæ
baveći	bˈavɛt͡ɕɪ
dokumentarnog	dˈokʊmˌɛntɑrnoɡ
uvjereni	ˈuvjerˌɛnɪ
dinamiku	dˈinæmˌɪkʊ
daljnja	dˈaʎɲæ
Zlatnog	zlˈatnoɡ
pređosmo	pɾˈɛd͡ʑosmo
vrhovnu	vrhˈovnʊ
tekao	tˈɛkæo
Pruskoj	pɾˈuskoj
Isprva	ˈisprvæ
Godina	ɡˈodɪnæ
odvijanje	ˈodvɪjˌæɲe
potisak	pˈotɪsæk
umjetnina	ˈumjetnˌɪnæ
kalendara	kˈalɛndˌɑræ
ubila	ˈubɪlæ
Matthew	mˈatthɛv
napušten	nˈapʊʃtɛn
umjesto	ˈumjesto
poštuje	pˈoʃtʊje
kvalitetu	kvˈalɪtˌɛtʊ
Kompleks	kˈomplɛks
Kršćani	krʃt͡ɕˈanɪ
Oktobra	ˈoktobɾæ
atomski	ˈatomskɪ
ubivši	ˈubɪfʃɪ
sastojci	sˈastojt͡sɪ
lošu	lˈoʃʊ
grade	ɡɾˈadɛ
salatama	sˈalætˌæmæ
imali	ˈimælɪ
gomilu	ɡˈomɪlʊ
tržištima	trʒˈiʃtɪmæ
zapisima	zˈapɪsˌɪmæ
potporodica	pˈotporˌodɪt͡sæ
raspoređene	ɾˈasporˌɛd͡ʑɛnɛ
poslovima	pˈoslovˌɪmæ
naleta	nˈalɛtæ
proizvela	pɾˈoɪzvˌɛlæ
carskoj	t͡sˈɑrskoj
višećelijske	vˈiʃɛt͡ɕˌɛlɪjskɛ
siromašan	sˈiromˌæʃæn
Alekseja	ˈalɛksˌejæ
komedija	kˈomɛdˌɪjæ
pregovarati	pɾˈɛɡovˌɑrætɪ
okupljanje	ˈokʊpʎˌæɲe
Ferdinand	fˈɛrdɪnænd
ravnoteži	ɾˈavnotˌɛʒɪ
ratnih	ɾˈatnɪh
delegacije	dˈɛlɛɡˌæt͡sɪje
debljine	dˈɛbʎɪnɛ
zvala	zvˈalæ
radioaktivnog	ɾˈadɪˌoæktˌɪvnoɡ
oblaže	ˈoblæʒɛ
bakar	bˈakɑr
plaćenika	plˈat͡ɕɛnˌɪkæ
postojale	pˈostojˌælɛ
plastično	plˈastɪt͡ʃno
vjetru	vjˈetɾʊ
ubijenog	ˈubɪjˌenoɡ
tebi	tˈɛbɪ
nestalo	nˈɛstælo
toplote	tˈoplotɛ
IF	ˈif
jedinstvu	jˈedɪnstvʊ
nastalo	nˈastælo
smole	smˈolɛ
obavljati	ˈobævljˌætɪ
novčići	nˈoft͡ʃɪt͡ɕɪ
tadašnju	tˈadæʃɲʊ
monarhija	mˈonɑrhˌɪjæ
vidimo	vˈidɪmo
izračuna	ˈizɾæt͡ʃˌʊnæ
Italiji	ˈitælˌɪjɪ
elektromagnetnog	ˈɛlɛktɾˌomæɡnˌɛtnoɡ
osamdesetih	ˈosæmdˌɛsɛtɪh
ponajprije	pˈonɑjpɾˌɪje
koze	kˈozɛ
Književna	kɲˈiʒɛvnæ
Provincije	pɾˈovɪnt͡sˌɪje
Adelajda	ˈadɛlˌɑjdæ
skupiti	skˈupɪtɪ
ogromnim	ˈoɡɾomnɪm
filogenetski	fˈiloɡˌɛnɛtskɪ
Fine	fˈinɛ
kontinuitetu	kˈontɪnˌʊɪtˌɛtʊ
Šveđani	ʃvˈɛd͡ʑænɪ
prijedloge	pɾˈijedlˌoɡɛ
José	jˈoseː
armijom	ˈɑrmɪjom
bismo	bˈismo
otvaranju	ˈotvɑrˌæɲʊ
sposobnost	spˈosobnost
učvrstila	ˈut͡ʃvrstɪlæ
oruđem	ˈorʊd͡ʑɛm
školskim	ʃkˈolskɪm
Cape	t͡sˈapɛ
molekulom	mˈolɛkˌʊlom
regruta	ɾˈɛɡɾʊtæ
granice	ɡɾˈanɪt͡sɛ
Nastali	nˈastælɪ
talenata	tˈalɛnˌætæ
balade	bˈalædɛ
svrstan	svrstˈan
ličnih	lˈit͡ʃnɪh
Street	stɾˈɛɛt
veterana	vˈɛtɛrˌænæ
ogranke	ˈoɡɾæŋkɛ
konzumacija	kˈonzʊmˌæt͡sɪjæ
bolesnici	bˈolɛsnˌɪt͡sɪ
konfederacije	kˈonfɛdˌɛræt͡sˌɪje
visinom	vˈisɪnom
neobičnog	nˈɛobˌɪt͡ʃnoɡ
boravi	bˈorævɪ
Kamerun	kˈamɛrʊn
Beachu	bˈɛæt͡shʊ
kancelariji	kˈant͡sɛlˌɑrɪjɪ
nadalje	nˈadæʎe
kancelariju	kˈant͡sɛlˌɑrɪjʊ
harmonija	xˈɑrmonˌɪjæ
nosom	nˈosom
β	bˈetæ
čistoj	t͡ʃˈistoj
pulsa	pˈulsæ
zglobnu	zɡlˈobnʊ
domom	dˈomom
popravke	pˈopɾæfkɛ
Komisije	kˈomɪsˌɪje
rasu	ɾˈasʊ
pošteđena	pˈoʃtɛd͡ʑˌɛnæ
čas	t͡ʃˈas
Otok	ˈotok
Bobby	bˈobbɪ
proizveo	pɾˈoɪzvˌɛo
sura	sˈuræ
pretražuje	pɾˈɛtɾæʒˌʊje
želucu	ʒˈɛlʊt͡sʊ
potoci	pˈotot͡sɪ
učešće	ˈut͡ʃɛʃt͡ɕɛ
Križa	kɾˈiʒæ
osvoje	ˈosvoje
pozorišnim	pˈozorˌɪʃnɪm
pacijente	pˈat͡sɪjˌentɛ
Smatrali	smˈatɾælɪ
Osnovan	ˈosnovæn
sakrila	sˈakɾɪlæ
petlja	pˈɛtʎæ
običnom	ˈobɪt͡ʃnom
njegovom	ɲˈeɡovom
Hotch	xˈott͡sh
uvijanja	ˈuvɪjˌæɲæ
likova	lˈikovæ
zdravstvenom	zdɾˈafstvɛnom
pratioca	pɾˈatɪˌot͡sæ
iskustvom	ˈiskʊstvom
nesposobnosti	nˈɛsposˌobnostɪ
industrijskih	ˈindʊstɾˌɪjskɪh
grebenima	ɡɾˈɛbɛnˌɪmæ
Oton	ˈoton
podignute	pˈodɪɡnˌʊtɛ
muftija	mˈuftɪjæ
pokolja	pˈokoʎæ
smrtnih	smrtnˈih
današnju	dˈanæʃɲʊ
Russell	ɾˈussɛll̩
nadali	nˈadælɪ
izazvani	ˈizæzvˌænɪ
kritikom	kɾˈitɪkom
Barrett	bˈɑrrɛtt
zavoja	zˈavojæ
riješi	ɾˈijeʃɪ
utvrdio	ˈutvrdɪo
Anita	ˈanɪtæ
mašine	mˈaʃɪnɛ
vezano	vˈɛzæno
profesionalnih	pɾˈofɛsˌɪonˌælnɪh
gljivica	ɡʎˈivɪt͡sæ
donijeti	dˈonɪjˌetɪ
krša	krʃˈa
referentna	ɾˈɛfɛrˌɛntnæ
Krv	krv
znak	znˈak
Boys	bˈojs
zvali	zvˈalɪ
odbrambenog	ˈodbɾæmbˌɛnoɡ
devet	dˈɛvɛt
složena	slˈoʒɛnæ
tlocrt	tlˈot͡srt
emitovan	ˈɛmɪtˌovæn
Iñárritu	ˈinaːrrˌɪtʊ
karakteru	kˈɑræktˌɛrʊ
pokretanje	pˈokɾɛtˌæɲe
podsjeća	pˈotsjet͡ɕæ
centar	t͡sˈɛntɑr
krzno	krznˈo
ispočetka	ˈispot͡ʃˌɛtkæ
sportu	spˈortʊ
crne	t͡srnˈɛ
Anda	ˈandæ
štampi	ʃtˈampɪ
tridesetak	tɾˈidɛsˌɛtæk
kulom	kˈulom
polazni	pˈolæznɪ
bila	bˌɪlæ
porodične	pˈorodˌɪt͡ʃnɛ
posljednjom	pˈosʎedɲom
nenaseljena	nˈɛnæsˌɛʎenæ
značenja	znˈat͡ʃɛɲæ
dizajniranje	dˈizɑjnˌɪræɲe
pljačkali	pʎˈat͡ʃkælɪ
disciplina	dˈist͡sɪplˌɪnæ
profesora	pɾˈofɛsˌoræ
poslanike	pˈoslænˌɪkɛ
pravobranioca	pɾˈavobɾˌænɪˌot͡sæ
propovijedi	pɾˈopovˌɪjedɪ
Kalifornije	kˈalɪfˌornɪje
propasti	pɾˈopæstɪ
Kiseljak	kˈisɛʎæk
prebačeni	pɾˈɛbæt͡ʃˌɛnɪ
višestruke	vˈiʃɛstɾˌʊkɛ
stvorio	stvˈorɪo
Mileševa	mˈilɛʃˌɛvæ
strmim	strmˈim
stvarnog	stvˈɑrnoɡ
obratiti	ˈobɾætˌɪtɪ
angažira	ˈaŋɡæʒˌɪræ
Vlast	vlˈast
odveo	ˈodvɛo
nastojao	nˈastojˌæo
art	ˈɑrt
kamenjem	kˈamɛɲem
Morgana	mˈorɡænæ
poveli	pˈovɛlɪ
pogođenim	pˈoɡod͡ʑˌɛnɪm
tekla	tˈɛklæ
Joyce	jˈojt͡sɛ
načinio	nˈat͡ʃɪnˌɪo
postavka	pˈostæfkæ
Srednju	sɾˈɛdɲʊ
Evropska	ˈɛvɾopskæ
priključak	pɾˈikʎʊt͡ʃæk
završio	zˈavrʃɪo
Lane	lˈanɛ
trenutni	tɾˈɛnʊtnɪ
ratnik	ɾˈatnɪk
Datura	dˈatʊræ
ubrzo	ˈubrzo
identifikuju	ˈidɛntˌɪfɪkˌʊjʊ
utvrda	ˈutvrdæ
trg	trɡ
tvrdim	tvrdˈim
glasova	ɡlˈasovæ
otklanjanje	ˈotklæɲˌæɲe
Velež	vˈɛlɛʒ
vaskularne	vˈaskʊlˌɑrnɛ
medalje	mˈɛdæʎe
vrhovna	vrhˈovnæ
mlado	mlˈado
podreda	pˈodɾɛdæ
nikakva	nˈikækvæ
gitarist	ɡˈitɑrɪst
približno	pɾˈiblɪʒno
poglede	pˈoɡlɛdɛ
otišli	ˈotɪʃlɪ
zagađenja	zˈaɡæd͡ʑˌɛɲæ
osnivaču	ˈosnɪvˌæt͡ʃʊ
Sredozemnog	sɾˈɛdozˌɛmnoɡ
licima	lˈit͡sɪmæ
Nikolić	nˈikolɪt͡ɕ
Poginuo	pˈoɡɪnˌʊo
ledenog	lˈɛdɛnoɡ
potrošač	pˈotɾoʃæt͡ʃ
jednaka	jˈednækæ
povežu	pˈovɛʒʊ
vjenčala	vjˈent͡ʃælæ
Maverick	mˈavɛrɪt͡sk
popularni	pˈopʊlˌɑrnɪ
razlici	ɾˈazlɪt͡sɪ
Celtic	t͡sˈɛltɪt͡s
gradića	ɡɾˈadɪt͡ɕæ
taksi	tˈaksɪ
shema	shˈɛmæ
Trevor	tɾˈɛvor
Engels	ˈɛŋɡɛls
Pedro	pˈɛdɾo
kojim	kˈojɪm
imitacije	ˈimɪtˌæt͡sɪje
trbušna	trbˈuʃnæ
ispašu	ˈispæʃʊ
čudovišta	t͡ʃˈudovˌɪʃtæ
postrojenja	pˈostɾojˌeɲæ
Machine	mˈat͡shɪnɛ
Maguirea	mˈaɡʊˌɪrɛæ
odlika	ˈodlɪkæ
Nisam	nˈisæm
povučene	pˈovʊt͡ʃˌɛnɛ
domovini	dˈomovˌɪnɪ
glikogena	ɡlˈikoɡˌɛnæ
god	ɡˈod
sveštenicima	svˈɛʃtɛnˌɪt͡sɪmæ
Andersson	ˈandɛrsson
Poznate	pˈoznætɛ
Billa	bˈillæ
dogovorena	dˈoɡovˌorɛnæ
jarak	jˈɑræk
Mauija	mˈaʊˌɪjæ
događaj	dˈoɡæd͡ʑɑj
sahranjeno	sˈahɾæɲˌeno
ABO	ˈabo
nepovoljno	nˈɛpovˌoʎno
snijega	snˈijeɡæ
izbjegne	ˈizbjeɡnɛ
siromašno	sˈiromˌæʃno
brz	brz
Smatrao	smˈatɾæo
crnogorske	t͡srnˈoɡorskɛ
ponude	pˈonʊdɛ
zamijeniti	zˈamɪjˌenɪtɪ
komične	kˈomɪt͡ʃnɛ
zavisnih	zˈavɪsnɪh
Padavine	pˈadævˌɪnɛ
stihu	stˈihʊ
kasniji	kˈasnɪjɪ
žita	ʒˈitæ
monarhije	mˈonɑrhˌɪje
odvoji	ˈodvojɪ
Company	t͡sˈompænɪ
oporavio	ˈoporˌævɪo
tanak	tˈanæk
prikazivanjem	pɾˈikæzˌɪvæɲem
Tipski	tˈipskɪ
zabilježila	zˈabɪʎˌeʒɪlæ
malene	mˈalɛnɛ
pričati	pɾˈit͡ʃætɪ
raspada	ɾˈaspædæ
olakšao	ˈolækʃˌæo
našao	nˈaʃæo
prihvaća	pɾˈihvæt͡ɕæ
kratki	kɾˈatkɪ
rock	ɾˈot͡sk
prvobitna	prvˈobɪtnæ
izvodi	ˈizvodɪ
hronologija	xɾˈonolˌoɡɪjæ
Sve	svˈɛ
mahovine	mˈahovˌɪnɛ
vodi	vˈodɪ
sedimenti	sˈɛdɪmˌɛntɪ
EDTA	ˈɛttæ
viseći	vˈisɛt͡ɕɪ
sakupiti	sˈakʊpˌɪtɪ
bodlje	bˈodʎe
izvijestio	ˈizvɪjˌestɪo
Olova	ˈolovæ
građene	ɡɾˈad͡ʑɛnɛ
niz	nˈiz
slobode	slˈobodɛ
provodili	pɾˈovodˌɪlɪ
kupili	kˈupɪlɪ
ulični	ˈulɪt͡ʃnɪ
diferencijaciji	dˈifɛrˌɛnt͡sɪjˌæt͡sɪjɪ
zadatka	zˈadætkæ
izdvojena	ˈizdvojˌenæ
Incident	ˈint͡sɪdɛnt
odigrano	ˈodɪɡɾˌæno
privrede	pɾˈivɾɛdɛ
ionako	ˈionˌæko
jednoćelijske	jˈednot͡ɕˌɛlɪjskɛ
očekuju	ˈot͡ʃɛkˌʊjʊ
uglom	ˈuɡlom
hrabar	xɾˈabɑr
Otrovni	ˈotɾovnɪ
solisti	sˈolɪstɪ
pjevati	pjˈevætɪ
registru	ɾˈɛɡɪstɾʊ
polova	pˈolovæ
HSP	xˈəsˌəpˌə
Međunarodni	mˈɛd͡ʑʊnˌɑrodnɪ
laboratorije	lˈaborˌætorˌɪje
otvorio	ˈotvorˌɪo
rani	ɾˈanɪ
intervju	ˈintɛrvjʊ
spontana	spˈontænæ
mračni	mɾˈat͡ʃnɪ
Atlético	ˈatleːtˌɪt͡so
srednje	sɾˈɛdɲe
harmonije	xˈɑrmonˌɪje
električnoj	ˈɛlɛktɾˌɪt͡ʃnoj
Holandiji	xˈolændˌɪjɪ
karpele	kˈɑrpɛlɛ
Domingo	dˈomɪŋɡo
muzičkog	mˈuzɪt͡ʃkoɡ
otvor	ˈotvor
prevod	pɾˈɛvod
moždanog	mˈoʒdænoɡ
susreo	sˈusɾɛo
Beethoven	bˈɛɛthˌovɛn
Naknadno	nˈaknædno
Dušan	dˈuʃæn
određivanja	ˈodɾɛd͡ʑˌɪvæɲæ
Jonas	jˈonæs
mezar	mˈɛzɑr
glista	ɡlˈistæ
provesti	pɾˈovɛstɪ
narodnim	nˈɑrodnɪm
zatvaranja	zˈatvɑrˌæɲæ
pratnjom	pɾˈatɲom
kamenčiće	kˈamɛnt͡ʃˌɪt͡ɕɛ
mehanizmom	mˈɛhænˌɪzmom
bjelokosti	bjˈelokˌostɪ
autohtonih	ˈaʊtˌohtonɪh
vođena	vˈod͡ʑɛnæ
domaćini	dˈomæt͡ɕˌɪnɪ
izvršila	ˈizvrʃɪlæ
razumom	ɾˈazʊmom
moždina	mˈoʒdɪnæ
svrstavaju	svrstˈavɑjʊ
estradiol	ˈɛstɾædˌɪol
intervencije	ˈintɛrvˌɛnt͡sɪje
baca	bˈat͡sæ
Članica	t͡ʃlˈanɪt͡sæ
bliskoj	blˈiskoj
izvršavati	ˈizvrʃævˌætɪ
glukoze	ɡlˈukozɛ
komisijom	kˈomɪsˌɪjom
kvalifikacija	kvˈalɪfˌɪkæt͡sˌɪjæ
organizovani	ˈorɡænˌɪzovˌænɪ
štetno	ʃtˈɛtno
klasificiraju	klˈasɪfˌɪt͡sɪrˌɑjʊ
gospodara	ɡˈospodˌɑræ
Njihove	ɲˈihovɛ
šireg	ʃˈirɛɡ
pravolinijski	pɾˈavolˌɪnɪjskɪ
brojnije	bɾˈojnɪje
priručnik	pɾˈirʊt͡ʃnɪk
zanatstva	zˈanætstvæ
Gradnja	ɡɾˈadɲæ
pripadalo	pɾˈipædˌælo
Ispoljavanje	ˈispoʎˌævæɲe
rječnika	rjˈet͡ʃnɪkæ
krajem	kɾˈɑjem
ID	ˈid
interne	ˈintɛrnɛ
crkvi	t͡srkvˈi
dugogodišnji	dˈuɡoɡˌodɪʃɲɪ
rječnici	rjˈet͡ʃnɪt͡sɪ
vojnik	vˈojnɪk
članka	t͡ʃlˈaŋkæ
Eritreje	ˈɛrɪtɾˌeje
dolazio	dˈolæzˌɪo
Međunarodno	mˈɛd͡ʑʊnˌɑrodno
igru	ˈiɡɾʊ
Ilija	ˈilɪjæ
potencijalnog	pˈotɛnt͡sˌɪjælnoɡ
relevantne	ɾˈɛlɛvˌæntnɛ
antičkog	ˈantɪt͡ʃkoɡ
Konfederacija	kˈonfɛdˌɛræt͡sˌɪjæ
razumiju	ɾˈazʊmˌɪjʊ
koraci	kˈoræt͡sɪ
kljunom	kʎˈunom
božica	bˈoʒɪt͡sæ
Povijest	pˈovɪjest
gledao	ɡlˈɛdæo
Golfa	ɡˈolfæ
seli	sˈɛlɪ
gustom	ɡˈustom
fer	fˈɛr
Otk	ˈotk
Cijeli	t͡sˈijelɪ
Houston	xˈo͡ʊston
neizbježno	nˈɛɪzbjˌeʒno
funkcionalnih	fˈuŋkt͡sɪˌonælnɪh
energetskih	ˈɛnɛrɡˌɛtskɪh
sklapanje	sklˈapæɲe
jugoistočnoj	jˈuɡoˌɪstot͡ʃnoj
važnim	vˈaʒnɪm
odražavajući	ˈodɾæʒˌævɑjˌʊt͡ɕɪ
