vedeckému	vˈedʲet͡skˌeːmu
potešia	pˈotʲeʃia
obvyklým	ˈobvikliːm
riešime	riˈeʃime
Proteín	prˈotʲeiːn
bane	bˈaɲe
Ekologický	ˈekolˌoɡit͡skiː
vonkajšej	vˈoŋkajʃej
slovesá	slˈovesaː
dodávatelia	dˈodaːvˌatʲelia
tehotna	tʲˈehotna
liečiť	liˈet͡ʃitʲ
naplánovaná	nˈaplaːnˌovanaː
zvykov	zvˈikow
tonerov	tˈoɲerow
kráčali	krˈaːt͡ʃali
cisár	t͡sˈisaːr
Príručka	prˈiːrut͡ʃka
úmerná	ˈuːmernaː
komentare	kˈomentˌare
všadeprítomné	fʃˈadeprˌiːtomneː
presvedčenia	prˈesvett͡ʃˌeɲia
sety	sˈeti
hodnotili	hˈodnotʲˌili
katedrály	kˈatedrˌaːli
nicom	ɲˈit͡som
zápase	zˈaːpase
vyrezávané	vˈirezˌaːvaneː
plánov	plˈaːnow
bojím	bˈojiːm
doprostred	dˈoprostret
Page	pˈaɡe
tržnice	tˈr̩ʒɲit͡se
regionálnym	rˈeɡiˌonaːlnim
Dunajom	dˈunajom
zástupca	zˈaːstupt͡sa
nadobúdajú	nˈadobˌuːdajuː
zápisy	zˈaːpisi
triky	trˈiki
VZ	vˈeːzˌet
najmodernejšiu	nˈajmodˌerɲejʃiu
ubytovaných	ˈubitˌovaniːx
absorbovať	ˈapsorbˌovatʲ
motorky	mˈotorki
Moravský	mˈorawskiː
Premio	prˈemio
Barclay	bˈart͡slai
experiment	ˈeksperˌiment
príďte	prˈiːtʲtʲe
strúhanky	strˈuːhaŋki
námestie	nˈaːmestʲie
pôvodcovia	pˈuovˌott͡sovia
závaží	zˈaːvaʒiː
Letecké	lˈetʲet͡skeː
činná	t͡ʃˈinnaː
zbytočne	zbˈitot͡ʃɲe
DJZ	dˈeːjˌeːzˌet
hrdí	hˈr̩dʲiː
Lúčna	lˈuːt͡ʃna
Mariána	mˈariˌaːna
hádzanárskeho	hˈaːd͡ʑanˌaːrskeho
emailová	ˈemaˌilovaː
Vlastivedné	vlˈastʲivˌedneː
akciových	ˈakt͡siˌoviːx
reklamu	rˈeklamu
správanie	sprˈaːvaɲie
prezentáciách	prˈezentˌaːt͡siaːx
kampaňou	kˈampaɲo͡ʊ
popolom	pˈopolom
citovo	t͡sˈitovo
hard	hˈart
asfalt	ˈasfalt
zaútočili	zˈauːtˌot͡ʃili
sudu	sˈudu
Infolinka	ˈinfolˌiŋka
bratovi	brˈatovi
manuálneho	mˈanuˌaːlneho
blížiť	blˈiːʒitʲ
pokrstili	pˈokr̩stʲˌili
mozte	mˈostʲe
organizačnej	ˈorɡanˌizat͡ʃnej
krytmi	krˈitmi
Trenčína	trˈent͡ʃiːna
dari	dˈari
skenovanie	skˈenovˌaɲie
fyziológie	fˈiziˌoloːɡie
manažéra	mˈanaʒˌeːra
úrok	ˈuːrok
pribudnú	prˈibudnuː
medicínskej	mˈedit͡sˌiːnskej
najmodernejší	nˈajmodˌerɲejʃiː
Protection	prˈotʲet͡stʲˌion
operáciách	ˈoperˌaːt͡siaːx
chrápanie	xrˈaːpaɲie
faulov	fˈaulow
osadených	ˈosadˌeniːx
súkromnom	sˈuːkromnom
Ich	ˈix
fantáziou	fˈantaːzˌio͡ʊ
trhov	tˈr̩how
Partizánska	pˈartizˌaːnska
hodinová	hˈodʲinˌovaː
zváracích	zvˈaːrat͡siːx
erózii	ˈeroːzˌii
naďalej	nˈadʲalej
vymeriavacieho	vˈimeriˌavat͡siˌeho
farmárov	fˈarmaːrow
progresívne	prˈoɡresˌiːvɲe
vrkoč	vˈr̩kot͡ʃ
značným	znˈat͡ʃniːm
ovládača	ˈowlaːdˌat͡ʃa
mechanizmus	mˈexanˌizmus
alpských	ˈalpskiːx
vlastností	vlˈastnostʲiː
One	ˈoɲe
sviatostí	sviˈatostʲiː
záujmu	zˈaːujmu
generátora	ɡˈenerˌaːtora
etické	ˈetit͡skeː
najnovšími	nˈajnowʃˌiːmi
pasy	pˈasi
Predseda	prˈetseda
Pašku	pˈaʃku
príspevkov	prˈiːspewkow
kútiku	kˈuːtʲiku
zídeme	zˈiːdʲeme
Of	ˈof
vplyvy	fplˈivi
uterákom	ˈutʲerˌaːkom
mačka	mˈat͡ʃka
velenia	vˈeleɲia
skrytou	skrˈito͡ʊ
poradil	pˈoradʲil
Fire	fˈire
napisal	nˈapisal
počatia	pˈot͡ʃatʲia
vyskytla	vˈiskitla
lesné	lˈesneː
Arabica	ˈarabˌit͡sa
dovolit	dˈovolit
vysokými	vˈisokˌiːmi
zaviazaný	zˈaviˌazaniː
nástupný	nˈaːstupniː
ockovat	ˈot͡skovat
starom	stˈarom
mizerne	mˈizerɲe
zvieratká	zviˈeratkaː
Plánuje	plˈaːnuje
DJ	dˈeːjˌeː
Heineken	hˈeiɲˌeken
božská	bˈoʃskaː
prackou	prˈat͡sko͡ʊ
prijatiu	prˈijatʲiu
automatický	ˈautˌomatˌit͡skiː
Navonok	nˈavonok
budil	bˈudʲil
vierovyznania	viˈerovˌiznaɲia
Silent	sˈilent
dobrodružných	dˈobrodrˌuʒniːx
Krasňanoch	krˈasɲanox
záväzkoch	zˈaːveskox
Austrálii	ˈaustrˌaːlii
úhrn	ˈuːhr̩n
Zlatú	zlˈatuː
mestečku	mˈestʲet͡ʃku
slobodneho	slˈobodnˌeho
ústrednú	ˈuːstrednuː
bundička	bˈundʲit͡ʃka
relevantnými	rˈelevˌantniːmi
prevažovať	prˈevaʒˌovatʲ
stratégii	strˈateːɡˌii
omrzí	ˈomr̩ziː
ponúkaný	pˈonuːkˌaniː
snahou	snˈaho͡ʊ
skladovacie	sklˈadovˌat͡sie
podnietiť	pˈodɲiˌetʲitʲ
nebála	ɲˈebaːla
Sudca	sˈutt͡sa
Smolenice	smˈoleɲˌit͡se
nekvalitne	ɲˈekvalˌitɲe
občasné	ˈopt͡ʃasneː
Pentagon	pˈentaɡon
avokádo	ˈavokˌaːdo
vlohy	vlˈohi
Dievčenská	dʲiˈewt͡ʃenskaː
Mohamed	mˈohamet
odpisov	ˈotpisow
volantu	vˈolantu
René	rˈeneː
príbytok	prˈiːbitok
Brava	brˈava
Tofu	tˈofu
kliešť	kliˈeʃtʲ
ovládla	ˈowlaːdla
Bambucké	bˈambut͡skeː
kombinuje	kˈombinˌuje
družíc	drˈuʒiːt͡s
jednoznaène	jˈednoznˌaeɲe
Mináč	mˈinaːt͡ʃ
pečiem	pˈet͡ʃiem
zváranie	zvˈaːraɲie
poškodenú	pˈoʃkodʲˌenuː
neuviedli	ɲˈeuviˌedli
dobrých	dˈobriːx
Prieskum	priˈeskum
argumentmi	ˈarɡumˌentmi
Priznala	prˈiznala
tý¾dòa	tˈiːtrˈiʃtvˈr̩tʲinidˈoa
vymazané	vˈimazˌaneː
komornej	kˈomorɲej
hodvábny	hˈodvaːbni
jednotlivcom	jˈednotlˌiwt͡som
školiteľa	ʃkˈolitʲˌeʎa
úradoval	ˈuːradˌoval
problémové	prˈobleːmˌoveː
Zmenu	zmˈenu
sviec	sviˈet͡s
usporadúva	ˈusporˌaduːva
vzorca	vzˈort͡sa
zefektívniť	zˈefektˌiːvɲitʲ
AUTO	ˈauto
najdu	nˈajdu
prijmu	prˈijmu
Nenašli	ɲˈenaʃli
Trojizbový	trˈojizbˌoviː
pekáči	pˈekaːt͡ʃi
tréningy	trˈeːniŋɡi
ochránia	ˈoxraːɲia
úmrtiu	ˈuːmr̩tʲiu
príkaze	prˈiːkaze
rozmanitosťou	rˈozmanˌitostʲo͡ʊ
vybraný	vˈibraniː
vodičské	vˈodʲit͡ʃskeː
začínate	zˈat͡ʃiːnˌatʲe
cyklistom	t͡sˈiklistom
klietok	kliˈetok
celé	t͡sˈeleː
Obytný	ˈobitniː
skúšobné	skˈuːʃobneː
Žiadne	ʒiˈadne
existencie	ˈeksistˌent͡sie
rozumných	rˈozumniːx
rozhodovali	rˈoshodˌovali
slovenčinu	slˈovent͡ʃˌinu
meraná	mˈeranaː
kapra	kˈapra
karhá	kˈarhaː
Doherty	dˈoherti
záprahom	zˈaːprahom
ušľachtilej	ˈuʃʎaxtʲˌilej
ubytovacej	ˈubitˌovat͡sej
Beauty	bˈeaˌuti
Čakáte	t͡ʃˈakaːtʲe
Kondóm	kˈondoːm
priťahuje	prˈitʲahˌuje
vzdialila	vzdʲiˈalila
hĺbkou	hˈl̩ːpko͡ʊ
začína	zˈat͡ʃiːna
podpornej	pˈotporɲej
zmyselná	zmˈiselnaː
dôkladnej	dˈuoklˌadnej
vstavanými	fstˈavanˌiːmi
počinu	pˈot͡ʃinu
náklady	nˈaːkladi
opakovaný	ˈopakˌovaniː
CSKA	t͡sskˈa
očisťuje	ˈot͡ʃistʲˌuje
ŽoNFP	ʒˈoˈenˌefpˌeː
oslabuje	ˈoslabˌuje
hospitalizovali	hˈospitˌalizˌovali
zapas	zˈapas
komunikujem	kˈomunˌikujem
oranžovými	ˈoranʒˌoviːmi
tlačítkom	tlˈat͡ʃiːtkom
povodia	pˈovodʲia
Masaryk	mˈasarik
Firmu	fˈirmu
petržlenovou	pˈetr̩ʒlˌenovo͡ʊ
lanoviek	lˈanoviek
obmedzila	ˈobmed͡ʑˌila
Zvolili	zvˈolili
Golden	ɡˈoldʲen
Nadácie	nˈadaːt͡sie
úspechmi	ˈuːspexmi
Los	lˈos
notový	nˈotoviː
obavou	ˈobavo͡ʊ
jarnou	jˈarno͡ʊ
šupke	ʃˈupke
Cestou	t͡sˈesto͡ʊ
pármi	pˈaːrmi
výchovné	vˈiːxovneː
Kapušanoch	kˈapuʃˌanox
problematike	prˈoblemˌatike
hôr	hˈuor
Interblue	ˈinterblˌue
vinárstvo	vˈinaːrstvo
reprezentačných	rˈeprezˌentat͡ʃniːx
klasifikovaný	klˈasifˌikovˌaniː
bežecká	bˈeʒet͡skaː
Panelový	pˈanelˌoviː
ananás	ˈananaːs
predávajúceho	prˈedaːvˌajuːt͡sˌeho
nejestvoval	ɲˈejestvˌoval
zdola	zdˈola
brucha	brˈuxa
verejnými	vˈerejnˌiːmi
termostatu	tˈermostˌatu
RPG	ˈr̩pk
černá	t͡ʃˈernaː
obsahujúce	ˈopsahˌujuːt͡se
naplnila	nˈapl̩ɲˌila
vyznajú	vˈiznajuː
pieskoch	piˈeskox
stlmiť	stˈl̩mitʲ
zaplatených	zˈaplatʲˌeniːx
deduško	dʲˈeduʃko
zamierila	zˈamiˌerila
Spomeňte	spˈomeɲtʲe
dobrovoľnej	dˈobrovˌoʎnej
Optimálny	ˈoptimˌaːlni
odniesla	ˈodɲiˌesla
horsie	hˈorsie
apoštolských	ˈapoʃtˌolskiːx
verila	vˈerila
recyklácia	rˈet͡siklˌaːt͡sia
Trnavská	tˈr̩nawskaː
železných	ʒˈelezniːx
pôdorysu	pˈuodˌorisu
vegetariáni	vˈeɡetˌariˌaːɲi
uverejnený	ˈuverˌejɲeniː
medzier	mˈed͡ʑier
pohybe	pˈohibe
Indonézie	ˈindonˌeːzie
Abu	ˈabu
čudným	t͡ʃˈudniːm
pôsobíme	pˈuosˌobiːme
naštudovať	nˈaʃtudˌovatʲ
Líbye	lˈiːbie
arabskej	ˈarapskej
podrobnej	pˈodrobnej
v¹etkého	vjˈedenˈetkeːho
wobbler	vˈobbler
ublíženia	ˈubliːʒˌeɲia
dravé	drˈaveː
Jediným	jˈedʲiniːm
poľovného	pˈoʎovnˌeːho
ustanoviť	ˈustanˌovitʲ
ochrannej	ˈoxrannej
palivový	pˈalivˌoviː
Koruna	kˈoruna
ochránila	ˈoxraːɲˌila
korupčné	kˈorupt͡ʃneː
Walese	vˈalese
odpovedajúce	ˈotpovˌedajˌuːt͡se
ponúkajúcich	pˈonuːkˌajuːt͡six
uprel	ˈuprel
vymenia	vˈimeɲia
obrovským	ˈobrowskiːm
Hardy	hˈardi
tunajším	tˈunajʃiːm
divízie	dˈiviːzie
Dora	dˈora
unikli	ˈunikli
stromami	strˈomami
Leopoldov	lˈeopˌoldow
odporúčaniami	ˈotporˌuːt͡ʃaɲiˌami
Slávnosť	slˈaːvnostʲ
Emiráty	ˈemirˌaːti
sladu	slˈadu
privítajme	prˈiviːtˌajme
nepadol	ɲˈepadol
bonusmi	bˈonusmi
Slanských	slˈanskiːx
Spravodaj	sprˈavodaj
jedných	jˈedniːx
kočíkov	kˈot͡ʃiːkow
hustoty	hˈustoti
vylieva	vˈiliˌeva
Charlie	xˈarlie
nedostatok	ɲˈedostˌatok
zotrvaní	zˈotr̩vˌaɲiː
oddanosti	ˈoddanˌostʲi
futbalovo	fˈudbalˌovo
alarm	ˈalarm
súčasnom	sˈuːt͡ʃasnom
Omyl	ˈomil
izolačným	ˈizolˌat͡ʃniːm
delil	dʲˈelil
vernosti	vˈernostʲi
riesenim	riˈeseɲim
okupácie	ˈokupˌaːt͡sie
mágia	mˈaːɡia
kotvy	kˈotvi
Bar	bˈar
nachádzaš	nˈaxaːd͡ʑaʃ
aktivovaná	ˈaktivˌovanaː
Žilina	ʒˈilina
bm	bˈeːˌem
odteraz	ˈotteras
daroch	dˈarox
zmienil	zmiˈeɲil
riady	riˈadi
stredisko	strˈedʲisko
prediskutovať	prˈediskˌutovatʲ
zjednodušuje	zjˈednodˌuʃuje
VTi	ftʲˈi
vzdeláva	vzdʲˈelaːva
prekladoch	prˈekladox
sprostredkovateľ	sprˈostretkˌovatʲeʎ
Flickr	flˈit͡skr̩
svedčí	svˈett͡ʃiː
pamiatkového	pˈamiˌatkovˌeːho
háky	hˈaːki
psychológii	psˈixolˌoːɡii
využilo	vˈiuʒˌilo
otvárate	ˈotvaːrˌatʲe
mužskom	mˈuʃskom
výskumníkov	vˈiːskumɲˌiːkow
duší	dˈuʃiː
Vynikajúca	vˈiɲikˌajuːt͡sa
päste	pˈestʲe
sklá	sklˈaː
Čínske	t͡ʃˈiːnske
komisieRegistrácia	kˈomisierˈeɡistrˌaːt͡sia
zmienka	zmiˈeŋka
zahodenie	zˈahodʲˌeɲie
Cup	t͡sˈup
Jasenskej	jˈasenskej
morálnymi	mˈoraːlnˌimi
chronická	xrˈonit͡skaː
zamietnutie	zˈamiˌetnutʲie
doplnenia	dˈopl̩ɲˌeɲia
univerzitnom	ˈunivˌerzitnom
drevenné	drˈevenneː
ručičkami	rˈut͡ʃit͡ʃkˌami
prednáška	prˈednaːʃka
Stena	stʲˈena
striasol	striˈasol
Návrh	nˈaːvr̩x
prístup	prˈiːstup
Zvyšuje	zvˈiʃuje
zaručený	zˈarut͡ʃˌeniː
mačička	mˈat͡ʃit͡ʃka
taka	tˈaka
návštevu	nˈaːwʃtʲevu
Julia	jˈulia
Zemné	zˈemneː
Začnime	zˈat͡ʃɲime
hrdze	hˈr̩d͡ʑe
Nórskeho	nˈoːrskeho
stavebná	stˈavebnaː
Ďaleko	dʲˈaleko
finalistov	fˈinalˌistow
dažďovej	dˈaʒdʲovej
kabína	kˈabiːna
Hercules	hˈert͡sules
lámavosti	lˈaːmavˌostʲi
tretia	trˈetʲia
mŕtvolu	mˈr̩ːtvolu
uisťuje	ˈuistʲˌuje
Predbežne	prˈedbeʒɲe
externej	ˈeksterɲej
niecom	ɲiˈet͡som
vedomého	vˈedomˌeːho
ukážte	ˈukaːʃtʲe
pohybovalo	pˈohibˌovalo
uchádzača	ˈuxaːd͡ʑˌat͡ʃa
okenice	ˈokeɲˌit͡se
osvedčením	ˈosvett͡ʃˌeɲiːm
autorke	ˈautˌorke
chýbať	xˈiːbatʲ
ustál	ˈustaːl
zvládnutia	zvlˈaːdnutʲia
črty	t͡ʃˈr̩ti
Vihorlatu	vˈihorlˌatu
uznávam	ˈuznaːvam
MobilPC	mˈobilpˈeːt͡sˌeː
úsekmi	ˈuːsekmi
balíčkom	bˈaliːt͡ʃkom
drepov	drˈepow
tkané	tkˈaneː
izraelskej	ˈizraˌelskej
Muhammad	mˈuhammat
Taxi	tˈaksi
ochutnávať	ˈoxutnˌaːvatʲ
TOTAL	tˈotal
viróza	vˈiroːza
zneužívaní	zɲˈeuʒˌiːvaɲiː
slnečno	sˈl̩ɲet͡ʃno
Poľná	pˈoʎnaː
modelovej	mˈodelˌovej
posadí	pˈosadʲiː
ruštine	rˈuʃtʲiɲe
počiatkom	pˈot͡ʃiˌatkom
doska	dˈoska
zemeguli	zˈemeɡˌuli
odzrkadlilo	ˈod͡ʑr̩kˌadlilo
sprievode	spriˈevodʲe
Jednalo	jˈednalo
určujete	ˈurt͡ʃujˌetʲe
mýte	mˈiːtʲe
vzácnou	vzˈaːt͡sno͡ʊ
zhone	shˈoɲe
základňou	zˈaːkladɲo͡ʊ
diplomovú	dˈiplomˌovuː
krátia	krˈaːtʲia
podstaty	pˈotstati
nevyznám	ɲˈeviznaːm
faxy	fˈaksi
rybárstvo	rˈibaːrstvo
nevidieť	ɲˈevidʲietʲ
dovozcom	dˈovost͡som
Katke	kˈatke
vŕšku	vˈr̩ːʃku
Letničie	lˈetɲit͡ʃie
naložil	nˈaloʒil
idúci	ˈiduːt͡si
vytrvalosťou	vˈitr̩vˌalostʲo͡ʊ
Tomanová	tˈomanˌovaː
prechádzal	prˈexaːd͡ʑal
zbrane	zbrˈaɲe
èoraz	ˈeoras
Váhu	vˈaːhu
knižky	kɲˈiʃki
Akým	ˈakiːm
dávanie	dˈaːvaɲie
objavujú	ˈobjavˌujuː
Vráťte	vrˈaːtʲtʲe
novy	nˈovi
vývojovo	vˈiːvojˌovo
jednotlivcami	jˈednotlˌiwt͡sami
dostanú	dˈostanuː
nedočkáme	ɲˈedot͡ʃkˌaːme
púšťa	pˈuːʃtʲa
upratovali	ˈupratˌovali
ľahol	ʎˈahol
vykúriť	vˈikuːritʲ
horniny	hˈorɲini
kolagén	kˈolaɡeːn
odpočítateľnej	ˈotpot͡ʃˌiːtatʲˌeʎnej
Náhľad	nˈaːhʎat
súperovi	sˈuːperˌovi
Haščák	hˈaʃt͡ʃaːk
Cieľ	t͡siˈeʎ
Mrzí	mˈr̩ziː
pleť	plˈetʲ
LB	ˈelbˌeː
umeleckú	ˈumelˌet͡skuː
filtru	fˈiltru
maďarskom	mˈadʲarskom
Rumunsko	rˈumunsko
pribúdalo	prˈibuːdˌalo
kontaminované	kˈontamˌinovˌaneː
vyradené	vˈiradˌeneː
prepustení	prˈepustʲˌeɲiː
bohatá	bˈohataː
vystihujú	vˈistʲihˌujuː
bývalú	bˈiːvaluː
umelecké	ˈumelˌet͡skeː
siahla	siˈahla
dievčinou	dʲiˈewt͡ʃino͡ʊ
moderátorky	mˈoderˌaːtorki
lakovky	lˈakowki
Viva	vˈiva
podstavci	pˈotstawt͡si
UHF	ˈuhf
priestorovo	priˈestorˌovo
Dostáva	dˈostaːva
verš	vˈerʃ
chladnička	xlˈadɲit͡ʃka
cestujúcimi	t͡sˈestujˌuːt͡simi
SJ	ˈesjˌeː
Tvoríme	tvˈoriːme
LIFE	lˈife
takýmito	tˈakiːmˌito
stretnutí	strˈetnutʲiː
slotu	slˈotu
novšia	nˈowʃia
natiahla	nˈatʲiˌahla
Každodenné	kˈaʒdodʲˌenneː
hladkou	hlˈatko͡ʊ
Gabčíkove	ɡˈapt͡ʃiːkˌove
spot	spˈot
násobku	nˈaːsopku
redemptoristi	rˈedʲemptˌoristʲi
znenazdajky	zɲˈenazdˌajki
radoch	rˈadox
znacne	znˈat͡sɲe
MOLY	mˈoli
fotení	fˈotʲeɲiː
reprezentantmi	rˈeprezˌentantmi
terapeuta	tˈerapˌeuta
poslucháča	pˈosluxˌaːt͡ʃa
museli	mˈuseli
počúvania	pˈot͡ʃuːvˌaɲia
fosforu	fˈosforu
golfovú	ɡˈolfovuː
príď	prˈiːtʲ
najlepsia	nˈajlepsia
podpísali	pˈotpiːsˌali
dožadujú	dˈoʒadˌujuː
realistické	rˈealˌistit͡skeː
pamätaj	pˈametaj
evolúcii	ˈevolˌuːt͡sii
pozitívnym	pˈozitˌiːvnim
skladbu	sklˈadbu
investuje	ˈinvestˌuje
zubných	zˈubniːx
Advokát	ˈadvokaːt
reliéf	rˈelieːf
Himalaya	hˈimalˌaia
výstavy	vˈiːstavi
Dych	dˈix
zámorských	zˈaːmorskiːx
uvedomíme	ˈuvedˌomiːme
Určenie	ˈurt͡ʃeɲie
starovekého	stˈarovˌekeːho
vzdialenej	vzdʲiˈaleɲej
natrieť	nˈatrietʲ
Ešteže	ˈeʃtʲeʒe
japonskom	jˈaponskom
Predstavili	prˈetstavˌili
dozrel	dˈozrel
plnohodnotná	pˈl̩nohˌodnotnaː
Vek	vˈek
ART	ˈart
poslania	pˈoslaɲia
pozitívny	pˈozitˌiːvni
salaša	sˈalaʃa
Vyzýva	vˈiziːva
Netrvá	ɲˈetr̩vaː
trov	trˈow
Skalka	skˈalka
Zidov	zˈidow
postavičiek	pˈostavˌit͡ʃiek
antibakteriálnym	ˈantibˌaktʲerˌiaːlnim
Pivovary	pˈivovˌari
bezradní	bˈezradɲiː
dievčenský	dʲiˈewt͡ʃenskiː
dimenzii	dˈimenzˌii
prisľúbenia	prˈisʎuːbˌeɲia
píšem	pˈiːʃem
zvládajú	zvlˈaːdajuː
ľahkého	ʎˈahkeːho
dutiny	dˈutʲini
priložené	prˈiloʒˌeneː
porozprávať	pˈorosprˌaːvatʲ
pokladničný	pˈokladɲˌit͡ʃniː
sledovať	slˈedovatʲ
triesloviny	triˈeslovˌini
Inšpirujte	ˈinʃpirˌujtʲe
Tešiť	tʲˈeʃitʲ
neprípustné	ɲˈepriːpˌustneː
prehra	prˈehra
krivda	krˈiwda
riek	riˈek
klikne	klˈikɲe
multimeter	mˈultimˌeter
hradné	hrˈadneː
charakteristickú	xˈaraktˌeristˌit͡skuː
družičky	drˈuʒit͡ʃki
možnou	mˈoʒno͡ʊ
kaštieli	kˈaʃtʲiˌeli
blatníky	blˈatɲiːki
podnikla	pˈodɲikla
bylinka	bˈiliŋka
zameraným	zˈamerˌaniːm
udalosťami	ˈudalˌostʲami
perie	pˈerie
Stretávali	strˈetaːvˌali
Veľkého	vˈeʎkeːho
korunovali	kˈorunˌovali
Brazílsky	brˈaziːlski
priaznivý	priˈazɲiviː
aktívnymi	ˈaktiːvnˌimi
talianskom	tˈaliˌanskom
Vložte	vlˈoʃtʲe
trčala	tˈr̩t͡ʃala
hovorí	hˈovoriː
tvrdé	tvˈr̩deː
Východoslovenskom	vˈiːxodˌoslovˌenskom
Januára	jˈanuˌaːra
poľa	pˈoʎa
štyrikrát	ʃtˈirikraːt
hodnotných	hˈodnotniːx
koordinátorka	kˈoordˌinaːtˌorka
sna	snˈa
Regionálneho	rˈeɡiˌonaːlnˌeho
organizačným	ˈorɡanˌizat͡ʃniːm
Severného	sˈevernˌeːho
sledovaním	slˈedovˌaɲiːm
odišli	ˈodiʃli
optimálnym	ˈoptimˌaːlnim
fresky	frˈeski
elegantného	ˈeleɡˌantneːho
umiestnilo	ˈumiˌestɲilo
Anton	ˈanton
rozhodovať	rˈoshodˌovatʲ
dozaista	dˈozaˌista
zakladaní	zˈakladˌaɲiː
porozumením	pˈorozˌumeɲiːm
popredné	pˈopredneː
Let	lˈet
Journal	jˈo͡ʊrnal
Rímske	rˈiːmske
CAMP	t͡sˈamp
stroja	strˈoja
tyzdna	tˈizdna
Bus	bˈus
BAR	bˈar
čistote	t͡ʃˈistotʲe
druhom	drˈuhom
pochody	pˈoxodi
Detekcia	dˈetekt͡sia
Priatelia	priˈatʲelia
Trápia	trˈaːpia
odmietla	ˈodmiˌetla
podčiarkne	pˈott͡ʃiˌarkɲe
Men	mˈen
státia	stˈaːtʲia
alej	ˈalej
ktorom	ktˈorom
útočníkov	ˈuːtot͡ʃɲˌiːkow
chodec	xˈodʲet͡s
lorda	lˈorda
pokryl	pˈokril
posvätnú	pˈosvetnuː
internetový	ˈinternˌetoviː
mentality	mˈentalˌiti
Verejné	vˈerejneː
zateplené	zˈatʲeplˌeneː
Určuje	ˈurt͡ʃuje
upiecť	ˈupiet͡stʲ
maloobchode	mˈaloˌopxodʲe
opravár	ˈopravaːr
Kohúta	kˈohuːta
jednorázovo	jˈednorˌaːzovo
dron	drˈon
motorka	mˈotorka
chcela	xt͡sˈela
strhol	stˈr̩hol
Best	bˈest
frekvencii	frˈekvent͡sˌii
inšpirovala	ˈinʃpirˌovala
doškoľovanie	dˈoʃkoʎˌovaɲie
nedovolíme	ɲˈedovˌoliːme
dievcata	dʲiˈewt͡sata
BBVIOLETA	bbvˈiolˌeta
politického	pˈolitˌit͡skeːho
Nízke	ɲˈiːske
Steven	stʲˈeven
jednoduche	jˈednodˌuxe
dvojtýždňové	dvˈojtiːʒdɲˌoveː
pôsobíte	pˈuosˌobiːtʲe
neprítomnosti	ɲˈepriːtˌomnostʲi
hereckým	hˈeret͡skiːm
účelný	ˈuːt͡ʃelniː
lákavý	lˈaːkaviː
výroky	vˈiːroki
Hecht	hˈext
koncern	kˈont͡sern
hydranty	hˈidranti
Báseň	bˈaːseɲ
výzvy	vˈiːzvi
dostat	dˈostat
encykliky	ˈent͡siklˌiki
návykoch	nˈaːvikox
eucharistický	ˈeuxˌaristˌit͡skiː
skorej	skˈorej
Le	lˈe
katechézy	kˈatexˌeːzi
Vittek	vˈittʲek
členská	t͡ʃlˈenskaː
pozeraj	pˈozeraj
výbav	vˈiːbaw
priehrady	priˈehradi
Verte	vˈertʲe
prepadnú	prˈepadnuː
Všetka	fʃˈetka
Sochy	sˈoxi
záznamom	zˈaːznamom
Čelovky	t͡ʃˈelowki
zamestnajú	zˈamestnˌajuː
odvozom	ˈodvozom
zastupiteľstva	zˈastupˌitʲeʎstva
Skus	skˈus
ochutnávky	ˈoxutnˌaːwki
matematických	mˈatemˌatit͡skiːx
delegácií	dˈeleɡˌaːt͡siiː
Maxa	mˈaksa
elementárnu	ˈelemˌentaːrnu
šokovaní	ʃˈokovˌaɲiː
u¾	ˈuːtrˈiʃtvˈr̩tʲini
írsky	ˈiːrski
Poláka	pˈolaːka
športovcov	ʃpˈortowt͡sow
vyznávať	vˈiznaːvatʲ
komunálne	kˈomunˌaːlɲe
lepenie	lˈepeɲie
vedrá	vˈedraː
Podstata	pˈotstata
koho	kˈoho
zostavovať	zˈostavˌovatʲ
zdieľa	zdʲiˈeʎa
manipulačné	mˈanipˌulat͡ʃneː
Rašelina	rˈaʃelˌina
očkuje	ˈot͡ʃkuje
Camp	t͡sˈamp
ruskými	rˈuskiːmi
výchovný	vˈiːxovniː
Úverové	ˈuːverˌoveː
tarify	tˈarifi
tiesňavy	tʲiˈesɲavi
racionálne	rˈat͡siˌonaːlɲe
Diela	dʲiˈela
hrach	hrˈax
zišli	zˈiʃli
presiahli	prˈesiˌahli
vhodnosť	fhˈodnostʲ
zahŕňal	zˈahr̩ːɲal
kábel	kˈaːbel
vynájdený	vˈinaːjdʲˌeniː
pestrofarebný	pˈestrofˌarebniː
krajkou	krˈajko͡ʊ
rastom	rˈastom
pastou	pˈasto͡ʊ
očakávam	ˈot͡ʃakˌaːvam
premiéra	prˈemiˌeːra
spoluúčasti	spˈoluˌuːt͡ʃastʲi
Piatok	piˈatok
Fantasy	fˈantasi
izbami	ˈizbami
modulom	mˈodulom
znaciek	znˈat͡siek
strieborných	striˈeborniːx
Obstarávateľ	ˈopstarˌaːvatʲeʎ
jedáva	jˈedaːva
LC	ˈelt͡sˌeː
fajčiar	fˈajt͡ʃiar
gaštany	ɡˈaʃtani
gangy	ɡˈaŋɡi
spresnenie	sprˈesɲeɲie
výraznej	vˈiːraznej
Assistant	ˈassistant
biopalivá	bˈiopˌalivaː
ambulantnú	ˈambulˌantnuː
vyskladať	vˈiskladatʲ
nebavilo	ɲˈebavˌilo
lahôdka	lˈahuˌotka
svetlomety	svˈetlomˌeti
