horitzó	uɾid͡zo
esvalot	əzvəlɔt
positivament	puzitibəmen
unilateralment	unilətəɾəlmen
axons	aksons
finides	finides
recomptada	rekomtada
vendible	vəndiblə
implementat	implementat
barbut	bərbut
recíproca	rəsipɾukə
entristir	əntɾisti
xuclada	t͡ʃuklada
cercats	seɾkats
manel	mənɛl
expressats	əkspɾəsats
aventures	əbəntuɾəs
descriptiu	dəskɾiptiw
gramatical	ɡɾamatikal
assimilacions	asimilasions
geperuts	ʒəpəɾuts
perpetrat	pəɾpətɾat
astúries	əstuɾiəs
refredar	refɾedaɾ
pujada	pud͡ʒada
ulna	ulnə
causem	kəwzəm
macerar	maseɾaɾ
maonès	məonəs
resada	rəzadə
atreure	atɾɛwɾe
insinuada	insinuada
assessorades	əsəsoɾadəs
propilè	pɾupilɛ
lipograma	lipoɡɾamə
alenat	ələnat
evidenciada	əbidənsiadə
tatuades	tatuades
gratular	ɡɾatulaɾ
abissals	abisals
adscrita	ətskɾitə
adonats	adonats
rebutjades	rebud͡ʒades
romanès	rumənɛs
taula	tawla
alienàrem	alienaɾem
burla	buɾlə
esgarrapà	ezɡarapa
avaluant	əbəluan
mutada	mutadə
reemplaçar	reemplasaɾ
brutícies	bɾutisies
aglutina	əɡlutinə
estropiant	estɾopiant
mudança	mudansə
afaitar	afajtaɾ
canviades	kəmviadəs
islamitzada	izlamizada
agressor	aɡɾesoɾ
esgarrada	ezɡarada
teniu	təniw
molinats	mulinats
abastàrem	əbəstaɾəm
mou	mɔw
càrritx	karit͡ʃ
enfarinat	emfaɾinat
consistit	kunsistit
plastificar	plastifikaɾ
edat	ədat
estàtiques	estatikes
impacte	impaktə
evangèlica	evaɲd͡ʒelika
plantada	plantada
emigrats	emiɡɾats
navili	navili
zairès	zajɾes
pastisset	pəstisɛt
balons	bəlons
competidor	kompətido
subornat	suburnat
elaborat	ələbuɾat
esporàdicament	əspoɾadikəmənt
simplificat	simplifikat
visitada	bizitadə
calar	kəla
vine	vinə
expulsar	ekspulsaɾ
infraroig	imfɾərɔt͡ʃ
capits	kəpits
decret	dekɾet
moralment	moɾalment
adoberia	adobeɾia
mercaderia	məɾkədəɾiə
cabdal	kəbdal
creïlla	kɾeiʎa
goècia	ɡuɛsiə
deducció	deduksio
relaxats	relaksats
trobada	tɾobadə
fustigat	fustiɡat
juny	d͡ʒuɲ
verbalitzat	vəɾbəlid͡zat
confiança	komfiansa
idioma	idiomə
enguixat	əŋɡiʃat
completares	kompletaɾes
brillats	bɾiʎats
amputats	əmputats
farinetes	faɾinetes
presidents	pɾezidens
clamar	kləma
llivells	ʎibeʎs
concentrada	konsentɾada
deformitat	dəfurmitat
altruista	əltɾuistə
molí	muli
telegrafiades	teleɡɾafiades
deposició	depozisio
covada	kovada
etimologista	etimolod͡ʒista
damassè	dəməsɛ
intempestiu	intempestiw
harmonitzat	aɾmonizat
fenedura	fənəduɾə
arrogàncies	əroɡansiəs
llardós	ʎaɾdos
comandava	kuməndabə
atenta	atenta
indiscriminats	indiskɾiminats
les	les
morfològic	moɾfolɔʒik
tapat	tapat
cadernera	kədərneɾə
sicilians	sisilians
parcials	paɾsials
voltades	bultadəs
sindicalista	sindikəlistə
obstaculitzats	upstəkulid͡zats
dentats	dəntats
comunicatives	komunikətivəs
abanderar	əbəndəɾa
sintonitzades	sintunid͡zadəs
atribuïble	atɾibuible
posà	puza
llavors	ʎavoɾs
ciuró	siwɾo
precisada	pɾesizada
sondejat	sundəʒat
cafè	kəfɛ
encetada	ənsətadə
capdavall	kabdavaʎ
pagades	pəɡadəs
confrontar	komfɾonta
ajudada	əʒudadə
digestiva	diʒəstivə
xalats	ʃəlats
demostrades	demostɾades
balançats	bələnsats
diamant	diəman
desempallegar	dezempaʎeɡaɾ
abandonats	əbəndonats
espaordida	əspəuɾdidə
obscè	opse
travessats	tɾəbəsats
ronronejades	ronroned͡ʒades
feixuc	fejʃuk
agudesa	əɡudɛzə
excretades	əkskɾətadəs
rondinades	rundinadəs
polits	polits
optat	optat
cruesa	kɾuəzə
depurar	dəpuɾa
pondré	pundɾe
sol·licitat	sullisitat
dirigent	diɾid͡ʒent
acordar	əkurda
baixíssim	bajʃisim
cugules	kuɡules
concebudes	konsəbudəs
marià	maɾia
migranya	miɡɾaɲə
convertida	komveɾtida
intersexualitat	inteɾseksualitat
incompatible	iŋkompətiblə
gallec	ɡaʎek
andorrà	əndura
sovintejades	subintəʒadəs
evocades	əbukadəs
morfina	muɾfinə
notar	notaɾ
apropades	apɾopades
tallar	təʎa
capitalisme	kəpitəlizmə
domtada	domtada
dogmàtiques	doɡmatikəs
aprovades	əpɾubadəs
abduir	abduiɾ
preferir	pɾəfəɾi
ridiculitzar	ridikulid͡za
humanitzat	umanizat
desembocat	dəzəmbukat
departits	dəpəɾtits
afectuoses	əfəktuozəs
ocàs	okas
allotjat	aʎod͡ʒat
impediu	impədiw
fotesa	futɛzə
modificades	mudifikadəs
cent	sen
enfortir	emfoɾtiɾ
collibè	kuʎibɛ
monolític	monolitik
desarreglat	dəzərəɡlat
experts	ekspɛɾts
poblats	poblats
enterrava	əntəravə
encorbar	eŋkoɾbaɾ
agarbar	əɡəɾba
que	kə
opositor	opozitoɾ
pixat	piʃat
votes	bɔtəs
bandoneó	bandoneo
consumit	konsumit
oncle	oŋklə
òrgan	ɔɾɡan
tarima	taɾima
b	be
doblades	dubladəs
arremolinades	ərəmulinadəs
corrida	korida
profà	pɾofa
desafiada	dəzəfiadə
acceptable	əksəptablə
perdre	pɛɾdɾə
senzillesa	sənziʎɛzə
desfilar	desfilaɾ
urbans	uɾbans
bagatge	bəɡad͡ʒə
llobí	ʎubi
valencians	bələnsians
bocuda	bukudə
seure	sɛwɾə
despatxada	despat͡ʃada
enfortir	əmfuɾti
tintoreria	tintuɾəɾiə
concentració	konsentɾasio
colze	kolse
confirmem	komfiɾmem
recipient	rəsipient
colós	kolos
encorregut	əŋkurəɡut
votats	votats
excretat	ekskɾetat
canonades	kanonades
intersexualitat	intərsəksuəlitat
tancat	taŋkat
martell	mərteʎ
incidència	insidɛnsia
notació	notəsio
naftalina	nəftəlinə
renunciades	renunsiades
ontàrio	untaɾiu
fotogràfics	futuɡɾafiks
galiassa	ɡaliasa
enviades	əmviadəs
milla	miʎa
emetre	əmɛtɾə
dutxa	dut͡ʃə
col·locada	kollokada
autoritzacions	əwtuɾid͡zəsions
dividits	dividits
avalant	avalant
geocèntrica	d͡ʒeosɛntɾika
ventiles	ventiles
surenc	suɾɛŋk
color	kolo
xerrac	ʃərak
interrompudes	intərumpudəs
participi	pəɾtisipi
abstenir	əpstəni
rinoceront	rinusəɾɔn
abstinència	əpstinɛnsiə
embotit	əmbutit
desmilitaritzats	dəzmilitəɾid͡zats
catalanitzades	kətələnid͡zadəs
quítxua	kit͡ʃua
domares	domaɾəs
sentida	sentida
utilitzable	utilid͡zablə
possible	posible
centrades	səntɾadəs
gustosa	ɡustozə
gastrotomia	ɡəstɾotumiə
esbiaixar	ezbiajʃaɾ
drogat	dɾoɡat
explosió	eksplozio
introvertit	intɾoveɾtida
deturar	dətuɾa
monopolitzats	monopolid͡zats
traumatitzats	tɾawmatizats
xavier	t͡ʃavieɾ
colesteatomes	kolesteatomes
automatització	awtomatizasio
polaritzats	poləɾid͡zats
empentades	əmpəntadəs
termal	təɾmal
fotogravat	fotoɡɾəvat
sotmeses	somməzəs
apol·lo	əpɔllo
tenebrosa	tenebɾoza
complicava	komplikava
agra	aɡɾa
percebuts	pəɾsəbuts
condicionà	kondisiona
alenada	alenada
universalitzar	univəɾsəlid͡za
riure	riwɾə
cèria	sɛɾiə
litogràfiques	litoɡɾafikes
arrodonit	ərudunit
remolcat	rəmulkat
tardi	tardi
limitació	limitəsio
dramatitzats	dɾəmətid͡zats
insatisfactori	insatisfaktɔɾi
cua	kuə
mantells	məntɛʎs
innegable	innəɡablə
jurídic	d͡ʒuɾidik
multitudinari	multitudinaɾi
censurat	sensuɾat
ajornis	əʒɔrnis
furgat	fuɾɡat
benèfic	bənɛfik
reclamar	rəkləma
ofegat	ofəɡat
anima	ənimə
apocalipsi	əpokəlipsi
doctoral	doktoɾal
visitades	vizitadəs
tombar	tombaɾ
arcà	əɾka
pronosticades	pɾonostikades
metafísic	mətəfizik
lira	liɾə
incontrolat	iŋkuntɾulat
bonança	bonansa
restaures	restawɾes
reflectit	reflektit
contaminació	kontəminəsio
delatada	delatada
part	paɾt
convertides	komvəɾtidəs
callades	kəʎadəs
intubada	intubada
vigent	vid͡ʒent
especulat	espekulat
autobiogràfic	əwtobioɡɾafik
croqueta	kɾoketa
repertori	repeɾtɔɾi
taxonòmiques	taksonɔmikes
parlem	pərlɛm
unificades	unifikadəs
apreciar	əpɾəsia
coalició	koalisio
felines	fəlinəs
desplegades	dəspləɡadəs
estropiaria	əstɾopiəɾiə
consolidar	konsolidaɾ
sella	seʎə
recipient	rəsipien
diferent	difəɾen
pertorbar	peɾtoɾbaɾ
vociferar	vosifəɾa
al·luvió	alluvio
il·legalitzades	illeɡalizades
fillastra	fiʎastɾa
retrunyir	retɾuɲiɾ
brotades	bɾutadəs
vibrats	bibɾats
vaporitzat	bəpuɾid͡zat
uniformada	unifoɾmadə
transformi	tɾənsfɔɾmi
proper	pɾupe
explorat	eksploɾat
desembocada	dezembokada
demorar	demoɾaɾ
domades	domades
traçudes	tɾasudes
limitadors	limitadoɾs
eclèctic	əklɛktik
gresca	ɡɾeska
assolellant	əsuləʎan
reiners	rəjnes
separada	səpəɾadə
metil	mətil
missatge	misad͡ʒe
absència	əpsɛnsiə
evitats	evitats
trama	tɾamə
afectable	əfəktablə
votat	butat
fidelitat	fidəlitat
orades	uɾadəs
arrestant	ərəstant
funcionari	funsionaɾi
alfabetitzats	alfabetizats
traginar	tɾad͡ʒinaɾ
cabana	kabana
distorsionada	distoɾsionadə
peregrinació	peɾeɡɾinasio
fabriana	fəbɾianə
aranja	aɾaɲd͡ʒa
recomptades	rəkumtadəs
constatada	konstatada
obra	ɔbɾa
rebesavi	rebezavi
escórrer	eskoreɾ
treta	tɾɛtə
laica	lajkə
antull	əntuʎ
escacs	eskaks
navilis	navilis
focus	fɔkus
evocat	əvokat
privatitzada	pɾivatizada
provenir	pɾubəni
guardat	ɡwəɾdat
exculpar	əkskulpa
v	b
flotades	flutadəs
comparació	kompaɾasio
prefabriana	pɾefəbɾiənə
picant	pikant
costejat	kostəʒat
regulava	reɡulava
aiguardent	əjɡwərden
contistes	kontistes
cuir	kuiɾ
esmenar	əzməna
malai	malaj
plagues	plaɡəs
engegades	eɲd͡ʒeɡades
tenebra	tenebɾa
columna	kolumna
adherència	ateɾɛnsia
replicades	rəplikadəs
desitjar	dəzid͡ʒa
contava	kontavə
afartat	əfəɾtat
hèbrides	əbɾidəs
forjats	furʒats
escocesos	əskosəzos
negociades	nəɡosiadəs
conjectura	kuɲʒəktuɾə
catorze	katoɾze
sanejar	saned͡ʒaɾ
magnètiques	məɡnɛtikəs
globalitzat	ɡlobalizat
cuinada	kujnadə
profeta	pɾufetə
obstruït	opstɾuit
zigotè	ziɡutɛ
confirmava	kumfirmabə
tribulada	tɾibuladə
parlis	parlis
viva	bibə
estadi	estadi
arpons	ərpons
cagats	kaɡats
fiï	fii
escopina	əskupinə
combinada	kombinadə
homenatjada	umənəd͡ʒadə
recitatiu	resitatiw
arrissant	ərisant
cartílag	kəɾtilək
catalanisme	kətələnizmə
vulnerable	vulnəɾablə
ordides	urdidəs
indico	indiku
salomó	salomo
proveïda	pɾoveida
figurada	fiɡuɾada
fermentats	feɾmentats
afaitades	əfəjtadəs
bocarrut	bokarut
carpí	kərpi
vosaltres	buzaltɾəs
industrialitzà	industɾializa
pessigades	pəsiɡadəs
íntegre	intəɡɾə
sofraja	sofɾaʒə
addiccions	addiksions
venècia	vənəsiə
significació	siɡnifikasio
porpra	poɾpɾa
quedades	kədadəs
ressonància	resonansia
eixits	əʃits
hospitalitzats	ospitəlid͡zats
emmagatzemades	əmməɡəd͡zəmadəs
badada	bədadə
damassè	dəməsə
acariciades	akaɾisiades
enderrocar	əndəruka
cabell	kəbɛj
tomaques	tomakes
esofàgiques	əzufaʒikəs
casolà	kazola
associació	asosiasio
viari	biaɾi
montboló	mumbulo
cilindrada	silindɾadə
peresós	pəɾəzos
refrigerats	rəfɾiʒəɾats
balustrades	balustɾades
fulgurar	fulɡuɾaɾ
flirtejat	flirtəʒat
atòmic	ətɔmik
culminar	kulmina
renunciada	rənunsiadə
pliocènics	pliusɛniks
víriques	viɾikes
matar	mataɾ
collonut	koʎunut
georgians	ʒəoɾʒians
pegades	pəɡadəs
arrel	ərɛl
zel	zɛl
terciària	təɾsiaɾiə
banalitats	banalitats
reinicialitzada	rejnisializada
datats	datats
desitjos	dəzid͡ʒus
aglomero	əɡlomeɾo
manegar	maneɡaɾ
esquitxades	əskit͡ʃadəs
descartares	dəskərtaɾəs
fermentada	fərməntadə
alleugerides	aʎewd͡ʒeɾides
imitar	imita
endèmies	endemies
derrotada	dərotadə
saüc	sauk
desprendre's	despɾendɾes
refrigerada	refɾid͡ʒeɾada
olímpicament	ulimpikəmən
quirúrgics	kiɾuɾd͡ʒiks
ingràvids	iŋɡɾavits
formiguer	foɾmiɡe
oest	uest
llavor	ʎavoɾ
geologia	d͡ʒeolod͡ʒia
austeritat	awsteɾitat
domaria	doməɾiə
termoplàstic	tərmuplastik
esverat	əzvəɾat
escornades	əskoɾnadəs
senegalès	sənəɡələs
equilàter	ekilateɾ
barbades	baɾbades
atrofiades	ətɾofiadəs
incansable	iŋkənsablə
apartats	apaɾtats
esturió	əstuɾio
incessant	insəsan
remuntats	rəmuntats
amb	en
caganer	kəɡəne
resoldre	rəzɔldɾə
exercit	əɡzərsit
moràvia	muɾabiə
el·lipse	əllipsə
produïts	pɾuduits
lladrats	ʎadɾats
nauseabundes	nawzeabundes
adherits	ətəɾits
defensiu	dəfənsiw
adreçat	ədɾəsat
toxina	tuksinə
sembrada	sembɾada
guardiola	ɡwəɾdiɔlə
pensí	pensi
prevista	pɾəbistə
conjuntiva	koɲd͡ʒuntiva
vincapervinca	biŋkəpərbiŋkə
dedicaria	dədikəɾiə
esclaves	əsklavəs
baixant	bəʃan
sobrealimentada	sobɾeəliməntadə
comprimides	kumpɾimidəs
previst	pɾəbist
duríssimes	duɾisiməs
militàncies	militansies
pena	pena
devorat	dəvoɾat
caldejada	kalded͡ʒada
honorífica	onuɾifikə
ingràvida	iŋɡɾavida
saltamartí	saltamaɾti
monopolitzar	munupulid͡za
momificació	mumifikəsio
deriva	dəɾivə
encolomats	əŋkolomats
destacats	dəstəkats
imitatius	imitətiws
calcedònies	kəlsədɔniəs
penjades	pəɲʒadəs
criticava	kɾitikabə
adinerar	adineɾaɾ
vilamarxant	biləmərʃan
restat	restat
nació	nəsio
vetllar	vellaɾ
esbotifarrar	əzbotifəra
suposat	supuzat
lúdics	ludiks
girada	d͡ʒiɾada
promocionat	pɾumusiunat
vila	vila
flairada	flajɾada
esmentat	əzməntat
diversificades	dibərsifikadəs
propòsit	pɾopɔzit
acusatoris	akuzatɔɾis
senil	sənil
fantasiades	fəntəziadəs
fermentat	fəɾməntat
israel	izɾəɛl
qual	kwal
implementar	impləmənta
mortificar	moɾtifika
ratpenats	ratpenats
notables	nutabləs
sargantana	səɾɡəntanə
amenitats	amenitats
furada	fuɾadə
inflar	imfla
qüestionat	kwestionat
sitja	sid͡ʒa
vedats	vedats
helicotrema	əlikutɾɛmə
anglicitzant	aŋɡlisizant
controlats	kontɾolats
ama	amə
insultades	insultades
hidroavió	idɾuəbio
pecador	pekadoɾ
apagada	əpəɡadə
afligir	aflid͡ʒiɾ
tropopausa	tɾopopawzə
valorats	valoɾats
anagrama	anaɡɾama
fisiologia	fiziolod͡ʒia
anades	anades
irregular	ireɡulaɾ
cura	kuɾə
estimulats	əstimulats
orxata	urʃatə
dedico	dədiko
vara	vaɾa
importades	impoɾtadəs
precisava	pɾəsizabə
examinant	əɡzəminant
agricultor	əɡɾikulto
hospitalitzades	ospitəlid͡zadəs
tolosa	tolozə
rampa	rampə
malgrat	malɡɾat
observació	opsəɾvəsio
aturat	atuɾat
espantades	əspəntadəs
secretades	sekɾetades
divinitzar	dibinid͡za
apunyalades	əpuɲəladəs
martorelles	məɾtoɾeʎəs
escurçats	əskuɾsats
despullats	dəspuʎats
nafrada	nəfɾadə
reforçada	rəfursadə
hagut	əɡut
denunciar	dənunsia
tinguí	tiŋɡi
eliminatori	əliminətɔɾi
corresponsal	kurəspunsal
melangiós	mələɲʒios
garantires	ɡaɾantiɾes
ancorats	aŋkoɾats
revingut	rəbiŋɡut
laïcitzat	laisizat
coartades	koaɾtades
camamilla	kəməmiʎə
potatge	potad͡ʒə
obtinguda	uptiŋɡudə
teoritzades	təuɾid͡zadəs
insistit	insistit
massivament	masivament
fonoll	fonoʎ
hostilitat	ostilitat
corporal	kurpuɾal
indè	inde
xinés	t͡ʃines
robòtica	rubɔtikə
partida	pəɾtidə
vent	ben
conclusiva	koŋkluzivə
fúngica	fuɲʒikə
darrer	dareɾ
amansits	amansits
grinyolar	ɡɾiɲula
acorralada	əkurəladə
emplenar	emplenaɾ
agosarat	əɡuzəɾat
diamant	diamant
orquídia	oɾkidia
arrelar	ərəla
transparència	tɾanspaɾɛnsia
saquejat	saked͡ʒat
gran	ɡɾan
clissar	klisa
rebobinat	rəbubinat
lo	lu
perillosos	peɾiʎozos
ressortit	rəsuɾtit
acostarem	əkustəɾɛm
faltarem	faltaɾem
regna	rɛŋnə
suïcidades	suisidadəs
xiïta	t͡ʃiita
ronronejar	runrunəʒa
tibar	tiba
agressió	əɡɾəsio
terminada	təɾminadə
filòleg	filɔlək
reaccionar	reəksiuna
cultivats	kultivats
moltes	moltəs
roldor	roldo
angèlica	əɲʒɛlikə
teu	tew
halades	əladəs
concisió	konsizio
xat	t͡ʃat
empiema	əmpiɛmə
rodejar	rodəʒa
esbrinades	ezbɾinades
sa	sa
motxo	mot͡ʃo
eslau	əzlaw
esquitxada	əskit͡ʃadə
significarem	siɡnifikəɾɛm
fervent	fəɾvent
reduïts	reduits
naixement	nəʃəment
neutralitzats	newtɾalizats
terminada	tərminadə
arpejades	əɾpəʒadəs
encolomades	əŋkolomadəs
afrontada	əfɾontadə
beca	bəkə
penedit	pənədit
cove	kɔbə
invertebrat	imbərtəbɾat
distorsionades	distoɾsionadəs
fenomenal	fənumənal
arquejar	əɾkəʒa
subministrades	subministɾades
bastonet	bəstonət
internats	intəɾnats
admiració	admiɾasio
hipòxia	ipɔksia
recopilació	rəkupiləsio
solidàries	solidaɾiəs
tombada	tombada
judaïtzada	d͡ʒudaizada
trauma	tɾawmə
desbrossat	dəzbɾusat
tornada	turnadə
sumada	sumadə
metans	mətans
retardat	rətərdat
adopció	ədopsio
afiblar	afiblaɾ
rebuig	rəbut͡ʃ
dispersares	dispərsaɾəs
ocupades	ukupadəs
betlem	bəllɛm
dispersat	dispəɾsat
deteriorades	deteɾioɾades
mes	mes
salivació	səlibəsio
flamant	flamant
bassa	basə
galindó	ɡalindo
plagudes	plaɡudes
mordòvia	moɾdɔvia
evident	evident
manillar	məniʎa
escornat	əskurnat
marcarem	məɾkəɾəm
manifestada	mənifəstadə
emboscar	əmboska
defenestrades	dəfənəstɾadəs
escaramussades	əskəɾəmusadəs
vendible	bəndiblə
motet	mutɛt
aprenent	apɾenent
vertebrat	veɾtebɾat
instaurades	instawɾades
xàbia	t͡ʃabia
recaptat	rekaptat
apaivagades	əpəjvəɡadəs
tolerada	toləɾadə
tranquil	tɾaŋkil
tatuats	tatuats
mallorquí	məʎuɾki
malta	malta
deshumanitzats	dəsumənid͡zats
superats	supəɾats
ressaltades	resaltades
fricció	fɾiksio
visitar	bizita
blasfemades	blasfemades
xaloc	ʃəlɔk
tres	tɾəs
porugues	puɾuɡəs
agroalimentari	aɡɾoalimentaɾi
resseguits	reseɡits
monetitzar	monetizaɾ
reciclats	rəsiklats
revitalitzat	rəvitəlid͡zat
abolits	abolits
reeixides	reejʃides
alacant	ələkan
esforçades	əsfursadəs
secretat	səkɾətat
gos	ɡos
rememorades	rəməmoɾadəs
incendiar	insendiaɾ
corregit	korəʒit
continuada	kontinuada
quitada	kitadə
pirotècnic	piɾutɛɡnik
àlies	alies
alegrades	aleɡɾades
deslligada	dezʎiɡada
parasitats	paɾazitats
règim	rɛd͡ʒim
metformines	metfoɾmines
viatjat	viad͡ʒat
marquem	mərkɛm
làpida	lapidə
cosmologia	kozmoluʒiə
examinats	əɡzəminats
való	valo
capitular	kəpitula
rascar	raskaɾ
patentada	pətəntadə
radicalitzada	radikalizada
veritat	bəɾitat
inhalats	inəlats
nacionalitzats	nəsiunəlid͡zats
desconcertats	dəskunsərtats
il·lustrar	illustɾa
precordial	pɾəkoɾdial
mascareta	maskaɾeta
plorades	pluɾadəs
tacares	təkaɾəs
prevaricar	pɾəbəɾika
extingides	əkstiɲʒidəs
refredat	rəfɾədat
ofeguéssim	ofəɡesim
togo	toɡu
sana	sana
suquejades	suked͡ʒades
rosegall	rozəɡaʎ
destrossada	destɾosada
igni	iɡni
bandejar	bəndəʒa
xarrupada	t͡ʃarupada
memòries	məmɔɾiəs
opinava	opinava
comanda	komanda
enyorat	əɲoɾat
modernitzades	modeɾnizades
definits	definits
enigmàtic	əniɡmatik
remarcada	rəmərkadə
actualitzades	aktualizades
raspar	rəspa
llevant	ʎəvant
contribuir	kontɾibuiɾ
sucursals	sukursals
lliri	ʎiɾi
divina	divinə
sunnites	sunnitəs
rinoceront	rinoseɾont
centre	sentɾe
pelatge	pelad͡ʒe
anèl·lid	ənɛllit
escalenes	əskələnəs
traspassades	tɾəspəsadəs
cèlebre	sɛləbɾə
íntim	intim
reflectits	rəfləktits
àvid	avit
punyides	puɲides
molí	moli
citar	sita
compacte	kumpaktə
grandioses	ɡɾəndiozəs
staff	estaf
lexicalitzada	ləksikəlid͡zadə
mantingut	məntiŋɡut
civilitzats	sibilid͡zats
oportú	opoɾtu
interrogació	interoɡasio
magnesi	maɡnɛzi
exagerar	əɡzəʒəɾa
bandejades	banded͡ʒades
persèfone	pəɾsəfonə
ble	blɛ
lectors	ləktos
clavats	klavats
somiades	somiadəs
estades	əstadəs
menysvalorar	meɲʃvaloɾaɾ
vèrtex	vɛɾteks
acostumarem	əkustuməɾɛm
suplica	suplika
emília	emilia
cada	kada
telefònic	telefɔnik
aflorant	əfloɾant
instal·lats	installats
perdonades	pərdunadəs
ataronjada	ətəɾoɲʒadə
escènic	esɛnik
exagerat	əɡzəʒəɾat
disposats	dispuzats
possibilitat	pusibilitat
baptisme	bəptizmə
fil	fil
cargolat	kərɡulat
culebrot	kuləbɾɔt
representant	rəpɾəzəntant
majestuosa	mad͡ʒestuoza
mecenatge	məsənad͡ʒə
pararem	paɾaɾem
afiles	afiles
aglutinats	əɡlutinats
nata	nata
croat	kɾuat
atentament	atentament
evito	evito
rememorar	rememoɾaɾ
rebotuda	rebotuda
telefonia	telefonia
pruïdes	pɾuides
extrapolat	ekstɾapolat
ramadà	ramada
xerès	ʃəɾɛs
disputar	disputa
creïble	kɾeible
inintel·ligència	inintellid͡ʒɛnsia
arrelats	ərəlats
venjar	veɲd͡ʒaɾ
insulto	insultu
sodomitzades	sodomid͡zadəs
rimades	rimadəs
empentades	empentades
ufanoses	ufanozes
esclafades	esklafades
majestuós	məʒəstuos
decidiu	desidiw
migrades	miɡɾadəs
ecòleg	əkɔlək
corea	koɾeə
xarpellera	ʃərpəʎeɾə
acòlita	əkɔlitə
inventades	imventades
esterilitzada	əstəɾilid͡zadə
converso	komvɛɾso
contenir	kontəni
aerodinàmics	aeɾodinamiks
doctrinal	duktɾinal
condemnades	kondəmnadəs
furtives	furtibəs
cernuts	səɾnuts
fàbregues	fabɾeɡes
profanar	pɾufəna
legislats	ləʒizlats
obligats	obliɡats
bafarada	bəfəɾadə
cinc	siŋ
espanyolista	espaɲolista
comandada	koməndadə
regalimats	rəɡəlimats
albaceteny	əlbəsəteɲ
abraces	əbɾasəs
rafael	rafaɛl
crocus	kɾɔkus
esclavitzat	əskləbid͡zat
assistiria	əsistiɾiə
burgesia	buɾʒəziə
col·leccionada	kolləksionadə
col·lectivitat	kulləktibitat
parlàrem	paɾlaɾem
ingerir	iɲʒəɾi
perforats	peɾfoɾats
rebolcades	rəbolkadəs
adverbi	ədvɛɾbi
vietnam	viənnam
estovalles	əstubaʎəs
proveir	pɾubəi
comatós	komatos
arpejat	ərpəʒat
esmolat	əzmulat
mímica	mimikə
serrar	seraɾ
oscil·lades	osillades
anivellat	ənivəʎat
mecanitzada	mekanizada
didal	didal
preocupat	pɾəukupat
professió	pɾofəsio
càlciques	kalsikəs
libèl·lula	libɛllulə
cultivada	kultivadə
irlandesos	irləndɛzus
quantificares	kwantifikaɾes
saborós	səboɾos
mil·ligram	milliɡɾam
quadruplicat	kwədɾuplikat
agençant	ad͡ʒensant
arquebisbats	əɾkəbizbats
exsudar	eksudaɾ
ennuvolat	ənnuvolat
comitè	komite
sobremenjada	subɾəməɲʒadə
observat	opseɾvat
benzè	bənzə
messes	mesəs
