մռու	məɾu
աշխարհագրություն	ɑʃχɑɾɑkʰɾutʰʏn
տեխնոլոգիա	dɛχnɔlɔkʰjɑ
ճողոպրել	d͡ʒɔʁɔbɾɛl
այլափառ	ɑjlɑpʰɑɾ
իմա	imɑ
հետխորհրդային	hɛdχɔɾəɾtʰɑjin
հեշթեգ	hɛʃtʰɛkʰ
վանդակ	vɑntʰɑɡ
նշենի	nəʃɛni
լիպեցկ	libɛt͡sʰk
համոզկեր	hɑmɔzɡɛɾ
համամիութենական	hɑmɑmiutʰɛnɑɡɑn
դելփիք	tʰɛlpʰikʰ
գրիչ	kʰəɾit͡ʃʰ
գեոլոգիա	kʰɛjɔlɔkʰjɑ
ստանալ	əstɑnɑl
ռուբ	ɾupʰ
որդյակ	vɔɾtʰjɑɡ
լուվական	luvɑɡɑn
փաստարկվել	pʰɑstɑɾɡvɛl
միավորված	mijɑvɔɾvɑd͡z
լուսարարապետ	lusɑɾɑɾɑbɛd
եղբորորդի	jɛχpɔɾɔɾtʰi
տիեզերագնաց	djɛzɛɾɑkʰənɑt͡sʰ
երաստանք	jɛɾɑstɑŋkʰ
բահամներ	pʰɑhɑmnɛɾ
խառան	χɑɾɑn
քիրմանշահ	kʰiɾmɑnʃɑh
ծնված	d͡zənvɑd͡z
մտահոգվել	mədɑhɔkʰvɛl
կենարար	ɡɛnɑɾɑɾ
խրախուսանք	χəɾɑχusɑŋkʰ
կայծակ	ɡɑjd͡zɑɡ
օյինբազություն	ɔjinpʰɑzutʰʏn
ինչու	int͡ʃʰu
տնական	dənɑɡɑn
առաքյալ	ɑɾɑkʰjɑl
ուրագ	uɾɑkʰ
խրճիթ	χəɾd͡ʒitʰ
ինքնուրույն	iŋkʰnuɾujn
ռեժիսոր	ɾɛʒisɔɾ
թթվաշ	tʰətʰvɑʃ
անձնատու	ɑnt͡sʰnɑdu
էմոցիա	ɛmɔt͡sʰjɑ
զրահամորթ	zəɾɑhɑmɔɾtʰ
շախմատի	ʃɑχmɑdi
ելակ	jɛlɑɡ
կոտիկ	ɡɔdiɡ
շարունակություն	ʃɑɾunɑɡutʰʏn
մարխ	mɑɾχ
տարաժամանակյա	dɑɾɑʒɑmɑnɑɡjɑ
պարտականություն	bɑɾdɑɡɑnutʰʏn
լուսնոտ	lusnɔd
կարճավուն	ɡɑɾd͡ʒɑvun
գնչու	kʰənt͡ʃʰu
սպասավոր	əspɑsɑvɔɾ
մոսուլ	mɔsul
մատղաշ	mɑdʁɑʃ
սոֆոկլես	sɔfɔɡlɛs
փոփոխություն	pʰɔpʰɔχutʰʏn
փաստորեն	pʰɑstɔɾɛn
կողմից	ɡɔʁmit͡sʰ
փորձառություն	pʰɔɾt͡sʰɑɾutʰʏn
ծխամորճ	d͡zəχɑmɔɾd͡ʒ
մոնրովիա	mɔnɾɔvjɑ
եռանդ	jɛɾɑntʰ
ջուլհակահաստոց	t͡ʃʰulhɑɡɑhɑstɔt͡sʰ
քիմմաքրում	kʰimːɑkʰɾum
կուլ	ɡul
ակնհայտ	ɑɡənhɑjd
եզրակացություն	jɛzɾɑɡɑt͡sʰutʰʏn
գրանցել	kʰəɾɑnt͡sʰɛl
հետեւակային	hɛdɛvɑɡɑjin
բակտրերեն	pʰɑɡdɾɛɾɛn
մորաքրոջ	mɔɾɑkʰəɾɔt͡ʃʰ
պղնձարջասպ	bəʁənt͡sʰɑɾt͡ʃʰɑsp
երդվյալ	jɛɾtʰvjɑl
ջրծաղիկ	t͡ʃʰəɾd͡zɑʁiɡ
քամոտ	kʰɑmɔd
թռչել	tʰəɾt͡ʃʰɛl
սոչի	sɔt͡ʃʰi
սոխուկ	sɔχuɡ
լուվեն	luvɛn
արբենալ	ɑɾpʰɛnɑl
սանձել	sɑnt͡sʰɛl
հաննովեր	hɑnːɔvɛɾ
լատիշերեն	lɑdiʃɛɾɛn
ընդօրինակել	əntʰɔɾinɑɡɛl
ոխ	vɔχ
ոզնախոտ	vɔznɑχɔd
տարածել	dɑɾɑd͡zɛl
հոնորիոս	hɔnɔɾiɔs
տոնել	dɔnɛl
կոնտեքստ	ɡɔndɛkʰst
պրոպագանդա	bɾɔbɑkʰɑntʰɑ
բագին	pʰɑkʰin
ռուբեն	ɾupʰɛn
մաքուր	mɑkʰuɾ
անդամ	ɑntʰɑm
անդուլ	ɑntʰul
մանեթ	mɑnɛtʰ
դանիա	tʰɑnjɑ
ձայնավոր	t͡sʰɑjnɑvɔɾ
զեղխ	zɛχː
ծեծել	d͡zɛd͡zɛl
շահեն	ʃɑhɛn
էկոլոգիա	ɛɡɔlɔkʰjɑ
բարկ	pʰɑɾɡ
ուղեղային	uʁɛʁɑjin
լուսնոտություն	lusnɔdutʰʏn
գոգել	kʰɔkʰɛl
լքավեր	ləkʰɑvɛɾ
որպեսզի	vɔɾbɛsi
փոշտ	pʰɔʃt
չագուչ	t͡ʃʰɑkʰut͡ʃʰ
քանակություն	kʰɑnɑɡutʰʏn
ախտ	ɑχt
հանքաբան	hɑŋkʰɑpʰɑn
անվասայլակ	ɑnvɑsɑjlɑɡ
մորեխ	mɔɾɛχ
անբնակ	ɑnpʰənɑɡ
մոտակա	mɔdɑɡɑ
իջեւանային	it͡ʃʰɛvɑnɑjin
քննադատ	kʰənːɑtʰɑd
քանակ	kʰɑnɑɡ
եղծ	jɛʁd͡z
կոլխիդա	ɡɔlχitʰɑ
կոսմոպոլիտիզմ	ɡɔsmɔbɔlidizm
փափկամորթ	pʰɑpʰkɑmɔɾtʰ
քննադատաբար	kʰənːɑtʰɑdɑpʰɑɾ
վանք	vɑŋkʰ
կասկածելիություն	ɡɑskɑd͡zɛliutʰʏn
պաս	bɑs
սինձ	sint͡sʰ
սովամահ	sɔvɑmɑh
նավակ	nɑvɑɡ
արքայադուստր	ɑɾkʰɑjɑtʰustəɾ
գառնանգղ	kʰɑɾnɑŋkʰəʁ
արքունիք	ɑɾkʰunikʰ
միջոցառում	mit͡ʃʰɔt͡sʰɑɾum
դանիշմենդյան	tʰɑniʃmɛntʰjɑn
հիասթափ	hijɑstʰɑpʰ
էստոնացի	ɛstɔnɑt͡sʰi
սպառազինություն	əspɑɾɑzinutʰʏn
տաջիկական	dɑt͡ʃʰiɡɑɡɑn
պոռնկատուն	bɔɾnəɡɑdun
ըմպանակ	əmbɑnɑɡ
տիրել	diɾɛl
շանտաժ	ʃɑndɑʒ
մթերանոց	mətʰɛɾɑnɔt͡sʰ
արկադիոս	ɑɾɡɑtʰijɔs
սունկ	suŋɡ
թունիս	tʰunis
դոլմեն	tʰɔlmɛn
գործառույթ	kʰɔɾd͡zɑɾujtʰ
պաճիճ	bɑd͡ʒid͡ʒ
շվեդական	ʃvɛtʰɑɡɑn
կիթառ	ɡitʰɑɾ
մանթ	mɑntʰ
զեկույց	zɛɡujt͡sʰ
սառնավուն	sɑɾnɑvun
կազմավորել	ɡɑzmɑvɔɾɛl
հնչյունաբան	hənt͡ʃʰʏnɑpʰɑn
ճռիկ	d͡ʒəɾiɡ
ախորժակ	ɑχɔɾʒɑɡ
փութով	pʰutʰɔv
կքել	ɡəkʰɛl
մազդեզն	mɑstʰɛzən
զարհուրում	zɑɾhuɾum
մաքառիլ	mɑkʰɑɾil
նեոդիմ	nɛɔtʰim
ոտնակապ	vɔdnɑɡɑb
գյոռ	kʰjɔɾ
մինչդեռ	mint͡ʃʰtʰɛɾ
խածատել	χɑd͡zɑdɛl
բլոգ	pʰlɔkʰ
սոցիոլոգ	sɔt͡sʰjɔlɔkʰ
դակուր	tʰɑɡuɾ
էրեկցիա	ɛɾɛkʰt͡sʰjɑ
պատահաբար	bɑdɑhɑpʰɑɾ
լիր	liɾ
մինետ	minɛd
սայդա	sɑjtʰɑ
եղինջ	jɛʁint͡ʃʰ
վերլուծել	vɛɾlud͡zɛl
ճարպ	d͡ʒɑɾb
տարոն	dɑɾɔn
ճաշել	d͡ʒɑʃɛl
բիծ	pʰid͡z
նատօ	nɑdɔ
արթուր	ɑɾtʰuɾ
թանալ	tʰɑnɑl
անիվ	ɑniv
չորացնել	t͡ʃʰɔɾɑt͡sʰənɛl
բադակտուց	pʰɑtʰɑɡədut͡sʰ
ջրատար	t͡ʃʰəɾɑdɑɾ
առավոտադեմ	ɑɾɑvɔdɑtʰɛm
հոնկոնգ	hɔŋɡɔŋkʰ
մանկասայլակ	mɑŋɡɑsɑjlɑɡ
սանդուղք	sɑntʰuχkʰ
համալսարան	hɑmɑlsɑɾɑn
պագ	bɑkʰ
լայնատերեւ	lɑjnɑdɛɾɛv
թխուկ	tʰəχuɡ
գանգրահեր	kʰɑŋkʰɾɑhɛɾ
շալվար	ʃɑlvɑɾ
սրբապղծություն	səɾpʰɑbəʁd͡zutʰʏn
փոկիա	pʰɔɡjɑ
աղարտել	ɑʁɑɾdɛl
ճտճտալ	d͡ʒədəd͡ʒdɑl
ողջամիտ	vɔχt͡ʃʰɑmid
ապրիլյան	ɑbɾiljɑn
ֆրանկ	fəɾɑŋɡ
թյուրինգիա	tʰʏɾiŋkʰjɑ
սիրահարվել	siɾɑhɑɾvɛl
հաթյան	hɑtʰjɑn
գնդացիր	kʰəntʰɑt͡sʰiɾ
թորոսյան	tʰɔɾɔsjɑn
անտիոքոս	ɑndiɔkʰɔs
գորովագին	kʰɔɾɔvɑkʰin
յոթանասուն	jɔtʰɑnɑsun
արժան	ɑɾʒɑn
գալ	kʰɑl
մերսել	mɛɾsɛl
գեղագանգուր	kʰɛʁɑkʰɑŋkʰuɾ
միջամտել	mit͡ʃʰɑmədɛl
լեկ	lɛɡ
նախագահական	nɑχɑkʰɑhɑɡɑn
ձաղանք	t͡sʰɑʁɑŋkʰ
կցորդ	ɡət͡sʰɔɾtʰ
տասնվեց	dɑsnəvɛt͡sʰ
զարմանալ	zɑɾmɑnɑl
խոթել	χɔtʰɛl
վաշինգտոն	vɑʃiŋkʰtɔn
հնդեվրոպաբան	həntʰɛvɾɔbɑpʰɑn
ժպտալ	ʒəbdɑl
կանգնեցնել	ɡɑŋkʰnɛt͡sʰənɛl
հավատարմորեն	hɑvɑdɑɾmɔɾɛn
չաթլախ	t͡ʃʰɑtʰlɑχ
կայտառ	ɡɑjdɑɾ
աղտ	ɑʁd
ահաբեկում	ɑhɑpʰɛɡum
սրբիչ	səɾpʰit͡ʃʰ
քուրչ	kʰuɾt͡ʃʰ
խոհարար	χɔhɑɾɑɾ
վերջալույսային	vɛɾt͡ʃʰɑlujsɑjin
սիկղ	siɡəʁ
գդակ	kʰətʰɑɡ
կազակ	ɡɑzɑɡ
մինարեթ	minɑɾɛtʰ
մուժ	muʒ
դուզ	tʰuz
ցտել	t͡sʰədɛl
փողոտել	pʰɔʁɔdɛl
խնձորուկ	χənt͡sʰɔɾuɡ
չքսեին	t͡ʃʰəkʰəsɛin
թեթեւաշարժ	tʰɛtʰɛvɑʃɑɾʒ
խորխել	χɔɾχɛl
ճուճուլիկ	d͡ʒud͡ʒuliɡ
մրրկել	məɾːɡɛl
կեղերջ	ɡɛʁɛɾt͡ʃʰ
տագալերեն	dɑkʰɑlɛɾɛn
հավանական	hɑvɑnɑɡɑn
տրոհել	dəɾɔhɛl
մակրոտնտեսական	mɑɡɾɔdəndɛsɑɡɑn
ներողություն	nɛɾɔʁutʰʏn
զավեշտային	zɑvɛʃtɑjin
էվոլյուցիա	ɛvɔlʏt͡sʰjɑ
աբստրահվել	ɑpʰstɾɑhvɛl
բանասիրություն	pʰɑnɑsiɾutʰʏn
կաթնապուր	ɡɑtʰnɑbuɾ
մորքուր	mɔɾkʰuɾ
մերժում	mɛɾʒum
վերստ	vɛɾst
մոտավորել	mɔdɑvɔɾɛl
գնդոլորտ	kʰəntʰɔlɔɾd
թոխոր	tʰɔχɔɾ
ամերիկուհի	ɑmɛɾiɡuhi
պաշտպանություն	bɑʃtbɑnutʰʏn
կարմրավուն	ɡɑɾmɾɑvun
նպատակ	nəbɑdɑɡ
հեռուստատեսություն	hɛɾustɑdɛsutʰʏn
ընկնել	əŋɡnɛl
սիցիլիացի	sit͡sʰiljɑt͡sʰi
սուզանավ	suzɑnɑv
կոկոս	ɡɔɡɔs
տեխնոլոգիաներ	dɛχnɔlɔkʰjɑnɛɾ
բաղդադ	pʰɑχtʰɑtʰ
կոկիկ	ɡɔɡiɡ
վերաքննիչ	vɛɾɑkʰənːit͡ʃʰ
թրեյլեր	tʰɾɛjlɛɾ
էքստրեմիստ	ɛkʰstɾɛmist
լուսանկարիչ	lusɑnəɡɑɾit͡ʃʰ
խորհրդարանական	χɔɾəɾtʰɑɾɑnɑɡɑn
դոժ	tʰɔʒ
կիլիկյան	ɡiliɡjɑn
տատի	dɑdi
կեղտոտ	ɡɛχtɔd
դաս	tʰɑs
թոխում	tʰɔχum
ականատես	ɑɡɑnɑdɛs
վավերացում	vɑvɛɾɑt͡sʰum
սկզբնաղբյուր	əskəspʰnɑχpʏɾ
խալտուրա	χɑlduɾɑ
երդվել	jɛɾtʰvɛl
գնել	kʰənɛl
վալիզ	vɑliz
նիստուկաց	nistuɡɑt͡sʰ
թռչուն	tʰəɾt͡ʃʰun
նվազ	nəvɑz
շրջափակել	ʃəɾt͡ʃʰɑpʰɑɡɛl
տիբերիս	dipʰɛɾis
ֆարերեն	fɑɾɛɾɛn
ջին	t͡ʃʰin
ձյութ	t͡sʰʏtʰ
հողանցում	hɔʁɑnt͡sʰum
ծաղկոտն	d͡zɑχkɔdən
բալնիցա	pʰɑlnit͡sʰɑ
նախասրահ	nɑχɑsəɾɑh
բանգլադեշ	pʰɑŋkʰlɑtʰɛʃ
եպերանք	jɛbɛɾɑŋkʰ
այժմ	ɑjʒəm
օրագիր	ɔɾɑkʰiɾ
ճերմակություն	d͡ʒɛɾmɑɡutʰʏn
նիգերիա	nikʰɛɾjɑ
համաշխարհաքաղաքացի	hɑmɑʃχɑɾɑkʰɑʁɑkʰɑt͡sʰi
զարբաբ	zɑɾpʰɑpʰ
դասատու	tʰɑsɑdu
քենակալ	kʰɛnɑɡɑl
քաոսայնություն	kʰɑɔsɑjnutʰʏn
խուփ	χupʰ
դադարգուն	tʰɑtʰɑɾkʰun
շուրջը	ʃuɾt͡ʃʰə
սվազիլենդ	svɑzilɛntʰ
կալված	ɡɑlvɑd͡z
փրկիչ	pʰəɾɡit͡ʃʰ
գործազուրկ	kʰɔɾd͡zɑzuɾɡ
վուշ	vuʃ
ձիաբոռ	t͡sʰijɑpʰɔɾ
վարպետ	vɑɾbɛd
անսովոր	ɑnsɔvɔɾ
ալինա	ɑlinɑ
յաթաղան	jɑtʰɑʁɑn
տղա	dəʁɑ
նյութ	nʏtʰ
ասսամի	ɑsːɑmi
մարդկանց	mɑɾtʰkɑnt͡sʰ
վնասագիր	vənɑsɑkʰiɾ
ազդանշան	ɑstʰɑnəʃɑn
շնավարդ	ʃənɑvɑɾtʰ
նաջար	nɑt͡ʃʰɑɾ
ֆոքստրոտ	fɔkʰstɾɔd
դոդոշ	tʰɔtʰɔʃ
գոլանալ	kʰɔlɑnɑl
անվադող	ɑnvɑtʰɔʁ
իջեւանել	it͡ʃʰɛvɑnɛl
բամակո	pʰɑmɑɡɔ
անագ	ɑnɑkʰ
տեքր	dɛkʰəɾ
թակույկ	tʰɑɡujɡ
վիլնյուս	vilnʏs
խնդրառություն	χəntʰɾɑɾutʰʏn
խոնավանալ	χɔnɑvɑnɑl
հանդիպեցնել	hɑntʰibɛt͡sʰənɛl
խոնավացնել	χɔnɑvɑt͡sʰənɛl
դազգահ	tʰɑskʰɑh
սփոփել	əspʰɔpʰɛl
տրիպոլի	dɾibɔli
սուրեն	suɾɛn
թեմզա	tʰɛmzɑ
կավատ	ɡɑvɑd
եղյամ	jɛʁjɑm
զիբիլ	zipʰil
ստրկացնել	əstəɾɡɑt͡sʰənɛl
խոնարհ	χɔnɑɾ
երեխա	jɛɾɛχɑ
նախատել	nɑχɑdɛl
երկմտի	jɛɾɡmədi
աթենք	ɑtʰɛŋkʰ
դեֆիցիտ	tʰɛfit͡sʰid
վաճառասեղան	vɑd͡ʒɑɾɑsɛʁɑn
խանութ	χɑnutʰ
շարել	ʃɑɾɛl
ականջօղ	ɑɡɑnt͡ʃʰɔʁ
շնաձուկ	ʃənɑt͡sʰuɡ
մոլեկուլ	mɔlɛɡul
ծծակ	d͡zəd͡zɑɡ
ճամփել	d͡ʒɑmpʰɛl
պետություն	bɛdutʰʏn
մայիսյան	mɑjisjɑn
շաղկապ	ʃɑʁɡɑb
լողավազան	lɔʁɑvɑzɑn
թոմաս	tʰɔmɑs
ապավինել	ɑbɑvinɛl
խեղություն	χɛʁutʰʏn
ելնող	jɛlnɔʁ
հապաղկոտ	hɑbɑʁɡɔd
անկտի	ɑŋɡədi
սանրվածք	sɑnəɾvɑt͡sʰkʰ
պատկերահան	bɑdɡɛɾɑhɑn
քաղաքապետ	kʰɑʁɑkʰɑbɛd
կորեկ	ɡɔɾɛɡ
հուսակտուր	husɑɡəduɾ
ալմաստ	ɑlmɑst
ֆոտոնային	fɔdɔnɑjin
հուշեր	huʃɛɾ
գյոլ	kʰjɔl
առանց	ɑɾɑnt͡sʰ
գոչում	kʰɔt͡ʃʰum
աղմկել	ɑʁməɡɛl
օսեթական	ɔsɛtʰɑɡɑn
օտտավա	ɔdːɑvɑ
առնո	ɑɾnɔ
ճարտուկ	d͡ʒɑɾduɡ
արտադրել	ɑɾdɑtʰɾɛl
հասուն	hɑsun
այսօր	ɑjsɔɾ
արգավանդ	ɑɾkʰɑvɑntʰ
գրամ	kʰəɾɑm
քոքոբելյան	kʰɔkʰɔpʰɛljɑn
ալքիմիկոս	ɑlkʰimiɡɔs
խառնուրդ	χɑɾnuɾtʰ
կառուցանել	ɡɑɾut͡sʰɑnɛl
թամաշա	tʰɑmɑʃɑ
պաշտամունք	bɑʃtɑmuŋkʰ
իմովսանն	imɔfsɑnː
քաթար	kʰɑtʰɑɾ
միլիոն	miljɔn
հնչույթ	hənt͡ʃʰujtʰ
ձձում	t͡sʰət͡sʰum
ֆիննական	finːɑɡɑn
սահմանափակել	sɑhmɑnɑpʰɑɡɛl
մշտապես	məʃtɑbɛs
դիմակ	tʰimɑɡ
տարբեր	dɑɾpʰɛɾ
չաման	t͡ʃʰɑmɑn
միանալ	mijɑnɑl
կարծր	ɡɑɾd͡zəɾ
վագրաձի	vɑkʰɾɑt͡sʰi
կացնահարություն	ɡɑt͡sʰnɑhɑɾutʰʏn
հարցաքննություն	hɑɾt͡sʰɑkʰənːutʰʏn
շքամուտք	ʃəkʰɑmutkʰ
երկրաբան	jɛɾɡɾɑpʰɑn
դիսկրիմինացիա	tʰiskɾiminɑt͡sʰjɑ
ցույց	t͡sʰujt͡sʰ
տրոցկիզմ	dɾɔt͡sʰkizm
սոմելիե	sɔmɛljɛ
ախալքալաք	ɑχɑlkʰɑlɑkʰ
ափի	ɑpʰi
լանջապանակ	lɑnt͡ʃʰɑbɑnɑɡ
սաղմոն	sɑʁmɔn
հոգեղեն	hɔkʰɛʁɛn
մցխեթ	mət͡sʰχɛtʰ
տարխուն	dɑɾχun
գավիթ	kʰɑvitʰ
արո	ɑɾɔ
տեղի	dɛʁi
կենսոլորտ	ɡɛnsɔlɔɾd
ակնածիածան	ɑɡnɑd͡zijɑd͡zɑn
կաս	ɡɑs
ալյանս	ɑljɑns
անտարբերություն	ɑndɑɾpʰɛɾutʰʏn
զարեհ	zɑɾɛh
մեծամոր	mɛd͡zɑmɔɾ
նախածանց	nɑχɑd͡zɑnt͡sʰ
փակուղի	pʰɑɡuʁi
մաշկաթիթեռ	mɑʃkɑtʰitʰɛɾ
հուսիկ	husiɡ
ծին	d͡zin
քամի	kʰɑmi
լայնություն	lɑjnutʰʏn
վիճաբանել	vid͡ʒɑpʰɑnɛl
դադարեցում	tʰɑtʰɑɾɛt͡sʰum
ֆիններեն	finːɛɾɛn
լեսբոս	lɛspʰɔs
վերնագիր	vɛɾnɑkʰiɾ
պտուտակ	bədudɑɡ
փաստ	pʰɑst
հեծնել	hɛd͡znɛl
վ	və
աղանդավորական	ɑʁɑntʰɑvɔɾɑɡɑn
հարսանիթ	hɑɾsɑnitʰ
աստատ	ɑstɑd
ոլործուն	vɔlɔɾd͡zun
լեզվական	lɛzvɑɡɑn
տոլմա	dɔlmɑ
քարտես	kʰɑɾdɛs
մարդաշատ	mɑɾtʰɑʃɑd
ծանուցել	d͡zɑnut͡sʰɛl
ձաղ	t͡sʰɑʁ
հեգել	hɛkʰɛl
տրամադրել	dəɾɑmɑtʰɾɛl
օյինբազ	ɔjinpʰɑz
էլեկտրոդ	ɛlɛɡdɾɔtʰ
ժամանակավոր	ʒɑmɑnɑɡɑvɔɾ
ընկույզ	əŋɡujz
կակազել	ɡɑɡɑzɛl
ապրիլ	ɑbɾil
կոտոշ	ɡɔdɔʃ
վոգեզներ	vɔkʰɛznɛɾ
վերջնագիր	vɛɾt͡ʃʰnɑkʰiɾ
հատուցել	hɑdut͡sʰɛl
կոմունիզմ	ɡɔmunizm
մառախուղ	mɑɾɑχuʁ
տասնութ	dɑsnəutʰ
ջ	t͡ʃʰə
այգեպան	ɑjkʰɛbɑn
կիլիկիացի	ɡiliɡjɑt͡sʰi
արարել	ɑɾɑɾɛl
թանաքաման	tʰɑnɑkʰɑmɑn
անցողական	ɑnt͡sʰɔʁɑɡɑn
սերգեյ	sɛɾkʰɛj
լիմոն	limɔn
ցնցոտի	t͡sʰənt͡sʰɔdi
լոքո	lɔkʰɔ
գիժ	kʰiʒ
հոբելյար	hɔpʰɛljɑɾ
բազմիցս	pʰɑzmit͡sʰəs
պարտվող	bɑɾdvɔʁ
լվակարկուտ	ləvɑɡɑɾɡud
նռնականետ	nəɾnɑɡɑnɛd
իլ	il
նայած	nɑjɑd͡z
թովչանք	tʰɔft͡ʃʰɑŋkʰ
աթս	ɑtʰəsə
գիշակեր	kʰiʃɑɡɛɾ
ամենայն	ɑmɛnɑjn
փաթեթավորում	pʰɑtʰɛtʰɑvɔɾum
ծերություն	d͡zɛɾutʰʏn
արժանահավատ	ɑɾʒɑnɑhɑvɑd
չեխական	t͡ʃʰɛχɑɡɑn
չիլիացի	t͡ʃʰilijɑt͡sʰi
սանտյագո	sɑndjɑkʰɔ
մարզադաշտ	mɑɾzɑtʰɑʃt
ժանտ	ʒɑnd
տարատեսակ	dɑɾɑdɛsɑɡ
կողոպտել	ɡɔʁɔbdɛl
քնար	kʰənɑɾ
տրիբոլոգիա	dɾipʰɔlɔkʰjɑ
ցած	t͡sʰɑd͡z
ալկիոն	ɑlɡiɔn
թլփատ	tʰəlpʰɑd
քրիստոս	kʰɾistɔs
չինաստան	t͡ʃʰinɑstɑn
համենալ	hɑmɛnɑl
ձողիկ	t͡sʰɔʁiɡ
բոկոտ	pʰɔɡɔd
մոլոր	mɔlɔɾ
փապ	pʰɑb
արդի	ɑɾtʰi
էլչիբեյ	ɛlt͡ʃʰipʰɛj
հայաբնակ	hɑjɑpʰənɑɡ
օյաղ	ɔjɑʁ
գայկա	kʰɑjɡɑ
արբուն	ɑɾpʰun
անց	ɑnt͡sʰ
անվանել	ɑnvɑnɛl
արտորալ	ɑɾdɔɾɑl
ախպար	ɑχpɑɾ
լուգանսկ	lukʰɑnsk
ավելորդ	ɑvɛlɔɾtʰ
վերջամասնիկային	vɛɾt͡ʃʰɑmɑsniɡɑjin
մանր	mɑnəɾ
պերեստրոյկա	bɛɾɛstɾɔjɡɑ
արքայազն	ɑɾkʰɑjɑzən
մարաստան	mɑɾɑstɑn
շերեփ	ʃɛɾɛpʰ
քարեղեն	kʰɑɾɛʁɛn
վհատեցնել	vəhɑdɛt͡sʰənɛl
փոխանակ	pʰɔχɑnɑɡ
ղոնաղ	ʁɔnɑʁ
ընդամենը	əntʰɑmɛnə
պարտիզպան	bɑɾdizbɑn
հողդողդել	hɔχtʰɔχtʰɛl
հակառակ	hɑɡɑɾɑɡ
վաճառական	vɑd͡ʒɑɾɑɡɑn
ռաֆայել	ɾɑfɑjɛl
հեկտար	hɛɡdɑɾ
վերջաքմային	vɛɾt͡ʃʰɑkʰəmɑjin
մեկ	mɛɡ
հելիում	hɛlʏm
հերքում	hɛɾkʰum
վախճան	vɑχt͡ʃɑn
ջնար	t͡ʃʰənɑɾ
լրջմտություն	ləɾt͡ʃʰmədutʰʏn
բոյկոտ	pʰɔjɡɔd
հաչել	hɑt͡ʃʰɛl
ավգերյան	ɑfkʰɛɾjɑn
փասիան	pʰɑsjɑn
թաց	tʰɑt͡sʰ
շոգ	ʃɔkʰ
ծլել	d͡zəlɛl
միջնադարյան	mit͡ʃʰnɑtʰɑɾjɑn
պաճուճաբանություն	bɑd͡ʒud͡ʒɑpʰɑnutʰʏn
թբիլիսի	tʰəpʰilisi
ձիաստան	t͡sʰijɑstɑn
ներքին	nɛɾkʰin
ծայրակարմիր	d͡zɑjɾɑɡɑɾmiɾ
ջահիլ	t͡ʃʰɑhil
գազանություն	kʰɑzɑnutʰʏn
ոսպ	vɔsp
տոնածառ	dɔnɑd͡zɑɾ
հորդորակ	hɔɾtʰɔɾɑɡ
ականի	ɑɡɑni
հատկանիշ	hɑdɡɑniʃ
խաչբառ	χɑt͡ʃʰpʰɑɾ
աջաբսանդալ	ɑt͡ʃʰɑpʰsɑntʰɑl
խաչապուրի	χɑt͡ʃʰɑbuɾi
խորհ	χɔɾh
մերձավոր	mɛɾt͡sʰɑvɔɾ
հուռթանալ	huɾtʰɑnɑl
կենսալի	ɡɛnsɑli
հպարտանալ	həbɑɾdɑnɑl
լոժբան	lɔʒpʰɑn
սեթ	sɛtʰ
լղհ	ləʁəhə
գիտեմ	kʰidɛm
քյուֆտա	kʰʏfdɑ
հավելել	hɑvɛlɛl
հրատ	həɾɑd
ինվեստիցիա	invɛstit͡sʰjɑ
դաշտին	tʰɑʃtin
ճագար	d͡ʒɑkʰɑɾ
դագուր	tʰɑkʰuɾ
շինարար	ʃinɑɾɑɾ
պոմպեյ	bɔmbɛj
բեղմնավորում	pʰɛʁmnɑvɔɾum
կնիք	ɡənikʰ
քաղաքացիական	kʰɑʁɑkʰɑt͡sʰijɑɡɑn
ցիցերոն	t͡sʰit͡sʰɛɾɔn
ույղուրերեն	ujʁuɾɛɾɛn
տրենաժոր	dɾɛnɑʒɔɾ
բաղեղ	pʰɑʁɛʁ
դաշտերին	tʰɑʃtɛɾin
չեզոքություն	t͡ʃʰɛzɔkʰutʰʏn
մարզիկ	mɑɾziɡ
նացիստական	nɑt͡sʰistɑɡɑn
քերթել	kʰɛɾtʰɛl
դիետա	tʰijɛdɑ
ժխտական	ʒəχtɑɡɑn
աքլորականչ	ɑkʰlɔɾɑɡɑnt͡ʃʰ
դեւանագարի	tʰɛvɑnɑkʰɑɾi
դրամատուրգիական	tʰɾɑmɑduɾkʰjɑɡɑn
արծվառյուծ	ɑɾd͡zvɑɾʏd͡z
գթություն	kʰətʰutʰʏn
մավրիկիոս	mɑvɾiɡiɔs
առվույտ	ɑɾvujd
հնդկական	həntʰkɑɡɑn
սահմանափակիչ	sɑhmɑnɑpʰɑɡit͡ʃʰ
դիտորդ	tʰidɔɾtʰ
սպիտակամորթ	əspidɑɡɑmɔɾtʰ
մխիթարյան	məχitʰɑɾjɑn
բնորոշ	pʰənɔɾɔʃ
մգացնել	məkʰɑt͡sʰənɛl
սեխ	sɛχ
տոթ	dɔtʰ
սեմերջյան	sɛmɛɾt͡ʃʰjɑn
ապիկ	ɑbiɡ
անգրագետ	ɑŋkʰəɾɑkʰɛd
վստահել	vəstɑhɛl
մահաբեր	mɑhɑpʰɛɾ
հյուրերովս	hʏɾɛɾɔvəs
արծրուն	ɑɾd͡zɾun
գալիլիա	kʰɑliljɑ
մարզիչ	mɑɾzit͡ʃʰ
