زرتشتی	zæɾtoʃtiː
داشتم می‌خواستم	dɒːʃtæmmíxɒːstæm
تیغ زدن	tiːɢzædæn
ترا	toɾɒː
پیوند	pejvænd
بلک‌بری	blækbeɾiː
سنگینی	sænɡiːniː
واج	vɒːd͡ʒ
آسمان	ɒːsmɒːn,ɒːsemɒːn
شوخی	ʃuːxiː
اهریمن	æhɾiːmæn
میدان	mejdɒːn
اختیار افتادن	extiːɒːɾoftɒːdæn
هموندان	hæmvændɒːn
سویا	sojɒː
ضربت زدن	zæɾbætzædæn
نزدیک	næzdiːk
جیپ	d͡ʒiːp
شرق تیمور	ʃæɾɢetiːmoɾ
چرمی	t͡ʃæɾmiː
برگشتن	bæɾɡæʃtæn
گل دادن	ɡoldɒːdæn
سلام	sælɒːm
محل	mæhæll,‎mæhæll
سرماخوردگی	sæɾmɒːxoɾdeɡiː
وولوگدا	vuːluːɡdɒː
جنگ‌های صلیبی	d͡ʒænɡhɒːjesæliːbiː
باکتریا	bɒːktæɾiːjɒː
سرایوو	sæɾɒːjevo
پک زدن	pokzædæn
و	o,væ
نیاهندواروپایی‌زبان	niːjɒːhendooɾuːpɒːjiːzæbɒːn
عمدی	ʔæmdiː
ثبت	sæbt
کوشش	kuːŝeŝ
اسکناس	eskenɒːs
شکار کردن	ʃekɒːɾkæɾdæn
فیت	fiːt
تصرف	tæsæɾɾof
گودال	ɡouːdɒːl
اولین	ævvæliːn
منت	mennæt
خواستی	xɒːstiː
استثنایی	estesnæeiː
نیش و کنایه زدن	niːʃokenɒːjezædæn
فانوس دریایی	fɒːnuːsedæɾjɒːjiː
ایستگاه اتوبوس	iːstɡɒːheotobuːs
نارو زدن	nɒːɾozædæn
دلکش	delkæʃ
کنست	kneset
فراری	feɾɒːɾiː
آن	ɒːn
معدنی	mæʔdæniː
کارتن	kɒːɾton
ملاحظه فرمودن	molɒːhezekæɾdæn
ییدیش	jiːdiːʃ
قوس و قزح	ɢoʊsoɢæzæh
خودکشی	xodkoʃiː
فضای بیرونی	fæzɒːjebiːɾuːniː
امت	ommæt
اوزبکستان	uːzbækestɒːn
دسته	dæste,dæstæ
صلح کردن	solhkæɾdæn
هرم بزرگ جیزه	hæɾæmbozoɾɡd͡ʒîze
شمس	ʃæms
غربی	ɢæɾbiː
فریاد کردن	fæɾjɒːdkæɾdæn
زیادروی کردن	ziːɒːdeɾæviːkæɾdæn
شورش	ʃuːɾeʃ
پوزه کشیدن	puːzekeʃiːdæn
داروسازی	dɒːɾuːsɒːziː
گوسفند	ɡuːsfænd,ɡosfænd
اتحاد جماهیر شوروی سوسیالیستی	ettehɒːded͡ʒæmɒːhiːɾeʃuːɾæviːjesosiːjɒːliːstiː
پرچم	pæɾt͡ʃæm
کوچ	kuːt͡ʃ
ویتنامی	viːjætnɒːmiː
یکی بود یکی نبود	jekiːbuːdjekiːnæbuːd
سیل	sæiːl
مبالغه کردن	mobɒːleɢekæɾdæn
کمد	komod
گیلارد	ɡiːlɒːɾd
تطبیق دادن	tætbiːɢdɒːdæn
زحمت کشیدن	zæhmætkeʃiːdæn
غزال آفریقائی	ɢæzɒːleɒːfɾiːɢɒːʔiː
بعدا	bæʔdæn
سرده	sæɾde
بنفشه	bænæfʃe
پخش	pæxʃ
برشتن	beɾeʃtæn
ماچین	mɒːt͡ʃiːn
همايش	hæmɒːjeʃ
دایناسور	dɒːjnɒːsoɾ
مریخ	meɾɾiːx
تبار	tæbɒːɾ
قفل کردن	ɢoflkæɾdæn,ɢoflkæɾdæn
نوازش کردن	nævɒːzeʃkæɾdæn
کام گرفتن	kɒːmɡeɾeftæn
سیاهه	siːɒːhe
والیبال	vɒːliːbɒːl
بخشنده	bæxʃænde,bæxŝænde,bæxŝændæ
انتها	entehæ
خدا	xodɒː
خواستن	xwɒːstæn,xvɒːstæn,xɒːstæn
دود کردن	duːdkæɾdæn
شاخ آفریقا	ʃɒːxeæfɾiːɢɒː
قرارداد	ɢæɾɒːɾdɒːd
به سلامت	besælɒːmæt
کارت اعتباری	kɒːɾteeʔtebɒːɾ
اکسیر	eksiːɾ
اندازه‌گیر	ændɒːzeɡiːɾ
ابوالهول	æbuːælhuːl
تسلیم کردن	tæsliːmkæɾdæn
‌قطع کردن	ɢætʔkæɾdæn
شعله زدن	ʃo’lezædæn
خیانت	xiːɒːnæt
لاستیک	lɒːstiːk
بخشیش	bæxʃiːʃ
فرضیه	fæɾziːje
جوان	d͡ʒævɒːn
زندگی کردن	zendeɡiːkæɾdæn,zendeɡiːkæɾdæn
ساحل	sɒːhel
یوان	juːɒːn
پایگاه داده	pɒːjɡɒːhedɒːde
فرماندار	fæɾmɒːndɒːɾ
فصل	fæsl
راه ابریشم	ɾɒːheæbɾiːʃæm
تغییر	tæɢʔiːɾtæɢjiːɾ,tæɢjiːɾ
کمان	kæmɒːn
قل قل	ɢolɢol
تکه	tekke
انقلاب	enɢelɒːb
مهاجر	mohɒːd͡ʒeɾ
ناتو	nɒːto
پاکستان	pɒːkestɒːn
افزایش گرفتن	æfzɒːjeʃɡeɾeftæn
هلند	holænd
بهره	bæhɾe,bæhɾæ
قشنگ	ɢæʃænɡ
معلوم	mæʔluːm
تذکر دادن	tæzækkoɾdɒːdæn
شاخاب پارس	ʃɒːxɒːbepɒːɾs
آبان	ɒːbɒːn
اوروپول	oɾuːpuːl
بلغاری	bolɢɒːɾiː
طغیان	toɢjɒːn
غسل کردن	ɢoslkæɾdæn
رابین‌هود	ɾɒːbjnhuːd
شکرک زدن	ʃekæɾækzædæn
تجارت	ted͡ʒɒːɾæt
دوازده	dævɒːzdæh
افشک	æfʃæk
شاشیدن	ʃɒːʃiːdæn
بی‌سیم زدن	biːsiːmzædæn
دست و پا زدن	dæstopɒːzædæn
اندونزی	iːndoneziː
استفراغ کردن	estefɾɒːɢkæɾdæn
پرتغال	poɾtoɢɒːl
فریاد کشیدن	fæɾjɒːdkeʃiːdæn
ترغیب	tæɾɢiːb
الگو کشیدن	olɡuːkeʃiːdæn
بینوایی	biːnævɒːjiː
خوش	xoŝ,xoʃ
سه‌گوش	seɡuːʃ
سقوط کردن	soɢuːtkæɾdæn
ماتم	mɒːtæm
کولی	koʊliː
مسکه	mæske
بنده	bændæ
خفاش	xefɒːʃ,xoffɒːʃ
بند زدن	bændzædæn
ورق  زدن	væɾæɢzædæn
حکمت	hekmæt
کامل	kɒːmel
پخش کردن	pæxʃkæɾdæn
پکن	pekæn
فیکساتور	fiːksɒːtoɾ
هل	hel
ارزشگذاری	æɾzeʃɡodhæɾiː
رشته	ɾeʃte
خواهرشوهر	xwɒːhæɾʃoʊhæɾ
اندرون	ændæɾuːn
زغن	zæɢæn
ترول	tɾuːl
سبزه	sæbze
دستور زبان	dæstuːɾezæbɒːn
سئول	seʔuːl
میان	miːjɒːn,miːɒːn
تاول	tɒːvæl
دارید می‌خواهید	dɒːɾiːdmíxɒːhiːd
اسمبلی	æsembeliː
خصم	xæsm
پستان بند	pestɒːnbænd
ناکافی	nɒːkɒːfiː
آرام گرفتن	ɒːɾɒːmɡeɾeftæn
علمی	elmiː
رنگ صورتی	ɾænɡsuːɾætiː
دارد می‌خواهد	dɒːɾædmíxɒːhæd
کانگورو	kɒːnɡoɾo
جنسیت‌گرایی	d͡ʒensiːtɡæɾɒːjiː
باغ وحش	bɒːɢevæhʃ
قطب جنوب	ɢotbed͡ʒonuːb
فرسودن	fæɾsuːdæn
باد خورشیدی	bɒːdexoɾʃiːdiː
استعمارگری	esteʔmɒːɾɡæɾiː
سورپرایز	suːɾpeɾɒːjz
کروم	koɾom
توان	tævɒːn
ژوئیه	ʒuːʔiːje
زبان سانسکریت	zæbɒːnesɒːnskɾiːt
پیشرفت	piːʃɾæft
درخواست دادن	dæɾxɒːstdɒːdæn
نیش	niːʃ
بعدتر	bæʔdtæɾ
سبیل	sebiːl
رنگین	ɾænɡiːn
قحبه‌خانه	ɢæhbexɒːne
چکی	t͡ʃekiː
خلافت	xelɒːfet
اسپارت	espɒːɾt
یدک	jædæk
تاجیکستان	tɒːd͡ʒiːkestɒːn
پیشاور	peʃɒːvæɾ
خبر دادن	xæbæɾdɒːdæn
کوآلا	koɒːlæ
نژاد پرستی	neʒɒːdpæɾæstiː
ماشین پارک	mɒːʃiːnepɒːɾk
سرفه کردن	soɾfekæɾdæn,soɾfekæɾdæn
تنیس	teniːs
الماس	ælmɒːs
سرم زدن	seɾomzædæn
منشی	monʃiː
هم‌معنی	hæmmæʔniː
آزمون‌پذیر	ɒːzmuːnpæziːɾ
مکان	mækɒːn
آخوندک	ɒːxuːndæk
آشنا	ɒːʃenɒː,ɒːʃnɒː
حمایت	hemɒːjæt
پنج	pænd͡ʒ
قطب شمال	ɢotbeʃomɒːl
پلاتو زدن	pelætozædæn
سیگما	siːɡmɒː
تحریك	tæhɾiːk
آرارات	ɒːɾæɾæt
کوه زدن	kuːhzædæn
رستوران	ɾestoɾɒːn
پای سیب	pɒːjesiːb
مرخصی گرفتن	moɾæxxæsiːɡeɾeftæn
اژدهابلم	eʒdehæbælæm
آتنا	ɒːtenɒː
هیل	hiːl
ترشی	toɾʃiː
جارو برقی	d͡ʒɒːɾuːbæɾɢiː
طب	tebb
زنجیر	zænd͡ʒiːɾ
استخوان‌بندی	ostoxɒːnbændiː
زبان آوردن	zæbɒːnɒːvæɾdæn
کراوات	keɾɒːvɒːt
سبقت	sebɢæt
لرز	læɾz
بلغار	bolɢɒːɾ
جلو گرفتن	d͡ʒeloʊɡeɾeftæn
خدایگان	xodɒːjɡɒːn
چاقو خوردن	t͡ʃɒːɢuːxoɾdæn
نارو خوردن	nɒːɾoxoɾdæn
پیش‌افکند	piːʃæfkænd
چونکه	t͡ʃuːnke
اهمیت	æhæmmiːjæt
خوش آمدی	xoʃɒːmædiː
زاییدن	zɒːjiːdæn
زن گرفتن	zænɡeɾeftæn
نطفه	notfæ
ربع	ɾobʔ
احمقانه	æhmæɢɒːne
به دنیا آمدن	bedonjɒːɒːmædæn
شیر	ʃiːɾ
سنبل	sombol
صوری	suːɾiː
اصفهان	esfæhɒːn
تن داشتن	tændɒːʃtæn
رودخانه	ɾuːdxɒːne
علی بابا	ʔæliːbɒːbɒː
فرانسیم	feɾɒːnsiːjom
مبل	mobl
آبی آسمانی	ɒːbiːjeɒːsemɒːniː
نکاح	nekɒːh
رایج	ɾɒːjed͡ʒ
حرف ربط	hæɾfeɾæbt
آشنا شدن	ɒːʃnɒːʃodæn
افندی	efendiː
آرژانتین	ɒːɾʒɒːntiːn
رد کردن	ɾædkæɾdæn
وقتی	væɢtiː
روزی روزگاری	ɾuːziːɾuːzeɡɒːɾiː
خواهید خواست	xɒːhídxɒːst
کودنی زدن	koʊdæniːzædæn
وبلاگ زدن	veblɒːɡzædæn
اختری	æxtæɾiː
الو	ælo
جداچاپ	d͡ʒodɒːt͡ʃɒːp
طریقه	tæɾiːɢe
سپری شدن	sepæɾiːʃodæn
مشتری	moʃtæɾiː
ایراد گرفتن	iːɾɒːdɡeɾeftæn
اضافه	ezɒːfe
اض پوشت ب ژلو گوضشتن	æzpoʃtbed͡ʒeloɡozæʃtæn
لاتویایی	lɒːtviːjɒːjiː
وام‌واژه	vɒːmvɒːʒe
بال گرفتن	bɒːlɡeɾeftæn
گره خوردن	ɡeɾehxoɾdæn
مشتاق بودن	moʃtɒːɢbuːdæn
تشکر	tæʃækoɾ,tæʃækkoɾ
ارت	eɾt
ریش	ɾiːʃ
اینترنت	iːnteɾnet
راه یافتن	ɾɒːhjɒːftæn
امید	omiːd
درز کردن	dæɾzkæɾdæn
کره	kæɾe,koɾɾe,koɾe
نسک	næsk
مغرور	mæɢɾuːɾ
بند	bănd,bænd
شهرت	ʃæhɾæt
مخالف	moxɒːlef
شکر	ʃækæɾ,ʃækkæɾ,ʃekæɾ,ʃokɾ
هانوی	hɒːnuːj
اندازه کردن	ændɒːzekæɾdæn
قاصدک	ɢɒːsedæk
آدم	ɒːdæm
صلح	solh
اسلوونی	esloveniː
هابیل	hɒːbiːl
مدال	medɒːl
تودار	tuːdɒːɾ
اسمیم	osmiːjom
ارشاد	eɾʃɒːd
عجیب	ʔæd͡ʒiːb
گریه	ɡeɾje
پوشه	puːʃe
معلق	mællæɢ,moʔællæɢ
سویس	suːviːs
آبادان	ɒːbædæn
دعوت داشتن	dæʔvætdɒːʃtæn
بی‌جنس‌گرایی	biːd͡ʒensɡæɾɒːjiː
می‌خواستند	míxɒːstænd
گزینه	ɡoziːne
پیام	pejɒːm
سرعت	soɾʔæt
چکى	t͡ʃekiː
حسد بردن	hæsædboɾdæn
امام	emɒːm
درخت	deɾæxt,dæɾæxt
دعا کردن	doʔɒːkæɾdæn,doʔɒːkæɾdæn
قهر	ɢæhɾ
تپه	tæpe
غزال افریقا	ɢæzɒːleɒːfɾiːɢɒː
دوچرخه‌سوار	dot͡ʃæɾxesævɒːɾ
بابل	bɒːbel
بسنده کردن	bæsændekæɾdæn
لازم	lɒːzem
خال‌کوبی	xɒːlkuːbiː
زبان	zæbɒːn
اوستا	ævestɒː
قار زدن	ɢɒːɾzædæn
بیروت	bejɾuːt
نهم	nohom
تروریست	teɾoɾiːst
جمهوری چک	d͡ʒomhuːɾiːjet͡ʃek
زود	zuːd
طاس	tɒːs
گرمکن	ɡæɾmkon
زحمت افتادن	zæhmætoftɒːdæn
دودویی	dodojiː
چاپ	t͡ʃɒːp
زن کثیف	zænkæsîf
جنت	d͡ʒænnæt
پایانه اتوبوس	pɒːjɒːnejeotobuːs
زنبق	zæmbæɢ
فارسی تاجیکی	fɒːɾsiːjetɒːd͡ʒiːkiː
نانوائی	nɒːnvɒːʔiː,nɒːnevɒːʔiː
سكوت	sokuːt
سپید	sepiːd
قاتل	ɢɒːtel
جوهر شوره	d͡ʒouːhæɾeʃuːɾe
ریه	ɾiːje
به	bæh,bæ,be,beh
وصل	væsl
یتیم‌خانه	jætiːmxɒːne
لنگرگاه	lænɡæɾɡɒːh
نان	nɒːn
لینکلن	liːnkoln
القاعده	ælɢɒːde
خلع سلاح کردن	xælʔeselɒːhkæɾdæn
زار	zɒːɾ
معمول	mæʔmuːl
طومار	tuːmɒːɾ
گوساله	ɡuːsɒːle
اندازه گرفتن	ændɒːzeɡeɾeftæn
خرخر کردن	xoɾxoɾkæɾdæn
مداد نوکی	medɒːdenokiː
خوش آمدید	xoʃɒːmædiːd
تعجب	tæʔæd͡ʒd͡ʒob
تازیانه زدن	tɒːziːɒːnezædæn
جرأت داشتن	d͡ʒoɾʔætdɒːʃtæn
صاعقه	sɒːeɢe,sɒːʔeɢe
دست‌نوشته	dæstneveʃte
خواهم	xɒːhæm
تصویب رسیدن	tæsviːbɾesiːdæn
گاز زدن	ɡɒːzzædæn
جر زدن	d͡ʒeɾzædæn
مادر جنده	mɒːdæɾd͡ʒende
پرانتز	pæɾɒːntez
گواهی‌نامه رانندگی	ɡovɒːhiːnɒːmejeɾɒːnændeɡiː
قدرت	ɢodɾæt
عربستان	æɾæbestɒːn
آهار زدن	ɒːhɒːɾzædæn
نماز	næmɒːz
رومانی	ɾuːmɒːniː
پنهانی	penhɒːniː
ماست	mɒːst
خزنده	xæzænde
ستاره	setɒːɾe
دلفین	dolfiːn
کرملین	kɾemliːn
درد گرفتن	dæɾdɡeɾeftæn
کیوسکموتو	kjvskmvtv
وقت	væɢt
چشم انداختن	t͡ʃeʃmændɒːxtæn
رونویسی	ɾuːneviːsiː
فقط	fæɢæt
گمان	ɡomɒːn
معتاد	motɒːd
آبی	ɒːbiː
هملت	hæmlet
هادرون	hɒːdɾon
بلوف زدن	bolofzædæn
تئوری توطئه	teʔoɾiːjetouːteʔe
مرغابی جره	moɾɢɒːbiːjed͡ʒæɾɾe
ادیان ابراهیمی	ædjɒːneebɾɒːhiːmiː
بلد	bælæd
پرهیز	pæɾhiːz
زین	ziːn
بوقلمون	buːɢælæmuːn
کوک	kuːk
حنوکا	hænuːkɒː
مالاریا	mɒːlɒːɾjɒː
ماموریت	mæʔmuːɾiːæt
اغوز	uːɢuːz
پرم	peɾm
عزم داشتن	æzmdɒːʃtæn
شاید	ʃɒːjæd
بیماری آلزایمر	biːmɒːɾeɒːlzɒːjmeɾ
شستن	ʃostæn
تكواژ	tækvɒːʒ
سرکش	sæɾkeʃ
آکواریوم	ɒːkvɒːɾjuːm
بیطار	bejtɒːɾ
سمارا	sɒːmɒːɾɒː
گوزن	ɡævæzn
تیهو	tiːhuː
برنامه‌نویسی	bæɾnɒːmeneviːsiː
اوگاندا	uːɡɒːndɒː
دعوا شدن	dæʔvɒːʃodæn
نظر گرفتن	næzæɾɡeɾeftæn
پیوسته	pejvæste,pejvæstæ
تراوش کردن	tæɾɒːvoʃkæɾdæn
استفاده کردن	estefɒːdekæɾdæn,estefɒːdekæɾdæn
ایرانی	iːɾɒːniː
وصله	væsle
کماره	kæmɒːɾe
پایین پریدن	pɒːjiːnpæɾiːdæn
ترجمه ماشینی	tæɾd͡ʒomemɒːʃiːniː
جاوا	d͡ʒɒːvɒː
وارسی	vɒːɾesiː
اژدها	eʒdehæ
تسلط داشتن	tæsælotdɒːʃtæn,tæsællotdɒːʃtæn
اسلام	eslɒːm
تیر کشیدن	tiːɾkeʃiːdæn
کمین	kæmiːn
سعی کردن	sæʔjkæɾdæn
ملیت	melliːjjæt
مبتذل	mobtæzæl
افترا خوردن	efteɾɒːxoɾdæn
قد	ɢæd
پنگوئن	pænɡuːæn
دشنام دادن	doʃnɒːmdɒːdæn
رهبر جامعه اسلامی	ɾæhbæɾed͡ʒɒːmeʔejeeslæmiː
آرایش دادن	ɒːɾɒːjeʃdɒːdæn
قاب کردن	ɢɒːbkæɾdæn
چین دادن	t͡ʃiːndɒːdæn
سوسو	suːsuː
کشف شدن	kæʃfʃodæn
پیشنهاد کردن	peʃnæhɒːdkæɾdæn,piːʃnæhɒːdkæɾdæn
نیکاراگوئه	niːkɒːɾɒːɡuːʔe
پرواز کردن	pæɾvɒːzkæɾdæn,pæɾvɒːzkæɾdæn
طاووس	tɒːvuːs
همزه	hæmze
دم‌جنبانک	domd͡ʒombɒːnæk
دریغ	dæɾiːɢ
یکم	jekom
غرب	ɢæɾb
سکس مقعدی	seksemæɢʔædiː
غول	ɢuːl
خودشویی	xodʃuːjiː
سرباز	sæɾbɒːz
تا	tɒː
حلال	hælɒːl
سبک	sæbok
سپرز	sepoɾz
دستاورد	dæstɒːvæɾd
پای	pɒːj
جرأت	d͡ʒoɾʔæt
کیلو	kiːluː
عمیق	ʔæmiːɢ
سراغ گرفتن	soɾɒːɢɡeɾeftæn
بيگـاری	biːɡɒːɾiː
تحمل کردن	tæhæmmolkæɾdæn
پنجول	pænd͡ʒuːl
هندو‌اروپایی	hendooɾuːpejiː
آنتن	ɒːnten
شیرین کردن	ʃiːɾiːnkæɾdæn
مرغ خانگی	moɾɢexɒːneɡiː
کودن	kodæn
وجود آوردن	vod͡ʒuːdɒːvæɾdæn
برآمده	bæɾɒːmæde
نفت	næft
معاشرت	moʔɒːʃeɾæt
چاباق‌سر	t͡ʃɒːbɒːɢsæɾ
واحد نجومی	vɒːhednod͡ʒuːmiː
عرف	oɾf
طعنه زدن	tæʔnezædæn
اعلام شدن	eʔlɒːmʃodæn
زبان آفریکانز	zæbæneɒːfɾiːkɒːnz
بلال	bælɒːl
توصیف	toʊsiːf
مداد شمعی	medɒːdeʃæmʔiː
تبر	tæbæɾ
جلیقه ی نجات	d͡ʒeliːɢejened͡ʒɒːt
کارد	kɒːɾd
چهار	t͡ʃæhɒːɾ
ماندارین	mɒːndɒːɾiːn
شیار	ʃiːɒːɾ
مژه زدن	moʒezædæn
غنی	ɢæniː
بیلیارد	biːljɒːɾd
چوب خوردن	t͡ʃuːbxoɾdæn
قهوه سیاه	ɢæhvesiːjɒːh
سوفیه	sofiːje
دریاچه‌های بزرگ	dæɾjɒːt͡ʃehɒːjebozoɾɡ
فینال	fiːnɒːl
مدال طلا	medɒːletælɒː
چمدان	t͡ʃæmedɒːn
قياس	ɢiːɒːs
بلا	bælɒː
پک	pok
ریشه	ɾiːʃæ,ɾiːʃe
نفرین	nefɾiːn
کس	kæs,kos
ظهور	zohuːɾ
کرم زدن	keɾemzædæn
ظالم	zɒːlem
تاکسی	tɒːksiː
قالیچه پرنده	ɢɒːliːt͡ʃejepæɾænde
مه	mə,mɒːh,mæh,me
پهلو	pæhluː
داشتن	dɒːʃtæn
پسرعمه	pesæɾæmme,pesæɾʔæmme
نامه به افسسیان	næmhbhæfssɒːn
اطلس	ætlæs
زنبورک	zænbuːɾæk
اتفاقه دیگه	ettefɒːɢediːɡe
پمپ بنزین	pompebenziːn
نرم‌افزار	næɾmæfzɒːɾ
نور	nuːɾ
صدا کردن	sedɒːkæɾdæn
جاکارتا	d͡ʒɒːkɒːɾtɒː
مهار	mæhɒːɾ
میل	mejl
دکان	dokɒːn,dokkɒːn
گریستن	ɡeɾiːstæn
غم	ɢæm
کدو تنبل	kæduːtænbæl
کودنی	koʊdæniː
بازنامیدن	bɒːznɒːmiːdæn
ایجاد شدن	iːd͡ʒɒːdʃodæn
گذشتن	ɡozæʃtæn
همسان درمانی	hæmsɒːndæɾmɒːniː
ارمنی	æɾmæniː
نگره	neɡæɾe
تغییرعقیده	tæɢʔiːɾeæɢiːde
اجرا	ed͡ʒɾɒː
پشتیبانی کردن	poʃtiːbɒːniːkæɾdæn
پولاد	puːlɒːd
چهل	t͡ʃehel
درد کشیدن	dæɾdkeʃiːdæn
همه	hæme
بخواهم	bexɒːhæm
سخنرانی	soxænɾɒːniː
خواستم	xɒːstæm
گزارش دادن	ɡozɒːɾeʃdɒːdæn
پیمانه	pejmɒːne,pejmɒːnæ
بان	bɒːn
نفرین ابدی	nefɾiːneæbædiː
دو	do
درستی سنجی	doɾostiːsænd͡ʒiː
سرد	sæɾd
از حفظ	æzhefz
بین	biːn,bejn
ملاحظه	molɒːheze
ذوق	zoʊɢ
قرص	ɢoɾse
صندلی	sændæliː
سفارش دادن	sefɒːɾeʃdɒːdæn,sefɒːɾeʃdɒːdæn
تیغ	tiːɢ
دیوانگی زدن	diːvɒːneɡiːzædæn
بوئنوس آیرس	buːʔenuːsɒːjɾes
فراگیر	fæɾɒːɡiːɾ
خواهرخوانده	xwɒːhæɾxwɒːnde
شماره تلفن	ʃomɒːɾejetelefon
ویلز	vejlz
ساکسوفون	sɒːksofon
لنز گذاشتن	lenzɡozɒːʃtæn
شیطان	ʃejtɒːn
از طرف ديگر	æztæɾæfdîɡæɾ
گنوستیک	ɡnostiːk
تقویم	tæɢviːm
دوست‌پسر	duːstpesæɾ
یهودی‌ستیزی	jæhuːdiːsetiːziː
هیلاری	hiːlɒːɾiː
دارند می‌خواهند	dɒːɾændmíxɒːhænd
زازاکی	zɒːzɒːkiː
انتخابات	entexɒːbɒːt
کاغذدیواری کردن	kɒːɢæzdiːvɒːɾiːkæɾdæn
ورشو	væɾʃouː
عروس دریایی	oɾuːsdæɾjɒːjiː
شام	ʃɒːm
نفس	næfæs,næfs
بوسنی و هرزگوین	bosniːvæheɾzeɡoviːn,bosniːoheɾzeɡoviːn
تعمیر	tæʔmiːɾ
آهنگ داشتن	ɒːhænɡdɒːʃtæn
عطسه زدن	ætsezædæn
غر	ɢoɾ
لاله	lɒːle
بدو بدو زدن	bodobodozædæn
صحت	sehæt
دخترخوانده	doxtæɾxwɒːnde
جو	d͡ʒævv,d͡ʒoʊ,d͡ʒuː
بسط	bæst
نیاهندو‌اروپایی	niːjɒːhendooɾuːpɒːjiː
کینه	kiːne
وول زدن	vuːlzædæn
رحم کردن	ɾæhmkæɾdæn
نجّار	næd͡ʒd͡ʒɒːɾ
کشتارگاه	koʃtɒːɾɡɒːh
ویلا	viːllɒː,viːlɒː
طفل	tefl
پزشک کودکان	pezeʃkekuːdækɒːn
بلند کردن	bolændkæɾdæn
نیروی برانگیزنده	niːɾuːjebæɾɒːnɡiːzænde
یاوری	jɒːvæɾiː
پالکی	pɒːlkiː
نفهمی زدن	næfæhmiːzædæn
تبت	tæbbæt,tebbet
تیز	tiːz
قهوهای شدن	ɢæhveʔiːʃodæn
تا اين اندازه	tɒːiːnændɒːzæ,tɒːiːnændɒːze
کتاب	ketɒːb
شمار	ʃomɒːɾ
بووم	buːm
باینجا	bæʔiːnd͡ʒɒː
روان‌نویس	ɾævɒːnneviːs
حلقه	hælɢe
خراش دادن	xæɾɒːʃdɒːdæn
کوهستان	kuːhestɒːn
قوی	ɢæviː
معامله	moʔɒːmele
تشبیه کردن	tæʃbiːhkæɾdæn
صربستان	seɾbestɒːn
آبخاز	ɒːbxɒːz
فردریک	feɾedɾiːk
داستان	dɒːstɒːn
البته	ælbæte
بي صدا	biːsedɒː
اذیت	æziːjæt
طراحی	tæɾɾɒːhiː
هیچ	hiːt͡ʃ
شاهین	ʃɒːhiːn
چرم	t͡ʃæɾm
حصار	hesɒːɾ
آرامش بخشیدن	ɒːɾɒːmeʃbæxʃiːdæn
رتیل	ɾotejl
تشويق شدن	tæʃviːɢʃodæn
شهر فرنگ	ʃæhɾefæɾænɡ
آهو	ɒːhuː
جسم	d͡ʒesm
شیمی هسته‌ای	ʃiːmiːjehæsteʔiː
درک کردن	dæɾkkæɾdæn
چطور	t͡ʃetouːɾ
وداع	vedɒːʔ
اختیار	extiːɒːɾ
کرسی زدن	koɾsiːzædæn
فضایی	fæzɒːjiː
نعلچیک	næʔlt͡ʃiːk
خواسته باشم	xɒːstebɒːʃæm
یاری کردن	jɒːɾiːkæɾdæn
راولپندی	ɾɒːvɒːlpendiː
زبان تامیل	zæbɒːnetɒːmiːl
خدا حافظ	xodɒːhɒːfez
جوهر	d͡ʒoʊhæɾ
گپ زدن	ɡæpzædæn
بوسیدن	buːsiːdæn
چای	t͡ʃɒːj
انس	ons
شستی	ŝæstiː
توت فرنگی	tuːtfæɾænɡiː
تصویب	tæsviːb
می‌خواستم	míxɒːstæm
مسلمانی	mosælmɒːniː
صبر	sæbɾ
کاشته زدن	kɒːʃtezædæn
سکوت	sokuːt
چاک	t͡ʃɒːk
چکه کردن	t͡ʃekkekæɾdæn
ینی‌چری	jeniːt͡ʃeɾiː
پاکت	pɒːkæt
اعتقاد	eʔteɢɒːd
قلاب ماهيگيري	ɢollɒːbmɒːhiːɡiːɾiː
ایمیل کردن	iːmejlkæɾdæn
پادشاه	pɒːdʃɒːh,pɒːdeʃɒːh
سر گرفتن	sæɾɡeɾeftæn
گلپر	ɡolpæɾ
دنبال کردن	donbɒːlkæɾdæn,donbɒːlkæɾdæn
قلعه	ɢælʔe
پارو زدن	pɒːɾuːzædæn
هجده	hed͡ʒdæh
سه‌شنبه	seʃænbe
تبخال	tæbxɒːl
خنیا	xoniːjɒː
ورزا	væɾzɒː
ترغیب کردن	tæɾɢiːbkæɾdæn
شمشیرماهی	ʃæmʃiːɾmɒːhiː
والدین	vɒːledejn
آماج	ɒːmɒːd͡ʒ
ترفند زدن	tæɾfændzædæn
پایان گرفتن	pɒːjɒːnɡeɾeftæn
دلپذیر	delpæziːɾ
دور	doʊɾ,duːɾ,douːɾ
مجارستان	mæd͡ʒɒːɾestɒːn
ازدواج کردن	ezdevɒːd͡ʒkæɾdæn,ezdevɒːd͡ʒkæɾdæn
جرقه	d͡ʒæɾæɢɢe,d͡ʒeɾæɢɢe
دفاع کردن	defɒːʔkæɾdæn
قبول	ɢæbuːl
سر خوردن	soɾxoɾdæn
پایان رسیدن	pɒːjɒːnɾesiːdæn
مالش	mɒːleʃ
کنایه زدن	kenɒːjezædæn
باور شدن	bævɒːɾʃodæn
مادرشوهر	mɒːdæɾʃoʊhæɾ
فنجان	fend͡ʒɒːn
دشت زدن	dæʃtzædæn
همکار	hæmkɒːɾ
غوطه	ɢuːte
