memberitahukan	məmbˌɛritahˈukan
laboratory	lˌabɔrˈatɔrj
BDK	bˌedˌekˈa
LokerIndonesia	lˈokərˌindonəsˈia
Mengambang	məŋˈambaŋ
menyekap	məɲˈɛkap
limfoid	limfˈoid
Mandela	mandˈɛla
utopia	ˌutopˈia
Administrasi	ˌadministrˈasi
lafazhnya	lafˈazhɲa
Hammam	hˈammam
pramusim	pramˈusim
fatihah	fatˈihah
candybar	t͡ʃˈandjbar
Agaknya	aɡˈakɲa
Mindanao	mˌindanˈao
blower	blˈowər
kedengaran	kədəŋˈaran
tunak	tˈunak
pemompaan	pəmompˈaan
ngopi	ŋˈopi
bertanding	bərtˈandiŋ
CPL	t͡ʃˌepˌeəl
kuwalahan	kˌuwalˈahan
diramalkan	dˌiramˈalkan
fasies	fˈasis
pemilihnya	pəmilˈihɲa
PPILN	pˈiln
Pentium	pəntˈium
Tawang	tˈawaŋ
Remix	rˈɛmiks
Jatiluhur	d͡ʒˌatilˈuhur
developer	dˌɛvəlˈopər
XXXV	tˈiɡapˌuluhlˈima
sebegitu	səbəɡˈitu
Hasani	hasˈani
Monang	mˈonaŋ
Spg	ˌɛspˌeɡˈe
menjaring	mənd͡ʒˈariŋ
Dialek	diˈalək
pemuas	pəmˈuas
comot	t͡ʃˈomot
Honeynet	honˈɛjnət
Paradigma	pˌaradˈiɡma
fresha	frˈɛsha
ranch	rˈanχ
tuker	tˈukər
round	rˈound
AbroadBagi	abrˈoadbˈaɡi
flock	flˈot͡ʃk
Business	busˈinəs
JCB	d͡ʒˌet͡ʃˌebˈe
meristem	mərˈistəm
Ukiran	ukˈiran
LUAR	lˈuar
mengi	mˈɛŋi
Dendy	dˈɛndj
Consortium	t͡ʃˌonsɔrtˈium
Shaq	shˈak
Jakob	d͡ʒˈakob
DIA	dˈia
HNSI	hnsˈi
Setrika	sətrˈika
sematan	səmˈatan
kerendahan	kərəndˈahan
SPL	ˌɛspˌeəl
Mengapa	məŋˈapa
enabler	ənˈablər
mutilasi	mˌutilˈasi
Meminimalisir	məmˌinimalˈisir
mengandalkan	məŋandˈalkan
against	ˈaɡa͡ɪnst
Sukirman	sukˈirman
Teen	tˈɛən
Buddhis	bˈuddhis
container	t͡ʃontˈa͡ɪnər
adiwiyata	ˌadiwijˈata
Konveksi	konvˈɛksi
FAO	fˈao
Rahmaniyah	rˌahmanˈijah
Wawako	wawˈako
dimintakan	dˌimintˈakan
Triad	trˈiad
Sugihwaras	sˌuɡihwˈaras
sorak	sˈɔrak
tuli	tˈuli
Liabilitas	lˌiabilˈitas
JAT	d͡ʒˈat
Joomla	d͡ʒoˈomla
Kolese	kolˈɛsə
custom	t͡ʃˈustom
LHKASN	lhkˈasn
Pembersih	pəmbˈɛrsih
menepati	mənəpˈati
pengantin	pəŋˈantin
Ethics	ˈɛthit͡ʃs
Wredha	wrˈɛdha
magnitudo	mˌaɡnitˈudo
makanya	makˈaɲa
menandakan	mənandˈakan
varians	varˈians
Beraneka	bəranˈɛka
Iran	ˈiran
Operation	ˌopəratˈion
Shohih	shˈohih
Genghis	ɡˈɛŋhis
Layarnya	lajˈarɲa
paging	pˈaɡiŋ
Fabby	fˈabbj
LWW	ˌɛlwˌewˈe
peluru	pəlˈuru
menggadaikan	məŋɡadˈa͡ɪkan
Adventures	ˌadvəntˈurəs
Fadhl	fˈadhl
doakan	doˈakan
Drajad	drˈad͡ʒad
serbet	sˈɛrbət
disisi	disˈisi
Syamsul	çˈamsul
Sari	sˈari
Toket	tˈokət
india	indˈia
diintroduksikan	dˌiintrˌoduksˈikan
traffic	trˈafit͡ʃ
Varietas	varˈitas
Pasadena	pˌasadˈɛna
Tardi	tˈardi
Garbage	ɡarbˈaɡə
UMJ	ˈumd͡ʒ
klasemen	klasˈɛmən
dalem	dˈaləm
perbedaaan	pərbˌɛdaˈaan
pengupahan	pəŋupˈahan
Dataset	datˈasət
Kidzania	kˌidzanˈia
Dewanto	dəwˈanto
loose	loˈosə
Adhika	adhˈika
Tepian	təpˈian
ODNV	ˈodnv
textile	təkstˈilə
kesejukan	kəsəd͡ʒˈukan
idolakan	ˌidolˈakan
klonal	klˈonal
redundansi	rˌɛdundˈansi
jamming	d͡ʒˈammiŋ
CE	t͡ʃˈɛ
Arahnya	arˈahɲa
nengok	nˈɛŋok
Gateway	ɡatˈɛwaj
kekantor	kəkˈantɔr
merajai	mərˈad͡ʒa͡ɪ
Ety	ˈɛtj
HGU	hɡˈu
Indarung	indˈaruŋ
Setra	sˈɛtra
Artocarpus	ˌartot͡ʃˈarpus
Berminat	bərmˈinat
Sendjaja	sənd͡ʒˈad͡ʒa
Arjawinangun	ˌard͡ʒawinˈaŋun
Darwin	dˈarwin
pengintegrasian	pəŋˌintəɡrasˈian
Britama	britˈama
Umur	ˈumur
Kiki	kˈiki
SURABAYA	sˌurabˈaja
cendera	t͡ʃəndˈɛra
mengistimewakan	məŋˌistiməwˈakan
bada	bˈada
Sihanouk	sˌihanˈouk
Marinka	marˈinka
Misran	mˈisran
tidung	tˈiduŋ
independensi	ˌindəpəndˈɛnsi
Sela	sˈɛla
kerasulannya	kərˌasulˈanɲa
Kasarung	kasˈaruŋ
BULAN	bˈulan
pemetik	pəmˈɛtik
Kriptografi	krˌiptoɡrˈafi
arteri	artˈɛri
mengikatkan	məŋikˈatkan
Berkumpul	bərkˈumpul
Ruiz	rˈuiz
keberatan	kəbərˈatan
Angkor	ˈaŋkɔr
menghunuskan	məŋhunˈuskan
Berulah	bərˈulah
tawar	tˈawar
terkelupas	tərkəlˈupas
kementerian	kəmˌɛntərˈian
commitment	t͡ʃommˈitmənt
KW	kˌawˈe
PHU	fˈu
maslah	mˈaslah
hawkish	hˈawkish
penangkap	pənˈaŋkap
Haryoto	harjˈoto
SIk	sˈik
Vierratale	vˌiratˈalə
Dreamland	drəˈamland
Derby	dˈɛrbj
perekat	pərˈɛkat
HMTE	hmtˈɛ
Perincian	pərint͡ʃˈian
Ehud	ˈɛhud
Pengendali	pəŋəndˈali
Kepribadiannya	kəprˌibadiˈanɲa
Pemred	pˈɛmrəd
dilakuan	dˌilakˈuan
ditembaki	dˌitəmbˈaki
conceptual	t͡ʃˌont͡ʃəptˈual
Riquelme	rikwˈɛlmə
Jopi	d͡ʒˈopi
kearifannya	kəˌarifˈanɲa
competence	t͡ʃˌompətˈɛnt͡ʃə
LPSE	lpsˈɛ
institut	instˈitut
Ketoprak	kətˈoprak
membusungkan	məmbusˈuŋkan
phone	fˈonə
Buta	bˈuta
healing	həˈaliŋ
kemarin	kəmˈarin
dirukyat	dirˈukjat
eleven	əlˈɛvən
Menguntungkan	məŋuntˈuŋkan
Memudahkan	məmudˈahkan
BALITA	balˈita
kesempatannya	kəsˌɛmpatˈanɲa
KRAI	krˈa͡ɪ
utuh	ˈutuh
skor	skˈɔr
mendzalimi	məndzalˈimi
TENS	tˈɛns
goyang	ɡˈojaŋ
cheat	χˈɛat
Conrad	t͡ʃˈonrad
Kidman	kˈidman
county	t͡ʃˈountj
predikat	prədˈikat
Deliserdang	dˌɛlisˈɛrdaŋ
Tutorials	tˌutɔrˈials
menopang	mənˈopaŋ
sekuensial	səkˌuənsˈial
Setahu	sətˈahu
spasme	spˈasmə
Antalya	antˈalja
pepanthan	pəpˈanthan
Disdik	dˈisdik
Meneruskan	mənərˈuskan
multiyears	mˌultijˈɛars
empatinya	ˌɛmpatˈiɲa
suaranya	sˌuarˈaɲa
Menebar	mənˈɛbar
reunian	rˌɛunˈian
Sitepu	sitˈɛpu
ADempiere	ˈadəmpˈirə
Gores	ɡˈɔrəs
Keltan	kˈɛltan
millennium	mˌilənnˈium
Setiabudi	sətˌiabˈudi
dilukai	dilˈuka͡ɪ
intermediasi	ˌintərmˌɛdiˈasi
ketahuilah	kətˌahuˈilah
paparazzi	pˌaparˈazzi
Mendatang	məndˈataŋ
disetujuinya	dˌisətˌud͡ʒuˈiɲa
mikrokomputer	mˌikrokompˈutər
mengeja	məŋˈɛd͡ʒa
eagle	əˈaɡlə
Gunung	ɡˈunuŋ
hamburan	hambˈuran
Cidera	t͡ʃidˈɛra
cashback	t͡ʃˈashbat͡ʃk
persiapkanlah	pərsˌiapkˈanlah
Malino	malˈino
srikaya	srikˈaja
Samas	sˈamas
IMP	ˈimp
Hassanal	hasˈanal
STIH	stˈih
adult	ˈadult
sebilah	səbˈilah
Lueng	lˈuəŋ
Terrorism	tərˈɔrism
kukumu	kukˈumu
Fatmawati	fˌatmawˈati
Berikanlah	bərikˈanlah
teraso	tərˈaso
overhang	ovˈɛrhaŋ
Eder	ˈɛdər
Mukminin	mukmˈinin
penyubur	pəɲˈubur
Juan	d͡ʒˈuan
penebusan	pənəbˈusan
Bundle	bˈundlə
grafit	ɡrˈafit
BEST	bˈɛst
Melina	məlˈina
protista	protˈista
Enak	ˈɛnak
Kartun	kˈartun
Panen	pˈanən
Tomato	tomˈato
Pengajaran	pəŋad͡ʒˈaran
depositonya	dˌɛpositˈoɲa
matematikawan	mˌatəmˌatikˈawan
calcium	t͡ʃalt͡ʃˈium
peroleh	pərˈoləh
merobek	mərˈobək
Bobot	bˈobot
Kekaisaran	kəka͡ɪsˈaran
dasawarsa	dˌasawˈarsa
tool	tˈool
kerapan	kərˈapan
Pakuan	pakˈuan
dibolehkan	dˌibolˈɛhkan
Roll	rˈol
Bronx	brˈonks
seberangnya	səbərˈaŋɲa
lum	lˈum
Steven	stˈɛvən
aspirin	aspˈirin
clay	t͡ʃlˈaj
prenatal	prənˈatal
Canberra	t͡ʃanbˈɛra
Berbentuk	bərbəntuk
Zhejiang	zhəd͡ʒˈiaŋ
kesesuaiannya	kəsˌɛsua͡ɪˈanɲa
Indomie	indˈomi
amon	ˈamon
Castro	t͡ʃˈastro
tertipis	tərtˈipis
geliat	ɡəlˈiat
Rebus	rˈɛbus
grey	ɡrˈɛj
Dilibatkan	dˌilibˈatkan
rentangan	rəntˈaŋan
Konon	kˈonon
Arakan	arˈakan
memangil	məmˈaŋil
mengindikasikan	məŋˌindikasˈikan
situlah	sitˈulah
TRANSFER	trˈansfər
Sabat	sˈabat
Visi	vˈisi
esktrak	ˈɛsktrak
minimalnya	mˌinimˈalɲa
Mughal	mˈuɡhal
Magician	mˌaɡit͡ʃˈian
Array	ˈaraj
Tramtib	trˈamtib
hantaman	hantˈaman
STIE	stˈi
Trailblazer	tra͡ɪlblˈazər
bersenggama	bərsəŋɡˈama
apreasiasi	ˌaprəˌasiˈasi
Rahadian	rˌahadˈian
telihat	təlˈihat
tween	twˈɛən
jumlah	d͡ʒˈumlah
favourite	fˌavourˈitə
karakterisitik	kˌaraktˌɛrisˈitik
Quaresma	kwarˈɛsma
Widayatno	wˌidajˈatno
Imago	imˈaɡo
Progam	prˈoɡam
emisinya	ˌɛmisˈiɲa
memeranginya	məmˌɛraŋˈiɲa
Pan	pˈan
mikropon	mikrˈopon
balm	bˈalm
Suez	sˈuəz
Theatre	thəˈatrə
Pengamen	pəŋˈamən
palungan	palˈuŋan
ACTG	ˈat͡ʃtɡ
Tram	trˈam
preprocessing	prˌɛprot͡ʃˈɛsiŋ
Desinfeksi	dˌɛsinfˈɛksi
Rohman	rˈohman
berpiknik	bərpˈiknik
Penertiban	pənərtˈiban
Bundera	bundˈɛra
antrian	antrˈian
Konglomerasi	kˌoŋlomərˈasi
lontong	lˈontoŋ
Brigpol	brˈiɡpol
menyerobot	məɲərˈobot
airmata	a͡ɪrmˈata
tebasan	təbˈasan
menko	mˈɛnko
pendaratan	pəndarˈatan
Tlogowungu	tlˌoɡowˈuŋu
bervariasinya	bərvˌariasˈiɲa
komunal	komˈunal
Vaksinasi	vˌaksinˈasi
Mubariq	mubˈarik
Summoner	summˈonər
Griffin	ɡrˈifin
sekeren	səkˈɛrən
Semanggi	səmˈaŋɡi
Zamrun	zˈamrun
historical	hˌistɔrˈit͡ʃal
Dampaknya	dampˈakɲa
Jampang	d͡ʒˈampaŋ
didikte	didˈiktə
Syahbudin	çahbˈudin
bangkrutnya	baŋkrˈutɲa
Timwas	tˈimwas
di	di
genarasi	ɡˌɛnarˈasi
kupakai	kupˈaka͡ɪ
Pointer	poˈintər
Putera	putˈɛra
Hotspurs	hˈotspurs
ILF	ˈilf
berebutan	bərəbˈutan
KUHPerdata	kˌaˌuhˈapərdˈata
College	t͡ʃolˈɛɡə
Sebatang	səbˈataŋ
ketegasannya	kətˌɛɡasˈanɲa
aromaterapi	ˌaromˌatərˈapi
Ricciardo	rˌit͡ʃt͡ʃiˈardo
backbone	bat͡ʃkbˈonə
menghantam	məŋhˈantam
Khofifah	xofˈifah
Tajuddin	tad͡ʒˈuddin
banget	bˈaŋət
Regency	rˈɛɡənt͡ʃj
Lakupon	lakˈupon
kebodohan	kəbodˈohan
Bojongsari	bˌod͡ʒoŋsˈari
HKP	hˌakˌapˈe
FEB	fˈɛb
Muhtarom	muhtˈarom
Yasin	jˈasin
menyertai	məɲˈɛrta͡ɪ
Cimenyan	t͡ʃimˈɛɲan
Ertiga	ərtˈiɡa
membangunkanku	məmbˌaŋunkˈanku
DTU	dtˈu
Eit	ˈɛit
Sanggahan	saŋɡˈahan
Risma	rˈisma
berpenggerak	bərpəŋɡˈɛrak
terpenjara	tərpənd͡ʒˈara
hemat	hˈɛmat
Jatayu	d͡ʒatˈaju
kesabarannya	kəsˌabarˈanɲa
dukanya	dukˈaɲa
Alihkan	alˈihkan
Perijinan	pərid͡ʒˈinan
Alimoeso	ˌalimˈuso
kerosin	kərˈosin
penjaja	pənd͡ʒˈad͡ʒa
Lulung	lˈuluŋ
sebahu	səbˈahu
Nanjing	nˈand͡ʒiŋ
lustrum	lˈustrum
Baku	bˈaku
berupa	bərˈupa
intelegensia	ˌintəlˌɛɡənsˈia
BIB	bˈib
Balancing	balˈant͡ʃiŋ
sepatutnya	səpatˈutɲa
BAK	bˈak
Dwia	dwˈia
perikemanusiaan	pərˌikəmˌanusiˈaan
kemenangan	kəmənˈaŋan
Rujab	rˈud͡ʒab
Suhaimi	suhˈa͡ɪmi
Topless	tˈopləs
mengkritik	məŋkrˈitik
Pantulan	pantˈulan
Rasululullah	rˌasululˈulah
menyengaja	məɲəŋˈad͡ʒa
Penjualan	pənd͡ʒuˈalan
Wolfe	wˈolfə
diberikannya	dˌibərikˈanɲa
Bishop	bˈishop
homogen	homˈoɡən
Iglesias	ˌiɡləsˈias
enterpreneurship	ˌɛntərprˌɛnəˈurship
config	t͡ʃˈonfiɡ
bookmarked	bˌookmˈarkəd
HASIL	hˈasil
diampuni	dˌiampˈuni
Faso	fˈaso
isterimu	ˌistərˈimu
Penyambutan	pəɲambˈutan
dihadapi	dˌihadˈapi
Mengawasi	məŋawˈasi
setimbang	sətˈimbaŋ
Hermina	hərmˈina
debat	dˈɛbat
PLPBK	pˌeəlpˈebˌekˈa
kenalannya	kənalˈanɲa
rotator	rotˈatɔr
auksin	ˈa͡ʊksin
Roby	rˈobj
keseringan	kəsərˈiŋan
amfibi	amfˈibi
oplah	ˈoplah
Gobang	ɡˈobaŋ
Carol	t͡ʃˈarol
rosemary	rosˈɛmarj
Pengibar	pəŋˈibar
diantarkan	dˌiantˈarkan
Kenakan	kənˈakan
pendistribusi	pəndˌistribˈusi
Tunjungan	tund͡ʒˈuŋan
pesek	pˈɛsək
Tumbelaka	tˌumbəlˈaka
farmakologis	fˌarmakolˈoɡis
merestorasi	mərˌɛstɔrˈasi
pentol	pˈɛntol
Belimbing	bəlˈimbiŋ
jurubicara	d͡ʒˌurubit͡ʃˈara
immobilizer	ˌimmobilˈizər
mengejan	məŋˈɛd͡ʒan
memodelkan	məmodˈɛlkan
cub	t͡ʃˈub
olehmu	olˈɛhmu
mbangun	mbˈaŋun
Penyiksaan	pəɲiksˈaan
berwewenang	bərwəwˈɛnaŋ
Sentimen	səntˈimən
Degree	dəɡrˈɛə
SSK	ˌɛsˌɛskˈa
berkhasiat	bərxasˈiat
keringkan	kərˈiŋkan
Cranfield	t͡ʃrˈanfild
diserah	disˈɛrah
pendek	pˈɛndək
PMB	pˌeəmbˈe
Loki	lˈoki
menginventarisir	məŋˌinvəntarˈisir
perikehidupan	pərˌikəhidˈupan
Dias	dˈias
Ketulusan	kətulˈusan
Lunch	lˈunχ
ketunaan	kətunˈaan
Bawaan	bawˈaan
spt	ˌɛspˌetˈe
pelog	pˈɛloɡ
Bubble	bˈubblə
DEC	dˈɛt͡ʃ
terkondisikan	tərkˌondisˈikan
Bupolo	bupˈolo
franchisee	frˌanχisˈɛə
Iyengar	ijˈɛŋar
Maple	mˈaplə
bereksperimen	bərˌɛkspərˈimən
way	wˈaj
andaikata	ˌanda͡ɪkˈata
perekayasaan	pərˌɛkajasˈaan
berkhianat	bərxiˈanat
mempraktekannya	məmprˌaktəkˈanɲa
Sada	sˈada
Sitti	sˈitti
Pendinginan	pəndiŋˈinan
jamkesda	d͡ʒamkˈɛsda
Difi	dˈifi
Visit	vˈisit
Polar	pˈolar
kim	kˈim
menghantar	məŋhˈantar
pertiganya	pərtiɡˈaɲa
Riasan	riˈasan
tama	tˈama
Tjahja	t͡ʃˈahd͡ʒa
Hanggar	hˈaŋɡar
Personality	pərsonˈalitj
Myself	mjsˈɛlf
Melatonin	məlatˈonin
PLRT	pˌeəlˌɛrtˈe
nebeng	nˈɛbəŋ
kaji	kˈad͡ʒi
bentar	bəntˈar
beretnis	bərˈɛtnis
subhaanahu	sˌubhaanˈahu
Augmented	a͡ʊɡmˈɛntəd
mentransformasi	məntrˌansfɔrmˈasi
matriks	mˈatriks
Exige	əksˈiɡə
Khoiriyah	xˌoirˈijah
terjawab	tərd͡ʒˈawab
Kuba	kˈuba
RPJMDes	ˌɛrpˌed͡ʒˌeəmdˈɛs
SBOBET	sbˈobət
bersedih	bərsˈɛdih
Sucofindo	sˌut͡ʃofˈindo
STREAMING	strəˈamiŋ
lembang	lˈɛmbaŋ
Delevingne	dˌɛləvˈiŋnə
Khazanah	xazˈanah
omega	omˈɛɡa
merayakan	mərajˈakan
Rebut	rˈɛbut
Selat	sˈɛlat
Handal	hˈandal
Saini	sˈa͡ɪni
Terumbu	tərˈumbu
Steril	stˈɛril
building	buˈildiŋ
airbags	ˈa͡ɪrbaɡs
Nestle	nˈɛstlə
menciptakannya	mənt͡ʃˌiptakˈanɲa
Mazaya	mazˈaja
anugrah	anˈuɡrah
Rezky	rˈɛzkj
Apprentice	ˌaprəntˈit͡ʃə
Ph	pˌehˈa
Kepergian	kəpərɡˈian
Syahruddin	çahrˈuddin
penggulung	pəŋɡˈuluŋ
amir	ˈamir
Masyarakatnya	mˌaçarakˈatɲa
Bersambung	bərsˈambuŋ
mengokohkan	məŋokˈohkan
Sungkono	suŋkˈono
Boon	bˈoon
Rusdi	rˈusdi
mensetting	mənsˈɛttiŋ
height	hˈɛiɡht
tape	tˈapə
embun	ˈɛmbun
Ristek	rˈistək
kursi	kˈursi
submit	sˈubmit
tertanggung	tərtˈaŋɡuŋ
deviasi	dˌɛviˈasi
memberontak	məmbərˈontak
Verifikator	vˌɛrifikˈatɔr
Perhatiannya	pərhˌatiˈanɲa
FO	fˈo
cantuman	t͡ʃantˈuman
AMK	ˈamk
Dibagian	dˌibaɡˈian
floor	flˈoɔr
Wales	wˈaləs
pemukulan	pəmukˈulan
weapon	wəˈapon
Molotov	molˈotov
RSB	ˌɛrˌɛsbˈe
Setelmen	sətˈɛlmən
FTA	ftˈa
bundaran	bundˈaran
Jela	d͡ʒˈɛla
Gelak	ɡˈɛlak
Supandji	supˈand͡ʒi
tajen	tˈad͡ʒən
membawakan	məmbawˈakan
thawaf	thˈawaf
investasinya	ˌinvəstasˈiɲa
Tersenyum	tərsˈɛɲum
Angie	ˈaŋi
bitmap	bˈitmap
RENSTRA	rˈɛnstra
Chikungunya	χˌikuŋˈuɲa
aspiratif	ˌaspirˈatif
Helvetia	hˌɛlvətˈia
kecendrungan	kət͡ʃəndrˈuŋan
bangkrut	bˈaŋkrut
Inpari	inpˈari
Suami	suˈami
Penutup	pənˈutup
kelenturan	kələntˈuran
palma	pˈalma
notaris	notˈaris
Reuters	rəˈutərs
gunung	ɡˈunuŋ
Image	imˈaɡə
menghantui	məŋhantˈui
digandrungi	dˌiɡandrˈuŋi
domestiknya	dˌoməstˈikɲa
camp	t͡ʃˈamp
templates	təmplˈatəs
Nyono	ɲˈono
Tjahaja	t͡ʃahˈad͡ʒa
chiller	χˈilər
samo	sˈamo
getok	ɡˈɛtok
Bersikaplah	bərsikˈaplah
Banjirkanal	bˌand͡ʒirkˈanal
Audacity	a͡ʊdˈat͡ʃitj
Martabak	martˈabak
Noble	nˈoblə
potret	pˈotrət
Friska	frˈiska
berternak	bərtˈɛrnak
aditif	adˈitif
SME	smˈɛ
Sepasang	səpˈasaŋ
powered	powˈɛrəd
BAGI	bˈaɡi
tergerusnya	tərɡərˈusɲa
Ra	rˈa
THM	tˌehˌaˈɛm
mengitarinya	məŋˌitarˈiɲa
Website	wəbsˈitə
sudah	sˈudah
dekripsi	dəkrˈipsi
Periuk	pərˈiuk
Bra	brˈa
dasaran	dasˈaran
Boim	bˈoim
Tuntut	tˈuntut
pendamaian	pəndamˈa͡ɪan
Haru	hˈaru
Supermal	supˈɛrmal
legitimasi	lˌɛɡitimˈasi
melambatkan	məlambˈatkan
Janjang	d͡ʒˈand͡ʒaŋ
bunga	bˈuŋa
asy	ˈaç
migas	mˈiɡas
artikan	artˈikan
berhantu	bərhˈantu
ijtihadnya	ˌid͡ʒtihˈadɲa
Komsos	kˈomsos
terkaya	tərkˈaja
studio	studˈio
Body	bˈodj
Fatimiyah	fˌatimˈijah
sarna	sˈarna
NV	ˌɛnfˈe
butir	bˈutir
schooling	sχoˈoliŋ
Pendis	pˈɛndis
Bukber	bˈukbər
memompa	məmˈompa
sesalnya	səsˈalɲa
mengakusisi	məŋˌakusˈisi
BDI	bdˈi
gergajian	ɡˌɛrɡad͡ʒˈian
Terrano	tərˈano
ekokardiografi	ˌɛkokˌardioɡrˈafi
tanding	tˈandiŋ
Finishing	finˈishiŋ
Ebook	əbˈook
ajib	ˈad͡ʒib
pantangan	pantˈaŋan
berpikirnya	bərpikˈirɲa
ghuluw	ɡhˈuluw
tularkan	tulˈarkan
usang	ˈusaŋ
alifatik	ˌalifˈatik
Aleksandria	ˌaləksandrˈia
Xoom	zˈoom
Musdes	mˈusdəs
PlayStore	plˈajstˈɔrə
infokan	infˈokan
Rancabali	rˌant͡ʃabˈali
Likuiditas	lˌikuidˈitas
Ring	rˈiŋ
kestabilan	kəstabˈilan
cooperation	t͡ʃˌoopˌɛratˈion
bermadzhab	bərmˈadzhab
spidometer	spˌidomˈɛtər
Tyo	tjˈo
Wiratama	wˌiratˈama
BINUS	bˈinus
Lumintang	lumˈintaŋ
cool	t͡ʃˈool
genderuwo	ɡˌɛndərˈuwo
satria	satrˈia
Malikiyah	mˌalikˈijah
Memesan	məmˈɛsan
GHz	ɡˌehˌazˈɛt
www	wˌewˌewˈe
audited	a͡ʊdˈitəd
andi	ˈandi
Dibayar	dibˈajar
artha	ˈartha
Singosaren	sˌiŋosˈarən
Servo	sˈɛrvo
bolavoli	bˌolavˈoli
sepesat	səpˈɛsat
PERMA	pˈɛrma
HK	hˌakˈa
yani	jˈani
orisinalitas	ˌɔrisˌinalˈitas
tanpanya	tanpˈaɲa
berhentilah	bərhəntˈilah
penobatan	pənobˈatan
KUTA	kˈuta
Bhikkhuni	bhikxˈuni
Scholars	sχˈolars
Negredo	nəɡrˈɛdo
delphi	dˈɛlfi
kuketahui	kˌukətahˈui
Soko	sˈoko
katalase	kˌatalˈasə
membelikan	məmbəlˈikan
sebel	sˈɛbəl
cane	t͡ʃˈanə
pend	pˈɛnd
SERPONG	sˈɛrpoŋ
digulirkan	dˌiɡulˈirkan
menyatakan	məɲatˈakan
Donnie	dˈonni
doank	dˈoank
berhati	bərhˈati
Deportiva	dˌɛpɔrtˈiva
walang	wˈalaŋ
Ashanti	ashˈanti
setan	sˈɛtan
Bocorkan	bot͡ʃˈɔrkan
pengelupasan	pəŋˌɛlupˈasan
Kirgistan	kirɡˈistan
BAZNAS	bˈaznas
Halimun	halˈimun
Banun	bˈanun
melatar	məlˈatar
me	mˈɛ
Kawachi	kawˈaχi
Kwok	kwˈok
Anggraini	aŋɡrˈa͡ɪni
Unib	ˈunib
Wanadri	wanˈadri
mencontoh	mənt͡ʃˈontoh
menyitir	məɲˈitir
again	ˈaɡa͡ɪn
tertata	tərtˈata
isomer	isˈomər
Peguyangan	pəɡujˈaŋan
lenyapnya	ləɲˈapɲa
Rok	rˈok
peliputan	pəlipˈutan
AMCC	ˈamt͡ʃt͡ʃ
dialokasikan	dˌialˌokasˈikan
humanisme	hˌumanˈismə
mendirikan	məndirˈikan
Bombardier	bombˈardir
Syarikat	çarˈikat
Tuhanlah	tuhˈanlah
PAUD	pˈa͡ʊd
Astagfirullah	ˌastaɡfirˈulah
fabrikasi	fˌabrikˈasi
Barbera	barbˈɛra
Gulf	ɡˈulf
Moderasi	mˌodərˈasi
berdiri	bərdˈiri
Kalasan	kalˈasan
Ally	ˈalj
SIPI	sˈipi
menyesal	məɲˈɛsal
ONDI	ˈondi
ds	dˌeəs
Ye	jˈɛ
LowonganKerjan	lowˈoŋankˈɛrd͡ʒan
Kisman	kˈisman
lotek	lˈotək
MBK	ˌɛmbˌekˈa
ketidakberesan	kətˌidakbərˈɛsan
Halangi	halˈaŋi
Kellogg	kˈɛloɡɡ
transpotasi	trˌanspotˈasi
Dilantik	dilˈantik
Songgoriti	sˌoŋɡɔrˈiti
DAHANA	dahˈana
bph	bˌepˌehˈa
signed	sˈiɡnəd
mendamaikan	məndamˈa͡ɪkan
SAO	sˈao
hallo	hˈalo
prosess	prˈosəs
bungee	buŋˈɛə
Kekhalifahan	kəxˌalifˈahan
Saya	sˈaja
membabat	məmbˈabat
Jawawi	d͡ʒawˈawi
Gamble	ɡˈamblə
SIDOARJO	sˌidoˈard͡ʒo
HT	hˌatˈe
Jelang	d͡ʒˈɛlaŋ
PELNI	pˈɛlni
basmi	bˈasmi
keyakinannya	kəjˌakinˈanɲa
Jibril	d͡ʒˈibril
Sangkar	sˈaŋkar
tangkapnya	taŋkˈapɲa
tilawatil	tˌilawˈatil
Singhasari	sˌiŋhasˈari
backdrop	bˈat͡ʃkdrop
baju	bˈad͡ʒu
Bireuen	bˌirəˈuən
berikrar	bərˈikrar
ABET	ˈabət
zeaxanthin	zˌɛaksˈanthin
Hyuk	hjˈuk
Blast	blˈast
OJS	ˈod͡ʒs
SEARCH	sˈɛarχ
Bamban	bˈamban
weeks	wˈɛəks
Sur	sˈur
amandemen	ˌamandˈɛmən
diperbanyak	dˌipərbˈaɲak
contractors	t͡ʃontrˈat͡ʃtɔrs
kuliah	kulˈiah
kebijakkan	kəbid͡ʒˈakkan
Resource	rˌɛsoˈurt͡ʃə
sekerat	səkˈɛrat
Portugis	pɔrtˈuɡis
Babat	bˈabat
waffle	wˈaflə
Wolfgang	wˈolfɡaŋ
BTM	bˌetˌeəm
agensi	aɡˈɛnsi
bot	bˈot
Garin	ɡˈarin
langkanya	laŋkˈaɲa
question	kwəstˈion
Jd	d͡ʒˌedˈe
Reyhan	rˈɛjhan
OTO	ˈoto
SUMBAR	sˈumbar
Streak	strˈɛak
BINA	bˈina
Gabbana	ɡabbˈana
dekor	dˈɛkɔr
Junrejo	d͡ʒunrˈɛd͡ʒo
septic	sˈɛptit͡ʃ
Pertina	pərtˈina
Martowardojo	mˌartowardˈod͡ʒo
Joned	d͡ʒˈonəd
Laurent	lˈa͡ʊrənt
tukarkan	tukˈarkan
ndak	ndˈak
terpeleset	tərpəlˈɛsət
MPN	ˌɛmpˌeən
YD	jd
Encik	ˈɛnt͡ʃik
