ସହଯୋଗୀ	sɔhɔd͡ʒogi
ଢୋଲଟେ	ɖʱolɔʈe
ଗୋଟାଇବା	goʈaːibaː
ସୁବର୍ଣ୍ଣପୁର	subɔrɳɳɔpuɾɔ
ଜାଣିଥିଲି	d͡ʒaːɳit̪ʰili
କାହିଁ	kaːhĩ
ଆସିବି	aːsibi
ଭଗବାନ	bʰɔɡɔbaːnɔ
ନାନାଦି	naːnaːd̪i
ଚାଲିଛ	t͡ʃaːlit͡ʃʰɔ
ଚାଲିଯାଇଛି	t͡ʃaːlid͡ʒaːit͡ʃʰi
ଦିଶନ୍ତେ	d̪isɔnt̪e
ଠେକୁଆଙ୍କୁ	ʈʰekuaːŋku
ସିଦ୍ଧ	sid̪d̪ʱɔ
ମାଢ଼ିକୁ	maːɽʱiku
ଉଚ୍ଚାରଣ	ut͡ʃt͡ʃaːɾɔɳɔ
କମିଯାଏ	kɔmid͡ʒaːe
କଲା	kɔlaː
ବସିବାପାଇଁ	bɔsibaːpaːĩ
ସମ୍ବଲପୁର	sɔmbɔlɔpuɾɔ
ଶିଡ଼ି-ଚଢ଼ା	siɽi-t͡ʃɔɽʱaː
ଡେଇଁବି	ɖeĩbi
ଚାହିଁଲେ	t͡ʃaːhĩle
ଧରଣର	d̪ʱɔɾɔɳɔɾɔ
ନନ୍ଦ	nɔnd̪ɔ
ଭାଂଗିବା	bʱaːŋgibaː
ଭରି	bʰɔri
ପିଇବାକୁ	piibaːku
ଇତ୍ଯାଦି	it̪d͡ʒaːd̪i
ପୁଣିଥରେ	puɳit̪ʰɔre
ଲାଗେ	laːge
ଛୋଟିଆ	t͡ʃʰoʈiaː
ସବା	sɔbaː
ବିଖ୍ୟାତ	bikʰjaːt̪ɔ
ନାମକ	naːmɔkɔ
ବାଷାକୁ	baːsaːku
ଉଦ୍ଧାର	ud̪d̪ʱaːɾɔ
ରଡ୍	ɾɔɖ
ପଡ଼ିଥାଏ	pɔɽit̪ʰaːe
ନଦୀକୂଳକୁ	nɔd̪ikul̪ɔku
ଦ୍ଵାରରେ	d̪uaːɾɔre
କରାଯାଉଥିବା	kɔraːd͡ʒaːut̪ʰibaː
ଚଟାଣ	t͡ʃɔʈaːɳɔ
ହଟାନ୍ତୁ	hɔʈaːnt̪u
ଝିଅ	d͡ʒʱiɔ
ପତନ	pɔt̪ɔnɔ
ଯାଉଥିଲି	d͡ʒaːut̪ʰili
ଖଞ୍ଜି	kʰɔɲd͡ʒi
ଅହମଦାବାଦ	ɔhɔmɔd̪aːbaːd̪ɔ
ଭୋଅଅଅ	bʱoɔɔɔ
ରାଜେନ୍ଦ୍ର	raːd͡ʒend̪ɾɔ
ଚେୟାର୍	t͡ʃejaːr
ହୋଇଗଲା	hoiɡɔlaː
ହସାନ୍ତି	hɔsaːnt̪i
ଶାନ୍ତିରେ	saːnt̪ire
ପ୍ରସ୍ତୁତ	pɾɔst̪ut̪ɔ
ଚିଲିକା	t͡ʃilikaː
ଯିଏକି	d͡ʒieki
ଆଖି	aːkʰi
ବାବୁ	baːbu
କୁହ	kuhɔ
ରଗଡ଼ୁ	ɾɔɡɔɽu
ଜାଣିପାରିବ	d͡ʒaːɳipaːribɔ
ଏଠାକୁ	eʈʰaːku
ରଖିଛି	ɾɔkʰit͡ʃʰi
ରାଜକୁମାରୀ	raːd͡ʒɔkumaːri
ମ୍ୟାଲେରିଆ	mjaːleriaː
ସେଓ	seo
କିମି	kimi
ଫାଲୁଦା	pʰaːlud̪aː
ଯେଭଳି	d͡ʒebʰɔl̪i
ହକି	hɔki
ବହୁତ	bɔhut̪ɔ
ରାଗିଛି	raːgit͡ʃʰi
ଶୀତଳ	sit̪ɔl̪ɔ
ସର୍ବତରୁ	sɔrbɔt̪ɔru
ଡୁଡୁମ୍	ɖuɖum
ଭୟ	bʰɔjɔ
ହୁଅନା	huɔnaː
ସେହିପରି	sehipɔri
ସମୀରା	sɔmiraː
ଯାହା	d͡ʒaːhaː
ଅତ୍ୟଧିକ	ɔt̪jɔd̪ʱikɔ
ନିଦରେ	nid̪ɔre
ଯୋଗୁଁ	d͡ʒogũ
ସେତିକିବେଳେ	set̪ikibel̪e
ପଢ଼ି	pɔɽʱi
ସଞ୍ଜରେ	sɔɲd͡ʒɔre
ଆକ	aːkɔ
ବଟ	bɔʈɔ
ଉଡ଼ି	uɽi
ଥଣ୍ଡାରେ	t̪ʰɔɳɖaːre
ଶ୍ରୀଜଗନ୍ନାଥ	srid͡ʒɔɡɔnnaːt̪ʰɔ
ଧୂଳିଆ	d̪ʱul̪iaː
ଗାଇବାକୁ	gaːibaːku
ଖୋଲିବି	kʰolibi
ଦେଶ	d̪esɔ
ନୌକାଭଳି	nɔukaːbʰɔl̪i
ପାଇଥିଲା	paːit̪ʰilaː
ରସାୟନିକ	ɾɔsaːjɔnikɔ
ଲକ୍ଷ୍ମୀ	lɔkʰmi
ଲେଖାଏଁ	lekʰaːẽ
ଗର୍ଜନ	ɡɔrd͡ʒɔnɔ
ପୋକ	pokɔ
ବିଧାନସଭା	bid̪ʱaːnɔsɔbʱaː
ବୋତଲ୍	bot̪ɔl
ହରିହର	hɔrihɔɾɔ
ଚିରି	t͡ʃiri
ସ୍ମୃତିର	smrut̪iɾɔ
ମାଂକଡ଼	maːŋkɔɽɔ
ଭାଷାର	bʱaːsaːɾɔ
ଆର୍ଥିକ	aːrt̪ʰikɔ
ପଚାଶପଟ	pɔt͡ʃaːsɔpɔʈɔ
ଜନସଂଚାର	d͡ʒɔnɔsɔŋt͡ʃaːɾɔ
ଦିଶୁଛୁ	d̪isut͡ʃʰu
ପୁରୁଖା	purukʰaː
ଆଦିତ୍ୟ	aːd̪it̪jɔ
ଆଂକିବ	aːŋkibɔ
ଧରୁଥିବା	d̪ʱɔrut̪ʰibaː
ଚମଡ଼ା	t͡ʃɔmɔɽaː
ପାରିବିନି	paːribini
ଫିସ୍	pʰis
ଗୋଲାମୁଣ୍ଡା	golaːmuɳɖaː
ମାଟିଆ	maːʈiaː
ତଳୁ-ଉପର	t̪ɔl̪u-upɔɾɔ
ଦାମିକିଆ	d̪aːmikiaː
ପରିଜା	pɔrid͡ʒaː
ପ୍ରାକୃତିକ	praːkrut̪ikɔ
ଭାବୁଛି	bʱaːbut͡ʃʰi
ଅଂଚଳରେ	ɔŋt͡ʃɔl̪ɔre
ଦୌଡ଼ିଯାଇ	d̪ɔuɽid͡ʒaːi
ସମସ୍ତେ	sɔmɔst̪e
ଛୁଞ୍ଚିଟି	t͡ʃʰuɲt͡ʃiʈi
ଶୁଣାଇଥାନ୍ତି	suɳaːit̪ʰaːnt̪i
ଗଳି	ɡɔl̪i
ଫେରିଲା	pʰerilaː
ପୂକାଲାମ୍	pukaːlaːm
ଅନ୍ତର୍ଗତ	ɔnt̪ɔrɡɔt̪ɔ
କେତେବେଳେ	ket̪ebel̪e
ଖୋଜିବାକୁ	kʰod͡ʒibaːku
ସିଂହର	siŋhɔɾɔ
ସତ୍ୟ	sɔt̪jɔ
ନେବତ	nebɔt̪ɔ
ଏତେଜଣ	et̪ed͡ʒɔɳɔ
ବେଙ୍ଗଳୁରୁ	beŋɡɔl̪uru
ଢେଙ୍କାନାଳ	ɖʱeŋkaːnaːl̪ɔ
କଥାଚିତ୍ର	kɔt̪ʰaːt͡ʃit̪ɾɔ
କରିନେଲେ	kɔrinele
ଜନମ	d͡ʒɔnɔmɔ
ଆଲିଙ୍ଗନ	aːliŋɡɔnɔ
ବୋହିନେଉଥିବା	bohineut̪ʰibaː
ଖଟ	kʰɔʈɔ
ଚିବୁକରେ	t͡ʃibukɔre
ଝୁଙ୍କେଇ	d͡ʒʱuŋkei
ଖାତିର	kʰaːt̪iɾɔ
ଏବେକାର	ebekaːɾɔ
ନାଚୁଥିଲେ	naːt͡ʃut̪ʰile
ଧରିବାକୁ	d̪ʱɔribaːku
ହାଲିଆ	haːliaː
ଗୋଡରେ	goɖɔre
ଇଣ୍ଟରନେଟ	iɳʈɔɾɔneʈɔ
ପାରିଲା	paːrilaː
ଚିତ୍ରାଙ୍କନ	t͡ʃit̪raːŋkɔnɔ
ସେଇଟି	seiʈi
କ୍ଷତିକାରକ	kʰjɔt̪ikaːɾɔkɔ
ଆଜି	aːd͡ʒi
ଚୋର	t͡ʃoɾɔ
ନାଗରା	naːɡɔraː
କ୍ରମରେ	kɾɔmɔre
ତାୱା	t̪aːuaː
ମଜାରେ	mɔd͡ʒaːre
ଶାସ୍ତ୍ରିୟ	saːst̪rijɔ
କରାଯାଏ	kɔraːd͡ʒaːe
ଚିପ୍‌ସ୍‌	t͡ʃips
ଦୋଳିଟିଏ	d̪ol̪iʈie
ଖେଳୁଥିବା	kʰel̪ut̪ʰibaː
ନାଥ	naːt̪ʰɔ
ଆଣିଲା	aːɳilaː
ଧନୀଜୀଙ୍କର	d̪ʱɔnid͡ʒiŋkɔɾɔ
ସାମ୍ନାରେ	saːmnaːre
ସଂଘ	sɔŋɡʱɔ
ବୋର୍ଡ଼ରେ	borɽɔre
ବିଶ୍ଵନାଥ	bisuɔnaːt̪ʰɔ
କରୁଛୁ	kɔrut͡ʃʰu
ସଂଖ୍ୟା	sɔŋkʰjaː
ପଛୁଆ	pɔt͡ʃʰuaː
ପାରୁଛି	paːrut͡ʃʰi
ମାରିବା	maːribaː
ଅଭିନେତ୍ରୀ	ɔbʱinet̪ri
ହେବାକୁ	hebaːku
ଆଖିର	aːkʰiɾɔ
ସଫାକଲା	sɔpʰaːkɔlaː
ଗୋଲେଇ	golei
ଛୋଟପିଲାମାନଙ୍କୁ	t͡ʃʰoʈɔpilaːmaːnɔŋku
ଗୁମ୍ପା	gumpaː
ବାନ୍ଧିଥିଲା	baːnd̪ʱit̪ʰilaː
ଭାଜି	bʱaːd͡ʒi
ଛାଣି	t͡ʃʰaːɳi
ଭୀମା	bʱimaː
ସବୁଠୁଁ	sɔbuʈʰũ
ଜ୍ୟାକେଟ୍	d͡ʒjaːkeʈ
ଏସୀୟ	esijɔ
ରହି	ɾɔhi
ନରମ	nɔɾɔmɔ
ଗୁଣେ	guɳe
ଲାଭଦାୟକ	laːbʰɔd̪aːjɔkɔ
ଲାଗେନି	laːgeni
ଚମକ	t͡ʃɔmɔkɔ
କୋଣାର୍କ	koɳaːrkɔ
ଦ୍ୱାରା	d̪uaːraː
ପ୍ଲାଷ୍ଟିକ୍	plaːsʈik
ମହକୁମା	mɔhɔkumaː
ଲାଗୁଥିଲା	laːgut̪ʰilaː
କରିଥାନ୍ତି	kɔrit̪ʰaːnt̪i
ସମ୍ରାଟଙ୍କ	sɔmraːʈɔŋkɔ
ମରାଠି	mɔraːʈʰi
ମହତାବ	mɔhɔt̪aːbɔ
ପୁଦିନା	pud̪inaː
ବିଂଧୁଛି	biŋd̪ʱut͡ʃʰi
ଗଳା	ɡɔl̪aː
ତୃତୀୟା	t̪rut̪ijaː
ହ୍ରଦ	hɾɔd̪ɔ
ଆସିବାର	aːsibaːɾɔ
କେତେ	ket̪e
ଖାଏ	kʰaːe
ପ୍ରସଙ୍ଗଟି	pɾɔsɔŋɡɔʈi
ହେବେ	hebe
ଭାଷାକୋଷ	bʱaːsaːkosɔ
ଥକିଯାଉଥାଏ	t̪ʰɔkid͡ʒaːut̪ʰaːe
ଭୋ	bʱo
ତେଲୁଗୁ	t̪elugu
ଝାଳରେ	d͡ʒʱaːl̪ɔre
ପଗଡ଼ିରେ	pɔɡɔɽire
ଦୁରରେ	d̪uɾɔre
ପାଠ	paːʈʰɔ
ଏଇଠି	eiʈʰi
ବଲ୍ଲଭ	bɔllɔbʰɔ
କୋଲମ୍	kolɔm
ବ୍ୟତିବ୍ୟସ୍ତ	bjɔt̪ibjɔst̪ɔ
ଘୋଡାଇ	gʰoɖaːi
ପ୍ରଭାବ	pɾɔbʱaːbɔ
ବୁଦ୍ଧୁ	bud̪d̪ʱu
ପୁଣି	puɳi
କରାଯାଇଛି	kɔraːd͡ʒaːit͡ʃʰi
ବାଛୁଥିଲେ	baːt͡ʃʰut̪ʰile
କେତେକ	ket̪ekɔ
ବୁଲନ୍ତି	bulɔnt̪i
ଯତ୍ନ	d͡ʒɔt̪nɔ
କୋଡ଼	koɖɔ
ଆକାଶରୁ	aːkaːsɔru
ରାଷ୍ଟ୍ରୀୟ	raːsʈrijɔ
ଗୁଡୁମ	guɖumɔ
ଏକଥା	ekɔt̪ʰaː
ଆସିଛି	aːsit͡ʃʰi
ଫିଲ୍ମ	pʰilmɔ
ବରଷା	bɔɾɔsaː
ବାନ୍ଧି	baːnd̪ʱi
କାଉଟି	kaːuʈi
ବାହାରୁ	baːhaːru
ହୁଅନ୍ତି	huɔnt̪i
ପତ୍ରକୁ	pɔt̪ɾɔku
ଫୁଙ୍କୁଥିଲେ	pʰuŋkut̪ʰile
ପାଇସାରିଥିଲା	paːisaːrit̪ʰilaː
ସବୁଜରଙ୍ଗର	sɔbud͡ʒɔɾɔŋɡɔɾɔ
ଜଂଗଲର	d͡ʒɔŋɡɔlɔɾɔ
ମଞ୍ଚର	mɔɲt͡ʃɔɾɔ
ଛିଂକୁ	t͡ʃʰiŋku
ଉର୍ଦ୍ଦୁ	urd̪d̪u
ଜାଣିବା	d͡ʒaːɳibaː
ନାଚିବା	naːt͡ʃibaː
ବୁଲିବା	bulibaː
ପଡେ	pɔɖe
ପାର୍ଟି	paːrʈi
ଜାଗା	d͡ʒaːgaː
ଚରଖାରେ	t͡ʃɔɾɔkʰaːre
ଏମୁଣ୍ଡରୁ	emuɳɖɔru
ହେଇ	hei
ପିନ୍ଧୁଥିବା	pind̪ʱut̪ʰibaː
କହିଥିଲା	kɔhit̪ʰilaː
ହ୍ରାସ	hraːsɔ
ସର୍ବଦା	sɔrbɔd̪aː
ଖାତିର୍	kʰaːt̪ir
ପ୍ରଧାନ	pɾɔd̪ʱaːnɔ
ପିଲାଙ୍କ	pilaːŋkɔ
ଆପେ	aːpe
ନିତାନ୍ତ	nit̪aːnt̪ɔ
ହେଉଥିବା	heut̪ʰibaː
ବୋକାଟି	bokaːʈi
ନାହିଁ	naːhĩ
ରଖିଥିବା	ɾɔkʰit̪ʰibaː
ଖୋଲିଦେଲା	kʰolid̪elaː
ପାତ୍ରର	paːt̪ɾɔɾɔ
କାଟୁଛନ୍ତି	kaːʈut͡ʃʰɔnt̪i
ଦେଖନ୍ତୁ	d̪ekʰɔnt̪u
ପଡିଥାଏ	pɔɖit̪ʰaːe
ବାଜିବା	baːd͡ʒibaː
ରରେ	ɾɔre
ଛଟାଣ	t͡ʃʰɔʈaːɳɔ
ଫୁଂକିବାକୁ	pʰuŋkibaːku
ଚାନ୍ଦୁଆତଳେ	t͡ʃaːnd̪uaːt̪ɔl̪e
ପିତା	pit̪aː
ମହାଦେବ	mɔhaːd̪ebɔ
ତଳେ	t̪ɔl̪e
ଗାନ୍ଧି	gaːnd̪ʱi
ଆଗ	aːɡɔ
ଧମ	d̪ʱɔmɔ
ଭାଗ୍ୟବାନ	bʱaːgjɔbaːnɔ
ମିନିଟ	miniʈɔ
ଗାଆଁଠାରୁ	gaːaː̃ʈʰaːru
ବାଡ଼ାନି	baːɽaːni
ଅଜିତ	ɔd͡ʒit̪ɔ
ବଣ୍ଟା	bɔɳʈaː
ବଜେଇବାକୁ	bɔd͡ʒeibaːku
ଆସିବେ	aːsibe
ଅଳ୍ପ	ɔl̪pɔ
ଝଟ୍	d͡ʒʱɔʈ
ଚକ୍	t͡ʃɔk
କର୍ଣ୍ଣାଟକ	kɔrɳɳaːʈɔkɔ
ତେଜ	t̪ed͡ʒɔ
କୁଶଳୀ	kusɔl̪i
ଲେଖ	lekʰɔ
ଅଗ୍ନି	ɔgni
ଗୋଇଠା	goiʈʰaː
ସାନ୍ତ୍ୱନା	saːnt̪uɔnaː
ଚୁନାରିଆ	t͡ʃunaːriaː
ମୁକ୍ତି	mukt̪i
ରୂପରେ	rupɔre
ସମ୍ପାଦନା	sɔmpaːd̪ɔnaː
କଡ଼ରେ	kɔɽɔre
ପାରୁଥିବା	paːrut̪ʰibaː
ଜଣକ	d͡ʒɔɳɔkɔ
ପେଷ୍ଟ୍	pesʈ
କଣ୍ଟାରେ	kɔɳʈaːre
ବିସ୍ତୃତ	bist̪rut̪ɔ
ଯାଆଁଳା	d͡ʒaːaː̃l̪aː
ଦିନଯାକ	d̪inɔd͡ʒaːkɔ
ଲାଗିବ	laːgibɔ
ବାଡ଼େଇଲି	baːɽeili
ଛୁଇଁବାକୁ	t͡ʃʰuĩbaːku
ପଦ୍ଧତି	pɔd̪d̪ʱɔt̪i
ମସିହାରୁ	mɔsihaːru
ହଲାଇଲା	hɔlaːilaː
ଓଡ଼ିଶା	oɽisaː
ଜଲେବି	d͡ʒɔlebi
ମିଳିଥାଏ	mil̪it̪ʰaːe
ଉଠୁ	uʈʰu
ବସିଥାଏ	bɔsit̪ʰaːe
ସିଷ୍ଟମ	sisʈɔmɔ
ମନ୍ଦିର	mɔnd̪iɾɔ
ଜଳରେ	d͡ʒɔl̪ɔre
ତାପମାତ୍ରା	t̪aːpɔmaːt̪raː
ଆଠମଲ୍ଲିକ	aːʈʰɔmɔllikɔ
ନୀଳମଣି	nil̪ɔmɔɳi
ମହାବିଦ୍ୟାଳୟ	mɔhaːbid̪jaːl̪ɔjɔ
ତାଜା	t̪aːd͡ʒaː
କରିବାପାଇଁ	kɔribaːpaːĩ
ତାମିଲନାଡୁ	t̪aːmilɔnaːɖu
ଭୂଷଣ	bʱusɔɳɔ
ପାରମ୍ପରିକ	paːɾɔmpɔrikɔ
ବିଲ	bilɔ
ପ୍ରଜାପତିମାନେ	pɾɔd͡ʒaːpɔt̪imaːne
ଭଲପାଏ	bʰɔlɔpaːe
ନିଜର	nid͡ʒɔɾɔ
କରାଏ	kɔraːe
କରିଥଲେ	kɔrit̪ʰɔle
ଟିକି	ʈiki
କମିଲାନି	kɔmilaːni
ଚପଲ	t͡ʃɔpɔlɔ
ଓଠରେ	oʈʰɔre
ଭାସିବାକୁ	bʱaːsibaːku
ସଙ୍ଘ	sɔŋɡʱɔ
ଫ୍ରିଜ୍	pʰrid͡ʒ
ଆସୁଥିଲା	aːsut̪ʰilaː
ଛାଣୁଥିବା	t͡ʃʰaːɳut̪ʰibaː
ବାହାଦୁର	baːhaːd̪uɾɔ
ହେଲି	heli
ଏତେବେଳେ	et̪ebel̪e
ବରଫ	bɔɾɔpʰɔ
ଆଶ୍ଚର୍ଯ଼୍ୟ	aːst͡ʃɔrd͡ʒɔjɔ
ମୋତି	mot̪i
ମଣିମାଙ୍କ	mɔɳimaːŋkɔ
ସାହୀ-ପଡ଼ିଶାରେ	saːhi-pɔɽisaːre
ୟାକୁ	jaːku
ଉଡ଼ୁଛନ୍ତି	uɽut͡ʃʰɔnt̪i
ପାଗ	paːɡɔ
ରାଜାଙ୍କ	raːd͡ʒaːŋkɔ
ଖୋଜ	kʰod͡ʒɔ
ହିମାଚଳ	himaːt͡ʃɔl̪ɔ
ଯୁବକ	d͡ʒubɔkɔ
ବରଷିଲା	bɔɾɔsilaː
ଲକ୍ଷ	lɔkʰjɔ
କଟକର	kɔʈɔkɔɾɔ
ଜନଗଣନା	d͡ʒɔnɔɡɔɳɔnaː
ଆଖ	aːkʰɔ
ସଂସ୍କୃତି	sɔŋskrut̪i
ଚାଷୀ	t͡ʃaːsi
ଗତକାଲି	ɡɔt̪ɔkaːli
ନୌକାରେ	nɔukaːre
ନୌକାର	nɔukaːɾɔ
ବାସନ୍ଦ	baːsɔnd̪ɔ
ମାଛମାନେ	maːt͡ʃʰɔmaːne
ଜୀବନ	d͡ʒibɔnɔ
ଲେଖୁନ	lekʰunɔ
କବାଟ	kɔbaːʈɔ
ଟୀକା	ʈikaː
ମିଳିଥିଲା	mil̪it̪ʰilaː
ତାଙ୍କ	t̪aːŋkɔ
ଥା	t̪ʰaː
ନିୟୁତ	nijut̪ɔ
ମାରିଲା	maːrilaː
ଡରିଡରି	ɖɔriɖɔri
ବୁଝେଇ	bud͡ʒʱei
ପାରେକି	paːreki
ବିକ୍ରିକରି	bikrikɔri
ପ୍ରକୃତରେ	pɾɔkrut̪ɔre
ବହୁବିକଳ୍ପ	bɔhubikɔl̪pɔ
ଗ୍ରାମ	graːmɔ
ହସିଲା	hɔsilaː
ବଦଳେରେ	bɔd̪ɔl̪ere
ମହୁଫେଣ	mɔhupʰeɳɔ
ପ୍ରତିଥର	pɾɔt̪it̪ʰɔɾɔ
କରିବିନି	kɔribini
ନାଲି	naːli
ରୁପେଲି	rupeli
ତୁରନ୍ତ	t̪uɾɔnt̪ɔ
ସିଂହକୁ	siŋhɔku
ଖୋଲି	kʰoli
ମାଇଁ	maːĩ
ପାଞ୍ଚମିନିଟ୍‌	paːɲt͡ʃɔminiʈ
ଦୌଡ଼ିକରି	d̪ɔuɽikɔri
ଜାଣିଲା	d͡ʒaːɳilaː
ସଂରକ୍ଷିତ	sɔŋɾɔkʰit̪ɔ
ତିଥି	t̪it̪ʰi
ନିରବ	niɾɔbɔ
ଉପାଧି	upaːd̪ʱi
ଖରାରେ	kʰɔraːre
କୌଶିକ	kɔusikɔ
ଲିଭେ	libʱe
ବାହାରେ	baːhaːre
ଭିଡ଼ିବାରେ	bʱiɽibaːre
ବାହାଘରୁ	baːhaːɡʱɔru
ଶୈନାବୀ	sɔinaːbi
ଲୋକଟି	lokɔʈi
ନଷ୍ଟ	nɔsʈɔ
ଧୂଆଁରେ	d̪ʱuaː̃re
ଲମ୍ବା	lɔmbaː
ପାରିବେନି	paːribeni
ପାଚେରୀରୁ	paːt͡ʃeriru
ଟେଁପଲେଟ	ʈẽpɔleʈɔ
ଯୋଦ୍ଧାମାନଙ୍କର	d͡ʒod̪d̪ʱaːmaːnɔŋkɔɾɔ
ନଅ	nɔɔ
ଠାକୁରାଣୀ	ʈʰaːkuraːɳi
ଉଚ୍ଚତା	ut͡ʃt͡ʃɔt̪aː
ଚିନାବାଦାମ	t͡ʃinaːbaːd̪aːmɔ
ଫଟାଇ	pʰɔʈaːi
ଭଲିଆ	bʰɔliaː
ବ୍ରିଟିଶ	briʈisɔ
ତୋଟା	t̪oʈaː
ଚଲାଇବା	t͡ʃɔlaːibaː
କୁତୁକୁତୁ	kut̪ukut̪u
ହିସାବ	hisaːbɔ
ପୁଳେ	pul̪e
ଯାଇଥିଲା	d͡ʒaːit̪ʰilaː
ସପ୍ତାହରେ	sɔpt̪aːhɔre
ପ୍ରକାଶିତ	pɾɔkaːsit̪ɔ
ଅଧିକା	ɔd̪ʱikaː
କାଆ	kaːaː
ସମେତ	sɔmet̪ɔ
ରାଜଧାନୀ	raːd͡ʒɔd̪ʱaːni
ଶୁଣ	suɳɔ
ଛାତି	t͡ʃʰaːt̪i
ରାଜଦରବାର	raːd͡ʒɔd̪ɔɾɔbaːɾɔ
ନାଚି	naːt͡ʃi
ବୈଜ୍ଞାନିକ	bɔid͡ʒɲaːnikɔ
ଆଣିବି	aːɳibi
ଜାଣିଗଲ	d͡ʒaːɳiɡɔlɔ
ଚାଷ	t͡ʃaːsɔ
କଷ୍ଟକର	kɔsʈɔkɔɾɔ
ବାଷ୍ପ	baːspɔ
ପ୍ରତିଷ୍ଠିତ	pɾɔt̪isʈʰit̪ɔ
ଓଷା	osaː
ବୁଲେଇ	bulei
ଯାଚିଲେ	d͡ʒaːt͡ʃile
ନିଜକୁ	nid͡ʒɔku
ଦୌଡ଼ିକି	d̪ɔuɽiki
ନାହାନ୍ତି	naːhaːnt̪i
ଛାତ	t͡ʃʰaːt̪ɔ
ଗଣିତରେ	ɡɔɳit̪ɔre
ଦାଣ୍ତିରେ	d̪aːɳt̪ire
ସାଙ୍ଗେସାଙ୍ଗେ	saːŋgesaːŋge
ଅନ୍ତ	ɔnt̪ɔ
ପଡିଯାଏ	pɔɖid͡ʒaːe
ଶେଷ	sesɔ
ସାବାସ୍	saːbaːs
ଟାଣିଦେଲେ	ʈaːɳid̪ele
ଦରବାରରେ	d̪ɔɾɔbaːɾɔre
ଟିଂ	ʈiŋ
ଆଲୋକ	aːlokɔ
ବିଗଳିତ	biɡɔl̪it̪ɔ
ମସଲା	mɔsɔlaː
ବସ୍ତ୍ର	bɔst̪ɾɔ
ଧିମା	d̪ʱimaː
ଉପଯୁକ୍ତ	upɔd͡ʒukt̪ɔ
ଆଚାର୍ଯ୍ୟ	aːt͡ʃaːrd͡ʒjɔ
କୁକୁରଟିଏ	kukuɾɔʈie
ହୋଇପଡ଼ିଲେ	hoipɔɽile
ହୁଁ	hũ
ମିଳିତ	mil̪it̪ɔ
ଭୟଂକର	bʰɔjɔŋkɔɾɔ
ଢଳ-ଢଳ	ɖʱɔl̪ɔ-ɖʱɔl̪ɔ
କେମିତି	kemit̪i
ଆଣିଛନ୍ତି	aːɳit͡ʃʰɔnt̪i
ପରିଣତ	pɔriɳɔt̪ɔ
ବରଂ	bɔɾɔŋ
ପଶିବାବେଳେ	pɔsibaːbel̪e
ଏସିଡ	esiɖɔ
ହୋଇଯିବା	hoid͡ʒibaː
ଚିନୁର	t͡ʃinuɾɔ
ସ୍ଥାପନ	st̪ʰaːpɔnɔ
ଦରକାର	d̪ɔɾɔkaːɾɔ
ଫୁଲମାନେ	pʰulɔmaːne
ସେପ୍ଟେମ୍ବର	sepʈembɔɾɔ
ସ୍ନାତକୋତ୍ତର	snaːt̪ɔkot̪t̪ɔɾɔ
ରସୁଣ	ɾɔsuɳɔ
ଅଛୁ	ɔt͡ʃʰu
ଚଢ଼ିବା	t͡ʃɔɽʱibaː
ନିମ୍ବ	nimbɔ
ଥରି	t̪ʰɔri
ଉଠିପଡି	uʈʰipɔɖi
ଉପର	upɔɾɔ
ଘୁରି	gʰuri
ଓଡ଼ିଶାର	oɽisaːɾɔ
ଅଞ୍ଚଳର	ɔɲt͡ʃɔl̪ɔɾɔ
ରଙ୍ଗୋଲି	ɾɔŋgoli
ପାଳୁଛି	paːl̪ut͡ʃʰi
ହୃଦୟର	hɔrud̪ɔjɔɾɔ
ବାଣ୍ଟିଲା	baːɳʈilaː
ପକ୍ଷେ	pɔkʰe
ବନ୍ଦର	bɔnd̪ɔɾɔ
ଯିବିନି	d͡ʒibini
ସେତେ	set̪e
ରାମକୃଷ୍ଣ	raːmɔkrusɳɔ
ସହାୟତା	sɔhaːjɔt̪aː
ଜେରା	d͡ʒeraː
ରାଜାକୁ	raːd͡ʒaːku
ଦିନକୁ	d̪inɔku
ତାରିଖରେ	t̪aːrikʰɔre
ଚାମଚ	t͡ʃaːmɔt͡ʃɔ
ନାକ	naːkɔ
ଅଜଗର	ɔd͡ʒɔɡɔɾɔ
ତରଫରୁ	t̪ɔɾɔpʰɔru
ଚୁଲୀ	t͡ʃuli
ପୁରୀ	puri
ଜାଣିନି	d͡ʒaːɳini
ପଳେଇଗଲା	pɔl̪eiɡɔlaː
ଦ୍ବାରା	d̪baːraː
ପକାଇ	pɔkaːi
ସମତଳ	sɔmɔt̪ɔl̪ɔ
ମାରି	maːri
ଫୁଲ	pʰulɔ
ନୁହଁକି	nuhɔ̃ki
ଓଡିଆ	oɖiaː
ସଂପୂର୍ଣ୍ଣ	sɔŋpurɳɳɔ
ତନ୍ତ୍ର	t̪ɔnt̪ɾɔ
ପହେଲମାନର	pɔhelɔmaːnɔɾɔ
ଭାରି	bʱaːri
କରିଦେବି	kɔrid̪ebi
ପଳାନ୍ତି	pɔl̪aːnt̪i
ଇଞ୍ଜିନିୟରିଂ	iɲd͡ʒinijɔriŋ
ଚାଲୁଥିଲେ	t͡ʃaːlut̪ʰile
ଗେରୁଆ	geruaː
ବଦଳି	bɔd̪ɔl̪i
ବୟସ	bɔjɔsɔ
ମୁଗ୍ଗୁ	muggu
ପିତାଙ୍କ	pit̪aːŋkɔ
