leeschtungsstaark	leːʃtˈuɳstaːʀk
Erzielunge	ˌɐʦi͡əlˈuɳə
Verkafen	fʁkˈaːfən
Aktuell	ˈɑktwæl
fräischaffende	fʀˌæː͡ɪʃɑfˈeːntə
Asti	ˈɑzti
reproduzéiert	ʀˌəpʀodˈuʦɜ͡ɪʁt
Korsika	koʀzˈiːkɑ
beweeglech	bəvˈeːɕləɕ
Salsa	zˈɑlzɑ
witzegen	vitʦˈəgən
entstoe	əntztˈoə
Saarland	zˈaːʀlɑnt
verwendt	vˈeːʀveːntt
Eischen	ˈɑ͡ɪʃeːn
Aarbechtskonditioune	ˌaːʀbæɕtzkˌontiːtiˈə͡ʊnə
Transitverkéier	tʀˌɑnzitveːʀkˈɜ͡ɪɐ
Shirley	zhiʀlˈəiː
amgangen	ɑmgˈɑɳeːn
Gehollef	gəhˈoləf
Sing	zˈiɳ
ergo	ˈɐgoː
Tombola	tombˈoːlaː
Inzenéierung	ˌinʦænɜ͡ɪˈəʀuɳ
Geschwëster	gˈəʃwəstʁ
Sergueï	zeːʀgˈu͡əi
Sozialsystemer	zˌoːʦiˌɑlziztˈeːmeːʀ
Gemengewahlen	gˌəmæɳəvˈaːlən
däitschsproocheg	dæː͡ɪtʃzpʀˈoːXeːk
Informant	infˈoʀmɑnt
CCC	kkk
Erlaabt	ʁlˈaːpt
email	ˈemɑj
Everything	ˌəveːʀˈithiɳ
Konzessiounsvertrag	kˌonʦəsˌiə͡ʊnzvˈeːʀtʀaːX
Wierkstat	viˈɐkstaːt
wärt	vˈeʀt
Arlette	ɑʀlˈeːtə
Affront	ˈɑfʀont
Europaschoul	ˌo͡ɪʀoːpˈɑʃə͡ʊl
Motoren	motˈoːʀən
Vogesen	voːgˈəsən
Grenzverkéier	gʀˌeːnʦveːʀkˈɜ͡ɪɐ
Handlung	hˈɑndluɳ
diktéiert	dˈiktɜ͡ɪʁt
oofgesin	oːfgˈəziːn
mobiliséiert	mˌobilˈizɜ͡ɪʁt
Neijoerspatt	nˌɑ͡ɪʒoˈɐzpɑt
Dënschdes	dˈənʃdəs
Chili	khˈiːli
Hild	hˈilt
participativ	pˌɑʀtiːkiːpˈaːtiːv
anstännegt	ɑnztˈeneːgt
ausmaachen	æː͡ʊsmˈaːXən
Manifestatioune	mˌaːniːfˌeːztaːtiˈə͡ʊnə
ausgeüübt	æː͡ʊsgˈəyːpt
Mustere	muztˈeːʀə
Fleegeheim	fleːʑˈəhɑ͡ɪm
Loftblosen	loftblˈoːzən
Erliichterungen	ʁlˌiːɕtəʀˈuɳən
Inspection	ˌinzpeːktˈioːn
Kalzong	kˈɑlʦoɳ
Éierepresident	ˌɜ͡ɪɐˌeːpʀeːzˈiːdənt
Themefelder	thˌeːmeːfˈeːldɐ
Cekic	skˈiːk
bénévole	bˌænævˈoːlə
Gespills	gˈəzpilz
Factor	fˈɑktoːʀ
ähnlechem	ehnlˈæɕeːm
kënschtlereschen	kˌənʃtleːʀˈeːʃeːn
Frick	fʀˈik
Äschermëttwoch	æʃʁmˈətvoX
Vision	viːzˈioːn
Blaat	blˈaːt
chen	khˈeːn
ophale	ophˈaːlə
Gäichel	gˈæː͡ɪɕəl
Konsistenz	konzˈistænʦ
Woubäi	vˈə͡ʊbæː͡ɪ
Eewäiss	ˈeːvæː͡ɪs
gemaachte	gəmˈaːXtə
out	ˈə͡ʊt
Sporting	zpˈoʀtiɳ
Nouspelter	nə͡ʊzpˈeːlteːʀ
Bunker	bˈuɳkʁ
Endlech	ˈændləɕ
Thai	thˈɑ͡ɪ
Béisen	bˈɜ͡ɪsən
chinesesche	khˌiːneːzˈeːʃə
Infektiounstaux	ˌinfeːktiˈə͡ʊnztɑ͡ʊks
gestëft	gˈəʃtəft
wirken	vˈiʀkeːn
Miedernach	mˈi͡ədʁnɑX
reportéiert	ʀˌeːpoʀtˈɜ͡ɪɐt
BACH	bˈɑX
guttmaachen	gutmˈaːXən
Cerf	sʀf
Mondiale	mˌontiˈaːlə
Bich	bˈiɕ
Spiounen	ʃpjˈə͡ʊnən
gemeeschtert	gˈəmeːʃtʁt
anerer	ˈaːnəʀʁ
Juliette	juːlˈi͡ətə
sol	sˈol
Hamsterkeef	hɑmztˈeːʀkeːf
Grund	gʀˈunt
Waltzing	vˈɑltʦiɳ
decideiert	dˌeːkiːdˈɑ͡ɪɐt
Maastricht	mˈaːʃʀiʃt
Implikatioun	ˌimpliːkaːtˈiə͡ʊn
abordabel	ˌɑboʀdˈaːbəl
mobillen	moːbˈileːn
Rix	ʀˈiːks
tendéiert	tˈændɜ͡ɪʁt
Vulkan	vˈulkaːn
Literaturpräisser	lˌiːteːʀˌaːtuʀpʀˈæː͡ɪseːʀ
Euphorie	o͡ɪfˈoːʀiː
Haaptaktionär	hˌaːptɑktˌioːnˈɛːɐ
Hauptmann	hˈɑ͡ʊptmɑn
Täschegeld	tæʃˈəgælt
Aarbechtsplaz	aːʁbˈəɕtsplaːʦ
Authentifizéierung	ˌɑ͡ʊtheːntˌiːfiːʦɜ͡ɪˈɐuɳ
opdauchen	optˈɑ͡ʊXeːn
woubai	vˈə͡ʊbɑ͡ɪ
erakréien	ˌəʀɑkʀˈɜ͡ɪən
Rover	ʀˈoːveːʀ
Stréi	ʃtʀˈɜ͡ɪ
Intuitioun	ˌintyːˈiʦjə͡ʊn
Generol	ʒeːnˈeʀol
Ancien	ˈɑnki͡ən
Studentinnen	ʃtˌudæntˈinən
Ecole	əkˈoːlə
Petr	pˈeːtʀ
tipp	tˈip
Willis	vˈiliːz
Siedlungen	zi͡ədlˈuɳeːn
SNCF	znkf
geschriwwenen	gˌəʃʀivˈeːnən
Schléissung	ʃlˈɜ͡ɪsuɳ
Krisesituatioun	kʀˌiːzeːzˌiːtuaːtˈiə͡ʊn
haartnäckeg	haːʀtnˈekeːk
Dropbox	dʀˈopboːks
Solveig	zˈolvɑ͡ɪk
opféieren	ˌopfɜ͡ɪˈəʀən
Meintz	mˈɑ͡ɪntʦ
Ënnersichung	ˌoæneːʀzˈiʃuɳ
unzepaken	ˌunʦəpˈaːkeːn
nogereecht	noːgˈəʀeːɕt
Presence	pʀˈezɑ̃ːns
Erna	ˈɐnɑ
Haaptziler	haːptʦˈiːleːʀ
kenns	kˈeːnz
gounge	gˈə͡ʊɳə
Hëllefsgidder	hˌəleːfzʒˈideːʀ
linguistesch	lˌiɳguˈiːstəʃ
Ambassade	ɑ̃ːmbˈɑsaːt
force	fˈoʀs
opgezu	opgˈəʦu
erausgestach	ˌəʀæː͡ʊsgˈəʃtɑX
Vakanzefoire	vˌaːkɑnʦˌəfoiːˈɐə
ungekuckt	uɳˈeːkukt
CNS	knz
Dänemark	dɛːnˈəmɑʀk
russeschen	ʀusˈeːʃeːn
irgendwou	ˌiːɐgˈəntvə͡ʊ
haut	hˈɑ͡ʊt
Elektro	əlˈeːktʀoː
Musicals	muːzˈiːkɑlz
eropgeet	ɐˈopʒeːt
Biesem	bˈi͡əzəm
Versetzung	fʁzˈæʦuɳ
Pilotprojet	pˌiloːtpʀˈoʒeː
Sarajevo	zˌaːʀaːjˈeːvoː
kuckenswäert	kˌukeːnzvˈɛːɐt
Tatum	tˈaːtum
ebe	ˈəbə
kënen	kˈənən
aalem	ˈaːleːm
Haaptbestanddeel	hˌaːptbeːztˈɑndeːl
Ierfschaft	ˈiʁfʃɑft
integréiere	ˌinteːgʀɜ͡ɪˈɐə
Edelmetaller	ˌədeːlmeːtˈɑləʀ
Perfektionismus	pˌeʀfəksjoːnˈismus
Arrangement	ˌɑʀɑ̃ːʒˈəmænt
solidaresch	sˌolidˈaːʀəʃ
iergendee	ˌiɐgˈənteː
Cafetieren	kˌaːfeːtiˈɐeːn
stemmt	ʃˈeːmt
roueger	ʀə͡ʊˈəgəʀ
léisst	lˈɜ͡ɪst
schielen	ʃˈi͡ələn
implantéieren	ˌimplɑntɜ͡ɪˈəʀən
Gebärmutter	gˌəbeʀmˈuteːʀ
existéiert	æksˈistɜ͡ɪʁt
Velo	vˈeːloː
komescht	kˈoːmeːʃt
Fintech	fˈintæɕ
zustane	ʦuztˈaːnə
eleng	ˈəlæɳ
gange	gˈɑɳə
ustrengende	ˌuʃʀeːɳˈeːntə
Nö	nˈœː
Bulls	bˈulz
Ze	ʦˈə
rumm	ʀˈum
Accorde	ɑkkˈoʀtə
Casablanca	kˌaːzɑblˈɑnkɑ
Follower	folˈoːveːʀ
Konstruktiv	konstʀˈuktiːf
ziichten	ʦˈiːɕtən
héicher	hˈɜ͡ɪʃeːʀ
Restauréierung	ʀˌæʃtæː͡ʊʀɜ͡ɪˈəʀuɳ
nogekuckt	noːgˈəkukt
Courage	kˈuʀaːʃ
Fragilitéit	fʀˌaːʒiːlˈiːtɜ͡ɪt
deposéieren	dˌeːpoːzɜ͡ɪˈɐeːn
Bleesbréck	blˈeːzbʀæk
eff	ˈəf
verstärkt	vˈeːʀzteʀkt
Clowns	klˈovnz
erauskoumen	ˌɐɑ͡ʊzkˈə͡ʊmeːn
Kapsel	kˈɑpsəl
opfrëschen	opfʀˈəʃən
normaalt	nˈoʀmaːlt
Slowen	slˈoːvən
Härz	hˈeʀʦ
Bundestagswahlen	bˌunteːztɑgzvˈɑhleːn
nummeréiert	numˈəʀɜ͡ɪʁt
Fräiwëlleger	fʀˌæː͡ɪvəlˈeːgəʀ
Doraus	dˈoːʀæː͡ʊs
Chic	ʃˈik
zougewennt	ʦə͡ʊʁˈeːveːnt
iwwerbrécke	ˌiveːʀbʀˈækə
Rihanna	ʀiːhˈɑnɑ
CEV	sv
friddlech	fʀˈidləɕ
Scolati	zkoːlˈaːti
erauszeliesen	ˌɐɑ͡ʊzʦəlˈi͡əsən
Fin	fˈiːn
Shift	zhˈift
Néiesch	nˈɜ͡ɪəʃ
Secrétaire	zˌeːkʀætˈɑ͡ɪʀə
Sakgaass	zˈaːkgaːs
autistesche	ˌɑ͡ʊtiztˈeːʃə
Vizepremierminister	vˌiːʦəpʀˌeːmiˌɐmiːnˈizteːʀ
gutt	gˈut
vermësste	veːʀmˈəstə
presuméierte	pʀˌeːzumɜ͡ɪˈɐtə
Budgetsprojet	bˌyd͡ʒeːspʀˈoʒeː
Assises	ɑsˈiːzeːz
umellen	umˈælən
Waassertuerm	vˈaːsʁtuːʁm
gewëss	gˈəvəs
Hugo	hˈuːgoː
hiféieren	hˌifɜ͡ɪˈəʀən
Ceinture	sˈɛ̃ːtyːʀ
menges	mˈeːɳeːz
laueren	lɑ͡ʊˈəʀən
afonnt	ˈaːfont
Hilger	hˈilgəʀ
Éierentitel	ˌɜ͡ɪɐeːntˈiːtəl
gelaunte	gəlˈɑ͡ʊntə
empiresch	əmpˈiːʀeːʃ
konzentréiere	kˌonʦəntʀɜ͡ɪˈɐə
Staatsbierger	ʃtˈaːtsbiːʁʑʁ
Helleng	hˈælæɳ
ziemlech	ʦˈi͡əmlæɕ
belounen	bəlˈə͡ʊnən
verbuche	veːʀbˈuXə
drogenofhängeg	dʀˌoːʁənoːfhˈæɳəɕ
Schafen	ʃˈaːfən
absurdum	ɑbzˈuʀtum
Sozialstaat	zˌoːʦiˈɑlztaːt
Presenz	pʀˈeːsənʦ
fläisseg	flˈæː͡ɪsəɕ
bäistoen	bæː͡ɪʃtˈoːən
Fleurs	flˈo͡ɪʀz
Giischtercher	gˈiːʃtʁɕʁ
Them	thˈeːm
Resident	ʀeːzˈiːdənt
ukrainescher	ˌukʀɑ͡ɪnˈeːʃeːʀ
Wäin	vˈæː͡ɪn
IR	ˈiːʁ
zügeg	ʦˈyːʑəɕ
Hochzäiten	hoXʦˈæː͡ɪtən
RGTR	ʀgtʀ
Bärel	bˈɛːʀəl
traditionelle	tʀˌaːdiːtˌioːnˈeːlə
Zalot	ʦˈɑloːt
Magritte	mɑgʀˈitə
UmweltschutzWéi	umvˈeːltʃutʦvˈɜ͡ɪ
geschätzte	gəʃˈetʦtə
nämléch	nˈemlækh
däitsch	dˈæː͡ɪt͡ʃ
Sonnesystem	zˌoneːzˈizteːm
virgezunn	viʀgˈəʦun
samt	zˈɑmt
Éiter	ˈɜ͡ɪtʁ
getässelt	gətˈæsəlt
Therapeut	teʀˈaːpo͡ɪt
gerett	gˈəʀæt
Alvin	ˈɑlviːn
kaaf	kˈaːf
Häerzinfarkt	hɛːʁʦˈiːnfɑʀkt
Openthalt	obˈənthɑlt
kompetitiv	kˌompeːtˈitiːf
Wunnuert	vˈunu͡əʀt
Filmproduktiounen	fˌilmpʀoːdˌuktiˈə͡ʊnən
verwennt	fʁvˈænt
Alexandra	ˌaːleːksˈɑntʀɑ
Rosso	ʀˈosoː
us	ˈuːz
Appeller	ɑpˈeːleːʀ
Héngerhaut	hˈeɳʁhæː͡ʊt
Wulli	vˈuli
Memberstaten	mɑ̃ːmbʁʃtˈaːtən
Krankeschäiner	kʀɑɳkˈəʃæː͡ɪnʁ
Stolproduzent	ʃˌolpʀoːdˈuːʦənt
sich	zˈiɕ
Virgoensweis	vˌiʀgoˈənzvɑ͡ɪz
Superheldefilm	zˌuːpeːʀheːltˈeːfilm
Zerfall	ʦʁfˈɑl
Marquise	mɑʀkˈiːə
Sociales	zˌoːkiˈaːleːz
Butler	bˈutleːʀ
Wëssensmagazin	vˌəseːnzmaːgˈaːʦiːn
Frëndinnen	fʀəndˈinən
Äisch	ˈæː͡ɪʃ
gerechte	gəʀˈæɕtə
Rares	ʀˈaːʀeːz
Ressortminister	ʀˌeːsoʀtmiːnˈizteːʀ
Faktoren	fɑktˈoːʀeːn
zéckt	ʦˈækt
dohannert	dˈoːhɑnʁt
Regelfall	ʀeːgˈəlfɑl
Fassad	fˈɑsaːt
Kannerbuch	kˈɑnʁbuX
Rayon	ʀaːˈiɑ̃ː
Exemplaire	æksˈɑ̃ːplɛːʀ
Traktioun	tʀɑktˈiə͡ʊn
minim	mˈiːniːm
rechtsstaatleche	ʀˌæɕtstaːtlˈæɕə
Ministeren	mˌinistˈəʀən
Musique	muːzˈiːku͡ə
Aféiere	ˌaːfɜ͡ɪˈɐə
Mine	mˈiːnə
striewen	ʃtʀˈi͡əvən
geimpft	gˈɑ͡ɪmpft
kéints	kˈɜ͡ɪntz
Onofhängege	ˌoːnofhˈeɳeːʃ
scheitere	ʃɑ͡ɪtˈeːʀə
Stäerkte	ʃɛːˈɐktə
Kontaktpersoun	kˌontɑktpˈeʀzə͡ʊn
Abstentioun	ɑbstˈæntjə͡ʊn
betruechte	beːtʀˈu͡əkhtə
Santer	zˈɑnteːʀ
Sonndeger	zˈondəʑʁ
Parten	pˈɑʀteːn
Gei	gˈɑ͡ɪ
Klaus	klˈɑ͡ʊz
ereischt	ˈɐɑ͡ɪʃt
parkt	pˈɑʀkt
opgeschafft	opgˈəʃɑft
Chipsen	ʃˈipsən
Hightech	hˈightæɕ
ëmgaangen	əmgˈaːɳən
fortgeflunn	foʀtgˈəflun
Manifestatioun	mˌɑnifæstˈɑʦjə͡ʊn
Momo	mˈoːmoː
DX	dks
erugedroe	ˌɐuːʁədʀˈoə
präzise	pʀɛːʦˈiːzə
schlichten	ʃlˈiɕtən
Musekerin	mˌuzekˈəʀin
Duerno	dˈuːʁnoː
geschafft	gˈəʃɑft
wöchentlech	vœːkhˈeːntlæɕ
Bussen	bˈusən
Skripal	zkʀˈiːpaːl
seelenen	zeːlˈeːnən
wech	vˈæɕ
Rust	ʀˈuzt
ageliwwert	ɑgˈelivʁt
schärft	ʃˈeʀft
Stonnelaang	ʃtonˈəlaːɳ
Fangerofdrock	fˌɑɳəʀˈoːfdʀok
Sproochgebrauch	zpʀoːXgˈəbʀɑ͡ʊX
iwerrascht	ivˈeːʀɑʃt
Ofwier	ofvˈiɐ
Stress	ʃtʀˈæs
Scholz	ʃˈolʦ
zeréckgräifen	ʦˌəʀekgʀˈæː͡ɪfən
Panasonic	pˌaːnaːzˈoːniːk
preparéiert	pʀəpˈɑʀɜ͡ɪʁt
HBO	hbˈoː
Neiséiland	nɑ͡ɪzˈɜ͡ɪlɑnt
Arena	aːʀˈənaː
Ausernanersetzungen	ˌæː͡ʊzʁnaːnʁzæʦˈuɳən
ulackelen	ˌuːlɑkˈeːleːn
Investitiounsfong	ˌɛ̃ːvæstiʦjˈə͡ʊnsfoɳ
Fläsch	flˈæʃ
Phenomener	fənˈomənʁ
katastrophal	kˌɑtɑstʀˈofaːl
Mango	mˈɑ̃ːgoː
Likör	lˈikœːʀ
erausgeheien	ˌəʀæː͡ʊsgəhˈɑ͡ɪən
déifst	dˈɜ͡ɪfzt
Pouvoiren	pə͡ʊfwˈaːʀən
Kommissiounschef	kˌomisiˈə͡ʊnʃeːf
Hexejuegd	heːksˈeːju͡əgt
erfollegräiche	ˌɐfoleːgʀˈæː͡ɪʃə
Journaliste	jˌə͡ʊʀnaːlˈiztə
zentreiert	ʦəntʀˈɑ͡ɪɐt
Téinung	tˈɜ͡ɪnuɳ
Ausstierwen	æː͡ʊsʃtˈi͡əvən
Spektiv	ʃpˈæktiːf
objektiivt	objˈeːktiːvt
ugestëmmt	ugˈəʃtəmt
Kontrakter	kontʀˈɑkteːʀ
schwächste	ʃvˈekhztə
warem	vˈaːʀeːm
white	vhˈiːtə
Mudam	mˈuːdaːm
verwinnt	fʁvˈint
Blosen	blˈoːzən
Halep	hˈaːleːp
JDL	jtl
aktualiséiert	ˌɑktwaːlˈizɜ͡ɪʁt
ausdrocksstaark	ɑ͡ʊztʀˈokstaːʀk
breetgefächert	bʀˌeːtgəfˈekheːʀt
parental	paːʀˈeːntaːl
Luxleaks	lukslˈəɑks
Krass	kʀˈɑs
Eenheeten	eːnhˈeːtən
Kauzen	kˈɑ͡ʊʦən
wéinst	vˈɜ͡ɪnst
Europadag	ˌo͡ɪʀoːpˈaːdaːX
Ultimate	ˌultiːmˈɑtə
Interessenten	ˌintəʀəsˈəntən
Clouds	klˈə͡ʊdz
Galileo	gˌaːliːlˈəoː
Danny	dˈɑniː
geheelte	gəhˈeːltə
kannergerecht	kˌɑneːʀgˈəʀæɕt
katzen	kˈɑʦən
consolidéiert	kɑ̃ːswlˈidɜ͡ɪʁt
onkomplett	oɳˈompleːt
Fotografen	fˌotoːgʀˈaːfən
ugëeegent	ˌugəˈeːʑənt
Fleegeheem	fleːʑˈəheːm
gewiest	gˈəvi͡əzt
Sanktioun	zˈɑɳksjə͡ʊn
kollaboréieren	kˌolɑbˌoːʀɜ͡ɪˈəʀən
Pinturault	pintˈuːʀɑ͡ʊlt
Reunion	ʀo͡ɪnˈioːn
unhalend	unhˈaːleːnt
gëeegente	gˌəeːgˈəntə
opbruecht	ˈopbʀu͡əɕt
Kont	kˈont
iTunes	ˈiːtˈuːneːz
beméit	bˈəmɜ͡ɪt
Gladiators	glˌaːdiˈaːtoʀz
verglaichen	veːʀglˈɑ͡ɪʃeːn
archeologesche	ˌɑʀkhəˌoːloːʁˈəʃə
Wahlrecht	vˈaːlʀæɕt
Finale	fˈinɑl
zumools	ʦˈumoːls
Entwécklungshëllef	ˌəntvekluɳshˈələf
zivilt	ʦˈiːvilt
ennerhuelen	ˌəneːʀhˈu͡əleːn
Laura	lˈɑ͡ʊʀɑ
Transplantatioun	tʀˌɑnsplɑntˈɑʦjə͡ʊn
Klassekomeroden	klˌɑsəkˌoməʀˈoːdən
neutraler	no͡ɪtʀˈaːleːʀ
Reduktioun	ʀeːdˈuksjə͡ʊn
Noweis	nˈoːvɑ͡ɪs
Quartett	kˈɑʀtæt
Wärmt	vˈeʀmt
Gewürz	gˈəvyːʀʦ
Sûreté	zuːʀˈeːtæ
Bartolomeo	bˌɑʀtoːloːmˈəoː
Skater	skˈaːtʁ
Limpach	lˈimpɑX
verréckelen	vˌeːʀækˈeːleːn
Zefriddenheet	ʦˌəfʀidˈənheːt
opbléien	opblˈɜ͡ɪən
Sprooch	ʃpʀˈoːX
diser	dˈiːzeːʀ
zesummegesicht	ʦˌəzuməgˈəziɕt
Schmalz	ʃmˈɑlʦ
Geessen	gˈeːsən
Geschenk	gˈəʃæɳk
wesentleche	vˌeːsəntlˈæɕə
Ausstellung	æː͡ʊsʃtˈæluɳ
Nationaler	nˌaːtioːnˈaːleːʀ
erhéicht	ʁhˈɜ͡ɪɕt
griicheschen	gʀiːɕˈeːʃeːn
nieftenee	ni͡əftˈeːneː
Bauerebetriber	bɑ͡ʊʁbˈətʀiːbʁ
Precautioune	pʀˌeːkɑ͡ʊtiˈə͡ʊnə
Samschdeg	zˈɑmʃdəɕ
KAILS	kˈɑ͡ɪlz
gezwonge	gəʦvˈoɳə
bewäerten	bəvˈɛːʁtən
beréierend	bˌeːʀɜ͡ɪˈɐeːnt
Dagesoflaf	dˌɑʁəzˈoflaːf
Strip	ʃʀˈiːp
gibt	ʒˈibt
Gruppesekretärin	gʀˌupeːzˌeːkʀeːtɛːˈɐiːn
exzessive	ˌəksʦəsˈiːvə
problemateschen	pʀˌobleːmɑtˈeːʃeːn
Déiercher	dˈɜ͡ɪʁɕʁ
Studiegäng	ʃuːdˈi͡əgeɳ
Picture	piktˈuːʀə
wäissen	vˈæː͡ɪsən
Flich	flˈiɕ
Vin	vˈiːn
deitlech	dˈɑ͡ɪtlæɕ
staarkt	ʃˈaːʀkt
unzestiechen	ˌunʦəztˈi͡əkheːn
haltbar	hˈɑltbaːʀ
Philadelphia	phˌiːlaːdeːlphˈiɑ
Gewierer	gˈəviːʀʁ
ofzewaarden	ˌofʦəvˈaːʀdən
ungetrueden	ˌuɳeːtʀˈu͡ədən
Privilegien	pʀˌivilˈeːgi͡ən
Thumb	thˈumb
Labele	laːbˈeːlə
Douane	dwˈɑn
Psychotherapeuten	psˌikoːtˌeʀɑpeːˈuːtən
qualifizéieren	kwˌaːlifˌiʦɜ͡ɪˈəʀən
Biewer	bˈi͡əveːʀ
Preiser	pʀˈɑ͡ɪzeːʀ
Schachmann	ʃˈɑXmɑn
Afloss	ˈɑflos
Walsonndeg	vɑlzˈonteːk
Laboratoire	lˌɑboːʀˈɑtwaːʀ
anzeléisen	ˌɑnʦəlˈɜ͡ɪsən
Las	lˈaːz
Wénkel	vˈeɳkəl
ëmfalen	əmfˈaːlən
Partnerschaft	pˈɑʀtnʁʃɑft
stëmmeg	ʃˈəmeːk
begaabte	beːgˈaːbtə
Knowhow	knˈovhoːv
Senn	sˈənn
Serie	sˈeʀiː
ëmweltschounend	ˌoæmveːltʃˈə͡ʊnənt
äermsten	ɛːˈɐmzteːn
pädagogesche	pˌɛːdaːgoːgˈəʃə
Virstand	vˈiʀztɑnt
jüddescher	jyːdˈeːʃeːʀ
Vic	vˈiːk
uechtert	ˈu͡əkhteːʀt
Frogs	fʀˈogz
wäertvoller	vˌɛːɐtvˈoleːʀ
heterosexuell	hˌeːteːʀoːzˈeːksu͡əl
Nodeem	nˈoːdeːm
renseignéiert	ʀɑ̃ːsˈæɳɜ͡ɪʁt
zeréckgefall	ʦˌəʀækgˈəfɑl
agebett	ɑʁˈəbeːt
transforméiert	tʀɑnzfˈoʀmɜ͡ɪʁt
déch	dˈækh
uplanzen	uplˈɑnʦən
légale	lægˈaːlə
Liewensformen	lˌi͡əveːnzfˈoʀmeːn
Rietsextremen	ʀˌi͡ətzeːkstʀˈeːmeːn
Pappa	pˈɑpaː
CDI	ktˈi
kritiken	kʀiːtˈiːkeːn
Lackerunge	lˌɑkeːʀˈuɳə
communale	kˌomuːnˈaːlə
Raider	ʀˈɑ͡ɪdɐ
blaméiert	blˈɑmɜ͡ɪʁt
Belscher	bˈeːlʃeːʀ
detailléierten	dˌeːtɑ͡ɪlɜ͡ɪˈɐteːn
Grondschoul	gʀˈont͡ʃə͡ʊl
Privatiséierung	pʀˌivaːtˌizɜ͡ɪˈəʀuɳ
Vitamin	vitˈɑmiːn
opgestigen	ˌopgəʃtˈiʑən
Sech	zˈəɕ
Kannerduerf	kɑnˈeːʀtu͡əʀf
Künstler	kˈyːnztleːʀ
diplomatesche	dˌiploːmɑtˈeːʃə
Gesin	gˈəziːn
baang	bˈaːɳ
wonnerbaart	vonˈeːʀbaːʀt
Zitha	ʦˈithɑ
nogesot	noːgˈəzot
zréckkucken	ʦʀækkˈukeːn
Familljegeschicht	fˌaːmiljeːgˈəʃiʃt
bestätegt	bəʃtˈɛːtəɕt
Machiavelli	mˌɑXiaːvˈeːli
verknäppen	veːʀknˈepeːn
faszinéierend	fˌɑzʦiːnɜ͡ɪˈɐeːnt
Hummel	hˈumeːl
nirwt	nˈiʀvt
ball	bˈɑl
redigéieren	ʀˌediʒɜ͡ɪˈəʀən
Tankstellen	tɑɳkʃtˈælən
Sterpenech	ʃeːʀpˈænæɕ
räiche	ʀˈæː͡ɪʃə
Watt	vˈɑt
Näerzeng	nˈɛːʁʦeɳ
topp	tˈop
Chômeuren	ʃoːmˈœːʀən
Däich	dˈæː͡ɪɕ
kontaktéiere	kˌontɑktɜ͡ɪˈɐə
Linn	lˈin
Terrorattack	tˌeːʀoːʀˈɑtɑk
Maele	mɑˈələ
Lago	lˈaːXoː
Coût	kˈuː
klengster	klˈeːɳzteːʀ
ausstellen	æː͡ʊsʃtˈælən
Baisse	bˈæs
onkontrolléierte	ˌoɳontʀˌolɜ͡ɪˈɐtə
sechsten	zˈæɕzteːn
transparente	tʀˌɑnzpaːʀˈeːntə
Hmmm	hmm
spiggelt	zpˈiggəlt
Génial	gænˈiɑl
enkstem	ˈəɳzteːm
verdäiwelen	fʁdæː͡ɪvˈələn
Zäitche	ʦˈæː͡ɪtkhə
Suggestioun	sygʒˈestjə͡ʊn
ustiechend	uʃtˈi͡əɕənt
Goaler	gˈoaːlʁ
Galaxie	gaːlˈɑksiː
jiddwerfalls	ʑidfˈəʀfɑls
gleewt	glˈeːvt
Hondssalon	hontsˈaːloːn
Industriell	ˌindustʀˈiːæl
métrage	mætʀˈɑʁə
Filmprojet	filmpʀˈoːjeːt
Luxmasters	luksmˈɑzteːʀz
reng	ʀˈæɳ
hann	hˈɑn
Letz	lˈeːtʦ
Muselbikes	mˌuːzeːlbˈiːkeːz
décke	dˈækə
mannerjäreg	mɑnʁjˈɛːʀəɕ
verschëlden	fʁʃˈəldən
Titans	tˈiːtɑnz
glécklechen	glæklˈæɕeːn
kontaminéiert	kˌontɑmˈinɜ͡ɪʁt
Publik	pˈyblik
Réi	ʀˈɜ͡ɪ
Weist	vˈɑ͡ɪzt
Croisière	kʀwˈɑsjɛːʀ
Gesitt	gˈəzit
Guevara	gu͡əvˈaːʀɑ
Disease	dˌiːzəˈaːzə
alleng	ˈɑleːɳ
Newcomer	neːvkˈoːmeːʀ
Schnellegkeet	ʃnælˈəɕkeːt
gesammelt	gəzˈɑməlt
ervirgehuewe	ˌɐviʀgəhˈu͡əvə
Mailen	mˈɑjən
Zeitchen	ʦəˈitkheːn
Beidler	bˈɑ͡ɪdlʁ
Slum	zlˈum
Eechternoach	ˌeːɕteːʀnˈoɑX
Jaunes	jˈɑ͡ʊneːz
Moart	mˈoɑʀt
iMac	ˈiːmˈaːk
grenziwwerschreidender	gʀˌeːnʦivˌeːʀʃʀɑ͡ɪdˈəndɐ
verwëscht	fʁvˈəʃt
Periode	pˌeʀiˈoːdə
ofgedeckt	oːfgˈədækt
naemlech	nɑˈəmlæɕ
dramaturgesch	dʀˌaːmɑtˈuʀgəʃ
Währungsfong	vehʀˈuɳzfoɳ
Schifuerer	ʃˈiːfuːʁʀʁ
Poppentheater	pˌopeːnthəˈaːteːʀ
sonnergläichen	zonʁglˈæː͡ɪɕən
wellt	vˈeːlt
Organisation	ˌoʀgaːnˌiːzaːtˈioːn
exekutéiert	ˌæksəkˈutɜ͡ɪʁt
Open	ˈoːpæn
Rapper	ʀˈɑpʁ
erausspréngt	ɐˈɑ͡ʊspʀæɳt
Collodi	kolˈoːdi
