caixilho	kajʃiʎu
caber	kabeʁ
estrela	istɾelɐ
poliuria	pɔliuɾia
prata	pɾatɐ
despesa	dʒispezɐ
bóbis	bɔbis
signo	siɡnu
fluência	fluẽsja
volume	vɔlum
convés	kõvɛjs
cuzão	kuzɐ̃w̃
login	lɔɡĩ
distrito	d͡ʒistɾitu
veado	veadu
betume	betumi
ampulheta	ɐ̃puʎetɐ
pilha	piʎɐ
cuidar	kujdaɾ
inseguro	ĩseɡuɾu
sucumbir	sukũbiʁ
vigésimo	viʒɛzimu
justeza	ʒustezɐ
latíssemos	lat͡ʃisemus
contribuir	kõtɾibuiʁ
conto	kõtu
telha	teʎa
nele	neli
lara	laɾɐ
aberto	abɛχtu
camponês	kɐ̃põnejʃ
uganda	uɡɐ̃dɐ
constança	kõʃtɐ̃sɐ
público	publiko
aventuro	avẽtuɾu
culinária	kulinaɾja
falar	falaɻ
roca	ʁɔkɐ
ioga	jɔɡa
outro	owtɾu
cooptar	kooptaʁ
ponhar	põɲaχ
las	lɐs
anápolis	anapolis
arrebol	aʁebɔw
haver	aveɾ
decisão	desizɐ̃w̃
analista	analista
fosse	fosi
hidrogénio	idɾɔʒɛniu
porcaria	poɾkaɾiɐ
acamado	akɐmadu
limpeza	lĩpezɐ
gramatical	ɡramatʃikaw
forma	foʁmɐ
contramestre	kõtɾamɛstɾi
pondo	põdu
taful	tafuw
começar	komesaʁ
candil	kɐ̃d͡ʒiw
essas	ɛsɐs
relâmpago	ʁelɐ̃paɡu
funchal	fũʃaw
depender	depẽdeʁ
luminoso	luminozu
atlas	atlɐs
teledramaturgia	tɛledɾamatuʁʒia
película	pelikulɐ
conter	kõteʁ
leucemia	lewsemiɐ
inventário	ĩvẽtaɾju
criptocomunista	kɾipkomunista
suas	suɐs
palestina	palest͡ʃina
himeneu	imenew
debruçar	debɾusaʁ
mangra	mɐ̃ɡɾɐ
marginal	maɾʒinaw
infiltração	ĩfiwtɾasɐ̃w̃
tardio	taɹd͡ʒiw
goivo	ɡojvu
tríplex	tɾipleks
varejista	vaɾeʒista
crocodilo	kɾokod͡ʒilu
higienização	iʒienizasɐ̃w̃
candidatura	kɐ̃d͡ʒidatuɾɐ
cama	kɐmɐ
factício	fakt͡ʃisju
calar	kalaɻ
março	maχsu
comando	komɐ̃du
travessia	tɾavesiɐ
recentíssimo	ʁesẽt͡ʃisimu
nazi	nazi
evidenciar	evidẽsiaʁ
dudinka	dud͡ʒĩkɐ
moinha	moiɲa
forrobodó	foʁɔbodɔ
aipim	ajpĩ
papoula	papowlɐ
discipline	disiplini
recostou	ʁekostow
circunstanciar	siʁkũstɐ̃sjaʁ
controle	kõtɾɔli
bósnia	bɔznjɐ
ununséptio	unũsɛpt͡ʃju
dezessete	d͡ʒizesɛt͡ʃi
distante	d͡ʒistɐ̃t͡ʃi
explodir	isplodʒiʁ
ceguinhos	sɛɡiɲus
diabo	d͡ʒiabu
engajar	ĩɡaʒaʁ
curo	kuɾu
neandertal	njɐ̃deʁtaw
entre	ẽtɾe
bavária	bavaɾiɐ
macio	masiu
viticultura	vit͡ʃikuwtuɾɐ
ladrão	ladɾɐ̃w̃
confraria	kõfɾaɾia
altônia	awtoniɐ
floresta	floɾɛstɐ
micho	miʃu
castelo	kastɛlo
automobilista	awtomobilistɐ
terráqueo	teʁakiu
croquete	kɾokɛtʃi
assistir	asiʃtiχ
vindimar	vĩd͡ʒimaʁ
boa	boɐ
beneficiar	benefisiaʁ
focar	fokaʁ
ong	õɡ
iceberg	ajsibɛʁɡi
traça	tɾasɐ
besteirol	bestejɾɔw
liga	liɡa
selvagem	sewvaʒẽj̃
remodelar	ʁemodelaʁ
conquistar	kõkiʃtaɾ
málaga	malaɡɐ
alcatrão	awkatɾɐ̃w
preconceito	pɾɛkõsejtu
estão	iʃtɐ̃w̃
faca	faka
mona	mona
romeu	ʁomew
country	kaw̃tɾi
chuvoso	ʃuvozu
paparicho	papaɾiʃu
cecília	sesiljɐ
gaivota	ɡajvɔta
amar	ɐmaʁ
latias	lat͡ʃiɐs
devia	d͡ʒiviɐ
psiquiatra	pisikjatɾɐ
envencilhar	ẽvẽsiʎaɾ
manjar	mɐ̃ʒaʁ
ledo	ledu
nina	ninɐ
ameno	ɐmenu
erróneo	eʁonju
sousa	sowzɐ
belga	bɛwɡɐ
rom	ʁɔm
vossos	vɔsus
debuxar	debuʃaʁ
vamos	vɐmu
duzentos	duzẽtus
admoestar	ɐdmwɛʃtar
beringela	biɾĩʒɛla
arma	aɻma
colômbia	kolõbjɐ
ela	ɛlɐ
orientação	oɾiẽntasɐ̃w̃
continuando	kõt͡ʃinuɐ̃du
anedonia	anedoniɐ
galípoli	ɡalipoli
parkour	paʁkuʁ
prima	pɾima
internacional	ĩteɹnasionaw
juvenil	ʒuveniw
impopularidade	ĩpopulaɾidad͡ʒi
cetona	setona
ateísmo	ateizmu
velhaco	veʎaku
night	najt͡ʃ
baça	basɐ
bento	bẽtu
yorkshire	jɔʁkʃajeʁ
mafioso	mafjozu
anastásio	anastazju
dresdem	dɾɛzdẽj̃
maleta	maleta
sudaneses	sudɐnezis
colheres	koʎɛɾis
estas	ɛstɐs
soldado	sowdadu
qualquer	kwawkɛɻ
neles	neles
gritinhos	ɡɾit͡ʃiɲus
pirólise	piɾɔlizi
dor	dor
égua	ɛɡwɐ
gomo	ɡomu
permitir	peɻmit͡ʃiɻ
caminho	kɐmiɲu
jamelão	ʒamelɐ̃w̃
quinar	kinaɾ
machadinha	maʃadʒiɲa
afiado	afiadu
benedito	bened͡ʒitu
limoeiro	limoejɾu
profundamente	pɾofũdɐmẽt͡ʃi
fonte	fõte
set	sɛtʃi
bonitinho	bonit͡ʃiɲu
parecido	paɾesidu
imperialmente	ĩpɛɾiawmẽt͡ʃi
viela	viɛlɐ
suriname	suɾinɐmi
criptósporo	kɾiptɔʃpoɾu
recato	ʁikatu
vidro	vidɾu
ununóctio	ununɔt͡ʃju
malévola	malɛvolɐ
entediar	ĩted͡ʒiaɹ
verdura	veɻduɾa
descansar	deskɐ̃saʁ
caxumba	kaʃũbɐ
alva	awva
renda	ʁẽdɐ
fenícia	fenisiɐ
pérola	pɛɾulɐ
cipozinho	sipɔziɲu
dj	did͡ʒej
brincadeira	bɾĩkadejɾɐ
czar	tsaʁ
virtuosos	viʁtuɔzus
gorovinha	ɡoɾɔviɲa
grupo	ɡɾupu
caetano	kaetɐ̃nu
quebrantamento	kebɾɐ̃tamẽtu
impera	ĩpɛɾa
itera	itɛra
sátira	sat͡ʃiɾa
ovelha	oveʎɐ
alguma	awɡumɐ
sotaque	sotaki
laquê	lake
bucareste	bukaɾɛst͡ʃi
lá	la
tribo	tɾibu
percebem	peʁsɛbẽj̃
incêndio	ĩsẽd͡ʒjo
ninho	niɲu
complexo	kõplɛksu
nordeste	nɔɦdɛʃtɪ
tristeza	tɾistezɐ
arca	aʁkɐ
polichinelo	poliʃinɛlu
digno	d͡ʒiɡnu
indecente	ĩdesẽt͡ʃi
funil	funiw
principal	pɾĩsipaw
fogueira	foɡejɾɐ
coronariano	koɾonaɾiãnu
atividade	at͡ʃividade
padre	padɾi
prisioneiro	pɾizionejɾu
khmer	kimɛʁ
dó	dɔ
seira	sejɾa
estreiteza	estɾejtezɐ
plotador	plotadoʁ
exato	ezatu
edgar	ed͡ʒiɡaʁ
alô	alo
seguir	seɡiʁ
maxila	maksila
cassino	kasinu
culpa	kuwpɐ
alvino	awvinu
paraíso	paɾaizu
faro	faɾu
justificar	ʒustʃifikaʁ
matamatá	matamata
batatona	batatonɐ
zelo	zɛlu
enciclopédia	ẽsiklopɛd͡ʒia
nordeste	noɾdɛst͡ʃi
alastrim	alastɾĩ
coroa	koɾoɐ
mas	majs
preto	pɾetu
tão	tɐ̃w̃
são	sɐ̃w̃
poupa	powpɐ
tábua	tabwɐ
egípcio	eʒipsiu
trama	tɾɐma
constituir	kõstʃituiʁ
sinopse	sinɔpsi
chatear	ʃateaɾ
brígida	bɾiʒidɐ
televisor	televizoʁ
frente	fɾẽt͡ʃi
vagem	vaʒẽj̃
tinto	t͡ʃĩtu
africano	afɾikɐnu
angelim	ɐ̃ʒelĩ
numera	numɛɾa
vídeo	vid͡ʒju
opróbrio	opɾɔbɾju
lendo	lẽdu
poetisa	poet͡ʃizɐ
epigenia	epiʒenia
caneta	kanetɐ
sangue	sɐ̃ɡi
favor	favoʁ
cutcharra	kut͡ʃaχa
chaim	ʃaĩ
patrazana	patɾazɐ̃na
modelo	modelu
tatu	tatu
rede	ʁed͡ʒi
sorriu	soʁiw
rebelde	ʁebɛwd͡ʒi
pescador	peskadoʁ
sussurro	susuʁu
proferida	pɾofeɾidɐ
repetir	ʁepit͡ʃiɹ
ofídio	ofid͡ʒo
cumprir	kũpɾiʁ
insondável	ĩsõdavew
carne	kaɾni
fungar	fũɡaʁ
origâmi	oɾiɡɐmi
isto	istu
banquete	bɐ̃ketʃi
ranqueado	ʁɐ̃kjadu
pelicano	pelikɐnu
texas	tɛksɐs
atrapalhar	atɾapaʎaʁ
lanche	lãʃi
buffer	bɐfeʁ
aeroporto	aɛropoɾtu
lancha	lɐ̃ʃɐ
romã	ʁomɐ̃
soar	soaɾ
aplacar	ɐplɐkar
socialista	sosialistɐ
envencilhar	ẽvẽsiʎaχ
domingo	domĩɡu
prensa	pɾẽsɐ
dançar	dɐ̃saʁ
turno	tuʁnu
elias	eliɐs
duns	dũs
aturar	atuɾaʁ
jangada	ʒɐ̃ɡadɐ
pousada	powzada
curiúva	kuɾiuvɐ
europeia	ewɾopɛja
fez	fɛʃ
view	viw
caguetar	kaɡwetaɾ
nela	nɛlɐ
ingerência	ĩʒeɾẽsja
cárie	kaɾi
notebook	nowt͡ʃibuki
espeto	ispetu
gostar	ɡostaʁ
cambridge	kẽj̃bɹid͡ʒ
acento	asẽtu
sintaxe	sĩtasi
aparência	apaɾẽsjɐ
normalmente	noʁmawmẽt͡ʃi
sogra	sɔɡɾa
antimoral	ɐ̃t͡ʃimoɾaw
poio	poju
anilina	anilina
desejo	dezeʒu
tupperware	tejpuɛʁ
alcanço	awkɐ̃su
zoologia	zooloʒiɐ
legislação	leʒislasɐ̃w̃
cedo	sedu
machado	maʃadu
aplicar	aplikaɹ
filósofo	filɔzofu
peito	pejtu
almofada	awmufada
mongol	mõɡɔw
superávit	superavitʃi
hospedagem	ospedaʒẽj̃
energia	eneɻʒia
engraçadinho	ĩɡɾasad͡ʒiɲu
lei	lej
cachaça	kaʃasa
reduz	ʁedujs
eustáquio	ewstakju
avalanche	avalɐ̃ʃi
dominada	dominadɐ
intrigue	ĩtɾiɡi
futuro	futuɾo
top	tɔp
cagueta	kaɡwɛta
ancora	ɐ̃kɔɾɐ
existe	ezist͡ʃi
cantão	kɐ̃tɐ̃w̃
acaia	akajɐ
buxo	buʃu
desjejum	d͡ʒizʒeʒũ
talhe	taʎi
interessante	ĩteɾesɐ̃t͡ʃi
pavê	pave
declive	deklivi
úlcera	uwseɾɐ
aham	ɐhɐ̃
fernandes	feɾnɐ̃dʒis
penicilina	penisilina
demográfico	demoɡɾafiku
virilha	viɾiʎɐ
anos	ɐnuʃ
nós	nɔjs
ligado	liɡadu
pelas	pelɐs
aliás	aliajs
hoje	oʒe
cloroplasto	kloɾoplastu
amígdala	ɐmidalɐ
la	lɐ
jota	ʒɔta
purificar	puɾifikaɾ
cobertor	kobeʁtoʁ
gabi	ɡabi
isca	iskɐ
inflação	ĩflasɐ̃w̃
íris	iɾis
soprar	sopɾaʁ
bomba	bõbɐ
grade	ɡɾadʒi
marreta	maʁɛtɐ
blenda	blẽdɐ
garoto	ɡaɾotu
chover	ʃoveʁ
fulano	fulɐnu
construir	kõstɾuiʁ
bregueço	bɾeɡesu
saudade	sawdade
garçom	ɡaʁsõ
ganso	ɡɐ̃su
noventa	novẽtɐ
gládio	ɡladʒju
operário	opeɾaɾjʊ
maloca	malɔka
sal	saw
efeito	efejtu
possuir	posuiʁ
apetência	apetẽsiɐ
banir	bɐniʁ
objeto	obʒɛtu
pego	peɡu
tatuagem	tatuaʒẽj̃
animam	animɐ̃w̃
escrotal	iskɾotaw
manganela	mɐ̃ɡanɛlɐ
existir	izist͡ʃi
oitocentos	ojtusẽtus
companhia	kõpɐɲiɐ
lewandowski	levɐ̃dɔvski
fusa	fuzɐ
anos	ɐnus
quati	kwatʃi
distorção	distoʁsɐ̃w̃
em	ĩ
aprimorar	apɾimoɾaʁ
mim	mĩ
patológicas	patolɔʒikɐs
aço	asu
substituto	subʃt͡ʃitutu
ilusionista	iluzionista
freguês	fɾeɡejʃ
pira	piɾa
caralho	kaɾaʎu
bicla	biklɐ
beladona	bɛladona
colo	kɔlu
maçã	masɐ̃
género	ʒeneɾu
exame	izɐmi
final	finaw
acerto	asɛʁtu
frialdade	fɾiawdadʒi
nervoso	neʁvozu
cruzada	kɾuzadɐ
abadessa	abadesɐ
distantes	diʒtɐ̃tiʒ
maori	maoɾi
parque	paʁki
base	bazi
tecnologia	tɛkinoloʒiɐ
deixar	dejʃaʁ
analista	analiʃtɐ
pelve	pɛwvi
impopular	ĩpopulaʁ
ula	ulɐ
anterior	ɐ̃teɾioʁ
soldo	sowdu
organização	oʁɡɐnizasɐ̃w̃
alento	alẽtu
desertificar	dezeʁtifikaʁ
rubéola	ʁubɛulɐ
traição	tɾajsɐ̃w̃
malvão	mawvɐ̃w̃
assessor	asesoɹ
vaso	vazu
escuridão	iskuɾidɐ̃w̃
inicial	inisjaw
xavier	ʃaviɛʁ
conserto	kõsɛɻtu
ronrons	ʁõʁõs
seguro	siɡuɾu
recostada	ʁekostadɐ
vívido	vividu
confusão	kõfuzɐ̃w̃
aguante	aɡwɐ̃t͡ʃi
champignon	ʃɐ̃piɲõ
reais	xeajs
vácuo	vakwo
altura	awtuɾɐ
zebro	zebɾu
zénite	zenit͡ʃi
repouso	ʁepowzu
listagem	listaʒẽj̃
lírica	liɾikɐ
ativo	at͡ʃivu
abafado	abafadu
detroit	detɾɔjt
clemente	klemẽt͡ʃi
cisco	siʃku
rara	ʁaɾɐ
miolo	mjolu
surgir	suʁʒiʁ
heresia	eɾezia
constança	kõstɐ̃sɐ
xaveco	ʃavɛku
ioga	iɔɡa
farinha	faɾiɲɐ
condução	kõdusɐ̃w̃
retórica	ʁetɔɾika
retórica	ʁetɔɾikɐ
obstinada	obst͡ʃinadɐ
acostar	akostaʁ
cúmplice	kũplisi
sonzeira	sõzejɾɐ
calcanhar	kawkɐɲaʁ
boliche	boliʃi
eurípides	ewɾipid͡ʒis
pernambuco	peʁnɐ̃buku
vocês	sejs
censura	sẽsuɾɐ
shiva	ʃivɐ
campanha	kɐ̃pɐɲɐ
substituto	subst͡ʃitutu
samurai	samuɾaj
naqueles	nakelis
safista	safiʃtɐ
dedetização	dedetʃizasɐ̃w̃
marrento	maʁẽtu
arte	aʁt͡ʃi
declarar	deklaɾaʁ
pierre	piɛʁi
vós	vɔs
lapa	lapɐ
arrastão	aʁastɐ̃w̃
hungria	ũɡɾiɐ
largar	laɹɡaɹ
machucar	maʃukaʁ
argumentar	aʁɡumẽtaʁ
graal	ɡɾaal
lançar	lɐ̃saʁ
fundir	fũd͡ʒiʁ
neurológico	newɾolɔʒiku
edgar	ed͡ʒɡaʁ
por	puɻ
zagreb	zaɡɾɛbi
florença	floɾẽsɐ
olha	oʎɐ
lógico	lɔʒiku
aposentadoria	apozẽtadoɾia
salário	salaɾju
curtir	kuɾt͡ʃiɾ
vilancico	vilɐ̃siku
tipo	tipu
gê	ʒe
ministro	ministɾo
roer	ʁueʁ
arma	aɾmɐ
garrafas	ɡaʁafɐʃ
tanzânia	tɐ̃zɐniɐ
domina	dominɐ
boazona	boazonɐ
existente	ezistẽt͡ʃi
pipa	pipɐ
disso	d͡ʒiso
carcanhol	kɐɾkɐɲɔɫ
hussardo	usaʁdu
jeito	ʒejtu
portanto	puʁtɐ̃tu
bocado	bokadu
feriado	feɾiadu
duro	duɾu
alternativa	awteʁnatʃivɐ
caratê	kaɾate
nadir	nad͡ʒiʁ
beijo	beʒu
doleiro	dolejɾu
losango	lozɐ̃ɡu
rocha	ʁɔʃɐ
renúncia	ʁenũsia
exército	ezɛʁsitu
transitório	tɾɐ̃zitɔɾiu
amanhã	ɐmɐɲɐ̃
betar	betaχ
natal	nataw
fralda	fɾawdɐ
etimologia	etʃimoloʒiɐ
sete	sɛte
dogão	dɔɡɐ̃w̃
discutir	d͡ʒiskut͡ʃiʁ
perdulário	peɾdulaɾju
trezentos	tɾezẽtus
simonia	simoniɐ
ignorar	iɡnoɾaʁ
galo	ɡalu
jericó	ʒeɾikɔ
sublevação	sublevasɐ̃w̃
espinho	iʃpiɲu
gostar	ɡɔʃtah
demorar	demoɾaɦ
sydney	sid͡ʒnej
prelibava	pɾelibavɐ
adulto	aduwtu
madrasta	madɾaʃtɐ
enfim	ẽfĩ
começo	komesu
barqueiro	baʁkejɾu
senciente	sẽsiẽt͡ʃi
baldio	bawdʒiu
aceno	asenu
volumoso	vulumozu
comércio	komɛɻsjo
coveiro	kovejɾʊ
ç	s
cruz	kɾujs
distinguir	dʒistʃĩɡwiʁ
lagartear	laɡaʁt͡ʃjaʁ
impingir	ĩpĩʒiɾ
quiproquó	kipɾokwɔ
salmoura	sawmowɾɐ
urna	uʁnɐ
distrito	d͡ʒiʃtɾitu
geração	ʒeɾasɐ̃w̃
falo	faɫu
interior	ĩteɾioʁ
farra	faʁɐ
prisioneiro	pɾizjonejɾu
capoeirista	kapuejɾistɐ
chile	ʃili
rota	ʁɔtɐ
sugestivo	suʒest͡ʃivu
tarde	taɹd͡ʒi
horrível	oʁivew
guardar	ɡwaʁdaʁ
excitador	esitadoʁ
defender	defẽdeʁ
entusiasta	ẽtuziaʃtɐ
espiga	espiɡa
salamaleque	salamaleki
procurando	pɾokuɾɐ̃du
disser	d͡ʒisɛʁ
hipocondria	ipokõdɾia
catinga	kɐtʃĩɡɐ
desgraça	diʒɡɾasɐ
mensuração	mẽsuɾasɐ̃w̃
honra	õɦɐ
rolha	ʁoʎa
trevas	tɾɛvɐs
baita	bajta
bordo	boʁdu
despir	d͡ʒispiʁ
dobro	dɔbɾu
abruptamente	abɾupitamẽte
desarticular	dezartʃikular
privatizar	pɾivatizaʁ
sentido	sẽt͡ʃido
molhável	moʎavew
pacotilha	pakot͡ʃiʎɐ
ununóctio	ununɔt͡ʃiu
scrapie	skɾejpi
coro	kɔɾu
museu	muzew
acontecer	akõteseʁ
objetividade	obʒet͡ʃividad͡ʒi
bolsonaro	bɔwsunaɾu
sexo	sɛksu
sentir	sẽt͡ʃiɻ
produzir	pɾoduziɾ
grão	ɡɾɐ̃w̃
quanto	kwɐ̃tu
arregalar	aʁeɡalaʁ
física	fizikɐ
molhadura	moʎaduɾa
lacração	lakɾasɐ̃w̃
odor	odoʁ
fruição	fɾuisɐ̃w̃
aline	alini
valentino	valẽt͡ʃinu
teta	tetɐ
lentes	lẽt͡ʃis
setecentos	sɛt͡ʃisẽtus
portão	poɾtɐ̃w̃
escala	iskalɐ
aquele	akeli
por	puʁ
morais	moɾajs
certificar	seʁt͡ʃifikaʁ
xampu	ʃɐ̃pu
aumentar	awmẽtaχ
finito	finitu
bombeiro	bõbejɾu
túmulo	tumulu
estourar	istowɾaʁ
dormente	doʁmẽt͡ʃi
carne	kaʁni
pesagem	pezaʒẽj̃
damasco	damasku
perene	peɾeni
lança	lɐ̃sɐ
obtuso	obtuzu
tetraedro	tɛtɾɐɛdɾu
laico	lajku
zeus	zews
voto	vɔtu
calais	kalɛ
imagem	imaʒẽj̃
reprise	reprizi
sabe	sabe
úrsula	uʁsulɐ
figura	fiɡuɾɐ
gleba	ɡlɛba
planejar	plɐneʒah
patrocínio	patɾosinju
terça	teʁsɐ
zebra	zebɾa
protestante	pɾoteʃtɐ̃t͡ʃi
propriedade	pɾopɾiedade
chapecoense	ʃapekwẽse
exausto	ezawstu
sapato	sapatu
falante	falɐ̃tʃi
caipira	kajpiɾɐ
internacional	ĩteʁnasjonaw
procedência	pɾosedẽsiɐ
maneirar	mɐnejɾaɾ
constante	kõstɐ̃t͡ʃi
flor	floʁ
sismo	sizmu
alecto	alɛktu
demétrio	demɛtɾiu
neném	nenẽj̃
jovem	ʒɔvẽj̃
avanço	avɐ̃su
bolha	boʎɐ
pesado	pezadu
emagrecer	emaɡɾeseɻ
chili	t͡ʃili
discurso	d͡ʒiskuʁsu
aquilo	akilu
lugar	luɡaχ
entremeio	ẽtɾemeiu
cágado	kaɡadu
barulhinho	baɾuʎiɲu
tangível	tɐ̃ʒivew
disposto	d͡ʒispostu
paróquia	paɾɔkiɐ
astana	astɐnɐ
entediar	ĩted͡ʒjaɾ
mês	mejs
ímpeto	ĩpetu
gols	ɡows
situar	situaʁ
introjeção	ĩtɾoʒesɐ̃w̃
bug	bɐɡi
paupérrimo	pawpɛʁimu
têxtil	tejst͡ʃiw
mistura	mistuɾɐ
insolvente	ĩsɔwvẽt͡ʃi
mirandês	miɾɐ̃dejʃ
fuxico	fuʃiku
santana	sɐ̃tɐnɐ
desconexo	dʒiskonɛksu
respeito	ʁespejtu
você	se
unidade	unidad͡ʒi
haja	aʒɐ
antuérpia	ɐ̃tuɛʁpjɐ
descrito	deskɾitu
maconha	makoɲa
montar	mõtaʁ
pomba	põbɐ
belvedere	bɛwvedɛɾi
solução	solusɐ̃w̃
supermercado	supeʁmeʁkadu
carlópolis	kaʁlɔpolis
feedback	fidbɛk
suficientes	sufisjẽt͡ʃis
calhorda	kaʎɔɻda
programa	pɾoɡɾɐmɐ
perto	pɛhtʊ
bilheteira	biʎetejɾa
promessa	pɾomɛsɐ
remela	ʁemɛla
acima	asimɐ
dádiva	dad͡ʒivɐ
finalizar	finalizaʁ
belém	belẽj̃
tranquilões	tɾɐ̃kwilõj̃s
anta	ɐ̃tɐ
atrair	atɾaiʁ
postergar	posteʁɡaʁ
soro	soɾu
fundo	fũdo
lourenço	lowɾẽsu
porta	pɔhtɐ
ancestral	ɐ̃sestraw
miopia	miopia
rodoviário	ʁodoviaɾiu
grosso	ɡɾosu
tundra	tũdɾɐ
alvoroçar	awvoɾosaʁ
lavra	lavɾa
elucubrar	elukubraɾ
histórico	iʃtɔɾiku
menos	menos
vastidão	vast͡ʃidɐ̃w̃
malha	maʎɐ
graduação	ɡɾaduasɐ̃w̃
brilhante	bɾiʎɐ̃tʃi
kaminski	kamĩski
lenço	lẽsu
lapidar	lapidaʁ
semelhante	semeʎɐ̃t͡ʃi
seleção	selesɐ̃w̃
ova	ɔvɐ
castigado	kaʃt͡ʃiɡadu
pomba	põba
teatro	teatɾu
eficaz	efikajs
irrepreensível	iʁepɾeẽsivew
eurásia	ewɾazjɐ
peshmerga	pɛʃimɛʁɡɐ
slide	slajd
cagueta	kaɡweta
colmo	kowmu
esperança	iʃpeɾɐ̃sɐ
uberrimamente	ubɛʁimɐmẽt͡ʃi
glande	ɡlɐ̃d͡ʒi
fixar	fiksaʁ
mega	mɛɡa
salvo	sawvu
anticoagulante	ɐ̃t͡ʃikoaɡulɐ̃t͡ʃi
e	i
disto	d͡ʒisto
despiu	despiw
cantiga	kɐ̃t͡ʃiɡɐ
ordem	ɔɻdẽj̃
propriedade	pɾɔpɾiɛdadɪ
belicista	bɛlisistɐ
te	ti
digitar	d͡ʒiʒitaʁ
carpete	kaɾpɛtʃi
dente	dẽti
bênção	bẽsɐ̃w̃
chama	ʃɐmɐ
precedente	pɾesedẽt͡ʃi
suprimento	supɾimẽtu
salário	salaɾiu
também	tɐmẽj̃
pedonal	pedonaw
abanheenga	abɐɲeẽɡɐ
jamais	ʒamajs
escapar	iskapaʁ
eduardo	eduaɾdu
mano	mɐnu
deslocação	dezlokasɐ̃w̃
trecho	tɾeʃu
caçador	kasadoʁ
emigrar	imiɡɾaɾ
grecidade	ɡɾesidad͡ʒi
aguentar	aɡwẽtaʁ
teja	teʒɐ
amoroso	amoɾozo
palato	palatu
extravio	istɾaviu
marcelo	maʁsɛlu
dimitri	d͡ʒimitɾi
dagmar	daɡimaʁ
garrancho	ɡahɐ̃ʃu
cinzento	sĩzẽtu
flor	fɾoɻ
facebook	fejsibuki
inepto	inɛptu
pindaíba	pindaibɐ
bugre	buɡɾi
imenso	imẽj̃su
datilógrafo	dɐt͡ʃilɔɡɾɐfu
doze	dozi
palácio	palasju
ubre	ubɾi
violação	violasɐ̃w̃
miriam	miɾiɐ̃
aos	aws
atividade	at͡ʃividad͡ʒi
hiato	jatu
falena	falenɐ
falar	falaɹ
empedernido	ẽpedeʁnidu
externo	istɛʁnu
armórica	aʁmɔɾikɐ
albino	awbinu
moda	mɔda
arcanjo	aχkɐ̃ʒu
quedar	kedaʁ
guarujá	ɡwaɾuʒa
cola	kɔlɐ
bobes	bɔbis
cuca	kuka
excalibur	eskalibuʁ
durban	duʁbɐ̃
búlgaro	buwɡaɾu
foi	foj
emigrar	emiɡɾaɾ
valer	valeʁ
platão	platɐ̃w̃
jantar	ʒɐ̃taʁ
saxão	saksɐ̃w̃
choro	ʃɔɾu
idílio	id͡ʒilju
encaixar	ĩkajʃaɾ
quelónio	kelonju
metrô	metɾo
veludo	veludu
saudação	saudasɐ̃w̃
poliban	pɔlibɐ̃
pormenores	poʁmenɔɾis
laranja	laɾɐ̃ʒɐ
abacista	abasista
restaurante	ʁestawɾɐ̃t͡ʃi
texugo	teʃuɡu
tartu	taʁtu
circense	siχsẽsi
diabos	d͡ʒjabus
macete	masetʃi
corrupto	koʁuptu
produzir	pɾɔduzih
guinéu	ɡinɛw
apreciar	apɾesiaʁ
novembro	nɔvẽbɾu
sob	sobi
perfilar	peʁfilaʁ
ângulo	ɐ̃ɡulu
excelente	eselẽtʃi
catita	kat͡ʃitɐ
mourão	mowɾɐ̃w
exposição	espozisɐ̃w̃
enxergar	ĩʃeʁɡaʁ
nego	neɡu
precisando	pɾesizɐ̃du
histórico	istɔɾiku
mãos	mɐ̃w̃s
direito	d͡ʒiɾejtu
exteriores	esteɾjoɾis
comer	komeʁ
eu	ew
intuitivo	ĩtuit͡ʃivu
cinco	sĩku
fadiga	fad͡ʒiɡɐ
perda	peɹdɐ
fitness	fit͡ʃnes
rendição	ʁẽdisɐ̃w̃
cos	kus
isenção	izẽsɐ̃w̃
hora	ɔɾɐ
maloqueiro	malokejɾu
trampolim	tɾɐ̃polĩ
liverpool	liveʁpuw
crocante	kɾokɐ̃t͡ʃi
caim	kɐĩ
linda	lĩdɐ
flora	flɔɾɐ
flor	floχ
ligação	liɡasɐ̃w̃
apertar	apeʁtaʁ
besta	bestɐ
austro	awstɾu
aeromoça	aɛɾomosɐ
moela	moɛlɐ
desrespeitoso	deʒʁeʃpejtozu
remanescente	ʁemanesẽt͡ʃi
gana	ɡɐnɐ
cabra	kabɾɐ
arapuã	aɾapuɐ̃
rumorosa	ʁumoɾɔzɐ
material	mateɾiaw
nazismo	nazizmu
nepal	nepaw
ialta	jawtɐ
texto	teʃtu
caiamos	kajɐmus
ordem	ɔɦdẽj̃
simétrico	simɛtɾiku
jornada	ʒoɻnadɐ
substância	subistɐ̃sia
funks	fɐ̃kis
digo	diɡu
reunião	heunjɐ̃w̃
lavar	lavaʁ
transições	tɾɐ̃zisõj̃ʃ
utilização	ut͡ʃilizasɐ̃w̃
almofada	awmufadɐ
brigada	bɾiɡadɐ
trete	tɾɛtʃi
macedónia	masedonjɐ
dor	dox
explorar	isploɾaʁ
dinheiro	d͡ʒiɲejɾu
abafador	abafadoʁ
beleza	belezɐ
enjoo	ẽj̃ʒou
guaxima	ɡwaʃimɐ
baba	babɐ
simpatizante	sĩpat͡ʃizɐ̃t͡ʃi
canal	kanaw
comprometer	kõpɾometeʁ
corbélia	koʁbɛliɐ
