հեռաձայնել	hɛrɑd͡zɑjnɛl
մակեդոնիա	mɑkɛdɔnjɑ
կռատուկ	kərɑtuk
երեխա	jɛɾɛχɑ
խոստում	χɔstum
հավաքածո	hɑvɑkʰɑt͡sɔ
ջաղաց	d͡ʒɑʁɑt͡sʰ
հաստատակամ	hɑstɑtɑkɑm
վարազ	vɑɾɑz
ուռուցքաբանական	urut͡sʰkʰɑbɑnɑkɑn
աստերոիդ	ɑstɛɾɔid
դրվատել	dəɾvɑtɛl
կեղեւ	kɛʁɛv
մեղանչել	mɛʁɑnt͡ʃʰɛl
տրամաբան	təɾɑmɑbɑn
ապա	ɑpɑ
շպրից	əʃpɾit͡sʰ
սոցիալիստական	sɔt͡sʰjɑlistɑkɑn
լոգանալ	lɔɡɑnɑl
արու	ɑɾu
թաիլանդ	tʰɑjlɑnd
կառուցողական	kɑrut͡sʰɔʁɑkɑn
ուռթանալ	urtʰɑnɑl
տիրտեոս	tiɾtɛɔs
կապիտալիստական	kɑpitɑlistɑkɑn
փարիսեցիաբար	pʰɑɾisɛt͡sʰjɑbɑɾ
ձիաբոռ	d͡zijɑbɔr
ներել	nɛɾɛl
քթոց	kʰətʰɔt͡sʰ
պիստակենի	pistɑkɛni
գլտորել	ɡəltɔɾɛl
շիրիմ	ʃiɾim
տահիտի	tɑhiti
պապանձել	pɑpɑnd͡zɛl
ննջել	nənd͡ʒɛl
նեպալի	nɛpɑli
ծարիր	t͡sɑɾiɾ
էկվադոր	ɛkvɑdɔɾ
հռոմեական	hərɔmjɑkɑn
կապիտան	kɑpitɑn
չիթ	t͡ʃʰitʰ
մակրոտնտեսական	mɑkɾɔtəntɛsɑkɑn
ֆիլիպիներեն	filipinɛɾɛn
թրաշել	tʰəɾɑʃɛl
ձուղբ	d͡zuχp
ղազախ	ʁɑzɑχ
փասիան	pʰɑsjɑn
գանգրիկ	ɡɑŋɡɾik
իբիկոս	ibikɔs
ծովախտ	t͡sɔvɑχt
ծուծ	t͡sut͡s
նոճ	nɔt͡ʃ
դատարկուն	dɑtɑɾkun
մյուս	mjus
չեչեն	t͡ʃʰɛt͡ʃʰɛn
կտրականորեն	kətɾɑkɑnɔɾɛn
քմայնացում	kʰəmɑjnɑt͡sʰum
մգացում	məkʰɑt͡sʰum
ասսամ	ɑsːɑm
թաքչել	tʰɑkʰt͡ʃʰɛl
խրախուսել	χəɾɑχusɛl
տեղեկատվություն	tɛʁɛkɑtvutʰjun
ռոժ	rɔʒ
եվգենյա	jɛvɡɛnjɑ
խորհել	χɔɾhɛl
ներդրում	nɛɾdəɾum
խեթերեն	χɛtʰɛɾɛn
պուլսար	pulsɑɾ
խորհրդակցություն	χɔɾəɾtʰɑkt͡sʰutʰjun
լիանա	ljɑnɑ
ջրաղաց	d͡ʒəɾɑʁɑt͡sʰ
ձելկվա	d͡zɛlkvɑ
հապկ	hɑpk
թռչել	tʰərt͡ʃʰɛl
լիլիթ	lilitʰ
ագարակ	ɑɡɑɾɑk
գիրուկ	ɡiɾuk
փլատակ	pʰəlɑtɑk
ասեղ	ɑsɛʁ
վանկ	vɑŋk
կարեկցալի	kɑɾɛkt͡sʰɑli
կվաս	kvɑs
բուհ	buh
կաղամար	kɑʁɑmɑɾ
րաֆֆի	ɾɑfːi
թառամել	tʰɑrɑmɛl
ճմլել	t͡ʃəmlɛl
բաղդասար	bɑʁdɑsɑɾ
առաջարկել	ɑrɑt͡ʃʰɑɾkɛl
հանձնախումբ	hɑnd͡znɑχumb
ռիոնի	rijɔni
պարաշյուտ	pɑɾɑʃjut
մասնաշենք	mɑsnɑʃɛŋkʰ
ոսոխություն	vɔsɔχutʰjun
դարձ	dɑɾt͡sʰ
չինաստան	t͡ʃʰinɑstɑn
երեսնամյան	jɛɾɛsnɑmjɑn
պերմանենտ	pɛɾmɑnɛnt
սիգ	siɡ
սառնապուր	sɑrnɑpuɾ
արորել	ɑɾɔɾɛl
հնանալ	hənɑnɑl
կոմունիզմ	kɔmunizm
թթվել	tʰətʰvɛl
տակավին	tɑkɑvin
բուրբոն	buɾbɔn
դիահերձում	dijɑhɛɾd͡zum
հեղինակ	hɛʁinɑk
ապակառուցողական	ɑpɑkɑrut͡sʰɔʁɑkɑn
պրտու	pəɾtu
քել	kʰɛl
ողջախոհություն	vɔχt͡ʃʰɑχɔhutʰjun
խաչատրյան	χɑt͡ʃʰɑtɾjɑn
լալոնք	lɑlɔŋkʰ
շողոտ	ʃɔʁɔt
ծածկել	t͡sɑt͡skɛl
ուսումնասիրություն	usumnɑsiɾutʰjun
օֆիս	ɔfis
եվրաինտեգրում	jɛvɾɑintɛɡɾum
խոսել	χɔsɛl
մայթ	mɑjtʰ
վերջափակել	vɛɾt͡ʃʰɑpʰɑkɛl
մկրտել	məkəɾtɛl
հեգնանք	hɛɡnɑŋkʰ
բշտիկ	bəʃtik
թյուրիմացություն	tʰjuɾimɑt͡sʰutʰjun
քննվել	kʰənːəvɛl
աշտե	ɑʃtɛ
ծարբ	t͡sɑɾb
ծաղարար	t͡sɑʁɑɾɑɾ
ռումբա	rumbɑ
գանձավոր	ɡɑnd͡zɑvɔɾ
գրտնակ	ɡəɾtnɑk
ցուցահանդես	t͡sʰut͡sʰɑhɑndɛs
փոքրամասնություն	pʰɔkʰɾɑmɑsnutʰjun
աստվածաբանական	ɑstvɑt͡sɑbɑnɑkɑn
տարոն	tɑɾɔn
ժառանգություն	ʒɑrɑŋɡutʰjun
եռացում	jɛrɑt͡sʰum
ծախսագրում	t͡sɑχsɑɡəɾum
ոստայն	vɔstɑjn
լնդախտ	ləndɑχt
սխտոր	səχtɔɾ
խոզանակ	χɔzɑnɑk
ուստիեւ	ustijɛv
գրգռել	ɡəɾɡərɛl
թաղում	tʰɑʁum
մոնպելիե	mɔnpɛljɛ
ստամբուլ	əstɑmbul
լութեր	lutʰɛɾ
եղիսաբեթ	jɛʁisɑbɛtʰ
չափազանց	t͡ʃʰɑpʰɑzɑnt͡sʰ
փոստ	pʰɔst
սոցիալական	sɔt͡sʰjɑlɑkɑn
խայթել	χɑjtʰɛl
մարզ	mɑɾz
դանիա	dɑnjɑ
սթափվել	əstʰɑpʰvɛl
կեն	kɛn
ա	ɑ
շիզոֆրենիկ	ʃizɔfɾɛnik
խոց	χɔt͡sʰ
սառցադաշտ	sɑrt͡sʰɑdɑʃt
խոնավացնել	χɔnɑvɑt͡sʰnɛl
ծաղր	t͡sɑʁəɾ
թամաշա	tʰɑmɑʃɑ
թոռոմել	tʰɔrɔmɛl
լուսն	lusən
ութերորդ	utʰɛɾɔɾtʰ
պարսք	pɑɾskʰ
փաստարկություն	pʰɑstɑɾkutʰjun
ողջույն	vɔχt͡ʃʰujn
համագործակցել	hɑmɑɡɔɾt͡sɑkt͡sʰɛl
թատերական	tʰɑtɛɾɑkɑn
պալասատովի	pɑlɑsɑtəvi
լեզվաընտանիք	lɛzvɑəntɑnikʰ
արիոս	ɑɾijɔs
շանսոնյե	ʃɑnsɔnjɛ
կեղտ	kɛχt
շքեղություն	ʃəkʰɛʁutʰjun
արած	ɑɾɑt͡s
տափ	tɑpʰ
հողմ	hɔʁm
խրոխտաբար	χəɾɔχtɑbɑɾ
ծառա	t͡sɑrɑ
ինքնավար	iŋkʰnɑvɑɾ
բուծ	but͡s
նալբանդ	nɑlbɑnd
բանկա	bɑŋkɑ
ճվատել	t͡ʃəvɑtɛl
միլիառ	miljɑr
փքուն	pʰəkʰun
ջրարջ	d͡ʒəɾɑɾt͡ʃʰ
ռաջաստանի	rɑd͡ʒɑstɑni
ոլորտ	vɔlɔɾt
փեսացու	pʰɛsɑt͡sʰu
խոպոպի	χɔpɔpi
բարբառել	bɑɾbɑrɛl
մեյմուն	mɛjmun
շեղել	ʃɛʁɛl
ծրայր	t͡səɾɑjɾ
ղպտի	ʁəpti
հանդիպեցնել	hɑndipɛt͡sʰnɛl
տանձենի	tɑnd͡zɛni
ժենգյալ	ʒɛŋɡjɑl
չոփիկ	t͡ʃʰɔpʰik
գեշ	ɡɛʃ
ճարտարագիտական	t͡ʃɑɾtɑɾɑɡitɑkɑn
առարկա	ɑrɑɾkɑ
կալբաս	kɑlbɑs
ուրբաթ	uɾpʰɑtʰ
դիստրիբյուտոր	distɾibjutɔɾ
քթածակ	kʰətʰɑt͡sɑk
խուզարկություն	χuzɑɾkutʰjun
զարբաբ	zɑɾbɑb
տարեց	tɑɾɛt͡sʰ
խորամանկ	χɔɾɑmɑŋk
բոտոշան	bɔtɔʃɑn
պարոն	pɑɾɔn
կարմրավուն	kɑɾmɾɑvun
ռեյտինգ	rɛjtiŋɡ
սինգապուր	siŋɡɑpuɾ
լվացքի	ləvɑt͡sʰkʰi
սրճաստան	səɾt͡ʃɑstɑn
ճենովական	t͡ʃɛnɔvɑkɑn
աճեցնել	ɑt͡ʃɛt͡sʰnɛl
պանրխոտ	pɑnəɾχɔt
կտցել	kətt͡sʰɛl
եղրեւանի	jɛʁɾɛvɑni
սելջուկ	sɛld͡ʒuk
հայրասպան	hɑjɾɑspɑn
ճենապակի	t͡ʃɛnɑpɑki
կատիկ	kɑtik
չայնիկ	t͡ʃʰɑjnik
գայռ	ɡɑjr
քոչ	kʰɔt͡ʃʰ
աբիսողոմ	ɑbisɔʁɔm
ցեյլոն	t͡sʰɛjlɔn
լքել	ləkʰɛl
երկվայրկյան	jɛɾkvɑɾkjɑn
չեխոսլովակիա	t͡ʃʰɛχɔslɔvɑkjɑ
ապերջանիկ	ɑpɛɾd͡ʒɑnik
գազա	ɡɑzɑ
միլիարդատեր	miljɑɾtʰɑtɛɾ
բարութ	bɑɾutʰ
դիպաշար	dipɑʃɑɾ
միասնականացում	mjɑsnɑkɑnɑt͡sʰum
հարց	hɑɾt͡sʰ
աղդամ	ɑʁdɑm
լադոգա	lɑdɔɡɑ
ապաբախտ	ɑpɑbɑχt
կուզեկուզ	kuzɛkuz
հրաչյա	həɾɑt͡ʃʰjɑ
օջախ	ɔd͡ʒɑχ
վենետական	vɛnɛtɑkɑn
ծրագրավորում	t͡səɾɑɡɾɑvɔɾum
սահակ	sɑhɑk
անընդհատ	ɑnəntʰɑt
ափափա	ɑpʰɑpʰɑ
հաճույք	hɑt͡ʃujkʰ
հանդուրժել	hɑnduɾʒɛl
պիտաչոկ	pitɑt͡ʃʰɔk
շրջան	ʃəɾd͡ʒɑn
ցանկալ	t͡sʰɑŋkɑl
քաղդեացի	kʰɑʁdɛɑt͡sʰi
նացիզմ	nɑt͡sʰizm
կարապետյան	kɑɾɑpɛtjɑn
տրիբոլոգիա	tɾibɔlɔɡjɑ
տենալ	tɛnɑl
գեւորգյան	ɡɛvɔɾkʰjɑn
հոգնել	hɔkʰnɛl
զտել	zətɛl
ձայնեղ	d͡zɑjnɛʁ
վիտեբսկ	vitɛbsk
ավագ	ɑvɑkʰ
դաստիարակ	dɑstjɑɾɑk
բարոյական	bɑɾɔjɑkɑn
տոկացող	tɔkɑt͡sʰɔʁ
որոճալ	vɔɾɔt͡ʃɑl
թոխոր	tʰɔχɔɾ
արեւելահայերեն	ɑɾɛvɛlɑhɑjɛɾɛn
կացնել	kɑt͡sʰnɛl
պարեգոտ	pɑɾɛɡɔt
շանթ	ʃɑntʰ
անդուլ	ɑndul
փրկիչ	pʰəɾkit͡ʃʰ
ճենովա	t͡ʃɛnɔvɑ
քսերոքս	kʰsɛɾɔkʰs
մոլիբդեն	mɔlibdɛn
պերեստրոյկա	pɛɾɛstɾɔjkɑ
նավատորմ	nɑvɑtɔɾm
երկրաշարժ	jɛɾkɾɑʃɑɾʒ
շաքարեղեգ	ʃɑkʰɑɾɛʁɛɡ
քաղաք	kʰɑʁɑkʰ
բացառիկ	bɑt͡sʰɑrik
հավակնոտ	hɑvɑknɔt
թաս	tʰɑs
հոպնակ	hɔpnɑk
ծփել	t͡səpʰɛl
դոխտուր	dɔχtuɾ
չորոց	t͡ʃʰɔɾɔt͡sʰ
կուղբ	kuʁb
ներքո	nɛɾkʰɔ
պիստակ	pistɑk
մնջիկ	mənd͡ʒik
մետաղագործություն	mɛtɑʁɑɡɔɾt͡sutʰjun
չվել	t͡ʃʰəvɛl
ուսուցչուհի	usut͡sʰt͡ʃʰuhi
մանուշակագույն	mɑnuʃɑkɑɡujn
ոսկի	vɔski
եպհ	jɛpəhə
օրգանիզմ	ɔɾɡɑnizm
վարդ	vɑɾtʰ
կեչի	kɛt͡ʃʰi
փոխարեն	pʰɔχɑɾɛn
ադամանդ	ɑdɑmɑnd
հեռանալ	hɛrɑnɑl
խորխ	χɔɾχ
մակաշերտ	mɑkɑʃɛɾt
կամ	kɑm
ֆաշիզմ	fɑʃizm
խալ	χɑl
լեգիտիմ	lɛɡitim
դարպասաձող	dɑɾpɑsɑd͡zɔʁ
վերին	vɛɾin
գառաժ	ɡɑrɑʒ
մատակ	mɑtɑk
թարամա	tʰɑɾɑmɑ
կրախ	kɾɑχ
հիշատակ	hiʃɑtɑk
գրեթե	ɡəɾɛtʰɛ
պարսկանալ	pɑɾskɑnɑl
խրիմ	χəɾim
հետաքրքիր	hɛtɑkʰəɾkʰiɾ
առորմի	ɑrɔɾmi
ռետին	rɛtin
ակնաբանություն	ɑknɑbɑnutʰjun
ալլահ	ɑlːɑh
ջահուկցյան	d͡ʒɑhukt͡sʰjɑn
վեհություն	vɛhutʰjun
թովիչ	tʰɔvit͡ʃʰ
պաղ	pɑʁ
կայթ	kɑjtʰ
իներտ	inɛɾt
ազատանի	ɑzɑtɑni
բազրիք	bɑzɾikʰ
տետր	tɛtəɾ
ործկալ	vɔɾt͡skɑl
երկբայանալ	jɛɾkbɑjɑnɑl
նվաճել	nəvɑt͡ʃɛl
արքա	ɑɾkʰɑ
ենթակառուցվածք	jɛntʰɑkɑrut͡sʰvɑt͡skʰ
ֆինլանդիա	finlɑndjɑ
մանկություն	mɑŋkutʰjun
խաչքար	χɑt͡ʃʰkʰɑɾ
հմտություն	həmtutʰjun
ցանցաճոճ	t͡sʰɑnt͡sʰɑt͡ʃɔt͡ʃ
հողագայլ	hɔʁɑɡɑjl
գով	ɡɔv
ամերիկա	ɑmɛɾikɑ
բուղա	buʁɑ
մայրապետ	mɑjɾɑpɛt
աառ	ɑɑrə
ռենտգենիում	rɛntɡɛnijum
գիժ	ɡiʒ
զոդող	zɔdɔʁ
արտոսր	ɑɾtɔsəɾ
ծովախոզուկ	t͡sɔvɑχɔzuk
լողափ	lɔʁɑpʰ
գայթակղել	ɡɑjtʰɑkəʁɛl
արատավոր	ɑɾɑtɑvɔɾ
իիհ	iihə
արար	ɑɾɑɾ
համեստաբար	hɑmɛstɑbɑɾ
կոչ	kɔt͡ʃʰ
սիրուն	siɾun
ժանգալ	ʒɑŋɡɑl
ապուր	ɑpuɾ
ազգագրական	ɑzɡɑɡəɾɑkɑn
խայթոց	χɑjtʰɔt͡sʰ
հայացի	hɑjɑt͡sʰi
պաչ	pɑt͡ʃʰ
խոտակեր	χɔtɑkɛɾ
խավիար	χɑvjɑɾ
մորմոն	mɔɾmɔn
վեպ	vɛp
ձեռնարկ	d͡zɛrnɑɾk
ծիր	t͡siɾ
նիդերլանդներ	nidɛɾlɑndnɛɾ
կուրծք	kuɾt͡skʰ
առաջացում	ɑrɑt͡ʃʰɑt͡sʰum
հեսսեն	hɛsːɛn
քարշել	kʰɑɾʃɛl
մարմին	mɑɾmin
խաթր	χɑtʰəɾ
լորձունք	lɔɾd͡zuŋkʰ
սարաեւո	sɑɾɑjɛvɔ
ֆսյո	fsjɔ
խաչբառ	χɑt͡ʃʰbɑr
որբ	vɔɾpʰ
գուցե	ɡut͡sʰɛ
ակորդեոն	ɑkɔɾdɛɔn
առկայծվել	ɑrkɑjt͡svɛl
հակասեմական	hɑkɑsɛmɑkɑn
աղոթել	ɑʁɔtʰɛl
գուլպա	ɡulpɑ
մարզասրահ	mɑɾzɑsəɾɑh
դաշտից	dɑʃtit͡sʰ
հիմնադրել	himnɑdɾɛl
սրունք	səɾuŋkʰ
պալիկիր	pɑlikiɾ
նալչիկ	nɑlt͡ʃʰik
լուժիկերեն	luʒikɛɾɛn
զբոսանավ	əzbɔsɑnɑv
նավազ	nɑvɑz
բալենի	bɑlɛni
մարգարյան	mɑɾkʰɑɾjɑn
կացնահարում	kɑt͡sʰnɑhɑɾum
ծերուն	t͡sɛɾun
թովք	tʰɔfkʰ
քննարկում	kʰənːɑɾkum
շիրինյան	ʃiɾinjɑn
մերկանալ	mɛɾkɑnɑl
առկայուն	ɑrkɑjun
հանվել	hɑnvɛl
մեղրամիս	mɛʁɾɑmis
նշանագետ	nəʃɑnɑɡɛt
կարտ	kɑɾt
ախտորոշում	ɑχtɔɾɔʃum
աճապարել	ɑt͡ʃɑpɑɾɛl
հիդրատ	hidɾɑt
վարդենիս	vɑɾtʰɛnis
բյորեկ	bjɔɾɛk
ծաղկյա	t͡sɑχkjɑ
տաղլյան	tɑʁljɑn
ղրիմ	ʁəɾim
բարվոք	bɑɾvɔkʰ
հաստել	hɑstɛl
խոլերա	χɔlɛɾɑ
առավելագույն	ɑrɑvɛlɑɡujn
դիրագ	diɾɑɡ
տափաստան	tɑpʰɑstɑn
պատկառելի	pɑtkɑrɛli
ձիաստան	d͡zijɑstɑn
սան	sɑn
մտահոգ	mətɑhɔɡ
հրեական	həɾjɑkɑn
վհատում	vəhɑtum
արվեստագետ	ɑɾvɛstɑɡɛt
հարկադրել	hɑɾkɑdɾɛl
հռոդոս	hrɔdɔs
ավելյաց	ɑvɛljɑt͡sʰ
երկկողմ	jɛɾkːɔʁm
սուսերամարտ	susɛɾɑmɑɾt
օդերեւութաբանական	ɔtʰɛɾɛvutʰɑbɑnɑkɑn
գյոզալ	ɡjɔzɑl
կիլիկյան	kilikjɑn
մտառու	mətɑru
լռելյայն	lərɛljɑjn
ուրալ	uɾɑl
դիք	dikʰ
քրիստոնեություն	kʰɾistɔnɛutʰjun
ֆրանցիսկյան	fəɾɑnt͡sʰiskjɑn
կարգավարական	kɑɾkʰɑvɑɾɑkɑn
բհոջպուրի	bhɔd͡ʒpuɾi
նախագահական	nɑχɑɡɑhɑkɑn
գուշակողական	ɡuʃɑkɔʁɑkɑn
կետչուպ	kɛtt͡ʃʰup
շնչառություն	ʃənt͡ʃʰɑrutʰjun
արքիմեդ	ɑɾkʰimɛd
ջանասիրություն	d͡ʒɑnɑsiɾutʰjun
իսպանիա	ispɑnjɑ
սկզբնատառ	əskəzbnɑtɑr
հավելել	hɑvɛlɛl
երգեհոն	jɛɾɡɛhɔn
բղուղ	bəʁuʁ
կայքավար	kɑjkʰɑvɑɾ
հակասեմիտականություն	hɑkɑsɛmitɑkɑnutʰjun
սրճաման	səɾt͡ʃɑmɑn
երկվորյակ	jɛɾkvɔɾjɑk
ցախանոց	t͡sʰɑχɑnɔt͡sʰ
գողունի	ɡɔʁuni
հերովդես	hɛɾɔvdɛs
հմայել	həmɑjɛl
սաղավարտ	sɑʁɑvɑɾt
սցենար	əst͡sʰɛnɑɾ
պչրուհի	pət͡ʃʰɾuhi
հիասթափ	hijɑstʰɑpʰ
կղերական	kəʁɛɾɑkɑn
քուրդ	kʰuɾd
կոնտեքստ	kɔntɛkʰst
մալայզիա	mɑlɑjzjɑ
սառույց	sɑrujt͡sʰ
բազմիցս	bɑzmit͡sʰəs
վայրկենաչափ	vɑɾkɛnɑt͡ʃʰɑpʰ
բազմագույն	bɑzmɑɡujn
մարագ	mɑɾɑkʰ
ենթարկվել	jɛntʰɑɾkvɛl
տասներորդ	tɑsnɛɾɔɾtʰ
ուկրաինական	ukɾɑinɑkɑn
դոֆամին	dɔfɑmin
փութալ	pʰutʰɑl
կուպր	kupəɾ
ահաբեկում	ɑhɑbɛkum
երկմտորեն	jɛɾkmətɔɾɛn
գրատպություն	ɡəɾɑtputʰjun
ադամանդագործ	ɑdɑmɑndɑɡɔɾt͡s
ավտոբուս	ɑftɔbus
մարշուտնի	mɑɾʃutni
փոշեծծիչ	pʰɔʃɛt͡sət͡sit͡ʃʰ
ծախում	t͡sɑχum
հայրապետյան	hɑjɾɑpɛtjɑn
ռեւոլյուցիա	rɛvɔljut͡sʰjɑ
տիբեթ	tibɛtʰ
խանութ	χɑnutʰ
մայել	mɑjɛl
սիրահարվել	siɾɑhɑɾvɛl
քիլ	kʰil
հանքաբան	hɑŋkʰɑbɑn
էսքիլես	ɛskʰilɛs
ակնածու	ɑknɑt͡su
այլ	ɑjl
ալաժահրի	ɑlɑʒɑhɾi
տիպաբանական	tipɑbɑnɑkɑn
թամադա	tʰɑmɑdɑ
դրվատ	dəɾvɑt
լուսավոր	lusɑvɔɾ
հոգատար	hɔkʰɑtɑɾ
ժամկետ	ʒɑmkɛt
բազմագիտակարգային	bɑzmɑɡitɑkɑɾkʰɑjin
ռումինական	ruminɑkɑn
տաշքենդ	tɑʃkʰɛnd
յուղալավաշ	juʁɑlɑvɑʃ
համադրություն	hɑmɑdəɾutʰjun
վրացերեն	vəɾɑt͡sʰɛɾɛn
պոնչիկ	pɔnt͡ʃʰik
հետեւանք	hɛtɛvɑŋkʰ
հաքեր	hɑkʰɛɾ
կղկղանք	kəχkəʁɑŋkʰ
ապագա	ɑpɑɡɑ
չի	t͡ʃʰi
հյուրերիս	hjuɾɛɾis
կոնֆերանսը	kɔnfɛɾɑnsə
վարձկան	vɑɾt͡sʰkɑn
տարեկետում	tɑɾɛkɛtum
լիսեռ	lisɛr
կեռ	kɛr
վաշինգտոն	vɑʃiŋɡtɔn
մամխենի	mɑmχɛni
գրանտակեր	ɡəɾɑntɑkɛɾ
լայնալիճ	lɑjnɑlit͡ʃ
բեսարաբիա	bɛsɑɾɑbjɑ
նկուն	nəkun
հրկիզում	həɾkizum
առատություն	ɑrɑtutʰjun
համակարգիչ	hɑmɑkɑɾkʰit͡ʃʰ
արդար	ɑɾtʰɑɾ
բեզմեն	bɛzmɛn
բջջային	bəd͡ʒəd͡ʒɑjin
լոգին	lɔɡin
սպառազինության	əspɑrɑzinutʰjɑn
մոնղոլ	mɔnʁɔl
ներքաղաքական	nɛɾkʰɑʁɑkʰɑkɑn
կիլիկիացի	kilikjɑt͡sʰi
գլել	ɡəlɛl
գաղձ	ɡɑʁd͡z
գիր	ɡiɾ
տնակ	tənɑk
փակ	pʰɑk
մայն	mɑjn
իլլիրիա	ilːiɾjɑ
շոնա	ʃɔnɑ
պատնեշ	pɑtnɛʃ
ընդունել	əntʰunɛl
համատեքստ	hɑmɑtɛkʰst
սառցարան	sɑrt͡sʰɑɾɑn
ընտիր	əntiɾ
ուղեղիկ	uʁɛʁik
ուշիմ	uʃim
սահմանական	sɑhmɑnɑkɑn
վախճանակետ	vɑχt͡ʃɑnɑkɛt
վաղորդյան	vɑʁɔɾtʰjɑn
հնացնել	hənɑt͡sʰnɛl
սլավական	slɑvɑkɑn
տաջիկերեն	tɑd͡ʒikɛɾɛn
հալվա	hɑlvɑ
կարագանդա	kɑɾɑɡɑndɑ
հնդեվրոպական	həndɛvɾɔpɑkɑn
հեռատեսիլ	hɛrɑtɛsil
մեծաշուք	mɛt͡sɑʃukʰ
օշինդր	ɔʃindəɾ
կրիպտոն	kɾiptɔn
իֆիգենիա	ifiɡɛnjɑ
պադոշ	pɑdɔʃ
փիլիպպոս	pʰilipːɔs
ցեծ	t͡sʰɛt͡s
տհաճ	təhɑt͡ʃ
առույգ	ɑrujɡ
խանձել	χɑnd͡zɛl
տող	tɔʁ
օկտավիանոս	ɔktɑvjɑnɔs
անատոլիա	ɑnɑtɔljɑ
մոտանալ	mɔtɑnɑl
կռտած	kərtɑt͡s
խնծիղ	χənt͡siʁ
դաժե	dɑʒɛ
ավելորդ	ɑvɛlɔɾtʰ
խոպոպավոր	χɔpɔpɑvɔɾ
պատմագիտություն	pɑtmɑɡitutʰjun
ոխ	vɔχ
կշռել	kəʃrɛl
շավարշ	ʃɑvɑɾʃ
հիրավի	hiɾɑvi
բողբոջել	bɔʁbɔd͡ʒɛl
աստվածաբանություն	ɑstvɑt͡sɑbɑnutʰjun
չերքեսկ	t͡ʃʰɛɾkʰɛsk
թուրծ	tʰuɾt͡s
հուշեր	huʃɛɾ
կաունաս	kɑunɑs
ցուցադրական	t͡sʰut͡sʰɑdɾɑkɑn
երեքշաբթի	jɛɾɛkʰʃɑpʰtʰi
ասիա	ɑsjɑ
ցխինք	t͡sʰəχiŋkʰ
գաուչո	ɡɑut͡ʃʰɔ
թուն	tʰun
արգիշտի	ɑɾɡiʃti
զզվելի	zəzvɛli
պղծել	pəχt͡sɛl
որմնախորշ	vɔɾmnɑχɔɾʃ
ընտրող	əntɾɔʁ
իրավաբան	iɾɑvɑbɑn
կավիճ	kɑvit͡ʃ
ամն	ɑmənə
ձոր	d͡zɔɾ
հեց	hɛt͡sʰ
շտանգիստ	əʃtɑŋɡist
օձ	ɔt͡sʰ
փյունիկեցի	pʰjunikɛt͡sʰi
հիսուս	hisus
այցելություն	ɑjt͡sʰɛlutʰjun
մեկին	mɛkin
դեղոտ	dɛʁɔt
մկրտչյան	məkəɾt͡ʃʰjɑn
թեզաուրուս	tʰɛzɑuɾus
միտում	mitum
քարոզ	kʰɑɾɔz
բռնակալ	bərnɑkɑl
դաշտին	dɑʃtin
ստեպղին	əstɛpʁin
թաղիք	tʰɑʁikʰ
երեւելի	jɛɾɛvɛli
բամբաս	bɑmbɑs
ուրիշ	uɾiʃ
մասրի	mɑsɾi
այսբերգ	ɑjsbɛɾɡ
կռկել	kərkɛl
վկայություն	vəkɑjutʰjun
թթվություն	tʰətʰvutʰjun
հյուրից	hjuɾit͡sʰ
ալկման	ɑlkmɑn
թոնիր	tʰɔniɾ
բարձրունք	bɑɾt͡sʰɾuŋkʰ
կենսալի	kɛnsɑli
չեռնոբիլ	t͡ʃʰɛrnɔbil
ծածան	t͡sɑt͡sɑn
վ	və
տերմին	tɛɾmin
մաջուրո	mɑd͡ʒuɾɔ
սրճատուն	səɾt͡ʃɑtun
ճիտք	t͡ʃitkʰ
հերքիչ	hɛɾkʰit͡ʃʰ
սուզել	suzɛl
դրվատանք	dəɾvɑtɑŋkʰ
հոբոյ	hɔbɔj
չափաքանակ	t͡ʃʰɑpʰɑkʰɑnɑk
գութ	ɡutʰ
թաի	tʰɑi
մարախ	mɑɾɑχ
ապարան	ɑpɑɾɑn
մայրենի	mɑjɾɛni
եղանակ	jɛʁɑnɑk
թիրախային	tʰiɾɑχɑjin
մաշկաթեւ	mɑʃkɑtʰɛv
թութակ	tʰutʰɑk
փեշ	pʰɛʃ
կայֆ	kɑjf
խաբնվել	χɑpʰnəvɛl
մետաղալար	mɛtɑʁɑlɑɾ
մուղտ	muχt
գագաթ	ɡɑɡɑtʰ
նախուտեստ	nɑχutɛst
լուսամուտ	lusɑmut
ապտակ	ɑptɑk
կենդանաբանություն	kɛntʰɑnɑbɑnutʰjun
տնտեսություն	təntɛsutʰjun
նյարդ	njɑɾtʰ
աշոտ	ɑʃɔt
բնովի	bənɔvi
հերոին	hɛɾɔin
կոհիմա	kɔhimɑ
ձեռնասայլակ	d͡zɛrnɑsɑjlɑk
դերվիշ	dɛɾviʃ
լուսնթագ	lusəntʰɑɡ
ծայրաքաղաք	t͡sɑjɾɑkʰɑʁɑkʰ
քիմիա	kʰimjɑ
վերականգնել	vɛɾɑkɑŋɡnɛl
թախտ	tʰɑχt
հանգիստ	hɑŋɡist
այլեւս	ɑjlɛvəs
կազմակերպչական	kɑzmɑkɛɾpt͡ʃʰɑkɑn
հնացած	hənɑt͡sʰɑt͡s
թերահավատ	tʰɛɾɑhɑvɑt
աղա	ɑʁɑ
կեսարիա	kɛsɑɾjɑ
նժդեհ	nəʒdɛh
ավելի	ɑvɛli
վրդովվել	vəɾtʰɔvːɛl
բռնազավթում	bərnɑzɑftʰum
