של	ʃl
השכם	ʔʃχm
השמיט	ʔʃmˈit
השנויים	ʔʃnvjjm
השקה	ʔʃkʔ
השקטה	ʔʃktʔ
השרטוט	ʔʃʁtvt
השת	ʔʃt
השתל	ʔʃtl
התאמץ	ʔtʔmts
התארס	ʔtʔʁs
התגמולים	ʔtɡmvlˈim
התודה	ʔtvdʔ
התוודה	ʔtwdʔ
התחזית	ʔtχzˈit
התייעצויות	ʔtˈijʔtsvjvt
התכלת	ʔtχlt
התמרת	ʔtmʁt
התנה	ʔtnʔ
התנפלו	ʔtnflv
התקוממו	ʔtkvmmv
התקוממויות	ʔtkvmmvjvt
התרבותיות	ʔtʁvvtˈivt
התרשים	ʔtʁʃjm
ואגדות	vʔɡdvt
ואולמות	vʔvlmvt
ואוניות	vʔvnˈivt
ואחסון	vʔχsvn
ואימוץ	vˈimvts
ואיננה	vˈinnʔ
ואמא	vʔmʔ
ואמנם	vʔmnm
ואמריקאים	vʔmʁˈikim
ואנטי	vʔntˈi
ובטורניר	vvtvʁnˈiʁ
ובטיפול	vvtˈifvl
וביטויים	vvˈitvjjm
וביצות	vvˈitsvt
ובכתב	vvχtv
ובניינים	vvnˈijnim
ובסגנון	vvsɡnvn
ובעזרתם	vvʔzʁtm
ובפני	vvfnˈi
ובשר	vvʃʁ
וגורמי	vɡvʁmˈi
ודורגה	vdvʁɡʔ
והבהיר	vʔvˈiʁ
והבריאות	vʔvʁˈiʔvt
והגדיל	vʔɡdˈil
והועלו	vʔvʔlv
והוקלט	vʔvklt
והורכב	vʔvʁχv
והחוקרים	vʔχvkʁˈim
והחשובים	vʔχʃvvˈim
והיציאה	vˈitsiʔʔ
והכנפיים	vʔχnfˈijm
והכסף	vʔχsf
והמוסדות	vʔmvsdvt
והמוסלמים	vʔmvslmˈim
והמכריע	vʔmχʁˈiʔ
והמנכ	vʔmnχ
והפחתת	vʔfχtt
והפנים	vʔfnˈim
והפסידו	vʔfsˈidv
והפסקת	vʔfskt
והפעיל	vʔfˈil
והצבע	vʔtsvʔ
והצורה	vʔtsvʁʔ
והתייחס	vʔtˈijχs
והתיר	vʔtˈiʁ
והתמיכה	vʔtmˈiχʔ
וואט	wʔt
וויטני	wjtnˈi
וזנבו	vznvv
וחיפה	vχˈifʔ
וחם	vχm
ויוליה	vjvlˈiʔ
ויסטה	vjstʔ
ויסמן	vjsmn
וירדן	vjʁdn
וכבדים	vχvdˈim
וכבישים	vχvˈiʃjm
ולאה	vlʔʔ
ולאנשים	vlʔnʃjm
ולבסס	vlvss
ולגדל	vlɡdl
ולדות	vldvt
ולהקדיש	vlʔkdˈiʃ
ולהראות	vlʔʁʔvt
ולוחם	vlvχm
ולוק	vlvk
ולימדה	vlˈimdʔ
ולפגיעה	vlfɡˈiʔʔ
ולשים	vlʃjm
ומבקשים	vmvkʃjm
ומדויקת	vmdvjkt
ומדליות	vmdlˈivt
ומונטנגרו	vmvntŋʁv
ומחנות	vmχnvt
ומחצית	vmχtsˈit
ומכהן	vmχʔn
ומכשירי	vmχʃjʁˈi
ומניחים	vmnˈiχim
ומסכים	vmsχˈim
ומעבירה	vmʔvˈiʁʔ
ומעוררת	vmʔvʁʁt
ומעמדה	vmʔmdʔ
ומפקדי	vmfkdˈi
ומצוות	vmtswt
ומציינת	vmtsˈijnt
ומרבה	vmʁvʔ
ומרכזים	vmʁχzˈim
ומשמעותי	vmʃmʔvtˈi
ומשני	vmʃnˈi
ומתמקד	vmtmkd
וניל	vnˈil
וניצלו	vnˈitslv
ונישאה	vnˈiʃʔʔ
וניתנים	vnˈitnim
ונעזר	vnʔzʁ
ונעמי	vnʔmˈi
ונפט	vnft
ונקברו	vnkvʁv
ועדויות	vʔdvjvt
ועודדו	vʔvddv
ועולם	vʔvlm
ועוסקים	vʔvskˈim
ועיצב	vˈitsv
ועלויות	vʔlvjvt
ועמיתו	vʔmˈitv
ופוגעים	vfvɡˈim
ופוגשת	vfvɡʃt
וצמיחה	vtsmˈiχʔ
וקלה	vklʔ
ורודף	vʁvdf
ורכושם	vʁχvʃm
ורכישת	vʁχˈiʃt
ושחזור	vʃχzvʁ
ושירתו	vʃjʁtv
ושכונות	vʃχvnvt
ושלווה	vʃlwʔ
ושנאה	vʃnʔʔ
ושרון	vʃʁvn
ושרף	vʃʁf
ותלוי	vtlvj
ותמכה	vtmχʔ
זיהויו	zˈiʔvjv
זיקוקים	zˈikvkim
זכויותיה	zχvjvtˈiʔ
זמביה	zmvˈiʔ
חוואים	χwˈim
חולפות	χvlfvt
חולשתה	χvlʃtʔ
חולשתו	χvlʃtv
חיטין	χˈitin
חכמות	χχmvt
חלולים	χlvlˈim
חלומה	χlvmʔ
חמצון	χmtsvn
חרוטי	χʁvtˈi
חרק	χʁk
טבעון	tvʔvn
טהורות	tʔvʁvt
טימישוארה	tˈimiʃvʔʁʔ
טיראן	tˈiʁʔn
טיריון	tˈiʁivn
טכנאים	tχnˈim
טקסיות	tksˈivt
טרגי	tʁɡˈi
יאוחר	jʔvχʁ
יבצעו	jvtsʔv
יגור	jɡvʁ
יגלו	jɡlv
ידרוש	jdʁvʃ
יה	jʔ
יואיט	jvˈit
יוד	jvd
יוחס	jvχs
יוציא	jvtsˈiʔ
יי	jj
יימצאו	jjmtsʔv
ייעד	jjʔd
יכהן	jχʔn
יממות	jmmvt
יעבדו	jʔvdv
יעקבי	jʔkvˈi
יפנו	jfnv
יצוק	jtsvk
ירך	jʁχ
יתפתח	jtftχ
כאוסף	χʔvsf
כאחוז	χʔχvz
כאנשי	χʔnʃj
כהסבר	χʔsvʁ
כוונון	χwnvn
כורע	χvʁʔ
כחוויה	χχwjʔ
כידונים	χˈidvnim
כיחידים	χiχˈidim
כינויי	χˈinvjj
כינונה	χˈinvnʔ
כלשון	χlʃvn
כמוביל	χmvvˈil
כמזון	χmzvn
כמעצמה	χmʔtsmʔ
כצמח	χtsmχ
כרזה	χʁzʔ
כרזת	χʁzt
כרקע	χʁkʔ
כשניסה	χʃnˈisʔ
כששניהם	χʃʃnˈiʔm
לאייר	lˈijʁ
לאליס	lʔlˈis
לאנוס	lʔnvs
לאפשרויות	lʔfʃʁvjvt
לאצילים	lʔtsˈilim
לארוב	lʔʁvv
לבואו	lvvʔv
לביירות	lvˈijʁvt
לבנין	lvnˈin
לגו	lɡv
לגוודלקנל	lɡwdlknl
לגונן	lɡvnn
לדגמים	ldɡmˈim
לדימוי	ldˈimvj
לדימום	ldˈimvm
לדני	ldnˈi
להבעת	lʔvʔt
להולדתו	lʔvldtv
להזדקק	lʔzdkk
להיאחז	lˈiʔχz
להכשיל	lʔχʃjl
להלוות	lʔlwt
להמון	lʔmvn
להעצמת	lʔʔtsmt
להציק	lʔtsˈik
להקמה	lʔkmʔ
להרכבת	lʔʁχvt
להשתלם	lʔʃtlm
להתווכח	lʔtwχχ
להתכחש	lʔtχχʃ
להתפתחותה	lʔtftχvtʔ
להתרסק	lʔtʁsk
לוגיסטי	lvɡˈisti
לוועדות	lwʔdvt
לומדי	lvmdˈi
לחה	lχʔ
לחורף	lχvʁf
לחילופי	lχˈilvfi
לחסימת	lχsˈimt
לטאה	ltʔʔ
לטבוע	ltvvʔ
לטלטל	ltltl
ליבק	lˈivk
לייבוש	lˈijvvʃ
לימודו	lˈimvdv
ליניאריות	linˈiʔʁivt
לכובש	lχvvʃ
לכינוס	lχˈinvs
לכלכל	lχlχl
ללוק	llvk
ללטינית	lltˈinit
לליטר	llˈitʁ
למאבקים	lmʔvkˈim
למדד	lmdd
למוטב	lmvtv
למון	lmvn
למושגים	lmvʃɡˈim
למיטתו	lmˈittv
למלאכה	lmlʔχʔ
לממשלתו	lmmʃltv
למנהלי	lmnʔlˈi
למסכת	lmsχt
למעיין	lmˈijn
למעמדות	lmʔmdvt
למעסיק	lmʔsˈik
למעריצים	lmʔʁˈitsim
למצע	lmtsʔ
למקרי	lmkʁˈi
לנזיר	lnzˈiʁ
לניצולים	lnˈitsvlim
לנסקי	lnskˈi
לנציב	lntsˈiv
לסוס	lsvs
לסירות	lsˈiʁvt
לספרדים	lsfʁdˈim
לסצנות	lstsnvt
לסקור	lskvʁ
לעיירות	lˈijʁvt
לערכי	lʔʁχˈi
לפגיעות	lfɡˈiʔvt
לפנימייה	lfnˈimijʔ
לפקולטה	lfkvltʔ
לפרשת	lfʁʃt
לצוותים	ltswtˈim
לצוץ	ltsvts
לצעוק	ltsʔvk
לקוחים	lkvχˈim
לקונסול	lkvnsvl
לקנא	lknʔ
לקצור	lktsvʁ
לקריסה	lkʁˈisʔ
לרחף	lʁχf
לרמטכ	lʁmtχ
לרעיונותיו	lʁˈivnvtiv
לרפובליקנים	lʁfvvlˈiknim
לרציף	lʁtsˈif
לשורת	lʃvʁt
לשחוט	lʃχvt
לשירותו	lʃjʁvtv
לשכתב	lʃχtv
לשנע	lʃnʔ
לתותח	ltvtχ
לתסיסה	ltsˈisʔ
לתפילת	ltfˈilt
מאזרחי	mʔzʁχˈi
מאירועים	mˈiʁvim
מבורך	mvvʁχ
מביטה	mvˈitʔ
מגורם	mɡvʁm
מגיבורי	mɡˈivvʁi
מגלי	mɡlˈi
מדוזה	mdvzʔ
מדורגות	mdvʁɡvt
מהגדולות	mʔɡdvlvt
מהגרמנים	mʔɡʁmnˈim
מהופעותיה	mʔvfʔvtˈiʔ
מהמועצה	mʔmvʔtsʔ
מהמחוז	mʔmχvz
מהמחקר	mʔmχkʁ
מהנהגת	mʔnʔɡt
מהפגיעה	mʔfɡˈiʔʔ
מהציורים	mʔtsˈivʁim
מהקהילות	mʔkˈilvt
מהרעיון	mʔʁˈivn
מהשכר	mʔʃχʁ
מהתנ	mʔtn
מהתקפות	mʔtkfvt
מונצח	mvntsχ
מוסקוביץ	mvskvvˈits
מופנות	mvfnvt
מוצהר	mvtsʔʁ
מוקלט	mvklt
מוקמה	mvkmʔ
מורהו	mvʁʔv
מורלי	mvʁlˈi
מושמד	mvʃmd
מושמע	mvʃmʔ
מושפעות	mvʃfʔvt
מותן	mvtn
מזכירתו	mzχˈiʁtv
מזמננו	mzmnnv
מזרקות	mzʁkvt
מחבבת	mχvvt
מחלקו	mχlkv
מחק	mχk
מטיף	mtˈif
מטע	mtʔ
מטרותיהם	mtʁvtˈiʔm
מיטת	mˈitt
מייסדו	mˈijsdv
מינורי	mˈinvʁi
מיסודו	mˈisvdv
מיתרידטס	mˈitʁidts
מכורים	mχvʁˈim
מלבניים	mlvnˈijm
מלכו	mlχv
ממאמריו	mmʔmʁˈiv
ממחישה	mmχˈiʃʔ
ממלחמה	mmlχmʔ
ממסחר	mmsχʁ
ממשיות	mmʃjvt
מנהיגיה	mnˈiɡiʔ
מסדרי	msdʁˈi
מסורבלת	msvʁvlt
מסיע	msˈiʔ
מסכנות	msχnvt
מסמלי	msmlˈi
מעורערת	mʔvʁʔʁt
מערבולת	mʔʁvvlt
מערערת	mʔʁʔʁt
מעשרות	mʔʃʁvt
מפוספס	mfvsfs
מפחידה	mfχˈidʔ
מפסילה	mfsˈilʔ
מפציעתו	mftsˈiʔtv
מפריעה	mfʁˈiʔʔ
מפריש	mfʁˈiʃ
מפרשת	mfʁʃt
מקודדים	mkvddˈim
מקופל	mkvfl
מקלארן	mklʔʁn
מקליט	mklˈit
מקצבים	mktsvˈim
מרבע	mʁvʔ
מרגליו	mʁɡlˈiv
מרוכזות	mʁvχzvt
מרסדס	mʁsds
משגיח	mʃɡˈiχ
משחזר	mʃχzʁ
משטחו	mʃtχv
משיר	mʃjʁ
משכך	mʃχχ
משכר	mʃχʁ
משמה	mʃmʔ
משעשע	mʃʔʃʔ
משקולת	mʃkvlt
משקרת	mʃkʁt
משרידי	mʃʁˈidi
משתלטים	mʃtltˈim
מתאריך	mtʔʁˈiχ
מתואם	mtvʔm
מתוצאות	mtvtsʔvt
מתורתו	mtvʁtv
מתושביו	mtvʃvˈiv
מתחבא	mtχvʔ
מתחזקת	mtχzkt
מתילדה	mtˈildʔ
מתירים	mtˈiʁim
מתמשכות	mtmʃχvt
מתנחלים	mtnχlˈim
מתפייסים	mtfˈijsim
מתקבצים	mtkvtsˈim
מתרגמים	mtʁɡmˈim
מתרחקת	mtʁχkt
נאותים	nʔvtˈim
נאלצות	nʔltsvt
נבדקת	nvdkt
נגיעות	ŋjʔvt
נגרו	ŋʁv
נדבקו	ndvkv
נדחף	ndχf
נוטרדאם	nvtʁdʔm
נוריץ	nvʁˈits
נחלקת	nχlkt
נחלתם	nχltm
נחסמה	nχsmʔ
נחקרים	nχkʁˈim
ניסויית	nˈisvjjt
ניסיונותיהם	nisˈivnvtiʔm
נכדיו	nχdˈiv
נכחדה	nχχdʔ
נכי	nχˈi
נכפה	nχfʔ
נלכדה	nlχdʔ
נמנות	nmnvt
נמק	nmk
נסיגתו	nsˈiɡtv
נסיגתם	nsˈiɡtm
נסיכויות	nsˈiχvjvt
נעימת	nˈimt
נקטעת	nktʔt
נשאלו	nʃʔlv
נשמתה	nʃmtʔ
נתקבלו	ntkvlv
נתקעה	ntkʔʔ
סב	sv
סהרה	sʔʁʔ
סובבים	svvvˈim
סופק	svfk
סחיטה	sχˈitʔ
סטוקס	stvks
סטרייסנד	stʁˈijsnd
סיביר	sˈiviʁ
סידרה	sˈidʁʔ
סילי	sˈili
סינסינטי	sinsˈinti
סיפוריה	sˈifvʁiʔ
סכמות	sχmvt
סלייד	slˈijd
סלייטר	slˈijtʁ
סלל	sll
סמויים	smvjjm
ספלינטר	sflˈintʁ
ספרייתו	sfʁˈijtv
ספרתי	sfʁtˈi
סרג	sʁɡ
עדשת	ʔdʃt
עושרה	ʔvʃʁʔ
עושרם	ʔvʃʁm
עטם	ʔtm
עיגולים	ˈiɡvlim
עיוורון	ˈiwʁvn
עיט	ˈit
עיסוקה	ˈisvkʔ
עיקרו	ˈikʁv
עלילתית	ʔlˈiltit
עצרות	ʔtsʁvt
פאל	fʔl
פארה	fʔʁʔ
פדיון	fdˈivn
פולו	fvlv
פולינום	fvlˈinvm
פותרים	fvtʁˈim
פזמונים	fzmvnˈim
פחדן	fχdn
פילד	fˈild
פיננסים	fˈinnsim
פיקולו	fˈikvlv
פיקסאר	fˈiksʔʁ
פירי	fˈiʁi
פישמן	fˈiʃmn
פיתגורס	fˈitɡvʁs
פלאנט	flʔnt
פסקולים	fskvlˈim
פקודותיו	fkvdvtˈiv
פקודתו	fkvdtv
פרובינציה	fʁvvˈintsiʔ
פרופיטס	fʁvfˈits
פרחו	fʁχv
פריזה	fʁˈizʔ
פרייה	fʁˈijʔ
פרישות	fʁˈiʃvt
פרנסתו	fʁnstv
פתקים	ftkˈim
צוירה	tsvjʁʔ
צורי	tsvʁˈi
ציים	tsˈijm
צירופים	tsˈiʁvfim
צירפה	tsˈiʁfʔ
צמיד	tsmˈid
צניעות	tsnˈiʔvt
קאמרית	kʔmʁˈit
קאנון	kʔnvn
קבוצתה	kvvtstʔ
קבוצתם	kvvtstm
קדרות	kdʁvt
קהלת	kʔlt
קווארקים	kwʔʁkˈim
קולוניה	kvlvnˈiʔ
קולן	kvln
קופצת	kvftst
קוץ	kvts
קוצני	kvtsnˈi
קוצץ	kvtsts
קוראות	kvʁʔvt
קטלוגים	ktlvɡˈim
קטרים	ktʁˈim
קידושין	kˈidvʃjn
קיילב	kˈijlv
קירותיו	kˈiʁvtiv
קיש	kˈiʃ
קלאסיקה	klʔsˈikʔ
קלו	klv
קלייב	klˈijv
קליע	klˈiʔ
קניונים	knˈivnim
קראטה	kʁʔtʔ
קריטיות	kʁˈitivt
קריטיים	kʁˈitijm
קריקטורה	kʁˈiktvʁʔ
קרלייל	kʁlˈijl
קרקעיות	kʁkˈivt
ראולי	ʁʔvlˈi
רביד	ʁvˈid
רדינג	ʁdˈiŋ
רובוטי	ʁvvvtˈi
רווחיות	ʁwχˈivt
רוזנבלום	ʁvznvlvm
רוזנות	ʁvznvt
רוטב	ʁvtv
רוסאס	ʁvsʔs
רורי	ʁvʁˈi
ריבס	ʁˈivs
ריינה	ʁˈijnʔ
ריקבון	ʁˈikvvn
רכטר	ʁχtʁ
רני	ʁnˈi
רסן	ʁsn
רעמים	ʁʔmˈim
שאובחנו	ʃʔvvχnv
שאלכסנדר	ʃʔlχsndʁ
שבבי	ʃvvˈi
שבדומה	ʃvdvmʔ
שבוטל	ʃvvtl
שבורות	ʃvvʁvt
שבכוונתו	ʃvχwntv
שבסביבה	ʃvsvˈivʔ
שבצד	ʃvtsd
שבקצהו	ʃvktsʔv
שבתחום	ʃvtχvm
שבתקופת	ʃvtkvft
שגרים	ʃɡʁˈim
שהבטיחה	ʃʔvtˈiχʔ
שהושקה	ʃʔvʃkʔ
שהטילה	ʃʔtˈilʔ
שהיגר	ʃˈiɡʁ
שהכול	ʃʔχvl
שהמטופל	ʃʔmtvfl
שהרוח	ʃʔʁvχ
שהשחקנים	ʃʔʃχknˈim
שהתכוון	ʃʔtχwn
שולחנו	ʃvlχnv
שופרו	ʃvfʁv
שוקלת	ʃvklt
שחדר	ʃχdʁ
שחורי	ʃχvʁˈi
שחלקה	ʃχlkʔ
שחתה	ʃχtʔ
שיווה	ʃjwʔ
שיוצאת	ʃjvtsʔt
שיורה	ʃjvʁʔ
שיצליח	ʃjtslˈiχ
שיק	ʃjk
שיקם	ʃjkm
שכזאת	ʃχzʔt
שלאדם	ʃlʔdm
שלדעתה	ʃldʔtʔ
שלהלן	ʃlʔln
שמבטיח	ʃmvtˈiχ
שמבין	ʃmvˈin
שמבנה	ʃmvnʔ
שמזכיר	ʃmzχˈiʁ
שמייצר	ʃmˈijtsʁ
שמסוגלים	ʃmsvɡlˈim
שמסייע	ʃmsˈijʔ
שמראים	ʃmʁˈim
שנברג	ʃnvʁɡ
שנדפסו	ʃndfsv
שנובעת	ʃnvvʔt
שנוהג	ʃnvʔɡ
שנופל	ʃnvfl
שנחתמה	ʃnχtmʔ
שנפרדו	ʃnfʁdv
שנקט	ʃnkt
שנתמכה	ʃntmχʔ
שעוצבה	ʃʔvtsvʔ
שעיקרו	ʃˈikʁv
שפיטר	ʃfˈitʁ
שפירוש	ʃfˈiʁvʃ
שפרסמו	ʃfʁsmv
שרעבי	ʃʁʔvˈi
ששאפה	ʃʃʔfʔ
ששאפו	ʃʃʔfv
ששולמו	ʃʃvlmv
ששונה	ʃʃvnʔ
ששחה	ʃʃχʔ
תאמה	tʔmʔ
תארו	tʔʁv
תושבת	tvʃvt
תחרותיים	tχʁvtˈijm
תיווצר	tˈiwtsʁ
תיפקד	tˈifkd
תמותת	tmvtt
תפישות	tfˈiʃvt
תקופתית	tkvftˈit
Adventures	(͡e͡n)ˈe͡ɪ dˈiː vˈiː ˈiː ˈɛn tˈiː jˈuː ˈɑː ˈiː ˈɛs(͡h͡e)
Army	(͡e͡n)ˈe͡ɪ ˈɑː ˈɛm wˈa͡ɪ(͡h͡e)
Ball	(͡e͡n)bˈiː ˈe͡ɪ ˈɛl ˈɛl(͡h͡e)
Child	(͡e͡n)sˈiː ˈe͡ɪt͡ʃ ˈa͡ɪ ˈɛl dˈiː(͡h͡e)
Circle	(͡e͡n)sˈiː ˈa͡ɪ ˈɑː sˈiː ˈɛl ˈiː(͡h͡e)
Council	(͡e͡n)sˈiː ˈə͡ʊ jˈuː ˈɛn sˈiː ˈa͡ɪ ˈɛl(͡h͡e)
DES	(͡e͡n)dˈiː ˈiː ˈɛs(͡h͡e)
DJ	(͡e͡n)dˈiː d͡ʒˈe͡ɪ(͡h͡e)
Daily	(͡e͡n)dˈiː ˈe͡ɪ ˈa͡ɪ ˈɛl wˈa͡ɪ(͡h͡e)
England	(͡e͡n)ˈiː ˈɛn d͡ʒˈiː ˈɛl ˈe͡ɪ ˈɛn dˈiː(͡h͡e)
Europe	(͡e͡n)ˈiː jˈuː ˈɑː ˈə͡ʊ pˈiː ˈiː(͡h͡e)
Express	(͡e͡n)ˈiː ˈɛks pˈiː ˈɑː ˈiː ˈɛs ˈɛs(͡h͡e)
Eyes	(͡e͡n)ˈiː wˈa͡ɪ ˈiː ˈɛs(͡h͡e)
Jack	(͡e͡n)d͡ʒˈe͡ɪ ˈe͡ɪ sˈiː kˈe͡ɪ(͡h͡e)
Juan	(͡e͡n)d͡ʒˈe͡ɪ jˈuː ˈe͡ɪ ˈɛn(͡h͡e)
Line	(͡e͡n)ˈɛl ˈa͡ɪ ˈɛn ˈiː(͡h͡e)
Lord	(͡e͡n)ˈɛl ˈə͡ʊ ˈɑː dˈiː(͡h͡e)
Name	(͡e͡n)ˈɛn ˈe͡ɪ ˈɛm ˈiː(͡h͡e)
Standard	(͡e͡n)ˈɛs tˈiː ˈe͡ɪ ˈɛn dˈiː ˈe͡ɪ ˈɑː dˈiː(͡h͡e)
Store	(͡e͡n)ˈɛs tˈiː ˈə͡ʊ ˈɑː ˈiː(͡h͡e)
Sweet	(͡e͡n)ˈɛs dˈʌbə͡ljˌuː ˈiː ˈiː tˈiː(͡h͡e)
Tales	(͡e͡n)tˈiː ˈe͡ɪ ˈɛl ˈiː ˈɛs(͡h͡e)
Technology	(͡e͡n)tˈiː ˈiː sˈiː ˈe͡ɪt͡ʃ ˈɛn ˈə͡ʊ ˈɛl ˈə͡ʊ d͡ʒˈiː wˈa͡ɪ(͡h͡e)
Ten	(͡e͡n)tˈiː ˈiː ˈɛn(͡h͡e)
There	(͡e͡n)tˈiː ˈe͡ɪt͡ʃ ˈiː ˈɑː ˈiː(͡h͡e)
Vol	(͡e͡n)vˈiː ˈə͡ʊ ˈɛl(͡h͡e)
Western	(͡e͡n)dˈʌbə͡ljˌuː ˈiː ˈɛs tˈiː ˈiː ˈɑː ˈɛn(͡h͡e)
XML	(͡e͡n)ˈɛks ˈɛm ˈɛl(͡h͡e)
Zero	(͡e͡n)zˈɛd ˈiː ˈɑː ˈə͡ʊ(͡h͡e)
be	(͡e͡n)bˈiː ˈiː(͡h͡e)
it	(͡e͡n)ˈa͡ɪ tˈiː(͡h͡e)
אאוט	ʔʔvt
אבחנות	ʔvχnvt
אגסי	ʔɡsˈi
אדמיניסטרטיבי	ʔdmˌinistʁtˈivi
אובייקטיביות	ʔvvijktˈivivt
אוגוסטין	ʔvɡvstˈin
אוז	ʔvz
אוטונומיות	ʔvtvnvmˈivt
אוטופיה	ʔvtvfˈiʔ
אוכלס	ʔvχls
אולימפיה	ʔvlˈimfiʔ
אופנתי	ʔvfntˈi
אופציית	ʔvftsˈijt
אופרטור	ʔvfʁtvʁ
אוראלי	ʔvʁʔlˈi
אורנשטיין	ʔvʁnʃtˈijn
אורקיסה	ʔvʁkˈisʔ
אחיזתו	ʔχˈiztv
אישוש	ˈiʃvʃ
אלופות	ʔlvfvt
אלחוטית	ʔlχvtˈit
אלין	ʔlˈin
אליפטית	ʔlˈiftit
אלכסוני	ʔlχsvnˈi
אלמגור	ʔlmɡvʁ
אמצעית	ʔmtsˈit
אנטוורפן	ʔntwʁfn
אנרגיות	ʔnʁɡˈivt
אסטרונאוט	ʔstʁvnʔvt
אסטריקס	ʔstʁˈiks
אפיזודות	ʔfˈizvdvt
אקירה	ʔkˈiʁʔ
ארגוס	ʔʁɡvs
אריאלי	ʔʁˈiʔli
ארכאולוגיה	ʔʁχʔvlvɡˈiʔ
ארמייה	ʔʁmˈijʔ
ארעיים	ʔʁˈijm
אתית	ʔtˈit
אתל	ʔtl
באובייקט	vʔvvˈijkt
באוטונומיה	vʔvtvnvmˈiʔ
באופק	vʔvfk
באורגון	vʔvʁɡvn
באימוני	vˈimvni
באישון	vˈiʃvn
באמבטיה	vʔmvtˈiʔ
באפליקציה	vʔflˈiktsiʔ
בארוחה	vʔʁvχʔ
בביטאון	vvˈitʔvn
בביטוח	vvˈitvχ
בביקורתו	vvˈikvʁtv
בגדול	vɡdvl
בגילו	vɡˈilv
בגרימת	vɡʁˈimt
בדר	vdʁ
בהולנדית	vʔvlndˈit
בהענקת	vʔʔnkt
בהפסקת	vʔfskt
בווילה	vwjlʔ
בולס	vvls
בונקר	vvnkʁ
בועט	vvʔt
בוערים	vvʔʁˈim
בוקה	vvkʔ
בחולה	vχvlʔ
בחזון	vχzvn
בטרילוגיית	vtʁˈilvɡijt
ביאליסטוק	vˈiʔlistvk
ביומיים	vˈivmijm
ביחסיו	vˈiχsiv
ביידוי	vˈijdvj
ביציאתו	vˈitsiʔtv
בירן	vˈiʁn
בכותל	vχvtl
בכנרת	vχnʁt
בכפות	vχfvt
בכפרי	vχfʁˈi
בכרי	vχʁˈi
בלווית	vlwjt
בליבריה	vlˈivʁiʔ
בלידתו	vlˈidtv
בליעה	vlˈiʔʔ
בלעדיים	vlʔdˈijm
בלפחות	vlfχvt
במאבקו	vmʔvkv
במבוגרים	vmvvɡʁˈim
במגמות	vmɡmvt
במדגם	vmdɡm
במדינתם	vmdˈintm
במונקו	vmvnkv
במותג	vmvtɡ
במזימה	vmzˈimʔ
במחיצת	vmχˈitst
במטריצה	vmtʁˈitsʔ
במלגה	vmlɡʔ
במלונות	vmlvnvt
במעבדתו	vmʔvdtv
במקאו	vmkʔv
במקצב	vmktsv
במשמעותו	vmʃmʔvtv
במשמרות	vmʃmʁvt
במתכת	vmtχt
בנוסחה	vnvsχʔ
בניירות	vnˈijʁvt
בננות	vnnvt
בנערה	vnʔʁʔ
בסיבובים	vsˈivvvim
בסיומת	vsˈivmt
בסיועם	vsˈivʔm
בעדות	vʔdvt
בעיותיהם	vˈivtiʔm
בעיטורים	vˈitvʁim
בעמותה	vʔmvtʔ
בעשיית	vʔʃjjt
בפונקציה	vfvnktsˈiʔ
בפירות	vfˈiʁvt
בפצועים	vftsvˈim
בפרקטיקה	vfʁktˈikʔ
בצהוב	vtsʔvv
בצוותי	vtswtˈi
בצחוק	vtsχvk
בקיסר	vkˈisʁ
בקנאביס	vknʔvˈis
בקפלת	vkflt
בקרנות	vkʁnvt
ברדה	vʁdʔ
ברוגבי	vʁvɡvˈi
ברוד	vʁvd
בריי	vʁˈij
בריין	vʁˈijn
ברלינר	vʁlˈinʁ
ברקמת	vʁkmt
בשאנגחאי	vʃʔŋχˈi
בשיקול	vʃjkvl
בשיריה	vʃjʁˈiʔ
בשכם	vʃχm
בשליחת	vʃlˈiχt
בשלים	vʃlˈim
בשמורות	vʃmvʁvt
בשנתה	vʃntʔ
בשתיהן	vʃtˈiʔn
בתבליט	vtvlˈit
בתיאורו	vtˈiʔvʁv
בתמיכתם	vtmˈiχtm
גאבור	ɡʔvvʁ
גאורגים	ɡʔvʁɡˈim
גאנון	ɡʔnvn
גבות	ɡvvt
גוברין	ɡvvʁˈin
גוט	ɡvt
גוסטבו	ɡvstvv
גורלי	ɡvʁlˈi
גיד	ɡˈid
גילוח	ɡˈilvχ
גירשה	ɡˈiʁʃʔ
גישתם	ɡˈiʃtm
גרונו	ɡʁvnv
גריבלדי	ɡʁˈivldi
גרסו	ɡʁsv
דודיו	dvdˈiv
דולפינים	dvlfˈinim
דורסים	dvʁsˈim
דיאבלו	dˈiʔvlv
דיוקלטיאנוס	dˈivkltiʔnvs
דלף	dlf
דמתה	dmtʔ
דרוזים	dʁvzˈim
האובליסק	ʔʔvvlˈisk
האוגר	ʔʔvɡʁ
האטון	ʔʔtvn
האטמוספירי	ʔʔtmvsfˈiʁi
האידוי	ʔˈidvj
האמנציפציה	ʔʔmntsˈiftsiʔ
האנטישמי	ʔʔntˈiʃmi
האנרגיות	ʔʔnʁɡˈivt
האפיפיורים	ʔʔfifˈivʁim
האפריקנים	ʔʔfʁˈiknim
הארוחות	ʔʔʁvχvt
הארכאולוגיות	ʔʔʁχʔvlvɡˈivt
הארכיונים	ʔʔʁχˈivnim
האתיופים	ʔʔtˈivfim
הבימתית	ʔvˈimtit
הבינתחומי	ʔvˈintχvmi
הברה	ʔvʁʔ
