да	dˈɑ
тұстарында	tʊstˈɑɾəndɑ
тұтқындаудың	tˈʊtqəndɑwdəŋ
тұңғиыққа	tˈʊŋʀəjəqqɑ
тәнi	tˈæn(͡e͡n)ˈa͡ɪ(͡k͡k)
тәнін	tænˈɪn
тәрбиеленушісі	tˈæɾbəjelenwʃɪsɪ
тәртiбiнен	tˈæɾt(͡e͡n)ˈa͡ɪ(͡k͡k)bə(͡e͡n)ˈa͡ɪ(͡k͡k)nˈen
тәсiлдерi	tˈæs(͡e͡n)ˈa͡ɪ(͡k͡k)ɫdˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)
тәубесiне	tæwbˈes(͡e͡n)ˈa͡ɪ(͡k͡k)nˈe
тәуелдiлiк	tæwˈeɫd(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə(͡e͡n)ˈa͡ɪ(͡k͡k)kə
төледім	tɵledˈɪm
төмендегенін	tɵmendeɡenˈɪn
төнгенін	tɵnɡenˈɪn
төркінін	tɵɾkɪnˈɪn
төсiнде	tˈɵs(͡e͡n)ˈa͡ɪ(͡k͡k)ndˈe
төсектен	tɵsektˈen
университеттегі	wnəjveɾsəjtetteɡɪ
училищесін	wt͡ʃəjɫəjʃʃesɪn
фактiлердi	fˈɑkt(͡e͡n)ˈa͡ɪ(͡k͡k)lˈeɾd(͡e͡n)ˈa͡ɪ(͡k͡k)
фермасы	feɾmˈɑsə
фестивалi	fˈestəjvɑɫ(͡e͡n)ˈa͡ɪ(͡k͡k)
филармониясының	fəjɫɑɾmonəjjasənəŋ
филолог	fəjɫoɫoɡ
форматы	foɾmˈɑtə
фототiлшi	fotˈot(͡e͡n)ˈa͡ɪ(͡k͡k)ɫəʃə(͡e͡n)ˈa͡ɪ(͡k͡k)
хабарламаған	xɑbɑɾɫɑmɑʀˈɑn
хабарлау	xɑbɑɾɫˈɑw
хакер	xɑkˈeɾ
ханымы	xˈɑnəmə
хаттағы	xɑttˈɑʀə
хатшысын	xˈɑtʃəsən
хатшыға	xˈɑtʃəʀɑ
цифр	tsəjfɾ
чемпионаттары	t͡ʃˈempəjonɑttɑɾə
шiркеуi	ʃə(͡e͡n)ˈa͡ɪ(͡k͡k)ɾkˈew(͡e͡n)ˈa͡ɪ(͡k͡k)
шайдың	ʃˈɑjdəŋ
шайға	ʃɑjʀˈɑ
шайқастар	ʃɑjqɑstˈɑɾ
шалажансар	ʃɑɫɑʒɑnsˈɑɾ
шалдары	ʃɑɫdˈɑɾə
шалдым	ʃˈɑɫdəm
шамдары	ʃɑmdˈɑɾə
шаппай	ʃɑppˈɑj
шарттарының	ʃɑɾttˈɑɾənəŋ
шатылған	ʃˈɑtəɫʀɑn
шатырдың	ʃˈɑtəɾdəŋ
шау	ʃˈɑw
шағымдануы	ʃˈɑʀəmdɑnwə
шақырмады	ʃˈɑqəɾmɑdə
шақырмақ	ʃˈɑqəɾmɑq
шақырылғандар	ʃˈɑqəɾəɫʀɑndɑɾ
шаңды	ʃˈɑŋdə
шектеуі	ʃektewˈɪ
шел	ʃˈeɫ
шендiнiң	ʃˈend(͡e͡n)ˈa͡ɪ(͡k͡k)nə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
шенеунiкке	ʃenˈewn(͡e͡n)ˈa͡ɪ(͡k͡k)kkˈe
шеп	ʃˈep
шеткері	ʃetkeɾˈɪ
шешпесе	ʃeʃpesˈe
шешілсе	ʃeʃɪɫsˈe
шешілуіне	ʃeʃɪɫwɪnˈe
шошыған	ʃˈoʃəʀɑn
шоғырландыру	ʃˈoʀəɾɫɑndəɾw
шырмауына	ʃəɾmɑwənɑ
шырқырап	ʃəɾqəɾɑp
шығаруына	ʃəʀɑɾwənɑ
шығындарына	ʃəʀəndɑɾənɑ
шықпасын	ʃəqpɑsən
шыққандық	ʃəqqɑndəq
шыққандықтан	ʃəqqɑndəqtɑn
шыңдап	ʃəŋdɑp
шіркеуде	ʃɪɾkewdˈe
шәк	ʃˈæk
шөлге	ʃɵɫɡˈe
шөпті	ʃɵptˈɪ
ыстықтан	əstəqtɑn
эксклюзивті	ekskɫjˈuzəjvtɪ
экспортталатын	ekspoɾttɑɫˈɑtən
экспорттап	ekspoɾttˈɑp
экстрадицияланған	ekstɾˈɑdəjtsəjjaɫɑnʀɑn
энергиямен	enˈeɾɡəjjamen
энциклопедия	ˈentsəjkɫopedəjja
эстон	estˈon
іліге	ɪlɪɡˈe
істеуін	ɪstewˈɪn
ісігі	ɪsɪɡˈɪ
Ғабдолла	ʀɑbdoɫɫˈɑ
Ғабең	ʀɑbˈeŋ
Ғабидуллина	ʀˈɑbəjdwɫɫəjnɑ
ғасырлардағы	ʀˈɑsəɾɫɑɾdɑʀə
ҚХКП	qəxəkəpə
Қаз	qˈɑz
Қазақпарат	qɑzɑqpɑɾˈɑt
Қазақстаннның	qɑzɑqstˈɑnnnəŋ
Қазақтарды	qɑzɑqtˈɑɾdə
Қалдыбек	qˈɑɫdəbek
Қалила	qˈɑɫəjɫɑ
Қамаудан	qɑmɑwdˈɑn
Қарабатан	qɑɾɑbɑtˈɑn
Қаратаев	qɑɾɑtɑˈev
Қарауылдағы	qɑɾˈɑwəɫdɑʀə
Қарағұсова	qɑɾɑʀʊsovˈɑ
Қасен	qɑsˈen
Қаулыда	qˈɑwɫədɑ
Қобыланды	qˈobəɫɑndə
Қолдағы	qoɫdˈɑʀə
Қоразбаев	qoɾɑzbɑˈev
Қорған	qoɾʀˈɑn
Қуанышәлиннің	qwˈɑnəʃæɫəjnnɪŋ
Қыздарымыз	qəzdɑɾəməz
Қыпшақ	qəpʃɑq
Құжатты	qʊʒˈɑttə
Құнанбайдың	qʊnɑnbˈɑjdəŋ
Құрлық	qˈʊɾɫəq
Құрмановтың	qʊɾmɑnˈovtəŋ
қадағалауымен	qɑdɑʀɑɫˈɑwəmen
қазағымның	qɑzˈɑʀəmnəŋ
қазақтiкi	qɑzˈɑqt(͡e͡n)ˈa͡ɪ(͡k͡k)kə(͡e͡n)ˈa͡ɪ(͡k͡k)
қазынасының	qˈɑzənɑsənəŋ
қайнауы	qɑjnˈɑwə
қайтарда	qɑjtɑɾdˈɑ
қайшылықтарға	qˈɑjʃəɫəqtɑɾʀɑ
қайың	qˈɑjəŋ
қаламгерлерiнiң	qɑɫɑmɡeɾlˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)nə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
қаламмен	qɑɫɑmmˈen
қаламызда	qɑɫˈɑməzdɑ
қалмаймын	qɑɫmˈɑjmən
қалыптастырудың	qˈɑɫəptɑstəɾwdəŋ
қамалдыSkip	qɑmˈɑɫdə(͡e͡n)kˈɪp(͡k͡k)
қамтылып	qˈɑmtəɫəp
қамқорлығындағы	qɑmqˈoɾɫəʀəndɑʀə
қанатында	qɑnˈɑtəndɑ
қанағаттандыруға	qɑnɑʀɑttˈɑndəɾwʀɑ
қанжар	qɑnʒˈɑɾ
қаншасының	qɑnʃˈɑsənəŋ
қапсыра	qˈɑpsəɾɑ
қарамақ	qɑɾɑmˈɑq
қарасора	qɑɾɑsoɾˈɑ
қарастырылуда	qɑɾˈɑstəɾəɫwdɑ
қарағандағы	qɑɾɑʀɑndˈɑʀə
қарттық	qˈɑɾttəq
қарусыздану	qˈɑɾwsəzdɑnw
қаруымен	qˈɑɾwəmen
қаруының	qˈɑɾwənəŋ
қары	qˈɑɾə
қарызымыз	qˈɑɾəzəməz
қасап	qɑsˈɑp
қатердің	qɑteɾdˈɪŋ
қатпарлы	qɑtpˈɑɾɫə
қатынастарына	qˈɑtənɑstɑɾənɑ
қатыспаймын	qˈɑtəspɑjmən
қатыстылығын	qˈɑtəstəɫəʀən
қатыстыруды	qˈɑtəstəɾwdə
қатысын	qˈɑtəsən
қауiппен	qˈɑw(͡e͡n)ˈa͡ɪ(͡k͡k)ppˈen
қақпаны	qɑqpˈɑnə
қақы	qˈɑqə
қаһарманына	qɑhɑɾmˈɑnənɑ
қимылдай	qəjməɫdɑj
қимылдау	qəjməɫdɑw
қирады	qəjɾɑdə
қожайынына	qoʒˈɑjənənɑ
қожалығын	qoʒˈɑɫəʀən
қоздырушы	qˈozdəɾwʃə
қойманы	qojmˈɑnə
қоймау	qojmˈɑw
қойылмаса	qˈojəɫmɑsɑ
қойылғаннан	qˈojəɫʀɑnnɑn
қойғым	qˈojʀəm
қоластына	qoɫˈɑstənɑ
қолбасы	qoɫbˈɑsə
қолдайсыз	qoɫdˈɑjsəz
қолданылса	qoɫdˈɑnəɫsɑ
қолданылғаны	qoɫdˈɑnəɫʀɑnə
қолданғанда	qoɫdɑnʀɑndˈɑ
қолжетімділік	qoɫʒetɪmdɪlˈɪk
қолшоқпарына	qoɫʃoqpˈɑɾənɑ
қорада	qoɾɑdˈɑ
қорғаса	qoɾʀɑsˈɑ
қорғауымыз	qoɾʀˈɑwəməz
қоспайды	qospˈɑjdə
қосылыпты	qˈosəɫəptə
қудалаған	qwdɑɫɑʀˈɑn
қызығушылықпен	qəzəʀwʃəɫəqpen
қызықтыра	qəzəqtəɾɑ
қызғанышпен	qəzʀɑnəʃpen
қылмайды	qəɫmɑjdə
қылмыскерлермен	qəɫməskeɾleɾmen
қылмысының	qəɫməsənəŋ
қымбаттаса	qəmbɑttɑsɑ
қымбаттығы	qəmbɑttəʀə
қымбатырақ	qəmbɑtəɾɑq
қыспақта	qəspɑqtɑ
қысымым	qəsəməm
қысында	qəsəndɑ
құзырет	qˈʊzəɾet
құйын	qˈʊjən
құлақтарына	qʊɫɑqtˈɑɾənɑ
құралатын	qʊɾɑɫˈɑtən
құрбысына	qˈʊɾbəsənɑ
құруымыз	qˈʊɾwəməz
құрыған	qˈʊɾəʀɑn
құрғап	qʊɾʀˈɑp
Үйіне	ujɪnˈe
Үкіметті	ukɪmettˈɪ
үгіттейді	uɡɪttejdˈɪ
үзеңгiлес	uzˈeŋɡ(͡e͡n)ˈa͡ɪ(͡k͡k)lˈes
үйiрiлдi	ˈuj(͡e͡n)ˈa͡ɪ(͡k͡k)ɾə(͡e͡n)ˈa͡ɪ(͡k͡k)ɫədə(͡e͡n)ˈa͡ɪ(͡k͡k)
үйлендi	ujlˈend(͡e͡n)ˈa͡ɪ(͡k͡k)
үйлеспейді	ujlespejdˈɪ
үйренуі	ujɾenwˈɪ
үйілген	ujɪɫɡˈen
үкiметiнен	ˈuk(͡e͡n)ˈa͡ɪ(͡k͡k)mˈet(͡e͡n)ˈa͡ɪ(͡k͡k)nˈen
үкіметтерін	ukɪmetteɾˈɪn
үлгеру	uɫɡˈeɾw
үлгірді	uɫɡɪɾdˈɪ
үлесінде	ulesɪndˈe
үлкенге	uɫkenɡˈe
үлкендi	uɫkˈend(͡e͡n)ˈa͡ɪ(͡k͡k)
үміттерін	umɪtteɾˈɪn
үстiн	ˈust(͡e͡n)ˈa͡ɪ(͡k͡k)nə
ұйықтаса	ˈʊjəqtɑsɑ
ұласа	ʊɫɑsˈɑ
ұластыSkip	ʊɫˈɑstə(͡e͡n)kˈɪp(͡k͡k)
ұлылығын	ˈʊɫəɫəʀən
ұлықтап	ˈʊɫəqtɑp
ұлғаюы	ʊɫʀɑjˈuə
ұмтылса	ˈʊmtəɫsɑ
ұмытады	ˈʊmətɑdə
ұмытпауы	ˈʊmətpɑwə
ұнағаны	ʊnɑʀˈɑnə
ұннан	ʊnnˈɑn
ұнның	ˈʊnnəŋ
ұранына	ʊɾˈɑnənɑ
ұрындыруы	ˈʊɾəndəɾwə
ұстаздарды	ʊstɑzdˈɑɾdə
ұстазымыз	ʊstˈɑzəməz
ұстапты	ʊstˈɑptə
ұстағаннан	ʊstɑʀɑnnˈɑn
ұсқынсыз	ˈʊsqənsəz
ұтқыр	ˈʊtqəɾ
ұшырату	ˈʊʃəɾɑtw
ұясын	ʊjˈasən
ұғынып	ˈʊʀənəp
Әбдіров	æbdɪɾˈov
Әбенова	æbenovˈɑ
Әдейi	ædˈej(͡e͡n)ˈa͡ɪ(͡k͡k)
Әкiмбай	ˈæk(͡e͡n)ˈa͡ɪ(͡k͡k)mbˈɑj
Әмірованың	æmɪɾovˈɑnəŋ
Әрдайым	æɾdˈɑjəm
әбігер	æbɪɡˈeɾ
әдебиетінде	ædˈebəjetɪnde
әдетпен	ædetpˈen
әжетханаға	æʒetxɑnɑʀˈɑ
әйткенмен	æjtkenmˈen
әкесiмен	ækˈes(͡e͡n)ˈa͡ɪ(͡k͡k)mˈen
әкеткенін	æketkenˈɪn
әкімдерге	ækɪmdeɾɡˈe
әлдекімнің	æɫdekɪmnˈɪŋ
әлемімен	ælemɪmˈen
әлеуметтанушылар	ælewmettˈɑnwʃəɫɑɾ
әлсiреген	ˈæɫs(͡e͡n)ˈa͡ɪ(͡k͡k)ɾeɡˈen
әлсіздеу	æɫsɪzdˈew
әліпбиі	ælˈɪpbəjɪ
әріптесіміз	æɾɪptesɪmˈɪz
әсерге	æseɾɡˈe
әскерилердiң	æskˈeɾəjleɾd(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
әсіредіншілдер	æsɪɾedɪnʃɪɫdˈeɾ
әуенiн	æwˈen(͡e͡n)ˈa͡ɪ(͡k͡k)nə
әулиенiң	ˈæwɫəjen(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
әупірімдеп	æwpɪɾɪmdˈep
әңгiмеде	ˈæŋɡ(͡e͡n)ˈa͡ɪ(͡k͡k)medˈe
әңгімесіне	æŋɡɪmesɪnˈe
Өрттен	ɵɾttˈen
өзгермеді	ɵzɡeɾmedˈɪ
өздерiнде	ɵzdˈeɾ(͡e͡n)ˈa͡ɪ(͡k͡k)ndˈe
өкінемін	ɵkɪnemˈɪn
өлтірмейтін	ɵɫtɪɾmejtˈɪn
өмiрiмнiң	ˈɵm(͡e͡n)ˈa͡ɪ(͡k͡k)ɾə(͡e͡n)ˈa͡ɪ(͡k͡k)mənə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
өмiрбаяны	ˈɵm(͡e͡n)ˈa͡ɪ(͡k͡k)ɾbɑjˈanə
өмірлері	ɵmɪɾleɾˈɪ
өндiрiлiп	ˈɵnd(͡e͡n)ˈa͡ɪ(͡k͡k)ɾə(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə(͡e͡n)ˈa͡ɪ(͡k͡k)pə
өнерсүйер	ɵneɾsujˈeɾ
өнімдерімен	ɵnɪmdeɾɪmˈen
өрiске	ˈɵɾ(͡e͡n)ˈa͡ɪ(͡k͡k)skˈe
өртенді	ɵɾtendˈɪ
өрттi	ˈɵɾtt(͡e͡n)ˈa͡ɪ(͡k͡k)
өт	ˈɵt
өтемін	ɵtemˈɪn
өткiздiм	ˈɵtk(͡e͡n)ˈa͡ɪ(͡k͡k)zədə(͡e͡n)ˈa͡ɪ(͡k͡k)mə
өткендігін	ɵtkendɪɡˈɪn
өткенімен	ɵtkenɪmˈen
өткесін	ɵtkesˈɪn
өткізбейтін	ɵtkɪzbejtˈɪn
өткізілмек	ɵtkɪzɪɫmˈek
өтпестен	ɵtpestˈen
өтуінше	ɵtwɪnʃˈe
өтірікті	ɵtɪɾɪktˈɪ
Angeles	(͡e͡n)ˈand͡ʒəlˌiːs(͡k͡k)
BMW	(͡e͡n)bˌiːˌɛmdˈʌbə͡ljˌuː(͡k͡k)
Celtic	(͡e͡n)kˈɛltɪk(͡k͡k)
Gallup	(͡e͡n)ɡˈalʌp(͡k͡k)
Heritage	(͡e͡n)hˈɛɹɪtɪd͡ʒ(͡k͡k)
Interest	(͡e͡n)ˈɪntɹɛst(͡k͡k)
Iске	(͡e͡n)ˈa͡ɪ(͡k͡k)skˈe
LiveJournal	(͡e͡n)lˈa͡ɪv d͡ʒˈɜːnə͡l(͡k͡k)
Los	(͡e͡n)lˌɒs(͡k͡k)
NASA	(͡e͡n)nˈasɐ(͡k͡k)
One	(͡e͡n)wˈɒn(͡k͡k)
Uranium	(͡e͡n)jʊ͡əɹˈe͡ɪni͡əm(͡k͡k)
iзiнше	(͡e͡n)ˈa͡ɪ(͡k͡k)zə(͡e͡n)ˈa͡ɪ(͡k͡k)nʃˈe
iсiм	(͡e͡n)ˈa͡ɪ(͡k͡k)sə(͡e͡n)ˈa͡ɪ(͡k͡k)mə
iстегi	(͡e͡n)ˈa͡ɪ(͡k͡k)stˈeɡ(͡e͡n)ˈa͡ɪ(͡k͡k)
iшiмiзден	(͡e͡n)ˈa͡ɪ(͡k͡k)ʃə(͡e͡n)ˈa͡ɪ(͡k͡k)mə(͡e͡n)ˈa͡ɪ(͡k͡k)zdˈen
iшiмдiкке	(͡e͡n)ˈa͡ɪ(͡k͡k)ʃə(͡e͡n)ˈa͡ɪ(͡k͡k)mədə(͡e͡n)ˈa͡ɪ(͡k͡k)kkˈe
iшпеген	(͡e͡n)ˈa͡ɪ(͡k͡k)ʃpeɡˈen
iшпей	(͡e͡n)ˈa͡ɪ(͡k͡k)ʃpˈej
Абдусами	ɑbdwsˈɑməj
Абхазияға	ɑbxˈɑzəjjaʀɑ
Айдостың	ɑjdˈostəŋ
Айзада	ɑjzɑdˈɑ
Аймауытовтың	ɑjmˈɑwətovtəŋ
Айтқожа	ɑjtqoʒˈɑ
Алдажұманов	ɑɫdɑʒʊmɑnˈov
Алимжан	ˈɑɫəjmʒɑn
Алишер	ˈɑɫəjʃeɾ
Алпысбаев	ˈɑɫpəsbɑev
Амалсыз	ɑmˈɑɫsəz
Американдықтар	ɑmˈeɾəjkɑndəqtɑɾ
Амур	ˈɑmwɾ
Англиядағы	ˈɑnɡɫəjjadɑʀə
Анжелина	ɑnʒˈeɫəjnɑ
Анталия	ɑntˈɑɫəjja
Анығы	ˈɑnəʀə
Аптап	ɑptˈɑp
Арзу	ˈɑɾzw
Аршидин	ˈɑɾʃəjdəjn
Атадан	ɑtɑdˈɑn
Атажанова	ɑtɑʒɑnovˈɑ
Ататүрiктiң	ɑtɑtˈuɾ(͡e͡n)ˈa͡ɪ(͡k͡k)kətə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
Аурухананың	ɑwɾwxɑnˈɑnəŋ
Ауылшаруашылығы	ˈɑwəɫʃɑɾwɑʃəɫəʀə
Ахметовпен	ɑxmetovpˈen
Аяғына	ɑjˈaʀənɑ
Ағамыз	ɑʀˈɑməz
Ақмолаға	ɑqmoɫɑʀˈɑ
Аңсар	ɑŋsˈɑɾ
Балапан	bɑɫɑpˈɑn
Барыстың	bˈɑɾəstəŋ
Бақыттың	bˈɑqəttəŋ
Беков	bekˈov
Беларустың	beɫˈɑɾwstəŋ
Беранектiң	beɾɑnˈekt(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
Берг	bˈeɾɡ
Бердымұхаммедов	bˈeɾdəmʊxɑmmedov
Березовскийдің	beɾezˈovskəjjdɪŋ
Бернард	beɾnˈɑɾd
Блейк	blˈejk
Богомолец	boɡomolˈets
Бомба	bombˈɑ
Боранбаевтың	boɾɑnbɑˈevtəŋ
Босниядағы	bˈosnəjjadɑʀə
Бурятскийдің	bwɾjˈatskəjjdɪŋ
Бюро	bjuɾˈo
Бірге	bɪɾɡˈe
Біртіндеп	bɪɾtɪndˈep
Бәріміздің	bæɾɪmɪzdˈɪŋ
Бөрiбай	bˈɵɾ(͡e͡n)ˈa͡ɪ(͡k͡k)bˈɑj
Ватиканның	vˈɑtəjkɑnnəŋ
Видеоның	vəjdeonəŋ
ГЭС	ɡˈes
Гаагадағы	ɡɑɑɡɑdˈɑʀə
Гиффенді	ɡəjffendɪ
Головкинге	ɡoɫˈovkəjnɡe
Голышкин	ɡˈoɫəʃkəjn
Гүлжахан	ɡuɫʒɑxˈɑn
Гүлжаһан	ɡuɫʒɑhˈɑn
Данил	dˈɑnəjɫ
Данияның	dˈɑnəjjanəŋ
Дауыл	dˈɑwəɫ
Денi	dˈen(͡e͡n)ˈa͡ɪ(͡k͡k)
Денсаулығым	densˈɑwɫəʀəm
Дидье	dəjdʔe
Диплом	dəjpɫom
Дождь	dˈoʒdʔ
Досмұхамбетов	dosmʊxɑmbetˈov
Думасының	dwmˈɑsənəŋ
Дутов	dwtˈov
Дүйсенбіде	dujsenbɪdˈe
Дүниеден	dˈunəjeden
Евтихеев	ˈevtəjxeev
Елiнiң	ˈeɫ(͡e͡n)ˈa͡ɪ(͡k͡k)nə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
Елорда	eɫoɾdˈɑ
Елордалық	eɫoɾdˈɑɫəq
Ембі	embˈɪ
Ереванға	eɾevɑnʀˈɑ
Есiлдiң	ˈes(͡e͡n)ˈa͡ɪ(͡k͡k)ɫədə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
Есенбай	esenbˈɑj
Ескерткіштің	eskeɾtkɪʃtˈɪŋ
Еуропарламентке	ewɾopɑɾɫɑmentkˈe
Ешқайсысы	eʃqˈɑjsəsə
ЖЫЛ	ʒəɫ
Жазушылардың	ʒˈɑzwʃəɫɑɾdəŋ
Жалаң	ʒɑɫˈɑŋ
Жалғамыс	ʒɑɫʀˈɑməs
Жапаров	ʒɑpɑɾˈov
Жастары	ʒɑstˈɑɾə
Жауынтаев	ʒˈɑwəntɑev
Жақиянова	ʒˈɑqəjjanovɑ
Жаңабаева	ʒɑŋɑbɑevˈɑ
Жаңақала	ʒɑŋɑqɑɫˈɑ
Жетiсудың	ʒˈet(͡e͡n)ˈa͡ɪ(͡k͡k)swdəŋ
Жовтистiң	ʒˈovtəjst(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
Жолаушы	ʒoɫˈɑwʃə
Жітіқара	ʒɪtɪqɑɾˈɑ
Жүзден	ʒuzdˈen
Жұбайы	ʒʊbˈɑjə
Жұмаділ	ʒʊmɑdˈɪɫ
Жәке	ʒækˈe
Зерттеушiлер	zeɾttˈewʃ(͡e͡n)ˈa͡ɪ(͡k͡k)lˈeɾ
Зита	zəjtɑ
Зюганов	zjuɡɑnˈov
Икрам	əjkɾɑm
Ильинка	əjɫʔəjnkɑ
Ильяс	əjɫʔjas
Ингушетия	əjnɡwʃetəjja
Исламхан	əjsɫɑmxɑn
Йоахим	joˈɑxəjm
Кабулдегі	kɑbwɫdeɡˈɪ
Кавказдың	kɑvkˈɑzdəŋ
Каирде	kˈɑəjɾde
Карагодин	kɑɾɑɡˈodəjn
Карлагтың	kɑɾɫˈɑɡtəŋ
Картина	kˈɑɾtəjnɑ
Кебiсбаев	kˈeb(͡e͡n)ˈa͡ɪ(͡k͡k)sbɑˈev
Кемеңгер	kemeŋɡˈeɾ
Кеткен	ketkˈen
Кеңесіне	keŋesɪnˈe
Киiм	kəj(͡e͡n)ˈa͡ɪ(͡k͡k)mə
Киім	kəjɪm
Клинтонға	kɫəjntonʀɑ
Күйеуінің	kujewɪnˈɪŋ
Кәмила	kˈæməjɫɑ
Көзiм	kˈɵz(͡e͡n)ˈa͡ɪ(͡k͡k)mə
Көкiрекбаевтың	kˈɵk(͡e͡n)ˈa͡ɪ(͡k͡k)ɾekbɑˈevtəŋ
Көңiлiм	kˈɵŋ(͡e͡n)ˈa͡ɪ(͡k͡k)ɫə(͡e͡n)ˈa͡ɪ(͡k͡k)mə
Лански	ɫˈɑnskəj
Ленинге	lˈenəjnɡe
Лу	ɫw
Магадан	mɑɡɑdˈɑn
Маерманов	mɑeɾmɑnˈov
Макроэкономикалық	mɑkɾoekonˈoməjkɑɫəq
Манезаның	mɑnezˈɑnəŋ
Маралтай	mɑɾɑɫtˈɑj
Мағауиннiң	mɑʀˈɑwəjnn(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
Маңғыстаумұнайгаз	mˈɑŋʀəstɑwmʊnɑjɡɑz
Маңғышлақ	mˈɑŋʀəʃɫɑq
Мектептер	mekteptˈeɾ
Мемлекетiмiздiң	memlekˈet(͡e͡n)ˈa͡ɪ(͡k͡k)mə(͡e͡n)ˈa͡ɪ(͡k͡k)zədə(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
Мешітте	meʃɪttˈe
Мирзяев	məjɾzjaev
Миронов	məjɾonov
Мичиган	məjt͡ʃəjɡɑn
Молдовадағы	moɫdovɑdˈɑʀə
Монополияға	monopˈoɫəjjaʀɑ
Мусинова	mwsəjnovɑ
Мырзабек	məɾzɑbek
Мырзалиев	məɾzɑɫəjev
Мырзахметовтiң	məɾzɑxmetovt(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
Мырзашев	məɾzɑʃev
Мысырдың	məsəɾdəŋ
Мүбәрәкті	mubæɾæktˈɪ
Мұрагер	mʊɾɑɡˈeɾ
Мәлімдеме	mælɪmdemˈe
Мәнізоров	mænɪzoɾˈov
Мәрия	mˈæɾəjja
Мөлдiр	mˈɵɫd(͡e͡n)ˈa͡ɪ(͡k͡k)ɾə
Неке	nekˈe
Николае	nəjkoɫɑe
Норвегиялық	noɾvˈeɡəjjaɫəq
Нуланд	nwɫˈɑnd
Нүкен	nukˈen
Нұри	nˈʊɾəj
Нұрмақов	nʊɾmɑqˈov
Нұртазина	nʊɾtˈɑzəjnɑ
Нұрғанат	nʊɾʀɑnˈɑt
Нәтиже	nˈætəjʒe
Нәтижесi	nˈætəjʒes(͡e͡n)ˈa͡ɪ(͡k͡k)
Омбыдағы	ˈombədɑʀə
Омбыға	ˈombəʀɑ
Ортада	oɾtɑdˈɑ
Орынбаев	ˈoɾənbɑev
Орынбай	ˈoɾənbɑj
Орыстардың	ˈoɾəstɑɾdəŋ
Осакаров	osɑkɑɾˈov
Оспановты	ospɑnˈovtə
Осылар	ˈosəɫɑɾ
Оштың	ˈoʃtəŋ
Пайғамбарымыз	pɑjʀɑmbˈɑɾəməz
Парагвай	pɑɾɑɡvˈɑj
Патриоттық	pˈɑtɾəjottəq
Пугачев	pwɡɑt͡ʃˈev
Пәлен	pælˈen
Рано	ɾɑnˈo
Рейхстагқа	ɾejxstɑɡqˈɑ
Риза	ɾəjzɑ
Роскосмостың	ɾoskosmˈostəŋ
Савельев	sɑveɫʔˈev
Самуцевич	sɑmwtsˈevəjt͡ʃ
Санақ	sɑnˈɑq
Санитарлық	sˈɑnəjtɑɾɫəq
Сатушылар	sˈɑtwʃəɫɑɾ
Саясаттың	sɑjasˈɑttəŋ
Сағдиев	sˈɑʀdəjev
Сақтандыру	sɑqtˈɑndəɾw
Себебiн	sebˈeb(͡e͡n)ˈa͡ɪ(͡k͡k)nə
Себебін	sebebˈɪn
Сейфуллиннiң	sˈejfwɫɫəjnn(͡e͡n)ˈa͡ɪ(͡k͡k)ŋə
Семейден	semejdˈen
Семен	semˈen
Сенаты	senˈɑtə
Сербиядан	sˈeɾbəjjadɑn
Сечин	sˈet͡ʃəjn
Симферопольде	səjmfeɾopoɫʔde
Сиязбек	səjjazbek
Сонша	sonʃˈɑ
Сочидің	sˈot͡ʃəjdɪŋ
Сребреница	sɾebɾˈenəjtsɑ
Стейси	stˈejsəj
Страсбургтегі	sətɾɑsbwɾɡteɡˈɪ
Сыдықова	sədəqovɑ
Сыдықовтың	sədəqovtəŋ
Сыйлықты	səjɫəqtə
Сәлімгерей	sælɪmɡeɾˈej
Сәрсенбіде	sæɾsenbɪdˈe
ТЖД	təʒədə
Тайпей	tɑjpˈej
Тайсойған	tɑjsojʀˈɑn
Такси	tˈɑksəj
Танковтың	tɑnkˈovtəŋ
Тараптардың	tɑɾɑptˈɑɾdəŋ
Таңертеңнен	tɑŋeɾteŋnˈen
Тексеріс	tekseɾˈɪs
Телеарнаның	teleɑɾnˈɑnəŋ
Теміртаудың	temɪɾtˈɑwdəŋ
Теһранның	tehɾˈɑnnəŋ
Тимоти	təjmotəj
Тимошенкоға	təjmoʃenkoʀɑ
Тишкина	təjʃkəjnɑ
Торонто	toɾontˈo
Тоталитарлық	totˈɑɫəjtɑɾɫəq
